date,year,month,day,supply
6/29/2009,2009,6,29,47834
6/30/2009,2009,6,30,45912
7/1/2009,2009,7,1,45442
7/2/2009,2009,7,2,44625
7/3/2009,2009,7,3,43953
7/4/2009,2009,7,4,44730
7/5/2009,2009,7,5,45273
7/6/2009,2009,7,6,44544
7/7/2009,2009,7,7,44166
7/8/2009,2009,7,8,43999
7/9/2009,2009,7,9,44512
7/10/2009,2009,7,10,45990
7/11/2009,2009,7,11,47212
7/12/2009,2009,7,12,48037
7/13/2009,2009,7,13,47444
7/14/2009,2009,7,14,45763
7/15/2009,2009,7,15,47223
7/16/2009,2009,7,16,47099
7/17/2009,2009,7,17,46051
7/18/2009,2009,7,18,46546
7/19/2009,2009,7,19,48097
7/20/2009,2009,7,20,47438
7/21/2009,2009,7,21,46367
7/22/2009,2009,7,22,45935
7/23/2009,2009,7,23,44801
7/24/2009,2009,7,24,43381
7/25/2009,2009,7,25,45767
7/26/2009,2009,7,26,46960
7/27/2009,2009,7,27,47035
7/28/2009,2009,7,28,46539
7/29/2009,2009,7,29,46033
7/30/2009,2009,7,30,45902
7/31/2009,2009,7,31,45393
8/1/2009,2009,8,1,46157
8/2/2009,2009,8,2,47194
8/3/2009,2009,8,3,46942
8/4/2009,2009,8,4,45649
8/5/2009,2009,8,5,44806
8/6/2009,2009,8,6,44426
8/7/2009,2009,8,7,43411
8/8/2009,2009,8,8,44806
8/9/2009,2009,8,9,46327
8/10/2009,2009,8,10,46379
8/11/2009,2009,8,11,45087
8/12/2009,2009,8,12,44058
8/13/2009,2009,8,13,44524
8/14/2009,2009,8,14,42837
8/15/2009,2009,8,15,44550
8/16/2009,2009,8,16,45566
8/17/2009,2009,8,17,45143
8/18/2009,2009,8,18,44197
8/19/2009,2009,8,19,43855
8/20/2009,2009,8,20,43355
8/21/2009,2009,8,21,43151
8/22/2009,2009,8,22,44602
8/23/2009,2009,8,23,46111
8/24/2009,2009,8,24,45700
8/25/2009,2009,8,25,44253
8/26/2009,2009,8,26,43824
8/27/2009,2009,8,27,43114
8/28/2009,2009,8,28,42649
8/29/2009,2009,8,29,44072
8/30/2009,2009,8,30,45721
8/31/2009,2009,8,31,45251
9/1/2009,2009,9,1,44542
9/2/2009,2009,9,2,44538
9/3/2009,2009,9,3,44053
9/4/2009,2009,9,4,43474
9/5/2009,2009,9,5,43861
9/6/2009,2009,9,6,44861
9/7/2009,2009,9,7,43935
9/8/2009,2009,9,8,42872
9/9/2009,2009,9,9,41976
9/10/2009,2009,9,10,41708
9/11/2009,2009,9,11,40336
9/12/2009,2009,9,12,41190
9/13/2009,2009,9,13,42718
9/14/2009,2009,9,14,40883
9/15/2009,2009,9,15,39299
9/16/2009,2009,9,16,38437
9/17/2009,2009,9,17,38184
9/18/2009,2009,9,18,37309
9/19/2009,2009,9,19,38354
9/20/2009,2009,9,20,38987
9/21/2009,2009,9,21,36063
9/22/2009,2009,9,22,34948
9/23/2009,2009,9,23,33983
9/24/2009,2009,9,24,33091
9/25/2009,2009,9,25,31381
9/26/2009,2009,9,26,33467
9/27/2009,2009,9,27,34339
9/28/2009,2009,9,28,33009
9/29/2009,2009,9,29,31747
9/30/2009,2009,9,30,31141
10/1/2009,2009,10,1,30135
10/2/2009,2009,10,2,29566
10/3/2009,2009,10,3,28598
10/4/2009,2009,10,4,29037
10/5/2009,2009,10,5,29128
10/6/2009,2009,10,6,28564
10/7/2009,2009,10,7,27247
10/8/2009,2009,10,8,26910
10/9/2009,2009,10,9,26389
10/10/2009,2009,10,10,29053
10/11/2009,2009,10,11,29353
10/12/2009,2009,10,12,28048
10/13/2009,2009,10,13,25712
10/14/2009,2009,10,14,24297
10/15/2009,2009,10,15,23149
10/16/2009,2009,10,16,23100
10/17/2009,2009,10,17,23386
10/18/2009,2009,10,18,23931
10/19/2009,2009,10,19,21812
10/20/2009,2009,10,20,20520
10/21/2009,2009,10,21,19477
10/22/2009,2009,10,22,18845
10/23/2009,2009,10,23,18349
10/24/2009,2009,10,24,19559
10/25/2009,2009,10,25,20365
10/26/2009,2009,10,26,19337
10/27/2009,2009,10,27,16129
10/28/2009,2009,10,28,16121
10/29/2009,2009,10,29,15102
10/30/2009,2009,10,30,13895
10/31/2009,2009,10,31,13783
11/1/2009,2009,11,1,14924
11/2/2009,2009,11,2,14429
11/3/2009,2009,11,3,14576
11/4/2009,2009,11,4,13941
11/5/2009,2009,11,5,14001
11/6/2009,2009,11,6,14185
11/7/2009,2009,11,7,15621
11/8/2009,2009,11,8,16523
11/9/2009,2009,11,9,16099
11/10/2009,2009,11,10,15356
11/11/2009,2009,11,11,16347
11/12/2009,2009,11,12,17403
11/13/2009,2009,11,13,18116
11/14/2009,2009,11,14,20229
11/15/2009,2009,11,15,20729
11/16/2009,2009,11,16,22241
11/17/2009,2009,11,17,23513
11/18/2009,2009,11,18,25643
11/19/2009,2009,11,19,27791
11/20/2009,2009,11,20,30108
11/21/2009,2009,11,21,32375
11/22/2009,2009,11,22,32909
11/23/2009,2009,11,23,35171
11/24/2009,2009,11,24,35982
11/25/2009,2009,11,25,36500
11/26/2009,2009,11,26,38356
11/27/2009,2009,11,27,38973
11/28/2009,2009,11,28,40270
11/29/2009,2009,11,29,41174
11/30/2009,2009,11,30,42437
12/1/2009,2009,12,1,41979
12/2/2009,2009,12,2,42100
12/3/2009,2009,12,3,41519
12/4/2009,2009,12,4,40863
12/5/2009,2009,12,5,41361
12/6/2009,2009,12,6,41724
12/7/2009,2009,12,7,40746
12/8/2009,2009,12,8,39527
12/9/2009,2009,12,9,37796
12/10/2009,2009,12,10,36659
12/11/2009,2009,12,11,35899
12/12/2009,2009,12,12,36689
12/13/2009,2009,12,13,37369
12/14/2009,2009,12,14,37111
12/15/2009,2009,12,15,35572
12/16/2009,2009,12,16,34723
12/17/2009,2009,12,17,36680
12/18/2009,2009,12,18,36279
12/19/2009,2009,12,19,36958
12/20/2009,2009,12,20,37815
12/21/2009,2009,12,21,37968
12/22/2009,2009,12,22,39185
12/23/2009,2009,12,23,39001
12/24/2009,2009,12,24,39112
12/25/2009,2009,12,25,38438
12/26/2009,2009,12,26,40342
12/27/2009,2009,12,27,40527
12/28/2009,2009,12,28,40249
12/29/2009,2009,12,29,39615
12/30/2009,2009,12,30,37682
12/31/2009,2009,12,31,34085
1/1/2010,2010,1,1,33305
1/2/2010,2010,1,2,33091
1/3/2010,2010,1,3,33855
1/4/2010,2010,1,4,30511
1/5/2010,2010,1,5,29003
1/6/2010,2010,1,6,27304
1/7/2010,2010,1,7,25459
1/8/2010,2010,1,8,23024
1/9/2010,2010,1,9,24189
1/10/2010,2010,1,10,25371
1/11/2010,2010,1,11,22762
1/12/2010,2010,1,12,20561
1/13/2010,2010,1,13,19151
1/14/2010,2010,1,14,18110
1/15/2010,2010,1,15,16455
1/16/2010,2010,1,16,18082
1/17/2010,2010,1,17,20064
1/18/2010,2010,1,18,20163
1/19/2010,2010,1,19,19728
1/20/2010,2010,1,20,18274
1/21/2010,2010,1,21,18593
1/22/2010,2010,1,22,19553
1/23/2010,2010,1,23,22959
1/24/2010,2010,1,24,25412
1/25/2010,2010,1,25,26098
1/26/2010,2010,1,26,26671
1/27/2010,2010,1,27,26164
1/28/2010,2010,1,28,27908
1/29/2010,2010,1,29,28186
1/30/2010,2010,1,30,30484
1/31/2010,2010,1,31,32989
2/1/2010,2010,2,1,32926
2/2/2010,2010,2,2,32667
2/3/2010,2010,2,3,32815
2/4/2010,2010,2,4,33414
2/5/2010,2010,2,5,33286
2/6/2010,2010,2,6,35164
2/7/2010,2010,2,7,37764
2/8/2010,2010,2,8,38933
2/9/2010,2010,2,9,38663
2/10/2010,2010,2,10,38195
2/11/2010,2010,2,11,37363
2/12/2010,2010,2,12,35930
2/13/2010,2010,2,13,37181
2/14/2010,2010,2,14,36060
2/15/2010,2010,2,15,35882
2/16/2010,2010,2,16,36842
2/17/2010,2010,2,17,36625
2/18/2010,2010,2,18,36272
2/19/2010,2010,2,19,35163
2/20/2010,2010,2,20,37719
2/21/2010,2010,2,21,38837
2/22/2010,2010,2,22,37191
2/23/2010,2010,2,23,35346
2/24/2010,2010,2,24,33321
2/25/2010,2010,2,25,31478
2/26/2010,2010,2,26,28955
2/27/2010,2010,2,27,31518
2/28/2010,2010,2,28,32618
3/1/2010,2010,3,1,32720
3/2/2010,2010,3,2,31726
3/3/2010,2010,3,3,30545
3/4/2010,2010,3,4,29607
3/5/2010,2010,3,5,27908
3/6/2010,2010,3,6,29483
3/7/2010,2010,3,7,30487
3/8/2010,2010,3,8,28895
3/9/2010,2010,3,9,27602
3/10/2010,2010,3,10,25905
3/11/2010,2010,3,11,25604
3/12/2010,2010,3,12,23590
3/13/2010,2010,3,13,26150
3/14/2010,2010,3,14,27411
3/15/2010,2010,3,15,26114
3/16/2010,2010,3,16,24529
3/17/2010,2010,3,17,22697
3/18/2010,2010,3,18,22290
3/19/2010,2010,3,19,21670
3/20/2010,2010,3,20,23537
3/21/2010,2010,3,21,25152
3/22/2010,2010,3,22,23748
3/23/2010,2010,3,23,22761
3/24/2010,2010,3,24,21991
3/25/2010,2010,3,25,21551
3/26/2010,2010,3,26,21259
3/27/2010,2010,3,27,24053
3/28/2010,2010,3,28,25245
3/29/2010,2010,3,29,25504
3/30/2010,2010,3,30,24251
3/31/2010,2010,3,31,23797
4/1/2010,2010,4,1,23053
4/2/2010,2010,4,2,22974
4/3/2010,2010,4,3,24028
4/4/2010,2010,4,4,25727
4/5/2010,2010,4,5,25352
4/6/2010,2010,4,6,24031
4/7/2010,2010,4,7,23973
4/8/2010,2010,4,8,22933
4/9/2010,2010,4,9,22775
4/10/2010,2010,4,10,25522
4/11/2010,2010,4,11,26026
4/12/2010,2010,4,12,24964
4/13/2010,2010,4,13,24068
4/14/2010,2010,4,14,24170
4/15/2010,2010,4,15,24567
4/16/2010,2010,4,16,24264
4/17/2010,2010,4,17,25771
4/18/2010,2010,4,18,26145
4/19/2010,2010,4,19,24249
4/20/2010,2010,4,20,23050
4/21/2010,2010,4,21,21449
4/22/2010,2010,4,22,20850
4/23/2010,2010,4,23,19519
4/24/2010,2010,4,24,22166
4/25/2010,2010,4,25,22636
4/26/2010,2010,4,26,21333
4/27/2010,2010,4,27,20943
4/28/2010,2010,4,28,20119
4/29/2010,2010,4,29,20737
4/30/2010,2010,4,30,20657
5/1/2010,2010,5,1,21475
5/2/2010,2010,5,2,22709
5/3/2010,2010,5,3,21968
5/4/2010,2010,5,4,21693
5/5/2010,2010,5,5,22666
5/6/2010,2010,5,6,22231
5/7/2010,2010,5,7,22542
5/8/2010,2010,5,8,24814
5/9/2010,2010,5,9,25796
5/10/2010,2010,5,10,26489
5/11/2010,2010,5,11,26984
5/12/2010,2010,5,12,27415
5/13/2010,2010,5,13,28622
5/14/2010,2010,5,14,29035
5/15/2010,2010,5,15,30456
5/16/2010,2010,5,16,31428
5/17/2010,2010,5,17,31057
5/18/2010,2010,5,18,30103
5/19/2010,2010,5,19,29848
5/20/2010,2010,5,20,29943
5/21/2010,2010,5,21,29670
5/22/2010,2010,5,22,32014
5/23/2010,2010,5,23,32450
5/24/2010,2010,5,24,32084
5/25/2010,2010,5,25,32304
5/26/2010,2010,5,26,32382
5/27/2010,2010,5,27,33948
5/28/2010,2010,5,28,35133
5/29/2010,2010,5,29,37118
5/30/2010,2010,5,30,38631
5/31/2010,2010,5,31,39978
6/1/2010,2010,6,1,40418
6/2/2010,2010,6,2,40212
6/3/2010,2010,6,3,41903
6/4/2010,2010,6,4,42175
6/5/2010,2010,6,5,44089
6/6/2010,2010,6,6,44736
6/7/2010,2010,6,7,45127
6/8/2010,2010,6,8,44900
6/9/2010,2010,6,9,43615
6/10/2010,2010,6,10,43143
6/11/2010,2010,6,11,43691
6/12/2010,2010,6,12,45791
6/13/2010,2010,6,13,46493
6/14/2010,2010,6,14,46351
6/15/2010,2010,6,15,45439
6/16/2010,2010,6,16,44666
6/17/2010,2010,6,17,44425
6/18/2010,2010,6,18,45217
6/19/2010,2010,6,19,47167
6/20/2010,2010,6,20,49068
6/21/2010,2010,6,21,48664
6/22/2010,2010,6,22,48728
6/23/2010,2010,6,23,47551
6/24/2010,2010,6,24,47593
6/25/2010,2010,6,25,47195
6/26/2010,2010,6,26,49480
6/27/2010,2010,6,27,49718
6/28/2010,2010,6,28,48309
6/29/2010,2010,6,29,46809
6/30/2010,2010,6,30,45322
7/1/2010,2010,7,1,43771
7/2/2010,2010,7,2,42801
7/3/2010,2010,7,3,44152
7/4/2010,2010,7,4,45677
7/5/2010,2010,7,5,45365
7/6/2010,2010,7,6,45788
7/7/2010,2010,7,7,46199
7/8/2010,2010,7,8,47009
7/9/2010,2010,7,9,47578
7/10/2010,2010,7,10,50150
7/11/2010,2010,7,11,50511
7/12/2010,2010,7,12,50820
7/13/2010,2010,7,13,49586
7/14/2010,2010,7,14,51610
7/15/2010,2010,7,15,53020
7/16/2010,2010,7,16,52660
7/17/2010,2010,7,17,54161
7/18/2010,2010,7,18,55405
7/19/2010,2010,7,19,55360
7/20/2010,2010,7,20,54666
7/21/2010,2010,7,21,53509
7/22/2010,2010,7,22,52594
7/23/2010,2010,7,23,51379
7/24/2010,2010,7,24,53228
7/25/2010,2010,7,25,54664
7/26/2010,2010,7,26,53913
7/27/2010,2010,7,27,52822
7/28/2010,2010,7,28,52095
7/29/2010,2010,7,29,51986
7/30/2010,2010,7,30,51439
7/31/2010,2010,7,31,53103
8/1/2010,2010,8,1,53970
8/2/2010,2010,8,2,53646
8/3/2010,2010,8,3,53350
8/4/2010,2010,8,4,52886
8/5/2010,2010,8,5,52177
8/6/2010,2010,8,6,50994
8/7/2010,2010,8,7,52908
8/8/2010,2010,8,8,54205
8/9/2010,2010,8,9,53570
8/10/2010,2010,8,10,52947
8/11/2010,2010,8,11,52257
8/12/2010,2010,8,12,52587
8/13/2010,2010,8,13,52843
8/14/2010,2010,8,14,55085
8/15/2010,2010,8,15,56220
8/16/2010,2010,8,16,56101
8/17/2010,2010,8,17,56049
8/18/2010,2010,8,18,55745
8/19/2010,2010,8,19,56619
8/20/2010,2010,8,20,56232
8/21/2010,2010,8,21,58642
8/22/2010,2010,8,22,60253
8/23/2010,2010,8,23,59438
8/24/2010,2010,8,24,59180
8/25/2010,2010,8,25,58542
8/26/2010,2010,8,26,58473
8/27/2010,2010,8,27,57971
8/28/2010,2010,8,28,59939
8/29/2010,2010,8,29,61237
8/30/2010,2010,8,30,61404
8/31/2010,2010,8,31,60777
9/1/2010,2010,9,1,60509
9/2/2010,2010,9,2,60265
9/3/2010,2010,9,3,59796
9/4/2010,2010,9,4,61294
9/5/2010,2010,9,5,62402
9/6/2010,2010,9,6,61451
9/7/2010,2010,9,7,60626
9/8/2010,2010,9,8,61074
9/9/2010,2010,9,9,60778
9/10/2010,2010,9,10,60151
9/11/2010,2010,9,11,62065
9/12/2010,2010,9,12,63001
9/13/2010,2010,9,13,62386
9/14/2010,2010,9,14,61906
9/15/2010,2010,9,15,60874
9/16/2010,2010,9,16,60721
9/17/2010,2010,9,17,60062
9/18/2010,2010,9,18,61226
9/19/2010,2010,9,19,62248
9/20/2010,2010,9,20,61094
9/21/2010,2010,9,21,60398
9/22/2010,2010,9,22,59007
9/23/2010,2010,9,23,58549
9/24/2010,2010,9,24,59024
9/25/2010,2010,9,25,61019
9/26/2010,2010,9,26,61614
9/27/2010,2010,9,27,59567
9/28/2010,2010,9,28,57641
9/29/2010,2010,9,29,56626
9/30/2010,2010,9,30,55767
10/1/2010,2010,10,1,53808
10/2/2010,2010,10,2,53475
10/3/2010,2010,10,3,54003
10/4/2010,2010,10,4,50562
10/5/2010,2010,10,5,48286
10/6/2010,2010,10,6,47007
10/7/2010,2010,10,7,45472
10/8/2010,2010,10,8,43656
10/9/2010,2010,10,9,44842
10/10/2010,2010,10,10,45574
10/11/2010,2010,10,11,43551
10/12/2010,2010,10,12,42970
10/13/2010,2010,10,13,41721
10/14/2010,2010,10,14,40239
10/15/2010,2010,10,15,39913
10/16/2010,2010,10,16,40668
10/17/2010,2010,10,17,41786
10/18/2010,2010,10,18,41174
10/19/2010,2010,10,19,40533
10/20/2010,2010,10,20,39204
10/21/2010,2010,10,21,38835
10/22/2010,2010,10,22,37910
10/23/2010,2010,10,23,40394
10/24/2010,2010,10,24,41250
10/25/2010,2010,10,25,40724
10/26/2010,2010,10,26,40319
10/27/2010,2010,10,27,35636
10/28/2010,2010,10,28,36233
10/29/2010,2010,10,29,37137
10/30/2010,2010,10,30,38811
10/31/2010,2010,10,31,39990
11/1/2010,2010,11,1,39568
11/2/2010,2010,11,2,39985
11/3/2010,2010,11,3,39699
11/4/2010,2010,11,4,40392
11/5/2010,2010,11,5,40258
11/6/2010,2010,11,6,42490
11/7/2010,2010,11,7,43422
11/8/2010,2010,11,8,42687
11/9/2010,2010,11,9,42293
11/10/2010,2010,11,10,42544
11/11/2010,2010,11,11,42250
11/12/2010,2010,11,12,41276
11/13/2010,2010,11,13,43242
11/14/2010,2010,11,14,44315
11/15/2010,2010,11,15,42395
11/16/2010,2010,11,16,40659
11/17/2010,2010,11,17,40510
11/18/2010,2010,11,18,39534
11/19/2010,2010,11,19,39858
11/20/2010,2010,11,20,41886
11/21/2010,2010,11,21,42863
11/22/2010,2010,11,22,42030
11/23/2010,2010,11,23,40066
11/24/2010,2010,11,24,39912
11/25/2010,2010,11,25,40341
11/26/2010,2010,11,26,40787
11/27/2010,2010,11,27,41192
11/28/2010,2010,11,28,40959
11/29/2010,2010,11,29,41116
11/30/2010,2010,11,30,41138
12/1/2010,2010,12,1,40439
12/2/2010,2010,12,2,39670
12/3/2010,2010,12,3,38220
12/4/2010,2010,12,4,39018
12/5/2010,2010,12,5,39638
12/6/2010,2010,12,6,37773
12/7/2010,2010,12,7,36038
12/8/2010,2010,12,8,34282
12/9/2010,2010,12,9,32124
12/10/2010,2010,12,10,31654
12/11/2010,2010,12,11,33530
12/12/2010,2010,12,12,34392
12/13/2010,2010,12,13,32816
12/14/2010,2010,12,14,32841
12/15/2010,2010,12,15,32640
12/16/2010,2010,12,16,33926
12/17/2010,2010,12,17,33839
12/18/2010,2010,12,18,35584
12/19/2010,2010,12,19,36388
12/20/2010,2010,12,20,36668
12/21/2010,2010,12,21,35689
12/22/2010,2010,12,22,35976
12/23/2010,2010,12,23,36833
12/24/2010,2010,12,24,36527
12/25/2010,2010,12,25,37265
12/26/2010,2010,12,26,38727
12/27/2010,2010,12,27,37347
12/28/2010,2010,12,28,36778
12/29/2010,2010,12,29,36078
12/30/2010,2010,12,30,36077
12/31/2010,2010,12,31,32697
1/1/2011,2011,1,1,31926
1/2/2011,2011,1,2,33443
1/3/2011,2011,1,3,31274
1/4/2011,2011,1,4,29697
1/5/2011,2011,1,5,27784
1/6/2011,2011,1,6,25278
1/7/2011,2011,1,7,23411
1/8/2011,2011,1,8,25120
1/9/2011,2011,1,9,27186
1/10/2011,2011,1,10,24307
1/11/2011,2011,1,11,22538
1/12/2011,2011,1,12,21350
1/13/2011,2011,1,13,20583
1/14/2011,2011,1,14,19279
1/15/2011,2011,1,15,21365
1/16/2011,2011,1,16,23269
1/17/2011,2011,1,17,22162
1/18/2011,2011,1,18,21130
1/19/2011,2011,1,19,20820
1/20/2011,2011,1,20,20401
1/21/2011,2011,1,21,19387
1/22/2011,2011,1,22,22430
1/23/2011,2011,1,23,24856
1/24/2011,2011,1,24,24036
1/25/2011,2011,1,25,23379
1/26/2011,2011,1,26,22875
1/27/2011,2011,1,27,22909
1/28/2011,2011,1,28,23017
1/29/2011,2011,1,29,25933
1/30/2011,2011,1,30,28212
1/31/2011,2011,1,31,27600
2/1/2011,2011,2,1,25509
2/2/2011,2011,2,2,25548
2/3/2011,2011,2,3,24435
2/4/2011,2011,2,4,24478
2/5/2011,2011,2,5,26101
2/6/2011,2011,2,6,27969
2/7/2011,2011,2,7,27281
2/8/2011,2011,2,8,27160
2/9/2011,2011,2,9,25763
2/10/2011,2011,2,10,25566
2/11/2011,2011,2,11,24610
2/12/2011,2011,2,12,25874
2/13/2011,2011,2,13,27987
2/14/2011,2011,2,14,25915
2/15/2011,2011,2,15,25100
2/16/2011,2011,2,16,24059
2/17/2011,2011,2,17,22943
2/18/2011,2011,2,18,22265
2/19/2011,2011,2,19,23099
2/20/2011,2011,2,20,25237
2/21/2011,2011,2,21,24378
2/22/2011,2011,2,22,22838
2/23/2011,2011,2,23,21748
2/24/2011,2011,2,24,21579
2/25/2011,2011,2,25,21013
2/26/2011,2011,2,26,23260
2/27/2011,2011,2,27,24952
2/28/2011,2011,2,28,23320
3/1/2011,2011,3,1,24624
3/2/2011,2011,3,2,23410
3/3/2011,2011,3,3,21248
3/4/2011,2011,3,4,19643
3/5/2011,2011,3,5,21715
3/6/2011,2011,3,6,22655
3/7/2011,2011,3,7,20728
3/8/2011,2011,3,8,19239
3/9/2011,2011,3,9,17869
3/10/2011,2011,3,10,16760
3/11/2011,2011,3,11,16079
3/12/2011,2011,3,12,18882
3/13/2011,2011,3,13,20790
3/14/2011,2011,3,14,19301
3/15/2011,2011,3,15,17646
3/16/2011,2011,3,16,16692
3/17/2011,2011,3,17,15884
3/18/2011,2011,3,18,15582
3/19/2011,2011,3,19,18424
3/20/2011,2011,3,20,19889
3/21/2011,2011,3,21,18927
3/22/2011,2011,3,22,18446
3/23/2011,2011,3,23,18058
3/24/2011,2011,3,24,17727
3/25/2011,2011,3,25,16860
3/26/2011,2011,3,26,18969
3/27/2011,2011,3,27,20650
3/28/2011,2011,3,28,20160
3/29/2011,2011,3,29,19877
3/30/2011,2011,3,30,20143
3/31/2011,2011,3,31,21177
4/1/2011,2011,4,1,20878
4/2/2011,2011,4,2,22610
4/3/2011,2011,4,3,24705
4/4/2011,2011,4,4,24011
4/5/2011,2011,4,5,23022
4/6/2011,2011,4,6,22244
4/7/2011,2011,4,7,21230
4/8/2011,2011,4,8,20850
4/9/2011,2011,4,9,23106
4/10/2011,2011,4,10,24553
4/11/2011,2011,4,11,23358
4/12/2011,2011,4,12,22270
4/13/2011,2011,4,13,22489
4/14/2011,2011,4,14,22152
4/15/2011,2011,4,15,21772
4/16/2011,2011,4,16,23410
4/17/2011,2011,4,17,24874
4/18/2011,2011,4,18,23025
4/19/2011,2011,4,19,21580
4/20/2011,2011,4,20,19902
4/21/2011,2011,4,21,19113
4/22/2011,2011,4,22,17318
4/23/2011,2011,4,23,19637
4/24/2011,2011,4,24,20962
4/25/2011,2011,4,25,20038
4/26/2011,2011,4,26,18852
4/27/2011,2011,4,27,18647
4/28/2011,2011,4,28,18938
4/29/2011,2011,4,29,19309
4/30/2011,2011,4,30,20791
5/1/2011,2011,5,1,22207
5/2/2011,2011,5,2,21620
5/3/2011,2011,5,3,21433
5/4/2011,2011,5,4,20858
5/5/2011,2011,5,5,21310
5/6/2011,2011,5,6,21758
5/7/2011,2011,5,7,23234
5/8/2011,2011,5,8,24390
5/9/2011,2011,5,9,24369
5/10/2011,2011,5,10,25442
5/11/2011,2011,5,11,24319
5/12/2011,2011,5,12,23959
5/13/2011,2011,5,13,24117
5/14/2011,2011,5,14,27112
5/15/2011,2011,5,15,28602
5/16/2011,2011,5,16,28061
5/17/2011,2011,5,17,28244
5/18/2011,2011,5,18,28674
5/19/2011,2011,5,19,28696
5/20/2011,2011,5,20,28559
5/21/2011,2011,5,21,30467
5/22/2011,2011,5,22,32142
5/23/2011,2011,5,23,31734
5/24/2011,2011,5,24,31925
5/25/2011,2011,5,25,32361
5/26/2011,2011,5,26,32120
5/27/2011,2011,5,27,33064
5/28/2011,2011,5,28,35766
5/29/2011,2011,5,29,37067
5/30/2011,2011,5,30,37823
5/31/2011,2011,5,31,38505
6/1/2011,2011,6,1,37268
6/2/2011,2011,6,2,37185
6/3/2011,2011,6,3,37016
6/4/2011,2011,6,4,38285
6/5/2011,2011,6,5,39443
6/6/2011,2011,6,6,40020
6/7/2011,2011,6,7,39296
6/8/2011,2011,6,8,38549
6/9/2011,2011,6,9,38192
6/10/2011,2011,6,10,37994
6/11/2011,2011,6,11,40040
6/12/2011,2011,6,12,40795
6/13/2011,2011,6,13,40307
6/14/2011,2011,6,14,39607
6/15/2011,2011,6,15,37636
6/16/2011,2011,6,16,37020
6/17/2011,2011,6,17,35916
6/18/2011,2011,6,18,37067
6/19/2011,2011,6,19,38179
6/20/2011,2011,6,20,35976
6/21/2011,2011,6,21,34190
6/22/2011,2011,6,22,32324
6/23/2011,2011,6,23,31170
6/24/2011,2011,6,24,29183
6/25/2011,2011,6,25,29846
6/26/2011,2011,6,26,30392
6/27/2011,2011,6,27,27585
6/28/2011,2011,6,28,26148
6/29/2011,2011,6,29,23746
6/30/2011,2011,6,30,21897
7/1/2011,2011,7,1,20959
7/2/2011,2011,7,2,22333
7/3/2011,2011,7,3,23335
7/4/2011,2011,7,4,22356
7/5/2011,2011,7,5,21688
7/6/2011,2011,7,6,21332
7/7/2011,2011,7,7,21323
7/8/2011,2011,7,8,20655
7/9/2011,2011,7,9,22535
7/10/2011,2011,7,10,24571
7/11/2011,2011,7,11,22403
7/12/2011,2011,7,12,19198
7/13/2011,2011,7,13,18930
7/14/2011,2011,7,14,19816
7/15/2011,2011,7,15,19020
7/16/2011,2011,7,16,21154
7/17/2011,2011,7,17,22950
7/18/2011,2011,7,18,21231
7/19/2011,2011,7,19,20152
7/20/2011,2011,7,20,19806
7/21/2011,2011,7,21,19781
7/22/2011,2011,7,22,19097
7/23/2011,2011,7,23,21331
7/24/2011,2011,7,24,22631
7/25/2011,2011,7,25,21166
7/26/2011,2011,7,26,20548
7/27/2011,2011,7,27,18902
7/28/2011,2011,7,28,18631
7/29/2011,2011,7,29,17522
7/30/2011,2011,7,30,19571
7/31/2011,2011,7,31,20927
8/1/2011,2011,8,1,19702
8/2/2011,2011,8,2,19730
8/3/2011,2011,8,3,17436
8/4/2011,2011,8,4,17206
8/5/2011,2011,8,5,15331
8/6/2011,2011,8,6,16741
8/7/2011,2011,8,7,17967
8/8/2011,2011,8,8,16472
8/9/2011,2011,8,9,15587
8/10/2011,2011,8,10,14998
8/11/2011,2011,8,11,15564
8/12/2011,2011,8,12,14676
8/13/2011,2011,8,13,16449
8/14/2011,2011,8,14,17930
8/15/2011,2011,8,15,18721
8/16/2011,2011,8,16,17903
8/17/2011,2011,8,17,16887
8/18/2011,2011,8,18,16457
8/19/2011,2011,8,19,15541
8/20/2011,2011,8,20,17616
8/21/2011,2011,8,21,19421
8/22/2011,2011,8,22,17695
8/23/2011,2011,8,23,17166
8/24/2011,2011,8,24,16776
8/25/2011,2011,8,25,16238
8/26/2011,2011,8,26,15551
8/27/2011,2011,8,27,17117
8/28/2011,2011,8,28,18464
8/29/2011,2011,8,29,16841
8/30/2011,2011,8,30,16243
8/31/2011,2011,8,31,15657
9/1/2011,2011,9,1,14707
9/2/2011,2011,9,2,14390
9/3/2011,2011,9,3,15922
9/4/2011,2011,9,4,17219
9/5/2011,2011,9,5,15886
9/6/2011,2011,9,6,14854
9/7/2011,2011,9,7,14580
9/8/2011,2011,9,8,14122
9/9/2011,2011,9,9,13287
9/10/2011,2011,9,10,14783
9/11/2011,2011,9,11,13617
9/12/2011,2011,9,12,11992
9/13/2011,2011,9,13,11984
9/14/2011,2011,9,14,12784
9/15/2011,2011,9,15,12751
9/16/2011,2011,9,16,12200
9/17/2011,2011,9,17,14031
9/18/2011,2011,9,18,15325
9/19/2011,2011,9,19,13201
9/20/2011,2011,9,20,12546
9/21/2011,2011,9,21,11880
9/22/2011,2011,9,22,12006
9/23/2011,2011,9,23,11915
9/24/2011,2011,9,24,13572
9/25/2011,2011,9,25,15513
9/26/2011,2011,9,26,14917
9/27/2011,2011,9,27,15179
9/28/2011,2011,9,28,14758
