date,year,month,day,supply
3/30/2007,2007,3,30,18137
3/31/2007,2007,3,31,18610
4/1/2007,2007,4,1,19179
4/2/2007,2007,4,2,19667
4/3/2007,2007,4,3,19733
4/4/2007,2007,4,4,20213
4/5/2007,2007,4,5,20998
4/6/2007,2007,4,6,20892
4/7/2007,2007,4,7,20546
4/8/2007,2007,4,8,21210
4/9/2007,2007,4,9,22225
4/10/2007,2007,4,10,21802
4/11/2007,2007,4,11,22181
4/12/2007,2007,4,12,22807
4/13/2007,2007,4,13,22335
4/14/2007,2007,4,14,23896
4/15/2007,2007,4,15,23474
4/16/2007,2007,4,16,23309
4/17/2007,2007,4,17,23122
4/18/2007,2007,4,18,22764
4/19/2007,2007,4,19,22951
4/20/2007,2007,4,20,22313
4/21/2007,2007,4,21,22254
4/22/2007,2007,4,22,22092
4/23/2007,2007,4,23,22856
4/24/2007,2007,4,24,22789
4/25/2007,2007,4,25,21922
4/26/2007,2007,4,26,22312
4/27/2007,2007,4,27,20887
4/28/2007,2007,4,28,22535
4/29/2007,2007,4,29,22809
4/30/2007,2007,4,30,21939
5/1/2007,2007,5,1,20489
5/2/2007,2007,5,2,20789
5/3/2007,2007,5,3,20850
5/4/2007,2007,5,4,20202
5/5/2007,2007,5,5,20977
5/6/2007,2007,5,6,20696
5/7/2007,2007,5,7,21404
5/8/2007,2007,5,8,21105
5/9/2007,2007,5,9,20696
5/10/2007,2007,5,10,21512
5/11/2007,2007,5,11,21876
5/12/2007,2007,5,12,23111
5/13/2007,2007,5,13,23264
5/14/2007,2007,5,14,24826
5/15/2007,2007,5,15,24563
5/16/2007,2007,5,16,24172
5/17/2007,2007,5,17,24744
5/18/2007,2007,5,18,24851
5/19/2007,2007,5,19,25579
5/20/2007,2007,5,20,26343
5/21/2007,2007,5,21,27598
5/22/2007,2007,5,22,28833
5/23/2007,2007,5,23,29001
5/24/2007,2007,5,24,27834
5/25/2007,2007,5,25,29075
5/26/2007,2007,5,26,29960
5/27/2007,2007,5,27,30220
5/28/2007,2007,5,28,30577
5/29/2007,2007,5,29,31984
5/30/2007,2007,5,30,32888
5/31/2007,2007,5,31,34217
6/1/2007,2007,6,1,34738
6/2/2007,2007,6,2,34143
6/3/2007,2007,6,3,34226
6/4/2007,2007,6,4,36518
6/5/2007,2007,6,5,37174
6/6/2007,2007,6,6,36566
6/7/2007,2007,6,7,36457
6/8/2007,2007,6,8,36296
6/9/2007,2007,6,9,36761
6/10/2007,2007,6,10,37110
6/11/2007,2007,6,11,38251
6/12/2007,2007,6,12,37930
6/13/2007,2007,6,13,37129
6/14/2007,2007,6,14,38249
6/15/2007,2007,6,15,38487
6/16/2007,2007,6,16,38456
6/17/2007,2007,6,17,38407
6/18/2007,2007,6,18,39073
6/19/2007,2007,6,19,39487
6/20/2007,2007,6,20,38575
6/21/2007,2007,6,21,37973
6/22/2007,2007,6,22,36918
6/23/2007,2007,6,23,37192
6/24/2007,2007,6,24,37246
6/25/2007,2007,6,25,36527
6/26/2007,2007,6,26,35772
6/27/2007,2007,6,27,33905
6/28/2007,2007,6,28,32946
6/29/2007,2007,6,29,31627
6/30/2007,2007,6,30,32195
7/1/2007,2007,7,1,32191
7/2/2007,2007,7,2,30706
7/3/2007,2007,7,3,30989
7/4/2007,2007,7,4,31141
7/5/2007,2007,7,5,31340
7/6/2007,2007,7,6,31448
7/7/2007,2007,7,7,32098
7/8/2007,2007,7,8,31762
7/9/2007,2007,7,9,32331
7/10/2007,2007,7,10,33959
7/11/2007,2007,7,11,35395
7/12/2007,2007,7,12,34641
7/13/2007,2007,7,13,35443
7/14/2007,2007,7,14,36131
7/15/2007,2007,7,15,36183
7/16/2007,2007,7,16,37350
7/17/2007,2007,7,17,37253
7/18/2007,2007,7,18,38202
7/19/2007,2007,7,19,37648
7/20/2007,2007,7,20,36802
7/21/2007,2007,7,21,37048
7/22/2007,2007,7,22,37472
7/23/2007,2007,7,23,36973
7/24/2007,2007,7,24,36603
7/25/2007,2007,7,25,35361
7/26/2007,2007,7,26,34342
7/27/2007,2007,7,27,33210
7/28/2007,2007,7,28,33626
7/29/2007,2007,7,29,33673
7/30/2007,2007,7,30,33159
7/31/2007,2007,7,31,32235
8/1/2007,2007,8,1,31482
8/2/2007,2007,8,2,31375
8/3/2007,2007,8,3,29610
8/4/2007,2007,8,4,29407
8/5/2007,2007,8,5,29301
8/6/2007,2007,8,6,29299
8/7/2007,2007,8,7,28194
8/8/2007,2007,8,8,27742
8/9/2007,2007,8,9,27464
8/10/2007,2007,8,10,26318
8/11/2007,2007,8,11,27388
8/12/2007,2007,8,12,27514
8/13/2007,2007,8,13,26239
8/14/2007,2007,8,14,24669
8/15/2007,2007,8,15,25285
8/16/2007,2007,8,16,24732
8/17/2007,2007,8,17,23511
8/18/2007,2007,8,18,23692
8/19/2007,2007,8,19,23727
8/20/2007,2007,8,20,22201
8/21/2007,2007,8,21,21102
8/22/2007,2007,8,22,19909
8/23/2007,2007,8,23,19422
8/24/2007,2007,8,24,18592
8/25/2007,2007,8,25,19643
8/26/2007,2007,8,26,19182
8/27/2007,2007,8,27,17910
8/28/2007,2007,8,28,17430
8/29/2007,2007,8,29,16991
8/30/2007,2007,8,30,17020
8/31/2007,2007,8,31,16458
9/1/2007,2007,9,1,15763
9/2/2007,2007,9,2,15777
9/3/2007,2007,9,3,15942
9/4/2007,2007,9,4,15387
9/5/2007,2007,9,5,15284
9/6/2007,2007,9,6,14608
9/7/2007,2007,9,7,13826
9/8/2007,2007,9,8,13933
9/9/2007,2007,9,9,13692
9/10/2007,2007,9,10,13822
9/11/2007,2007,9,11,13693
9/12/2007,2007,9,12,13416
9/13/2007,2007,9,13,13594
9/14/2007,2007,9,14,13237
9/15/2007,2007,9,15,11973
9/16/2007,2007,9,16,11641
9/17/2007,2007,9,17,12508
9/18/2007,2007,9,18,12175
9/19/2007,2007,9,19,12119
9/20/2007,2007,9,20,11865
9/21/2007,2007,9,21,12211
9/22/2007,2007,9,22,11366
9/23/2007,2007,9,23,10340
9/24/2007,2007,9,24,8898
9/25/2007,2007,9,25,8052
9/26/2007,2007,9,26,8071
9/27/2007,2007,9,27,11078
9/28/2007,2007,9,28,11402
9/29/2007,2007,9,29,9900
9/30/2007,2007,9,30,10247
10/1/2007,2007,10,1,10544
10/2/2007,2007,10,2,11104
10/3/2007,2007,10,3,9668
10/4/2007,2007,10,4,9906
10/5/2007,2007,10,5,9882
10/6/2007,2007,10,6,8328
10/7/2007,2007,10,7,8574
10/8/2007,2007,10,8,10136
10/9/2007,2007,10,9,9967
10/10/2007,2007,10,10,9574
10/11/2007,2007,10,11,10422
10/12/2007,2007,10,12,10281
10/13/2007,2007,10,13,10159
10/14/2007,2007,10,14,9316
10/15/2007,2007,10,15,10606
10/16/2007,2007,10,16,10263
10/17/2007,2007,10,17,10927
10/18/2007,2007,10,18,10318
10/19/2007,2007,10,19,10512
10/20/2007,2007,10,20,9708
10/21/2007,2007,10,21,10139
10/22/2007,2007,10,22,11252
10/23/2007,2007,10,23,11248
10/24/2007,2007,10,24,11250
10/25/2007,2007,10,25,11788
10/26/2007,2007,10,26,11120
10/27/2007,2007,10,27,10957
10/28/2007,2007,10,28,10504
10/29/2007,2007,10,29,12056
10/30/2007,2007,10,30,11656
10/31/2007,2007,10,31,12533
11/1/2007,2007,11,1,12666
11/2/2007,2007,11,2,12206
11/3/2007,2007,11,3,11578
11/4/2007,2007,11,4,11524
11/5/2007,2007,11,5,11886
11/6/2007,2007,11,6,11885
11/7/2007,2007,11,7,11922
11/8/2007,2007,11,8,11314
11/9/2007,2007,11,9,11857
11/10/2007,2007,11,10,12358
11/11/2007,2007,11,11,11688
11/12/2007,2007,11,12,12130
11/13/2007,2007,11,13,11613
11/14/2007,2007,11,14,11441
11/15/2007,2007,11,15,10911
11/16/2007,2007,11,16,11600
11/17/2007,2007,11,17,10897
11/18/2007,2007,11,18,11120
11/19/2007,2007,11,19,11986
11/20/2007,2007,11,20,11616
11/21/2007,2007,11,21,11304
11/22/2007,2007,11,22,11057
11/23/2007,2007,11,23,12480
11/24/2007,2007,11,24,12104
11/25/2007,2007,11,25,11803
11/26/2007,2007,11,26,13434
11/27/2007,2007,11,27,13134
11/28/2007,2007,11,28,14149
11/29/2007,2007,11,29,13937
11/30/2007,2007,11,30,14106
12/1/2007,2007,12,1,13765
12/2/2007,2007,12,2,13261
12/3/2007,2007,12,3,13331
12/4/2007,2007,12,4,12896
12/5/2007,2007,12,5,12612
12/6/2007,2007,12,6,11597
12/7/2007,2007,12,7,11147
12/8/2007,2007,12,8,11452
12/9/2007,2007,12,9,11195
12/10/2007,2007,12,10,11296
12/11/2007,2007,12,11,10451
12/12/2007,2007,12,12,11312
12/13/2007,2007,12,13,12006
12/14/2007,2007,12,14,11847
12/15/2007,2007,12,15,10838
12/16/2007,2007,12,16,10687
12/17/2007,2007,12,17,12501
12/18/2007,2007,12,18,13443
12/19/2007,2007,12,19,10982
12/20/2007,2007,12,20,12664
12/21/2007,2007,12,21,13033
12/22/2007,2007,12,22,12112
12/23/2007,2007,12,23,11075
12/24/2007,2007,12,24,13596
12/25/2007,2007,12,25,11997
12/26/2007,2007,12,26,12803
12/27/2007,2007,12,27,12587
12/28/2007,2007,12,28,12214
12/29/2007,2007,12,29,11068
12/30/2007,2007,12,30,10672
12/31/2007,2007,12,31,10243
1/1/2008,2008,1,1,8862
1/2/2008,2008,1,2,9119
1/3/2008,2008,1,3,9306
1/4/2008,2008,1,4,9685
1/5/2008,2008,1,5,9427
1/6/2008,2008,1,6,9276
1/7/2008,2008,1,7,10472
1/8/2008,2008,1,8,10796
1/9/2008,2008,1,9,10737
1/10/2008,2008,1,10,11061
1/11/2008,2008,1,11,10592
1/12/2008,2008,1,12,12209
1/13/2008,2008,1,13,10523
1/14/2008,2008,1,14,12922
1/15/2008,2008,1,15,13859
1/16/2008,2008,1,16,14383
1/17/2008,2008,1,17,15320
1/18/2008,2008,1,18,15536
1/19/2008,2008,1,19,15559
1/20/2008,2008,1,20,15975
1/21/2008,2008,1,21,17322
1/22/2008,2008,1,22,16565
1/23/2008,2008,1,23,17665
1/24/2008,2008,1,24,18279
1/25/2008,2008,1,25,18485
1/26/2008,2008,1,26,21613
1/27/2008,2008,1,27,22182
1/28/2008,2008,1,28,23397
1/29/2008,2008,1,29,23483
1/30/2008,2008,1,30,23692
1/31/2008,2008,1,31,24962
2/1/2008,2008,2,1,24424
2/2/2008,2008,2,2,25654
2/3/2008,2008,2,3,26989
2/4/2008,2008,2,4,25869
2/5/2008,2008,2,5,24567
2/6/2008,2008,2,6,23690
2/7/2008,2008,2,7,22947
2/8/2008,2008,2,8,22674
2/9/2008,2008,2,9,25275
2/10/2008,2008,2,10,26573
2/11/2008,2008,2,11,27435
2/12/2008,2008,2,12,27405
2/13/2008,2008,2,13,26783
2/14/2008,2008,2,14,26604
2/15/2008,2008,2,15,26379
2/16/2008,2008,2,16,26778
2/17/2008,2008,2,17,27803
2/18/2008,2008,2,18,28127
2/19/2008,2008,2,19,28488
2/20/2008,2008,2,20,27677
2/21/2008,2008,2,21,26748
2/22/2008,2008,2,22,26122
2/23/2008,2008,2,23,27599
2/24/2008,2008,2,24,27746
2/25/2008,2008,2,25,27604
2/26/2008,2008,2,26,26039
2/27/2008,2008,2,27,25436
2/28/2008,2008,2,28,25496
2/29/2008,2008,2,29,24419
3/1/2008,2008,3,1,26776
3/2/2008,2008,3,2,27579
3/3/2008,2008,3,3,25685
3/4/2008,2008,3,4,24227
3/5/2008,2008,3,5,23419
3/6/2008,2008,3,6,22993
3/7/2008,2008,3,7,21664
3/8/2008,2008,3,8,22922
3/9/2008,2008,3,9,23959
3/10/2008,2008,3,10,23884
3/11/2008,2008,3,11,22228
3/12/2008,2008,3,12,21273
3/13/2008,2008,3,13,20103
3/14/2008,2008,3,14,18893
3/15/2008,2008,3,15,19354
3/16/2008,2008,3,16,20729
3/17/2008,2008,3,17,21163
3/18/2008,2008,3,18,20370
3/19/2008,2008,3,19,20185
3/20/2008,2008,3,20,20714
3/21/2008,2008,3,21,20092
3/22/2008,2008,3,22,21813
3/23/2008,2008,3,23,22700
3/24/2008,2008,3,24,22382
3/25/2008,2008,3,25,22602
3/26/2008,2008,3,26,22351
3/27/2008,2008,3,27,22333
3/28/2008,2008,3,28,23061
3/29/2008,2008,3,29,22809
3/30/2008,2008,3,30,23101
3/31/2008,2008,3,31,24265
4/1/2008,2008,4,1,24865
4/2/2008,2008,4,2,25592
4/3/2008,2008,4,3,25737
4/4/2008,2008,4,4,25713
4/5/2008,2008,4,5,26986
4/6/2008,2008,4,6,27429
4/7/2008,2008,4,7,27423
4/8/2008,2008,4,8,27923
4/9/2008,2008,4,9,27234
4/10/2008,2008,4,10,27591
4/11/2008,2008,4,11,28363
4/12/2008,2008,4,12,29990
4/13/2008,2008,4,13,30588
4/14/2008,2008,4,14,29959
4/15/2008,2008,4,15,29436
4/16/2008,2008,4,16,28322
4/17/2008,2008,4,17,27692
4/18/2008,2008,4,18,27375
4/19/2008,2008,4,19,27772
4/20/2008,2008,4,20,28414
4/21/2008,2008,4,21,27783
4/22/2008,2008,4,22,27153
4/23/2008,2008,4,23,26730
4/24/2008,2008,4,24,25995
4/25/2008,2008,4,25,26792
4/26/2008,2008,4,26,27865
4/27/2008,2008,4,27,28496
4/28/2008,2008,4,28,28378
4/29/2008,2008,4,29,28326
4/30/2008,2008,4,30,28058
5/1/2008,2008,5,1,27468
5/2/2008,2008,5,2,27127
5/3/2008,2008,5,3,26840
5/4/2008,2008,5,4,27304
5/5/2008,2008,5,5,26967
5/6/2008,2008,5,6,27427
5/7/2008,2008,5,7,28401
5/8/2008,2008,5,8,28128
5/9/2008,2008,5,9,27135
5/10/2008,2008,5,10,28759
5/11/2008,2008,5,11,29767
5/12/2008,2008,5,12,28555
5/13/2008,2008,5,13,29044
5/14/2008,2008,5,14,29424
5/15/2008,2008,5,15,29554
5/16/2008,2008,5,16,29358
5/17/2008,2008,5,17,29615
5/18/2008,2008,5,18,29853
5/19/2008,2008,5,19,30841
5/20/2008,2008,5,20,31577
5/21/2008,2008,5,21,32024
5/22/2008,2008,5,22,31901
5/23/2008,2008,5,23,31380
5/24/2008,2008,5,24,32590
5/25/2008,2008,5,25,32870
5/26/2008,2008,5,26,33802
5/27/2008,2008,5,27,34620
5/28/2008,2008,5,28,35030
5/29/2008,2008,5,29,34808
5/30/2008,2008,5,30,35797
5/31/2008,2008,5,31,35828
6/1/2008,2008,6,1,36269
6/2/2008,2008,6,2,36926
6/3/2008,2008,6,3,37454
6/4/2008,2008,6,4,37552
6/5/2008,2008,6,5,37882
6/6/2008,2008,6,6,38045
6/7/2008,2008,6,7,38440
6/8/2008,2008,6,8,38218
6/9/2008,2008,6,9,38494
6/10/2008,2008,6,10,38503
6/11/2008,2008,6,11,38518
6/12/2008,2008,6,12,37870
6/13/2008,2008,6,13,38103
6/14/2008,2008,6,14,39464
6/15/2008,2008,6,15,40083
6/16/2008,2008,6,16,40212
6/17/2008,2008,6,17,40646
6/18/2008,2008,6,18,39767
6/19/2008,2008,6,19,38078
6/20/2008,2008,6,20,38387
6/21/2008,2008,6,21,38540
6/22/2008,2008,6,22,39353
6/23/2008,2008,6,23,38760
6/24/2008,2008,6,24,38426
6/25/2008,2008,6,25,38365
6/26/2008,2008,6,26,37157
6/27/2008,2008,6,27,36625
6/28/2008,2008,6,28,37631
6/29/2008,2008,6,29,38228
6/30/2008,2008,6,30,36980
7/1/2008,2008,7,1,35335
7/2/2008,2008,7,2,33222
7/3/2008,2008,7,3,31635
7/4/2008,2008,7,4,29884
7/5/2008,2008,7,5,30604
7/6/2008,2008,7,6,31012
7/7/2008,2008,7,7,30493
7/8/2008,2008,7,8,30925
7/9/2008,2008,7,9,31437
7/10/2008,2008,7,10,32106
7/11/2008,2008,7,11,31960
7/12/2008,2008,7,12,33204
7/13/2008,2008,7,13,33234
7/14/2008,2008,7,14,33266
7/15/2008,2008,7,15,32905
7/16/2008,2008,7,16,33296
7/17/2008,2008,7,17,34554
7/18/2008,2008,7,18,34684
7/19/2008,2008,7,19,35107
7/20/2008,2008,7,20,36147
7/21/2008,2008,7,21,35477
7/22/2008,2008,7,22,35167
7/23/2008,2008,7,23,34240
7/24/2008,2008,7,24,33290
7/25/2008,2008,7,25,31790
7/26/2008,2008,7,26,33812
7/27/2008,2008,7,27,34443
7/28/2008,2008,7,28,34169
7/29/2008,2008,7,29,33287
7/30/2008,2008,7,30,32477
7/31/2008,2008,7,31,32380
8/1/2008,2008,8,1,31361
8/2/2008,2008,8,2,31869
8/3/2008,2008,8,3,32628
8/4/2008,2008,8,4,31872
8/5/2008,2008,8,5,31685
8/6/2008,2008,8,6,31818
8/7/2008,2008,8,7,31805
8/8/2008,2008,8,8,30312
8/9/2008,2008,8,9,31401
8/10/2008,2008,8,10,32093
8/11/2008,2008,8,11,31131
8/12/2008,2008,8,12,30114
8/13/2008,2008,8,13,29137
8/14/2008,2008,8,14,27574
8/15/2008,2008,8,15,28480
8/16/2008,2008,8,16,28311
8/17/2008,2008,8,17,29090
8/18/2008,2008,8,18,27659
8/19/2008,2008,8,19,27115
8/20/2008,2008,8,20,27182
8/21/2008,2008,8,21,27222
8/22/2008,2008,8,22,25260
8/23/2008,2008,8,23,27791
8/24/2008,2008,8,24,29422
8/25/2008,2008,8,25,29234
8/26/2008,2008,8,26,29162
8/27/2008,2008,8,27,29688
8/28/2008,2008,8,28,29997
8/29/2008,2008,8,29,30095
8/30/2008,2008,8,30,31315
8/31/2008,2008,8,31,32336
9/1/2008,2008,9,1,30760
9/2/2008,2008,9,2,30452
9/3/2008,2008,9,3,30934
9/4/2008,2008,9,4,31773
9/5/2008,2008,9,5,31672
9/6/2008,2008,9,6,32696
9/7/2008,2008,9,7,33365
9/8/2008,2008,9,8,33549
9/9/2008,2008,9,9,34305
9/10/2008,2008,9,10,35021
9/11/2008,2008,9,11,35248
9/12/2008,2008,9,12,34166
9/13/2008,2008,9,13,35256
9/14/2008,2008,9,14,34108
9/15/2008,2008,9,15,33741
9/16/2008,2008,9,16,34290
9/17/2008,2008,9,17,33490
9/18/2008,2008,9,18,32432
9/19/2008,2008,9,19,33071
9/20/2008,2008,9,20,33195
9/21/2008,2008,9,21,33783
9/22/2008,2008,9,22,32856
9/23/2008,2008,9,23,32657
9/24/2008,2008,9,24,31829
9/25/2008,2008,9,25,31710
9/26/2008,2008,9,26,31075
9/27/2008,2008,9,27,32396
9/28/2008,2008,9,28,32991
9/29/2008,2008,9,29,32351
9/30/2008,2008,9,30,32696
10/1/2008,2008,10,1,31934
10/2/2008,2008,10,2,29717
10/3/2008,2008,10,3,30351
10/4/2008,2008,10,4,29440
10/5/2008,2008,10,5,29741
10/6/2008,2008,10,6,28371
10/7/2008,2008,10,7,26721
10/8/2008,2008,10,8,25701
10/9/2008,2008,10,9,26314
10/10/2008,2008,10,10,25651
10/11/2008,2008,10,11,27360
10/12/2008,2008,10,12,28275
10/13/2008,2008,10,13,27565
10/14/2008,2008,10,14,25704
10/15/2008,2008,10,15,25109
10/16/2008,2008,10,16,24923
10/17/2008,2008,10,17,24785
10/18/2008,2008,10,18,25757
10/19/2008,2008,10,19,26655
10/20/2008,2008,10,20,25850
10/21/2008,2008,10,21,25798
10/22/2008,2008,10,22,25024
10/23/2008,2008,10,23,24535
10/24/2008,2008,10,24,24563
10/25/2008,2008,10,25,25687
10/26/2008,2008,10,26,26637
10/27/2008,2008,10,27,22538
10/28/2008,2008,10,28,22772
10/29/2008,2008,10,29,23058
10/30/2008,2008,10,30,23183
10/31/2008,2008,10,31,22655
11/1/2008,2008,11,1,23017
11/2/2008,2008,11,2,23321
11/3/2008,2008,11,3,22317
11/4/2008,2008,11,4,21607
11/5/2008,2008,11,5,21031
11/6/2008,2008,11,6,21259
11/7/2008,2008,11,7,20586
11/8/2008,2008,11,8,22336
11/9/2008,2008,11,9,22810
11/10/2008,2008,11,10,21658
11/11/2008,2008,11,11,20642
11/12/2008,2008,11,12,20324
11/13/2008,2008,11,13,20441
11/14/2008,2008,11,14,20872
11/15/2008,2008,11,15,20801
11/16/2008,2008,11,16,21082
11/17/2008,2008,11,17,21309
11/18/2008,2008,11,18,20401
11/19/2008,2008,11,19,22364
11/20/2008,2008,11,20,23036
11/21/2008,2008,11,21,23680
11/22/2008,2008,11,22,24817
11/23/2008,2008,11,23,25342
11/24/2008,2008,11,24,25939
11/25/2008,2008,11,25,25896
11/26/2008,2008,11,26,27242
11/27/2008,2008,11,27,27161
11/28/2008,2008,11,28,28098
11/29/2008,2008,11,29,27789
11/30/2008,2008,11,30,28713
12/1/2008,2008,12,1,28600
12/2/2008,2008,12,2,27778
12/3/2008,2008,12,3,27456
12/4/2008,2008,12,4,26007
12/5/2008,2008,12,5,24062
12/6/2008,2008,12,6,23328
12/7/2008,2008,12,7,24187
12/8/2008,2008,12,8,23693
12/9/2008,2008,12,9,21251
12/10/2008,2008,12,10,19992
12/11/2008,2008,12,11,19121
12/12/2008,2008,12,12,19069
12/13/2008,2008,12,13,19088
12/14/2008,2008,12,14,20039
12/15/2008,2008,12,15,20806
12/16/2008,2008,12,16,20751
12/17/2008,2008,12,17,21629
12/18/2008,2008,12,18,21664
12/19/2008,2008,12,19,22680
12/20/2008,2008,12,20,21634
12/21/2008,2008,12,21,23239
12/22/2008,2008,12,22,23560
12/23/2008,2008,12,23,23475
12/24/2008,2008,12,24,23891
12/25/2008,2008,12,25,23947
12/26/2008,2008,12,26,24049
12/27/2008,2008,12,27,24481
12/28/2008,2008,12,28,26008
12/29/2008,2008,12,29,25071
12/30/2008,2008,12,30,23111
12/31/2008,2008,12,31,21084
1/1/2009,2009,1,1,20417
1/2/2009,2009,1,2,19210
1/3/2009,2009,1,3,19518
1/4/2009,2009,1,4,21317
1/5/2009,2009,1,5,19507
1/6/2009,2009,1,6,18034
1/7/2009,2009,1,7,16475
1/8/2009,2009,1,8,15170
1/9/2009,2009,1,9,15136
1/10/2009,2009,1,10,16314
1/11/2009,2009,1,11,17260
1/12/2009,2009,1,12,15404
1/13/2009,2009,1,13,13951
1/14/2009,2009,1,14,13343
1/15/2009,2009,1,15,11984
1/16/2009,2009,1,16,12123
1/17/2009,2009,1,17,11992
1/18/2009,2009,1,18,13967
1/19/2009,2009,1,19,13740
1/20/2009,2009,1,20,13364
1/21/2009,2009,1,21,13225
1/22/2009,2009,1,22,13427
1/23/2009,2009,1,23,12869
1/24/2009,2009,1,24,15228
1/25/2009,2009,1,25,13990
1/26/2009,2009,1,26,12830
1/27/2009,2009,1,27,13824
1/28/2009,2009,1,28,14973
1/29/2009,2009,1,29,16008
1/30/2009,2009,1,30,15024
1/31/2009,2009,1,31,16584
2/1/2009,2009,2,1,18098
2/2/2009,2009,2,2,16894
2/3/2009,2009,2,3,15793
2/4/2009,2009,2,4,15637
2/5/2009,2009,2,5,14815
2/6/2009,2009,2,6,13895
2/7/2009,2009,2,7,15364
2/8/2009,2009,2,8,16080
2/9/2009,2009,2,9,16168
2/10/2009,2009,2,10,16107
2/11/2009,2009,2,11,15357
2/12/2009,2009,2,12,15954
2/13/2009,2009,2,13,14144
2/14/2009,2009,2,14,16565
2/15/2009,2009,2,15,17724
2/16/2009,2009,2,16,16968
2/17/2009,2009,2,17,16222
2/18/2009,2009,2,18,16187
2/19/2009,2009,2,19,16102
2/20/2009,2009,2,20,15780
2/21/2009,2009,2,21,18336
2/22/2009,2009,2,22,19364
2/23/2009,2009,2,23,19272
2/24/2009,2009,2,24,19227
2/25/2009,2009,2,25,18732
2/26/2009,2009,2,26,18407
2/27/2009,2009,2,27,17905
2/28/2009,2009,2,28,22158
3/1/2009,2009,3,1,23662
3/2/2009,2009,3,2,22772
3/3/2009,2009,3,3,21947
3/4/2009,2009,3,4,20591
3/5/2009,2009,3,5,19521
3/6/2009,2009,3,6,18280
3/7/2009,2009,3,7,19277
3/8/2009,2009,3,8,21015
3/9/2009,2009,3,9,20051
3/10/2009,2009,3,10,19373
3/11/2009,2009,3,11,18531
3/12/2009,2009,3,12,18208
3/13/2009,2009,3,13,16442
3/14/2009,2009,3,14,18504
3/15/2009,2009,3,15,19995
3/16/2009,2009,3,16,18874
3/17/2009,2009,3,17,18676
3/18/2009,2009,3,18,17999
3/19/2009,2009,3,19,16173
3/20/2009,2009,3,20,16085
3/21/2009,2009,3,21,17871
3/22/2009,2009,3,22,18833
3/23/2009,2009,3,23,18349
3/24/2009,2009,3,24,18306
3/25/2009,2009,3,25,18553
3/26/2009,2009,3,26,17982
3/27/2009,2009,3,27,18146
3/28/2009,2009,3,28,20354
3/29/2009,2009,3,29,21609
3/30/2009,2009,3,30,21840
3/31/2009,2009,3,31,21597
4/1/2009,2009,4,1,21688
4/2/2009,2009,4,2,22913
4/3/2009,2009,4,3,22752
4/4/2009,2009,4,4,23707
4/5/2009,2009,4,5,25647
4/6/2009,2009,4,6,25460
4/7/2009,2009,4,7,24575
4/8/2009,2009,4,8,24320
4/9/2009,2009,4,9,24546
4/10/2009,2009,4,10,23571
4/11/2009,2009,4,11,25406
4/12/2009,2009,4,12,26572
4/13/2009,2009,4,13,25985
4/14/2009,2009,4,14,25034
4/15/2009,2009,4,15,24432
4/16/2009,2009,4,16,23649
4/17/2009,2009,4,17,23023
4/18/2009,2009,4,18,24422
4/19/2009,2009,4,19,25618
4/20/2009,2009,4,20,23870
4/21/2009,2009,4,21,23977
4/22/2009,2009,4,22,23717
4/23/2009,2009,4,23,23089
4/24/2009,2009,4,24,22493
4/25/2009,2009,4,25,24166
4/26/2009,2009,4,26,25423
4/27/2009,2009,4,27,24973
4/28/2009,2009,4,28,24534
4/29/2009,2009,4,29,24392
4/30/2009,2009,4,30,24458
5/1/2009,2009,5,1,23719
5/2/2009,2009,5,2,25589
5/3/2009,2009,5,3,26320
5/4/2009,2009,5,4,25869
5/5/2009,2009,5,5,26207
5/6/2009,2009,5,6,25690
5/7/2009,2009,5,7,25483
5/8/2009,2009,5,8,25634
5/9/2009,2009,5,9,27079
5/10/2009,2009,5,10,28065
5/11/2009,2009,5,11,27778
5/12/2009,2009,5,12,27910
5/13/2009,2009,5,13,28843
5/14/2009,2009,5,14,29757
5/15/2009,2009,5,15,29371
5/16/2009,2009,5,16,29927
5/17/2009,2009,5,17,31890
5/18/2009,2009,5,18,32780
5/19/2009,2009,5,19,33611
5/20/2009,2009,5,20,34229
5/21/2009,2009,5,21,33846
5/22/2009,2009,5,22,34252
5/23/2009,2009,5,23,36063
5/24/2009,2009,5,24,37312
5/25/2009,2009,5,25,38878
5/26/2009,2009,5,26,39577
5/27/2009,2009,5,27,40984
5/28/2009,2009,5,28,42464
5/29/2009,2009,5,29,43943
5/30/2009,2009,5,30,44569
5/31/2009,2009,5,31,46386
6/1/2009,2009,6,1,47363
6/2/2009,2009,6,2,47029
6/3/2009,2009,6,3,47064
6/4/2009,2009,6,4,47018
6/5/2009,2009,6,5,46555
6/6/2009,2009,6,6,47940
6/7/2009,2009,6,7,48872
6/8/2009,2009,6,8,49098
6/9/2009,2009,6,9,48552
6/10/2009,2009,6,10,48861
6/11/2009,2009,6,11,49466
6/12/2009,2009,6,12,49335
6/13/2009,2009,6,13,50715
6/14/2009,2009,6,14,51540
6/15/2009,2009,6,15,51057
6/16/2009,2009,6,16,50052
6/17/2009,2009,6,17,48541
6/18/2009,2009,6,18,49212
6/19/2009,2009,6,19,49469
6/20/2009,2009,6,20,49297
6/21/2009,2009,6,21,50318
6/22/2009,2009,6,22,50034
6/23/2009,2009,6,23,49525
6/24/2009,2009,6,24,48998
6/25/2009,2009,6,25,48380
6/26/2009,2009,6,26,46906
6/27/2009,2009,6,27,48500
6/28/2009,2009,6,28,49448
