source,year,month,month_name,unit,patients
Jeonbuk,2022,5,May,7393.93178,3097
Jeonbuk,2022,6,June,7325.391494,3068
Jeonbuk,2022,7,July,7407.572249,3071
Jeonbuk,2022,8,August,7640.181977,3144
Jeonbuk,2022,9,September,7178.925557,2943
Jeonbuk,2022,10,October,7113.317211,2956
Jeonbuk,2022,11,November,7294.033551,3073
Jeonbuk,2022,12,December,7108.258504,3041
Jeonnam,2006,1,January,12191.34439,5073
Jeonnam,2006,2,February,11476.66615,4752
Jeonnam,2006,3,March,11411.66014,4649
Jeonnam,2006,4,April,10477.73084,4269
Jeonnam,2006,5,May,11179.32549,4560
Jeonnam,2006,6,June,11012.4724,4499
Jeonnam,2006,7,July,11563.76152,4789
Jeonnam,2006,8,August,12353.06753,5092
Jeonnam,2006,9,September,10781.25916,4321
Jeonnam,2006,10,October,10491.97769,4204
Jeonnam,2006,11,November,10808.53223,4391
Jeonnam,2006,12,December,10996.01824,4527
Jeonnam,2007,1,January,14301.03867,5997
Jeonnam,2007,2,February,11385.62056,4633
Jeonnam,2007,3,March,12499.18198,5059
Jeonnam,2007,4,April,11628.36861,4720
Jeonnam,2007,5,May,12076.96042,4892
Jeonnam,2007,6,June,11504.25164,4636
Jeonnam,2007,7,July,12600.62837,5125
Jeonnam,2007,8,August,12952.13575,5211
Jeonnam,2007,9,September,10663.26383,4146
Jeonnam,2007,10,October,12071.52597,4815
Jeonnam,2007,11,November,11186.92237,4489
Jeonnam,2007,12,December,11091.84552,4539
Jeonnam,2008,1,January,14981.79108,6277
Jeonnam,2008,2,February,11737.45617,4782
Jeonnam,2008,3,March,12679.98726,5176
Jeonnam,2008,4,April,11861.8952,4831
Jeonnam,2008,5,May,11904.27906,4846
Jeonnam,2008,6,June,12253.61651,5034
Jeonnam,2008,7,July,13289.27515,5505
Jeonnam,2008,8,August,12424.46637,5125
Jeonnam,2008,9,September,11643.41044,4672
Jeonnam,2008,10,October,10317.35851,4090
Jeonnam,2008,11,November,10998.50159,4504
Jeonnam,2008,12,December,11584.82148,4808
Jeonnam,2009,1,January,14821.62217,6132
Jeonnam,2009,2,February,13879.81525,5817
Jeonnam,2009,3,March,14146.94471,5807
Jeonnam,2009,4,April,13276.91943,5449
Jeonnam,2009,5,May,12930.72842,5336
Jeonnam,2009,6,June,13188.35514,5472
Jeonnam,2009,7,July,14492.17331,6042
Jeonnam,2009,8,August,14301.61454,5957
Jeonnam,2009,9,September,13377.38653,5407
Jeonnam,2009,10,October,13155.29682,5334
Jeonnam,2009,11,November,12563.87186,5110
Jeonnam,2009,12,December,13699.78968,5733
Jeonnam,2010,1,January,15993.46382,6652
Jeonnam,2010,2,February,13158.72909,5394
Jeonnam,2010,3,March,15093.23068,6170
Jeonnam,2010,4,April,13698.43102,5571
Jeonnam,2010,5,May,13593.93753,5530
Jeonnam,2010,6,June,14080.01515,5747
Jeonnam,2010,7,July,14059.22434,5783
Jeonnam,2010,8,August,14626.87474,6061
Jeonnam,2010,9,September,12447.43848,4913
Jeonnam,2010,10,October,13065.34997,5242
Jeonnam,2010,11,November,12905.01437,5250
Jeonnam,2010,12,December,13199.6542,5541
Jeonnam,2011,1,January,15856.96336,6504
Jeonnam,2011,2,February,12853.40658,5265
Jeonnam,2011,3,March,14960.83725,6107
Jeonnam,2011,4,April,13327.76018,5449
Jeonnam,2011,5,May,13800.89768,5661
Jeonnam,2011,6,June,13706.71085,5614
Jeonnam,2011,7,July,13770.79572,5675
Jeonnam,2011,8,August,12783.28192,5237
Jeonnam,2011,9,September,10452.77639,4160
Jeonnam,2011,10,October,12412.31734,5050
Jeonnam,2011,11,November,12762.87306,5258
Jeonnam,2011,12,December,13191.33923,5576
Jeonnam,2012,1,January,16137.76652,6792
Jeonnam,2012,2,February,14971.03063,6316
Jeonnam,2012,3,March,14488.50331,5980
Jeonnam,2012,4,April,13630.23487,5645
Jeonnam,2012,5,May,14215.56727,5917
Jeonnam,2012,6,June,13574.21724,5595
Jeonnam,2012,7,July,15212.14176,6333
Jeonnam,2012,8,August,14844.25924,6131
Jeonnam,2012,9,September,12852.76181,5192
Jeonnam,2012,10,October,14154.35116,5830
Jeonnam,2012,11,November,13463.73984,5589
Jeonnam,2012,12,December,13163.47702,5593
Jeonnam,2013,1,January,17471.43798,7415
Jeonnam,2013,2,February,13747.90172,5721
Jeonnam,2013,3,March,14405.63133,5978
Jeonnam,2013,4,April,13888.29198,5777
Jeonnam,2013,5,May,14026.52267,5866
Jeonnam,2013,6,June,13212.89497,5518
Jeonnam,2013,7,July,14959.66806,6305
Jeonnam,2013,8,August,14003.32603,5837
Jeonnam,2013,9,September,12891.55019,5255
Jeonnam,2013,10,October,13519.03735,5606
Jeonnam,2013,11,November,12993.34104,5434
Jeonnam,2013,12,December,14160.43379,6078
Jeonnam,2014,1,January,15820.47988,6719
Jeonnam,2014,2,February,14992.16638,6414
Jeonnam,2014,3,March,14423.45745,6059
Jeonnam,2014,4,April,13644.99126,5695
Jeonnam,2014,5,May,13272.5639,5508
Jeonnam,2014,6,June,13360.50374,5530
Jeonnam,2014,7,July,14692.63159,6125
Jeonnam,2014,8,August,13888.92476,5756
Jeonnam,2014,9,September,13566.47178,5547
Jeonnam,2014,10,October,13338.68578,5502
Jeonnam,2014,11,November,12735.77093,5335
Jeonnam,2014,12,December,13929.96338,5966
Jeonnam,2015,1,January,16352.94301,7008
Jeonnam,2015,2,February,12610.07097,5284
Jeonnam,2015,3,March,14885.89345,6289
Jeonnam,2015,4,April,13688.2351,5727
Jeonnam,2015,5,May,13100.41967,5480
Jeonnam,2015,6,June,11912.11067,4870
Jeonnam,2015,7,July,13656.22683,5668
Jeonnam,2015,8,August,14081.51726,5950
Jeonnam,2015,9,September,12793.17956,5276
Jeonnam,2015,10,October,13708.5911,5738
Jeonnam,2015,11,November,13529.27362,5748
Jeonnam,2015,12,December,14299.48214,6213
Jeonnam,2016,1,January,16086.62268,6864
Jeonnam,2016,2,February,13636.18455,5761
Jeonnam,2016,3,March,15144.19683,6370
Jeonnam,2016,4,April,13274.34208,5567
Jeonnam,2016,5,May,14081.64798,5940
Jeonnam,2016,6,June,13589.03641,5682
Jeonnam,2016,7,July,13866.18567,5782
Jeonnam,2016,8,August,14284.04467,5999
Jeonnam,2016,9,September,12885.89255,5267
Jeonnam,2016,10,October,13037.57514,5440
Jeonnam,2016,11,November,13420.67812,5643
Jeonnam,2016,12,December,13665.7423,5913
Jeonnam,2017,1,January,14967.63252,6438
Jeonnam,2017,2,February,13380.37395,5778
Jeonnam,2017,3,March,13839.47524,5888
Jeonnam,2017,4,April,12687.01257,5392
Jeonnam,2017,5,May,13512.81683,5753
Jeonnam,2017,6,June,13135.6195,5582
Jeonnam,2017,7,July,13698.52356,5884
Jeonnam,2017,8,August,13992.71704,5976
Jeonnam,2017,9,September,12929.12102,5447
Jeonnam,2017,10,October,11980.62356,5082
Jeonnam,2017,11,November,12949.36042,5591
Jeonnam,2017,12,December,12616.8981,5528
Jeonnam,2018,1,January,16208.93604,7006
Jeonnam,2018,2,February,12197.33347,5169
Jeonnam,2018,3,March,13777.44498,5847
Jeonnam,2018,4,April,13321.46462,5678
Jeonnam,2018,5,May,13511.03338,5752
Jeonnam,2018,6,June,12610.43254,5345
Jeonnam,2018,7,July,14115.64514,6053
Jeonnam,2018,8,August,13674.94094,5832
Jeonnam,2018,9,September,11780.1065,4927
Jeonnam,2018,10,October,13519.40018,5741
Jeonnam,2018,11,November,13201.00481,5637
Jeonnam,2018,12,December,13137.96452,5749
Jeonnam,2019,1,January,15879.20681,6824
Jeonnam,2019,2,February,12367.68119,5276
Jeonnam,2019,3,March,13528.09929,5778
Jeonnam,2019,4,April,13376.90264,5711
Jeonnam,2019,5,May,13506.51404,5787
Jeonnam,2019,6,June,12687.10281,5413
Jeonnam,2019,7,July,14409.3452,6213
Jeonnam,2019,8,August,13364.44243,5736
Jeonnam,2019,9,September,12701.62285,5409
Jeonnam,2019,10,October,13066.5357,5522
Jeonnam,2019,11,November,13001.98324,5588
Jeonnam,2019,12,December,13470.4557,5926
Jeonnam,2020,1,January,14734.48125,6287
Jeonnam,2020,2,February,12594.56519,5379
Jeonnam,2020,3,March,12149.70431,5108
Jeonnam,2020,4,April,11881.18852,4966
Jeonnam,2020,5,May,12946.36624,5495
Jeonnam,2020,6,June,13697.31255,5856
Jeonnam,2020,7,July,13949.76266,5945
Jeonnam,2020,8,August,12690.1965,5361
Jeonnam,2020,9,September,12240.73018,5096
Jeonnam,2020,10,October,12958.91378,5480
Jeonnam,2020,11,November,13115.25313,5624
Jeonnam,2020,12,December,13085.92598,5671
Jeonnam,2021,1,January,14147.00895,6005
Jeonnam,2021,2,February,11911.98595,5049
Jeonnam,2021,3,March,14656.83649,6267
Jeonnam,2021,4,April,13571.61268,5777
Jeonnam,2021,5,May,13081.4977,5555
Jeonnam,2021,6,June,13636.20146,5797
Jeonnam,2021,7,July,13887.19875,5910
Jeonnam,2021,8,August,13724.81787,5839
Jeonnam,2021,9,September,12506.70333,5267
Jeonnam,2021,10,October,13105.1696,5585
Jeonnam,2021,11,November,13648.86157,5861
Jeonnam,2021,12,December,12992.84281,5721
Jeonnam,2022,1,January,13923.34695,5859
Jeonnam,2022,2,February,11932.34602,5044
Jeonnam,2022,3,March,12814.36215,5363
Jeonnam,2022,4,April,12815.73062,5409
Jeonnam,2022,5,May,13633.33167,5824
Jeonnam,2022,6,June,13416.25537,5747
Jeonnam,2022,7,July,13476.67092,5719
Jeonnam,2022,8,August,13834.65672,5836
Jeonnam,2022,9,September,13061.88749,5479
Jeonnam,2022,10,October,13031.20248,5528
Jeonnam,2022,11,November,13452.15527,5779
Jeonnam,2022,12,December,13084.95464,5726
Southern Seoul,2006,1,January,13642.24946,5441
Southern Seoul,2006,2,February,12832.27159,5087
Southern Seoul,2006,3,March,12786.23134,5003
Southern Seoul,2006,4,April,11692.54688,4585
Southern Seoul,2006,5,May,12425.94763,4880
Southern Seoul,2006,6,June,12274.31815,4827
Southern Seoul,2006,7,July,12927.37037,5152
Southern Seoul,2006,8,August,13932.29717,5495
Southern Seoul,2006,9,September,12207.43878,4710
Southern Seoul,2006,10,October,11851.38024,4561
Southern Seoul,2006,11,November,12281.54274,4788
Southern Seoul,2006,12,December,12355.34156,4861
Southern Seoul,2007,1,January,15995.59489,6480
Southern Seoul,2007,2,February,12666.38027,5001
Southern Seoul,2007,3,March,13947.03932,5470
Southern Seoul,2007,4,April,13002.20394,5126
Southern Seoul,2007,5,May,13494.48939,5302
Southern Seoul,2007,6,June,12850.79793,5014
Southern Seoul,2007,7,July,14105.65594,5558
Southern Seoul,2007,8,August,14586.32192,5683
Southern Seoul,2007,9,September,11909.8877,4523
Southern Seoul,2007,10,October,13653.4766,5303
Southern Seoul,2007,11,November,12629.3475,4925
Southern Seoul,2007,12,December,12324.94642,4890
Southern Seoul,2008,1,January,16242.96933,6718
Southern Seoul,2008,2,February,12462.56636,5028
Southern Seoul,2008,3,March,13652.09308,5522
Southern Seoul,2008,4,April,12680.62026,5129
Southern Seoul,2008,5,May,12610.17253,5100
Southern Seoul,2008,6,June,13161.70282,5356
Southern Seoul,2008,7,July,14197.10794,5857
Southern Seoul,2008,8,August,13251.83096,5422
Southern Seoul,2008,9,September,12342.94226,4934
Southern Seoul,2008,10,October,10941.47887,4317
Southern Seoul,2008,11,November,11743.65626,4781
Southern Seoul,2008,12,December,12349.43413,5074
Southern Seoul,2009,1,January,15972.18194,6531
Southern Seoul,2009,2,February,15121.2419,6246
Southern Seoul,2009,3,March,15452.12841,6269
Southern Seoul,2009,4,April,14401.13503,5855
Southern Seoul,2009,5,May,14025.92316,5735
Southern Seoul,2009,6,June,14488.35869,5932
Southern Seoul,2009,7,July,15900.351,6544
Southern Seoul,2009,8,August,15735.20142,6453
Southern Seoul,2009,9,September,14570.88758,5845
Southern Seoul,2009,10,October,14433.28531,5792
Southern Seoul,2009,11,November,13663.35565,5504
Southern Seoul,2009,12,December,15052.11705,6212
Southern Seoul,2010,1,January,17718.35658,7336
Southern Seoul,2010,2,February,14408.71153,5907
Southern Seoul,2010,3,March,16698.7239,6813
Southern Seoul,2010,4,April,15074.39369,6136
Southern Seoul,2010,5,May,14963.78521,6095
Southern Seoul,2010,6,June,15557.07523,6352
Southern Seoul,2010,7,July,15551.65987,6383
Southern Seoul,2010,8,August,16068.06465,6669
Southern Seoul,2010,9,September,13351.07724,5333
Southern Seoul,2010,10,October,14187.71873,5739
Southern Seoul,2010,11,November,14048.81028,5760
Southern Seoul,2010,12,December,14330.78668,6023
Southern Seoul,2011,1,January,17174.15369,7107
Southern Seoul,2011,2,February,13880.51677,5719
Southern Seoul,2011,3,March,16230.47292,6684
Southern Seoul,2011,4,April,14353.47004,5942
Southern Seoul,2011,5,May,14857.82573,6167
Southern Seoul,2011,6,June,14781.07384,6104
Southern Seoul,2011,7,July,14889.01478,6203
Southern Seoul,2011,8,August,13784.27873,5722
Southern Seoul,2011,9,September,11126.43275,4496
Southern Seoul,2011,10,October,13539.9815,5590
Southern Seoul,2011,11,November,13779.77683,5756
Southern Seoul,2011,12,December,14164.70896,6027
Southern Seoul,2012,1,January,17553.19848,7445
Southern Seoul,2012,2,February,16254.01832,6894
Southern Seoul,2012,3,March,15558.01872,6477
Southern Seoul,2012,4,April,14598.24299,6125
Southern Seoul,2012,5,May,15300.21957,6436
Southern Seoul,2012,6,June,14578.15761,6052
Southern Seoul,2012,7,July,16647.85173,6984
Southern Seoul,2012,8,August,16143.21769,6732
Southern Seoul,2012,9,September,13873.23396,5699
Southern Seoul,2012,10,October,15315.61753,6378
Southern Seoul,2012,11,November,14519.66469,6091
Southern Seoul,2012,12,December,14145.87793,6036
Southern Seoul,2013,1,January,18646.10729,7947
Southern Seoul,2013,2,February,14623.99924,6103
Southern Seoul,2013,3,March,15225.91436,6332
Southern Seoul,2013,4,April,14655.83901,6128
Southern Seoul,2013,5,May,14746.1791,6216
Southern Seoul,2013,6,June,13950.40361,5858
Southern Seoul,2013,7,July,15917.40234,6766
Southern Seoul,2013,8,August,14880.68015,6252
Southern Seoul,2013,9,September,13602.48093,5613
Southern Seoul,2013,10,October,14346.35053,5993
Southern Seoul,2013,11,November,13726.15911,5781
Southern Seoul,2013,12,December,14909.40748,6410
Southern Seoul,2014,1,January,16669.42453,7113
Southern Seoul,2014,2,February,15760.93547,6769
Southern Seoul,2014,3,March,15134.76501,6383
Southern Seoul,2014,4,April,14283.79067,6000
Southern Seoul,2014,5,May,13852.44737,5795
Southern Seoul,2014,6,June,14048.43642,5855
Southern Seoul,2014,7,July,15619.93969,6558
Southern Seoul,2014,8,August,14773.03998,6174
Southern Seoul,2014,9,September,14246.95634,5860
Southern Seoul,2014,10,October,14093.13127,5839
Southern Seoul,2014,11,November,13380.57483,5637
Southern Seoul,2014,12,December,14583.12679,6254
Southern Seoul,2015,1,January,16904.96982,7255
Southern Seoul,2015,2,February,13069.3599,5516
Southern Seoul,2015,3,March,15355.37936,6503
Southern Seoul,2015,4,April,14090.41608,5929
Southern Seoul,2015,5,May,13495.18933,5679
Southern Seoul,2015,6,June,12221.69307,5053
Southern Seoul,2015,7,July,14105.99676,5891
Southern Seoul,2015,8,August,14681.83361,6230
Southern Seoul,2015,9,September,13248.4752,5515
Southern Seoul,2015,10,October,14158.54903,5939
Southern Seoul,2015,11,November,14011.69041,5966
Southern Seoul,2015,12,December,14695.15064,6372
Southern Seoul,2016,1,January,17061.37993,7346
Southern Seoul,2016,2,February,14377.79057,6130
Southern Seoul,2016,3,March,16097.1916,6842
Southern Seoul,2016,4,April,13949.25777,5910
Southern Seoul,2016,5,May,14913.89703,6377
Southern Seoul,2016,6,June,14310.3068,6013
Southern Seoul,2016,7,July,14648.99564,6138
Southern Seoul,2016,8,August,15126.9615,6384
Southern Seoul,2016,9,September,13496.69602,5555
Southern Seoul,2016,10,October,13847.86493,5793
Southern Seoul,2016,11,November,14237.54515,5992
Southern Seoul,2016,12,December,14379.8606,6202
Southern Seoul,2017,1,January,16442.73211,7148
Southern Seoul,2017,2,February,14682.58006,6390
Southern Seoul,2017,3,March,15188.76657,6523
Southern Seoul,2017,4,April,13918.38261,5969
Southern Seoul,2017,5,May,14792.45995,6360
Southern Seoul,2017,6,June,14341.23237,6159
Southern Seoul,2017,7,July,15052.81109,6543
Southern Seoul,2017,8,August,15361.96212,6642
Southern Seoul,2017,9,September,14237.31521,6080
Southern Seoul,2017,10,October,13078.81932,5601
Southern Seoul,2017,11,November,14327.98029,6225
Southern Seoul,2017,12,December,13748.10067,6046
Southern Seoul,2018,1,January,17746.56748,7845
Southern Seoul,2018,2,February,13313.55347,5807
Southern Seoul,2018,3,March,15001.10884,6516
Southern Seoul,2018,4,April,14519.91414,6333
Southern Seoul,2018,5,May,14717.96521,6435
Southern Seoul,2018,6,June,13635.30742,5930
Southern Seoul,2018,7,July,15510.45906,6835
Southern Seoul,2018,8,August,14975.40026,6571
Southern Seoul,2018,9,September,12787.73169,5524
Southern Seoul,2018,10,October,14729.79356,6412
Southern Seoul,2018,11,November,14349.8465,6272
Southern Seoul,2018,12,December,14199.44153,6342
Southern Seoul,2019,1,January,18199.00349,8040
Southern Seoul,2019,2,February,14016.10345,6139
Southern Seoul,2019,3,March,15378.12549,6743
Southern Seoul,2019,4,April,15175.29476,6655
Southern Seoul,2019,5,May,15367.9438,6773
Southern Seoul,2019,6,June,14400.08514,6323
Southern Seoul,2019,7,July,16506.14181,7324
Southern Seoul,2019,8,August,15251.9675,6738
Southern Seoul,2019,9,September,14473.77525,6341
Southern Seoul,2019,10,October,14813.4556,6433
Southern Seoul,2019,11,November,14812.61408,6541
Southern Seoul,2019,12,December,15307.37752,6886
Southern Seoul,2020,1,January,16248.00523,7146
Southern Seoul,2020,2,February,13988.42292,6189
Southern Seoul,2020,3,March,13506.10755,5897
Southern Seoul,2020,4,April,13019.81736,5615
Southern Seoul,2020,5,May,14141.05082,6184
Southern Seoul,2020,6,June,15024.21179,6610
Southern Seoul,2020,7,July,15333.82225,6734
Southern Seoul,2020,8,August,13819.73783,6026
Southern Seoul,2020,9,September,13461.75727,5807
Southern Seoul,2020,10,October,14227.33052,6193
Southern Seoul,2020,11,November,14446.12142,6375
Southern Seoul,2020,12,December,14441.57942,6449
Southern Seoul,2021,1,January,16138.33622,7074
Southern Seoul,2021,2,February,13466.34796,5887
Southern Seoul,2021,3,March,16642.57108,7325
Southern Seoul,2021,4,April,15378.67672,6751
Southern Seoul,2021,5,May,14808.0805,6491
Southern Seoul,2021,6,June,15461.83486,6789
Southern Seoul,2021,7,July,15798.71653,6941
Southern Seoul,2021,8,August,15646.32953,6889
Southern Seoul,2021,9,September,14164.10158,6168
Southern Seoul,2021,10,October,14915.3133,6549
Southern Seoul,2021,11,November,15524.15085,6859
Southern Seoul,2021,12,December,14847.83613,6730
Southern Seoul,2022,1,January,16793.0827,7220
Southern Seoul,2022,2,February,14339.64382,6190
Southern Seoul,2022,3,March,15272.40221,6552
Southern Seoul,2022,4,April,15270.16561,6581
Southern Seoul,2022,5,May,16353.99834,7121
Southern Seoul,2022,6,June,16098.78898,7032
Southern Seoul,2022,7,July,16263.73663,7054
Southern Seoul,2022,8,August,16707.05675,7210
Southern Seoul,2022,9,September,15603.04913,6688
Southern Seoul,2022,10,October,15674.3271,6786
Southern Seoul,2022,11,November,16155.26541,7072
Southern Seoul,2022,12,December,15689.8425,6999
Ulsan,2006,1,January,4435.931128,1675
Ulsan,2006,2,February,4176.502211,1563
Ulsan,2006,3,March,4220.232136,1554
Ulsan,2006,4,April,3882.044712,1430
Ulsan,2006,5,May,4130.75984,1527
Ulsan,2006,6,June,4044.763507,1502
Ulsan,2006,7,July,4198.06731,1587
Ulsan,2006,8,August,4460.494337,1683
Ulsan,2006,9,September,4009.30604,1471
Ulsan,2006,10,October,3891.289014,1420
Ulsan,2006,11,November,3989.560665,1468
Ulsan,2006,12,December,3970.109061,1478
Ulsan,2007,1,January,5042.565508,1916
Ulsan,2007,2,February,4168.546844,1532
Ulsan,2007,3,March,4591.216176,1674
Ulsan,2007,4,April,4253.285763,1562
Ulsan,2007,5,May,4397.118926,1616
Ulsan,2007,6,June,4150.870087,1525
Ulsan,2007,7,July,4537.815912,1683
Ulsan,2007,8,August,4715.773257,1727
Ulsan,2007,9,September,4082.352186,1436
Ulsan,2007,10,October,4474.776921,1613
Ulsan,2007,11,November,4145.743324,1499
Ulsan,2007,12,December,4004.513082,1478
Ulsan,2008,1,January,5144.916815,1973
Ulsan,2008,2,February,4102.387991,1527
Ulsan,2008,3,March,4401.063807,1643
Ulsan,2008,4,April,4122.51921,1537
Ulsan,2008,5,May,4143.309208,1547
Ulsan,2008,6,June,4231.303863,1598
Ulsan,2008,7,July,4600.737048,1755
Ulsan,2008,8,August,4323.499716,1641
Ulsan,2008,9,September,4124.177893,1519
Ulsan,2008,10,October,3658.538481,1323
Ulsan,2008,11,November,3816.742594,1429
Ulsan,2008,12,December,3964.827468,1504
Ulsan,2009,1,January,5140.675028,2007
Ulsan,2009,2,February,4743.992368,1879
Ulsan,2009,3,March,4852.89364,1877
Ulsan,2009,4,April,4555.237707,1765
Ulsan,2009,5,May,4417.02862,1723
Ulsan,2009,6,June,4478.413531,1760
Ulsan,2009,7,July,4944.437398,1958
Ulsan,2009,8,August,4883.170697,1935
Ulsan,2009,9,September,4631.097771,1774
Ulsan,2009,10,October,4524.412286,1733
Ulsan,2009,11,November,4314.739177,1654
Ulsan,2009,12,December,4619.103122,1825
Ulsan,2010,1,January,5485.142588,2190
Ulsan,2010,2,February,4560.758276,1799
Ulsan,2010,3,March,5187.774219,2035
Ulsan,2010,4,April,4732.833788,1849
Ulsan,2010,5,May,4692.977323,1836
Ulsan,2010,6,June,4819.909867,1901
Ulsan,2010,7,July,4782.931282,1909
Ulsan,2010,8,August,4966.430775,2000
Ulsan,2010,9,September,4359.262258,1656
Ulsan,2010,10,October,4522.36699,1740
Ulsan,2010,11,November,4463.318181,1734
Ulsan,2010,12,December,4447.658045,1786
Ulsan,2011,1,January,5543.299002,2151
Ulsan,2011,2,February,4449.386471,1729
Ulsan,2011,3,March,5189.33817,2005
Ulsan,2011,4,April,4650.167746,1799
Ulsan,2011,5,May,4799.262364,1865
Ulsan,2011,6,June,4727.174961,1842
Ulsan,2011,7,July,4791.280424,1883
Ulsan,2011,8,August,4487.714527,1756
Ulsan,2011,9,September,3686.2174,1389
Ulsan,2011,10,October,4342.793011,1675
Ulsan,2011,11,November,4443.23012,1728
Ulsan,2011,12,December,4472.504358,1786
Ulsan,2012,1,January,5355.652828,2093
Ulsan,2012,2,February,4925.14119,1936
Ulsan,2012,3,March,4830.559936,1850
Ulsan,2012,4,April,4565.361607,1754
Ulsan,2012,5,May,4728.450006,1833
Ulsan,2012,6,June,4496.720875,1734
Ulsan,2012,7,July,5007.931632,1959
Ulsan,2012,8,August,4943.343946,1918
Ulsan,2012,9,September,4385.128057,1656
Ulsan,2012,10,October,4722.481548,1807
Ulsan,2012,11,November,4479.116,1724
Ulsan,2012,12,December,4279.582467,1686
Ulsan,2013,1,January,6028.208682,2382
Ulsan,2013,2,February,4799.929227,1865
Ulsan,2013,3,March,4971.189414,1920
Ulsan,2013,4,April,4795.859408,1860
Ulsan,2013,5,May,4836.210561,1889
Ulsan,2013,6,June,4558.55522,1783
Ulsan,2013,7,July,5179.789813,2049
Ulsan,2013,8,August,4903.922347,1920
Ulsan,2013,9,September,4573.949295,1741
Ulsan,2013,10,October,4695.442344,1816
Ulsan,2013,11,November,4471.554138,1742
Ulsan,2013,12,December,4762.172966,1903
Ulsan,2014,1,January,5800.263952,2299
Ulsan,2014,2,February,5429.707935,2168
Ulsan,2014,3,March,5206.702318,2035
Ulsan,2014,4,April,4961.951448,1928
Ulsan,2014,5,May,4853.410462,1876
Ulsan,2014,6,June,4866.458061,1878
Ulsan,2014,7,July,5371.954928,2096
Ulsan,2014,8,August,5149.660851,2000
Ulsan,2014,9,September,4994.480372,1893
Ulsan,2014,10,October,4874.409657,1867
Ulsan,2014,11,November,4588.981793,1785
Ulsan,2014,12,December,4923.672202,1956
Ulsan,2015,1,January,6027.479773,2375
Ulsan,2015,2,February,4767.121535,1841
Ulsan,2015,3,March,5442.424533,2110
Ulsan,2015,4,April,5041.220455,1936
Ulsan,2015,5,May,4839.660242,1861
Ulsan,2015,6,June,4464.442725,1672
Ulsan,2015,7,July,5085.480619,1940
Ulsan,2015,8,August,5212.044779,2033
Ulsan,2015,9,September,4820.252849,1827
Ulsan,2015,10,October,5033.627857,1929
Ulsan,2015,11,November,4887.177638,1905
Ulsan,2015,12,December,5086.501762,2029
Ulsan,2016,1,January,5858.478446,2338
Ulsan,2016,2,February,4988.829671,1977
Ulsan,2016,3,March,5471.904647,2153
Ulsan,2016,4,April,4795.918656,1881
Ulsan,2016,5,May,5087.470329,2013
Ulsan,2016,6,June,4909.742372,1915
Ulsan,2016,7,July,5073.162174,1977
Ulsan,2016,8,August,5224.120126,2053
Ulsan,2016,9,September,4769.682004,1811
Ulsan,2016,10,October,4704.005721,1826
Ulsan,2016,11,November,4792.075224,1872
Ulsan,2016,12,December,4793.366911,1933
Ulsan,2017,1,January,5609.599718,2245
Ulsan,2017,2,February,4975.583696,2002
Ulsan,2017,3,March,5127.462532,2026
Ulsan,2017,4,April,4716.489288,1863
Ulsan,2017,5,May,5003.103479,1982
Ulsan,2017,6,June,4874.196309,1927
Ulsan,2017,7,July,5098.212338,2046
Ulsan,2017,8,August,5257.810062,2099
Ulsan,2017,9,September,4918.37999,1931
Ulsan,2017,10,October,4433.396589,1744
Ulsan,2017,11,November,4725.418727,1900
Ulsan,2017,12,December,4566.816187,1861
Ulsan,2018,1,January,5872.724496,2394
Ulsan,2018,2,February,4537.649031,1820
Ulsan,2018,3,March,4994.734224,1995
Ulsan,2018,4,April,4803.395923,1931
Ulsan,2018,5,May,4907.763139,1972
Ulsan,2018,6,June,4592.142079,1833
Ulsan,2018,7,July,5163.144574,2095
Ulsan,2018,8,August,5042.313239,2035
Ulsan,2018,9,September,4396.992156,1730
Ulsan,2018,10,October,4897.021019,1950
Ulsan,2018,11,November,4755.834446,1909
Ulsan,2018,12,December,4666.015818,1923
Ulsan,2019,1,January,5904.08738,2394
Ulsan,2019,2,February,4592.92388,1847
Ulsan,2019,3,March,4933.279717,1988
Ulsan,2019,4,April,4862.070157,1962
Ulsan,2019,5,May,4925.342625,1996
Ulsan,2019,6,June,4652.988671,1868
Ulsan,2019,7,July,5313.799923,2166
Ulsan,2019,8,August,4980.776863,2018
Ulsan,2019,9,September,4698.690576,1879
Ulsan,2019,10,October,4804.986472,1904
Ulsan,2019,11,November,4724.655209,1909
Ulsan,2019,12,December,4816.016021,1999
Ulsan,2020,1,January,5343.085471,2122
Ulsan,2020,2,February,4572.008456,1823
Ulsan,2020,3,March,4365.555092,1722
Ulsan,2020,4,April,4273.878943,1663
Ulsan,2020,5,May,4620.949149,1824
Ulsan,2020,6,June,4893.754693,1937
Ulsan,2020,7,July,5058.068922,1997
Ulsan,2020,8,August,4650.608009,1813
Ulsan,2020,9,September,4535.467503,1740
Ulsan,2020,10,October,4616.845662,1807
Ulsan,2020,11,November,4648.819298,1848
Ulsan,2020,12,December,4644.790189,1868
Ulsan,2021,1,January,4976.978296,1970
Ulsan,2021,2,February,4229.596051,1671
Ulsan,2021,3,March,5094.531581,2031
Ulsan,2021,4,April,4752.956165,1884
Ulsan,2021,5,May,4622.361479,1822
Ulsan,2021,6,June,4871.502988,1913
Ulsan,2021,7,July,5010.818857,1966
Ulsan,2021,8,August,4958.352646,1950
Ulsan,2021,9,September,4529.00537,1761
Ulsan,2021,10,October,4695.721658,1841
Ulsan,2021,11,November,4792.789107,1901
