source,year,month,month_name,unit,patients
Gyeongnam,2019,12,December,11574.97474,4880
Gyeongnam,2020,1,January,13044.49198,5331
Gyeongnam,2020,2,February,11132.42873,4557
Gyeongnam,2020,3,March,10785.60487,4356
Gyeongnam,2020,4,April,10581.41051,4249
Gyeongnam,2020,5,May,11462.65365,4680
Gyeongnam,2020,6,June,12141.87644,4994
Gyeongnam,2020,7,July,12433.94173,5098
Gyeongnam,2020,8,August,11382.14316,4615
Gyeongnam,2020,9,September,11069.0329,4421
Gyeongnam,2020,10,October,11510.94341,4683
Gyeongnam,2020,11,November,11570.35958,4775
Gyeongnam,2020,12,December,11533.77039,4807
Gyeongnam,2021,1,January,12447.50248,5127
Gyeongnam,2021,2,February,10489.58387,4317
Gyeongnam,2021,3,March,12828.76244,5333
Gyeongnam,2021,4,April,11916.91163,4934
Gyeongnam,2021,5,May,11527.51691,4757
Gyeongnam,2021,6,June,12034.01437,4971
Gyeongnam,2021,7,July,12298.1632,5080
Gyeongnam,2021,8,August,12185.44878,5031
Gyeongnam,2021,9,September,11133.13513,4551
Gyeongnam,2021,10,October,11585.72728,4793
Gyeongnam,2021,11,November,11966.74563,4994
Gyeongnam,2021,12,December,11307.00157,4843
Gyeongnam,2022,1,January,12320.006,5086
Gyeongnam,2022,2,February,10540.16327,4374
Gyeongnam,2022,3,March,11349.61813,4664
Gyeongnam,2022,4,April,11340.12867,4706
Gyeongnam,2022,5,May,12026.63508,5056
Gyeongnam,2022,6,June,11859.66999,4999
Gyeongnam,2022,7,July,11962.55696,4991
Gyeongnam,2022,8,August,12336.01173,5112
Gyeongnam,2022,9,September,11640.11903,4796
Gyeongnam,2022,10,October,11544.8159,4814
Gyeongnam,2022,11,November,11849.12772,5004
Gyeongnam,2022,12,December,11475.36017,4933
Incheon,2006,1,January,8464.410485,3224
Incheon,2006,2,February,8020.377285,3045
Incheon,2006,3,March,8025.808691,3005
Incheon,2006,4,April,7363.240989,2762
Incheon,2006,5,May,7823.468606,2942
Incheon,2006,6,June,7682.573728,2895
Incheon,2006,7,July,8001.766991,3051
Incheon,2006,8,August,8592.498233,3246
Incheon,2006,9,September,7650.868378,2815
Incheon,2006,10,October,7476.774594,2751
Incheon,2006,11,November,7638.769261,2856
Incheon,2006,12,December,7714.813313,2928
Incheon,2007,1,January,10334.21427,3998
Incheon,2007,2,February,8358.820165,3127
Incheon,2007,3,March,9212.713433,3442
Incheon,2007,4,April,8549.0336,3212
Incheon,2007,5,May,8882.093328,3331
Incheon,2007,6,June,8497.593352,3163
Incheon,2007,7,July,9239.575796,3465
Incheon,2007,8,August,9609.576461,3551
Incheon,2007,9,September,8071.848875,2884
Incheon,2007,10,October,9049.758816,3330
Incheon,2007,11,November,8334.224194,3090
Incheon,2007,12,December,8161.858799,3090
Incheon,2008,1,January,10273.20947,4099
Incheon,2008,2,February,8114.206711,3149
Incheon,2008,3,March,8807.61269,3443
Incheon,2008,4,April,8231.559775,3213
Incheon,2008,5,May,8232.433958,3209
Incheon,2008,6,June,8464.7913,3339
Incheon,2008,7,July,9144.500453,3624
Incheon,2008,8,August,8531.526568,3357
Incheon,2008,9,September,8105.092311,3112
Incheon,2008,10,October,7282.056296,2763
Incheon,2008,11,November,7629.541437,2994
Incheon,2008,12,December,8018.692937,3190
Incheon,2009,1,January,10799.43124,4224
Incheon,2009,2,February,10117.27103,4029
Incheon,2009,3,March,10413.22969,4072
Incheon,2009,4,April,9756.610285,3816
Incheon,2009,5,May,9457.165728,3725
Incheon,2009,6,June,9680.194361,3837
Incheon,2009,7,July,10648.66532,4215
Incheon,2009,8,August,10547.74683,4159
Incheon,2009,9,September,9942.908672,3816
Incheon,2009,10,October,9806.509202,3788
Incheon,2009,11,November,9323.656422,3619
Incheon,2009,12,December,10162.44774,4052
Incheon,2010,1,January,12264.82164,4883
Incheon,2010,2,February,10069.96754,3954
Incheon,2010,3,March,11560.05954,4547
Incheon,2010,4,April,10471.41436,4096
Incheon,2010,5,May,10416.0645,4076
Incheon,2010,6,June,10855.71669,4254
Incheon,2010,7,July,10790.82662,4241
Incheon,2010,8,August,11148.54296,4408
Incheon,2010,9,September,9524.146591,3602
Incheon,2010,10,October,9976.63877,3841
Incheon,2010,11,November,9767.651333,3830
Incheon,2010,12,December,9939.582591,4014
Incheon,2011,1,January,12155.16205,4760
Incheon,2011,2,February,9801.300533,3838
Incheon,2011,3,March,11390.403,4458
Incheon,2011,4,April,10097.58434,3967
Incheon,2011,5,May,10463.02148,4126
Incheon,2011,6,June,10403.22231,4089
Incheon,2011,7,July,10458.14325,4129
Incheon,2011,8,August,9760.701169,3827
Incheon,2011,9,September,8040.777709,3067
Incheon,2011,10,October,9478.882994,3709
Incheon,2011,11,November,9666.307608,3832
Incheon,2011,12,December,9957.426663,4036
Incheon,2012,1,January,12459.97289,4999
Incheon,2012,2,February,11521.97775,4633
Incheon,2012,3,March,11134.72476,4385
Incheon,2012,4,April,10444.23816,4137
Incheon,2012,5,May,10906.82866,4342
Incheon,2012,6,June,10457.67092,4112
Incheon,2012,7,July,11824.91645,4689
Incheon,2012,8,August,11572.21474,4550
Incheon,2012,9,September,10018.12719,3863
Incheon,2012,10,October,10922.29154,4297
Incheon,2012,11,November,10347.35462,4105
Incheon,2012,12,December,10045.35555,4076
Incheon,2013,1,January,13551.27722,5513
Incheon,2013,2,February,10695.05732,4264
Incheon,2013,3,March,11116.42321,4421
Incheon,2013,4,April,10690.22509,4271
Incheon,2013,5,May,10769.17898,4331
Incheon,2013,6,June,10179.68801,4085
Incheon,2013,7,July,11570.91508,4687
Incheon,2013,8,August,10881.04494,4354
Incheon,2013,9,September,10043.74373,3930
Incheon,2013,10,October,10440.34637,4159
Incheon,2013,11,November,9965.5412,4009
Incheon,2013,12,December,10802.02532,4453
Incheon,2014,1,January,12590.03616,5127
Incheon,2014,2,February,11867.48152,4871
Incheon,2014,3,March,11382.10606,4599
Incheon,2014,4,April,10790.85857,4336
Incheon,2014,5,May,10539.37186,4209
Incheon,2014,6,June,10660.73671,4242
Incheon,2014,7,July,11787.16104,4721
Incheon,2014,8,August,11190.69309,4452
Incheon,2014,9,September,10904.43701,4274
Incheon,2014,10,October,10655.19435,4218
Incheon,2014,11,November,10056.78886,4056
Incheon,2014,12,December,10922.86892,4496
Incheon,2015,1,January,13085.545,5361
Incheon,2015,2,February,10179.93694,4085
Incheon,2015,3,March,11854.56627,4810
Incheon,2015,4,April,10932.95391,4397
Incheon,2015,5,May,10484.41966,4214
Incheon,2015,6,June,9624.913792,3784
Incheon,2015,7,July,11054.59749,4397
Incheon,2015,8,August,11375.4696,4604
Incheon,2015,9,September,10391.29362,4110
Incheon,2015,10,October,10996.6549,4411
Incheon,2015,11,November,10757.15281,4394
Incheon,2015,12,December,11326.52624,4713
Incheon,2016,1,January,13133.6431,5432
Incheon,2016,2,February,11122.03256,4565
Incheon,2016,3,March,12318.40089,5049
Incheon,2016,4,April,10783.61329,4407
Incheon,2016,5,May,11478.59006,4719
Incheon,2016,6,June,11114.72386,4511
Incheon,2016,7,July,11363.31696,4595
Incheon,2016,8,August,11731.15405,4774
Incheon,2016,9,September,10624.24898,4205
Incheon,2016,10,October,10655.44621,4315
Incheon,2016,11,November,10943.85973,4464
Incheon,2016,12,December,11068.15472,4638
Incheon,2017,1,January,12816.60831,5328
Incheon,2017,2,February,11390.37725,4758
Incheon,2017,3,March,11757.17335,4852
Incheon,2017,4,April,10803.79572,4454
Incheon,2017,5,May,11541.34901,4763
Incheon,2017,6,June,11263.05065,4632
Incheon,2017,7,July,11738.34523,4881
Incheon,2017,8,August,12040.79025,4975
Incheon,2017,9,September,11176.46445,4552
Incheon,2017,10,October,10224.02335,4203
Incheon,2017,11,November,10978.68175,4604
Incheon,2017,12,December,10674.94625,4524
Incheon,2018,1,January,14019.48122,5932
Incheon,2018,2,February,10585.17258,4401
Incheon,2018,3,March,11876.39386,4942
Incheon,2018,4,April,11467.50808,4798
Incheon,2018,5,May,11686.9258,4882
Incheon,2018,6,June,10913.58602,4533
Incheon,2018,7,July,12285.53121,5165
Incheon,2018,8,August,11916.87208,4982
Incheon,2018,9,September,10297.37331,4214
Incheon,2018,10,October,11751.80594,4880
Incheon,2018,11,November,11380.11406,4759
Incheon,2018,12,December,11280.92391,4824
Incheon,2019,1,January,13770.13819,5757
Incheon,2019,2,February,10697.58966,4440
Incheon,2019,3,March,11656.20669,4855
Incheon,2019,4,April,11512.70777,4798
Incheon,2019,5,May,11641.81586,4869
Incheon,2019,6,June,10975.61857,4562
Incheon,2019,7,July,12489.58649,5247
Incheon,2019,8,August,11614.28866,4850
Incheon,2019,9,September,11050.98978,4578
Incheon,2019,10,October,11328.3312,4661
Incheon,2019,11,November,11229.59588,4704
Incheon,2019,12,December,11576.08292,4968
Incheon,2020,1,January,12323.63896,5122
Incheon,2020,2,February,10531.51064,4388
Incheon,2020,3,March,10178.92606,4185
Incheon,2020,4,April,9947.222433,4061
Incheon,2020,5,May,10784.29232,4473
Incheon,2020,6,June,11451.68506,4780
Incheon,2020,7,July,11709.24325,4870
Incheon,2020,8,August,10677.51728,4397
Incheon,2020,9,September,10365.37141,4207
Incheon,2020,10,October,10849.71814,4480
Incheon,2020,11,November,10946.58767,4584
Incheon,2020,12,December,10945.07963,4629
Incheon,2021,1,January,11711.5553,4870
Incheon,2021,2,February,9844.697493,4089
Incheon,2021,3,March,12077.7196,5062
Incheon,2021,4,April,11186.39698,4671
Incheon,2021,5,May,10797.24261,4496
Incheon,2021,6,June,11270.96137,4699
Incheon,2021,7,July,11521.22515,4803
Incheon,2021,8,August,11409.02895,4758
Incheon,2021,9,September,10398.40136,4290
Incheon,2021,10,October,10842.03291,4523
Incheon,2021,11,November,11253.25139,4733
Incheon,2021,12,December,10682.89447,4610
Incheon,2022,1,January,11584.34102,4756
Incheon,2022,2,February,9892.041473,4083
Incheon,2022,3,March,10614.70788,4344
Incheon,2022,4,April,10589.73588,4370
Incheon,2022,5,May,11260.95061,4706
Incheon,2022,6,June,11096.26479,4648
Incheon,2022,7,July,11218.02067,4650
Incheon,2022,8,August,11568.62165,4764
Incheon,2022,9,September,10881.20221,4453
Incheon,2022,10,October,10808.71152,4477
Incheon,2022,11,November,11094.90723,4656
Incheon,2022,12,December,10764.20555,4600
Jeju,2006,1,January,2072.179289,721
Jeju,2006,2,February,1951.346459,671
Jeju,2006,3,March,1981.586656,670
Jeju,2006,4,April,1819.920415,616
Jeju,2006,5,May,1926.704568,655
Jeju,2006,6,June,1882.709772,642
Jeju,2006,7,July,1943.408456,676
Jeju,2006,8,August,2095.782888,725
Jeju,2006,9,September,1910.792784,641
Jeju,2006,10,October,1853.627762,617
Jeju,2006,11,November,1867.614133,628
Jeju,2006,12,December,1844.220547,628
Jeju,2007,1,January,2403.134901,853
Jeju,2007,2,February,2020.396413,695
Jeju,2007,3,March,2206.203163,751
Jeju,2007,4,April,2034.220661,697
Jeju,2007,5,May,2109.28978,723
Jeju,2007,6,June,2019.406771,689
Jeju,2007,7,July,2205.097651,762
Jeju,2007,8,August,2315.292024,788
Jeju,2007,9,September,2011.793968,660
Jeju,2007,10,October,2167.593876,725
Jeju,2007,11,November,1993.408174,670
Jeju,2007,12,December,1911.729843,657
Jeju,2008,1,January,2234.221113,804
Jeju,2008,2,February,1820.250367,636
Jeju,2008,3,March,1937.039873,678
Jeju,2008,4,April,1819.153254,637
Jeju,2008,5,May,1830.997153,643
Jeju,2008,6,June,1850.32279,658
Jeju,2008,7,July,2004.50992,719
Jeju,2008,8,August,1899.413883,680
Jeju,2008,9,September,1843.201971,640
Jeju,2008,10,October,1635.272888,555
Jeju,2008,11,November,1686.205585,594
Jeju,2008,12,December,1725.105526,616
Jeju,2009,1,January,2225.326288,805
Jeju,2009,2,February,2035.827427,750
Jeju,2009,3,March,2116.193953,762
Jeju,2009,4,April,1983.65982,716
Jeju,2009,5,May,1915.391941,697
Jeju,2009,6,June,1932.065687,709
Jeju,2009,7,July,2125.512732,782
Jeju,2009,8,August,2100.48176,772
Jeju,2009,9,September,2035.991847,725
Jeju,2009,10,October,1980.02644,706
Jeju,2009,11,November,1881.057643,672
Jeju,2009,12,December,1985.45402,730
Jeju,2010,1,January,2311.374971,853
Jeju,2010,2,February,1930.914334,703
Jeju,2010,3,March,2192.295595,795
Jeju,2010,4,April,2006.723485,724
Jeju,2010,5,May,1982.393494,716
Jeju,2010,6,June,2031.0891,738
Jeju,2010,7,July,2024.046024,742
Jeju,2010,8,August,2103.966734,775
Jeju,2010,9,September,1896.464039,658
Jeju,2010,10,October,1954.916676,688
Jeju,2010,11,November,1908.732677,681
Jeju,2010,12,December,1892.147841,700
Jeju,2011,1,January,2288.014746,823
Jeju,2011,2,February,1840.061547,663
Jeju,2011,3,March,2148.214946,771
Jeju,2011,4,April,1918.26696,690
Jeju,2011,5,May,1972.477742,714
Jeju,2011,6,June,1949.123225,706
Jeju,2011,7,July,1975.584484,721
Jeju,2011,8,August,1849.242903,671
Jeju,2011,9,September,1534.761504,536
Jeju,2011,10,October,1789.396532,641
Jeju,2011,11,November,1827.533433,662
Jeju,2011,12,December,1826.280965,680
Jeju,2012,1,January,2488.613508,957
Jeju,2012,2,February,2291.049542,886
Jeju,2012,3,March,2253.679238,848
Jeju,2012,4,April,2121.631195,801
Jeju,2012,5,May,2188.95001,833
Jeju,2012,6,June,2084.200747,787
Jeju,2012,7,July,2318.000362,888
Jeju,2012,8,August,2287.407858,868
Jeju,2012,9,September,2033.813149,751
Jeju,2012,10,October,2201.067948,827
Jeju,2012,11,November,2088.421115,790
Jeju,2012,12,December,1992.677459,774
Jeju,2013,1,January,2624.139678,1029
Jeju,2013,2,February,2097.648443,808
Jeju,2013,3,March,2184.803085,837
Jeju,2013,4,April,2099.997964,806
Jeju,2013,5,May,2115.138536,817
Jeju,2013,6,June,1987.636627,769
Jeju,2013,7,July,2248.080955,879
Jeju,2013,8,August,2132.831082,825
Jeju,2013,9,September,1993.635234,749
Jeju,2013,10,October,2054.318083,786
Jeju,2013,11,November,1961.672673,756
Jeju,2013,12,December,2092.634808,831
Jeju,2014,1,January,2434.010054,936
Jeju,2014,2,February,2282.368345,885
Jeju,2014,3,March,2229.777006,849
Jeju,2014,4,April,2130.157125,806
Jeju,2014,5,May,2084.572847,786
Jeju,2014,6,June,2079.171129,784
Jeju,2014,7,July,2274.650134,866
Jeju,2014,8,August,2178.557435,825
Jeju,2014,9,September,2143.224574,796
Jeju,2014,10,October,2097.015293,786
Jeju,2014,11,November,1981.576741,753
Jeju,2014,12,December,2108.510145,819
Jeju,2015,1,January,2631.969639,1037
Jeju,2015,2,February,2087.244644,805
Jeju,2015,3,March,2391.050763,925
Jeju,2015,4,April,2214.942623,848
Jeju,2015,5,May,2125.098987,815
Jeju,2015,6,June,1954.300455,729
Jeju,2015,7,July,2216.360926,844
Jeju,2015,8,August,2266.765551,884
Jeju,2015,9,September,2107.544269,797
Jeju,2015,10,October,2208.931547,846
Jeju,2015,11,November,2143.719665,835
Jeju,2015,12,December,2224.413153,889
Jeju,2016,1,January,2772.712873,1108
Jeju,2016,2,February,2353.829356,932
Jeju,2016,3,March,2572.356495,1006
Jeju,2016,4,April,2252.26866,878
Jeju,2016,5,May,2379.372447,934
Jeju,2016,6,June,2292.398884,892
Jeju,2016,7,July,2379.100129,927
Jeju,2016,8,August,2444.921687,962
Jeju,2016,9,September,2230.831955,845
Jeju,2016,10,October,2198.562092,852
Jeju,2016,11,November,2237.058731,873
Jeju,2016,12,December,2248.184681,911
Jeju,2017,1,January,2662.386225,1034
Jeju,2017,2,February,2364.645027,925
Jeju,2017,3,March,2439.446854,936
Jeju,2017,4,April,2236.895323,858
Jeju,2017,5,May,2364.753678,908
Jeju,2017,6,June,2302.085375,882
Jeju,2017,7,July,2403.037653,934
Jeju,2017,8,August,2478.190744,958
Jeju,2017,9,September,2324.837319,882
Jeju,2017,10,October,2098.793167,799
Jeju,2017,11,November,2227.120714,869
Jeju,2017,12,December,2159.46419,857
Jeju,2018,1,January,2838.326368,1124
Jeju,2018,2,February,2198.339847,853
Jeju,2018,3,March,2411.143327,933
Jeju,2018,4,April,2310.77378,900
Jeju,2018,5,May,2360.016958,917
Jeju,2018,6,June,2209.887528,853
Jeju,2018,7,July,2471.342679,970
Jeju,2018,8,August,2416.086999,942
Jeju,2018,9,September,2120.46995,804
Jeju,2018,10,October,2356.314885,908
Jeju,2018,11,November,2291.60007,891
Jeju,2018,12,December,2240.21682,898
Jeju,2019,1,January,2892.566836,1178
Jeju,2019,2,February,2256.404653,910
Jeju,2019,3,March,2418.589669,974
Jeju,2019,4,April,2371.189836,955
Jeju,2019,5,May,2389.094811,967
Jeju,2019,6,June,2248.54191,902
Jeju,2019,7,July,2564.206421,1047
Jeju,2019,8,August,2400.789031,974
Jeju,2019,9,September,2265.038502,904
Jeju,2019,10,October,2328.281339,921
Jeju,2019,11,November,2292.389455,927
Jeju,2019,12,December,2339.919112,977
Jeju,2020,1,January,2537.878427,1001
Jeju,2020,2,February,2164.612923,856
Jeju,2020,3,March,2098.940641,813
Jeju,2020,4,April,2045.815675,788
Jeju,2020,5,May,2193.638197,862
Jeju,2020,6,June,2296.205051,910
Jeju,2020,7,July,2359.970674,932
Jeju,2020,8,August,2173.621197,847
Jeju,2020,9,September,2126.18178,812
Jeju,2020,10,October,2181.643302,851
Jeju,2020,11,November,2185.506026,868
Jeju,2020,12,December,2177.283144,875
Jeju,2021,1,January,2404.965504,942
Jeju,2021,2,February,2024.372644,793
Jeju,2021,3,March,2447.39659,971
Jeju,2021,4,April,2275.070714,897
Jeju,2021,5,May,2203.157865,865
Jeju,2021,6,June,2290.412883,902
Jeju,2021,7,July,2342.783983,922
Jeju,2021,8,August,2327.136072,914
Jeju,2021,9,September,2136.175768,829
Jeju,2021,10,October,2202.675975,868
Jeju,2021,11,November,2259.773207,900
Jeju,2021,12,December,2117.00844,870
Jeju,2022,1,January,2304.409031,898
Jeju,2022,2,February,1965.911449,771
Jeju,2022,3,March,2123.044655,821
Jeju,2022,4,April,2088.086651,818
Jeju,2022,5,May,2190.287513,873
Jeju,2022,6,June,2163.110005,864
Jeju,2022,7,July,2205.414508,871
Jeju,2022,8,August,2278.680353,892
Jeju,2022,9,September,2158.094369,838
Jeju,2022,10,October,2125.959649,837
Jeju,2022,11,November,2158.631685,864
Jeju,2022,12,December,2075.994257,849
Jeonbuk,2006,1,January,6938.758663,2730
Jeonbuk,2006,2,February,6561.851088,2568
Jeonbuk,2006,3,March,6585.915329,2541
Jeonbuk,2006,4,April,6059.893629,2342
Jeonbuk,2006,5,May,6453.024119,2501
Jeonbuk,2006,6,June,6360.344356,2472
Jeonbuk,2006,7,July,6615.235043,2604
Jeonbuk,2006,8,August,7084.714393,2767
Jeonbuk,2006,9,September,6301.342865,2396
Jeonbuk,2006,10,October,6135.627805,2329
Jeonbuk,2006,11,November,6270.386625,2415
Jeonbuk,2006,12,December,6324.962474,2468
Jeonbuk,2007,1,January,8317.774372,3247
Jeonbuk,2007,2,February,6774.157403,2559
Jeonbuk,2007,3,March,7460.449677,2808
Jeonbuk,2007,4,April,6924.380557,2621
Jeonbuk,2007,5,May,7191.393687,2718
Jeonbuk,2007,6,June,6883.560272,2586
Jeonbuk,2007,7,July,7473.879012,2831
Jeonbuk,2007,8,August,7767.445414,2901
Jeonbuk,2007,9,September,6551.145616,2363
Jeonbuk,2007,10,October,7305.483907,2707
Jeonbuk,2007,11,November,6732.247163,2511
Jeonbuk,2007,12,December,6573.215734,2504
Jeonbuk,2008,1,January,8318.04643,3311
Jeonbuk,2008,2,February,6592.163216,2551
Jeonbuk,2008,3,March,7138.634308,2776
Jeonbuk,2008,4,April,6682.023913,2597
Jeonbuk,2008,5,May,6688.104028,2597
Jeonbuk,2008,6,June,6866.836745,2696
Jeonbuk,2008,7,July,7410.568872,2931
Jeonbuk,2008,8,August,6935.138385,2727
Jeonbuk,2008,9,September,6580.032262,2519
Jeonbuk,2008,10,October,5874.53795,2219
Jeonbuk,2008,11,November,6178.353069,2413
Jeonbuk,2008,12,December,6456.804285,2560
Jeonbuk,2009,1,January,8167.99567,3201
Jeonbuk,2009,2,February,7617.617632,3037
Jeonbuk,2009,3,March,7869.712161,3077
Jeonbuk,2009,4,April,7390.473565,2892
Jeonbuk,2009,5,May,7173.628944,2827
Jeonbuk,2009,6,June,7305.639871,2899
Jeonbuk,2009,7,July,8010.25067,3184
Jeonbuk,2009,8,August,7905.788945,3135
Jeonbuk,2009,9,September,7513.611911,2896
Jeonbuk,2009,10,October,7385.833402,2858
Jeonbuk,2009,11,November,7018.698465,2723
Jeonbuk,2009,12,December,7571.015248,3020
Jeonbuk,2010,1,January,8989.260524,3538
Jeonbuk,2010,2,February,7441.348976,2891
Jeonbuk,2010,3,March,8556.070928,3327
Jeonbuk,2010,4,April,7779.811055,3010
Jeonbuk,2010,5,May,7732.080694,2995
Jeonbuk,2010,6,June,8020.614453,3117
Jeonbuk,2010,7,July,7986.381077,3117
Jeonbuk,2010,8,August,8291.166729,3253
Jeonbuk,2010,9,September,7204.156808,2698
Jeonbuk,2010,10,October,7496.173751,2850
Jeonbuk,2010,11,November,7344.417571,2836
Jeonbuk,2010,12,December,7401.689147,2943
Jeonbuk,2011,1,January,9030.616151,3486
Jeonbuk,2011,2,February,7333.464784,2835
Jeonbuk,2011,3,March,8545.667717,3302
Jeonbuk,2011,4,April,7613.991833,2954
Jeonbuk,2011,5,May,7884.156543,3073
Jeonbuk,2011,6,June,7841.187823,3048
Jeonbuk,2011,7,July,7858.876288,3067
Jeonbuk,2011,8,August,7325.504562,2838
Jeonbuk,2011,9,September,6066.629266,2288
Jeonbuk,2011,10,October,7133.636038,2758
Jeonbuk,2011,11,November,7275.84484,2846
Jeonbuk,2011,12,December,7423.379308,2966
Jeonbuk,2012,1,January,8992.234942,3589
Jeonbuk,2012,2,February,8337.012007,3337
Jeonbuk,2012,3,March,8114.623297,3182
Jeonbuk,2012,4,April,7632.355129,3009
Jeonbuk,2012,5,May,7950.312467,3150
Jeonbuk,2012,6,June,7637.871552,2995
Jeonbuk,2012,7,July,8563.283584,3384
Jeonbuk,2012,8,August,8388.047574,3289
Jeonbuk,2012,9,September,7308.931079,2808
Jeonbuk,2012,10,October,7960.788972,3118
Jeonbuk,2012,11,November,7533.846302,2973
Jeonbuk,2012,12,December,7292.766072,2944
Jeonbuk,2013,1,January,9618.225301,3890
Jeonbuk,2013,2,February,7614.092604,3020
Jeonbuk,2013,3,March,7963.050104,3156
Jeonbuk,2013,4,April,7674.470604,3056
Jeonbuk,2013,5,May,7735.431553,3099
Jeonbuk,2013,6,June,7315.476196,2928
Jeonbuk,2013,7,July,8280.375799,3341
Jeonbuk,2013,8,August,7787.110772,3103
Jeonbuk,2013,9,September,7211.199592,2813
Jeonbuk,2013,10,October,7495.261625,2976
Jeonbuk,2013,11,November,7159.379032,2869
Jeonbuk,2013,12,December,7726.347908,3172
Jeonbuk,2014,1,January,8637.741448,3479
Jeonbuk,2014,2,February,8146.102943,3308
Jeonbuk,2014,3,March,7864.267243,3148
Jeonbuk,2014,4,April,7473.459454,2975
Jeonbuk,2014,5,May,7297.408523,2886
Jeonbuk,2014,6,June,7376.044846,2910
Jeonbuk,2014,7,July,8112.603906,3220
Jeonbuk,2014,8,August,7688.51726,3028
Jeonbuk,2014,9,September,7552.450972,2937
Jeonbuk,2014,10,October,7366.056871,2892
Jeonbuk,2014,11,November,6961.399582,2782
Jeonbuk,2014,12,December,7546.10608,3081
Jeonbuk,2015,1,January,8872.810913,3576
Jeonbuk,2015,2,February,6928.441226,2733
Jeonbuk,2015,3,March,8105.25435,3242
Jeonbuk,2015,4,April,7500.242367,2972
Jeonbuk,2015,5,May,7194.54779,2851
Jeonbuk,2015,6,June,6650.978954,2579
Jeonbuk,2015,7,July,7590.047954,2979
Jeonbuk,2015,8,August,7764.804984,3100
Jeonbuk,2015,9,September,7135.441849,2783
Jeonbuk,2015,10,October,7550.966529,2990
Jeonbuk,2015,11,November,7366.358049,2970
Jeonbuk,2015,12,December,7709.200379,3167
Jeonbuk,2016,1,January,8850.126792,3592
Jeonbuk,2016,2,February,7522.135546,3031
Jeonbuk,2016,3,March,8338.372774,3358
Jeonbuk,2016,4,April,7323.279429,2943
Jeonbuk,2016,5,May,7779.415624,3143
Jeonbuk,2016,6,June,7552.392356,3019
Jeonbuk,2016,7,July,7711.920538,3071
Jeonbuk,2016,8,August,7953.586934,3187
Jeonbuk,2016,9,September,7244.245334,2824
Jeonbuk,2016,10,October,7243.897242,2891
Jeonbuk,2016,11,November,7435.100252,2989
Jeonbuk,2016,12,December,7480.016236,3090
Jeonbuk,2017,1,January,8532.288238,3467
Jeonbuk,2017,2,February,7581.664898,3097
Jeonbuk,2017,3,March,7865.857463,3177
Jeonbuk,2017,4,April,7232.649293,2920
Jeonbuk,2017,5,May,7726.50321,3124
Jeonbuk,2017,6,June,7545.933855,3041
Jeonbuk,2017,7,July,7842.798006,3194
Jeonbuk,2017,8,August,8054.874477,3257
Jeonbuk,2017,9,September,7491.614345,2984
Jeonbuk,2017,10,October,6876.283072,2770
Jeonbuk,2017,11,November,7338.512256,3017
Jeonbuk,2017,12,December,7118.222228,2960
Jeonbuk,2018,1,January,8949.403986,3710
Jeonbuk,2018,2,February,6779.733615,2762
Jeonbuk,2018,3,March,7636.953996,3119
Jeonbuk,2018,4,April,7368.283671,3029
Jeonbuk,2018,5,May,7517.198022,3084
Jeonbuk,2018,6,June,7047.189272,2874
Jeonbuk,2018,7,July,7898.121595,3258
Jeonbuk,2018,8,August,7692.354231,3154
Jeonbuk,2018,9,September,6685.846284,2683
Jeonbuk,2018,10,October,7598.959879,3096
Jeonbuk,2018,11,November,7328.925217,3009
Jeonbuk,2018,12,December,7231.13827,3035
Jeonbuk,2019,1,January,8867.76199,3660
Jeonbuk,2019,2,February,6904.831641,2832
Jeonbuk,2019,3,March,7511.329819,3097
Jeonbuk,2019,4,April,7424.35428,3064
Jeonbuk,2019,5,May,7516.623509,3110
Jeonbuk,2019,6,June,7119.365744,2925
Jeonbuk,2019,7,July,8081.696099,3356
Jeonbuk,2019,8,August,7548.909389,3115
Jeonbuk,2019,9,September,7184.568254,2943
Jeonbuk,2019,10,October,7363.682528,2996
Jeonbuk,2019,11,November,7257.85079,3007
Jeonbuk,2019,12,December,7448.201171,3162
Jeonbuk,2020,1,January,8304.260259,3445
Jeonbuk,2020,2,February,7086.352135,2944
Jeonbuk,2020,3,March,6799.702321,2796
Jeonbuk,2020,4,April,6687.297415,2728
Jeonbuk,2020,5,May,7278.610224,3012
Jeonbuk,2020,6,June,7751.176253,3221
Jeonbuk,2020,7,July,7946.168287,3289
Jeonbuk,2020,8,August,7262.470658,2973
Jeonbuk,2020,9,September,7042.385531,2843
Jeonbuk,2020,10,October,7319.756459,3016
Jeonbuk,2020,11,November,7389.409287,3085
Jeonbuk,2020,12,December,7380.299689,3111
Jeonbuk,2021,1,January,7643.206263,3173
Jeonbuk,2021,2,February,6468.615582,2679
Jeonbuk,2021,3,March,7902.866145,3304
Jeonbuk,2021,4,April,7345.434674,3055
Jeonbuk,2021,5,May,7115.381297,2945
Jeonbuk,2021,6,June,7478.636604,3086
Jeonbuk,2021,7,July,7658.954671,3159
Jeonbuk,2021,8,August,7567.937804,3124
Jeonbuk,2021,9,September,6897.995938,2823
Jeonbuk,2021,10,October,7220.408977,2984
Jeonbuk,2021,11,November,7442.063704,3107
Jeonbuk,2021,12,December,7061.37367,3022
Jeonbuk,2022,1,January,7573.100556,3126
Jeonbuk,2022,2,February,6457.435998,2683
Jeonbuk,2022,3,March,6887.298014,2840
Jeonbuk,2022,4,April,6926.69623,2873
