city,year,month,composition_rate,total_unit,women_unit,men_unit
Busan,2006,1,7.8,16581.0,4100.0,12481.0
Busan,2006,10,7.4,15650.0,4115.0,11535.0
Busan,2006,11,8.4,17801.0,4658.0,13143.0
Busan,2006,12,8.0,16996.0,4552.0,12444.0
Busan,2006,2,8.3,17608.0,5509.0,12099.0
Busan,2006,3,9.1,19322.0,4518.0,14804.0
Busan,2006,4,8.6,18257.0,3943.0,14314.0
Busan,2006,5,9.8,20927.0,5031.0,15896.0
Busan,2006,6,7.9,16708.0,3753.0,12955.0
Busan,2006,7,8.5,18173.0,4166.0,14007.0
Busan,2006,8,8.0,17007.0,3829.0,13178.0
Busan,2006,9,8.3,17539.0,4109.0,13430.0
Busan,2007,1,8.5,16159.0,4044.0,12115.0
Busan,2007,10,8.4,15854.0,2990.0,12864.0
Busan,2007,11,8.5,16180.0,4256.0,11924.0
Busan,2007,12,8.2,15465.0,4413.0,11052.0
Busan,2007,2,7.4,14027.0,4153.0,9874.0
Busan,2007,3,7.6,14383.0,3277.0,11106.0
Busan,2007,4,7.9,14981.0,2476.0,12505.0
Busan,2007,5,10.4,19636.0,2963.0,16673.0
Busan,2007,6,9.0,17092.0,3633.0,13459.0
Busan,2007,7,8.9,16845.0,3603.0,13242.0
Busan,2007,8,7.7,14674.0,3067.0,11607.0
Busan,2007,9,7.6,14327.0,3023.0,11304.0
Busan,2008,1,8.1,16996.0,3820.0,13176.0
Busan,2008,10,8.4,17710.0,4562.0,13148.0
Busan,2008,11,9.8,20643.0,5269.0,15374.0
Busan,2008,12,9.1,19175.0,5898.0,13277.0
Busan,2008,2,6.6,13844.0,3834.0,10010.0
Busan,2008,3,7.5,15875.0,4014.0,11861.0
Busan,2008,4,8.5,17866.0,4099.0,13767.0
Busan,2008,5,9.3,19583.0,4097.0,15486.0
Busan,2008,6,7.8,16490.0,3975.0,12515.0
Busan,2008,7,8.2,17222.0,4395.0,12827.0
Busan,2008,8,8.1,16992.0,4418.0,12574.0
Busan,2008,9,8.5,17873.0,4477.0,13396.0
Busan,2009,1,7.2,15569.0,4089.0,11480.0
Busan,2009,10,7.7,16659.0,4145.0,12514.0
Busan,2009,11,8.4,18310.0,4758.0,13552.0
Busan,2009,12,8.0,17252.0,5117.0,12135.0
Busan,2009,2,7.5,16250.0,4459.0,11791.0
Busan,2009,3,8.2,17775.0,5249.0,12526.0
Busan,2009,4,9.8,21150.0,4699.0,16451.0
Busan,2009,5,10.1,21817.0,4859.0,16958.0
Busan,2009,6,8.1,17554.0,4361.0,13193.0
Busan,2009,7,8.2,17827.0,4780.0,13047.0
Busan,2009,8,8.1,17519.0,5030.0,12489.0
Busan,2009,9,8.8,19130.0,5068.0,14062.0
Busan,2010,1,7.7,17924.0,4775.0,13149.0
Busan,2010,10,8.4,19612.0,5603.0,14009.0
Busan,2010,11,8.7,20301.0,5927.0,14374.0
Busan,2010,12,8.2,19232.0,5842.0,13390.0
Busan,2010,2,6.5,15164.0,4704.0,10460.0
Busan,2010,3,8.2,19181.0,5091.0,14090.0
Busan,2010,4,9.1,21260.0,4643.0,16617.0
Busan,2010,5,9.5,22223.0,5694.0,16529.0
Busan,2010,6,8.3,19263.0,6211.0,13052.0
Busan,2010,7,8.8,20610.0,5927.0,14683.0
Busan,2010,8,8.5,19804.0,5974.0,13830.0
Busan,2010,9,8.1,18820.0,5584.0,13236.0
Busan,2011,1,8.5,18355.0,5427.0,12928.0
Busan,2011,10,7.3,15743.0,4268.0,11475.0
Busan,2011,11,8.6,18735.0,5976.0,12759.0
Busan,2011,12,7.6,16530.0,5237.0,11293.0
Busan,2011,2,7.0,15130.0,4967.0,10163.0
Busan,2011,3,9.4,20424.0,6587.0,13837.0
Busan,2011,4,9.3,20120.0,5283.0,14837.0
Busan,2011,5,10.3,22290.0,6413.0,15877.0
Busan,2011,6,7.4,16122.0,5052.0,11070.0
Busan,2011,7,8.5,18379.0,5548.0,12831.0
Busan,2011,8,7.8,16956.0,5761.0,11195.0
Busan,2011,9,8.4,18233.0,5638.0,12595.0
Busan,2012,1,7.1,15640.0,4698.0,10942.0
Busan,2012,10,8.3,18153.0,5639.0,12514.0
Busan,2012,11,9.5,20755.0,7186.0,13569.0
Busan,2012,12,8.2,17932.0,5508.0,12424.0
Busan,2012,2,7.9,17367.0,5624.0,11743.0
Busan,2012,3,9.6,21009.0,6569.0,14440.0
Busan,2012,4,7.5,16331.0,4332.0,11999.0
Busan,2012,5,10.5,23085.0,6298.0,16787.0
Busan,2012,6,7.4,16225.0,5044.0,11181.0
Busan,2012,7,8.1,17677.0,4810.0,12867.0
Busan,2012,8,8.0,17563.0,5452.0,12111.0
Busan,2012,9,7.8,17138.0,5317.0,11821.0
Busan,2013,1,7.6,17484.0,5663.0,11821.0
Busan,2013,10,9.1,20926.0,7556.0,13370.0
Busan,2013,11,8.8,20424.0,7188.0,13236.0
Busan,2013,12,8.1,18748.0,5714.0,13034.0
Busan,2013,2,6.6,15169.0,4575.0,10594.0
Busan,2013,3,9.2,21258.0,6949.0,14309.0
Busan,2013,4,8.3,19251.0,5518.0,13733.0
Busan,2013,5,9.0,20802.0,6602.0,14200.0
Busan,2013,6,8.1,18592.0,6093.0,12499.0
Busan,2013,7,8.5,19701.0,5785.0,13916.0
Busan,2013,8,9.7,22344.0,7543.0,14801.0
Busan,2013,9,7.0,16224.0,5336.0,10888.0
Busan,2014,1,7.9,18705.0,6332.0,12373.0
Busan,2014,10,8.7,20533.0,7421.0,13112.0
Busan,2014,11,8.7,20453.0,7275.0,13178.0
Busan,2014,12,8.6,20307.0,6516.0,13791.0
Busan,2014,2,7.0,16542.0,5314.0,11228.0
Busan,2014,3,8.6,20364.0,6291.0,14073.0
Busan,2014,4,7.9,18511.0,5773.0,12738.0
Busan,2014,5,9.6,22725.0,8049.0,14676.0
Busan,2014,6,7.4,17526.0,5736.0,11790.0
Busan,2014,7,9.1,21390.0,7359.0,14031.0
Busan,2014,8,8.4,19749.0,6244.0,13505.0
Busan,2014,9,8.1,18991.0,6492.0,12499.0
Busan,2015,1,8.3,19675.0,6609.0,13066.0
Busan,2015,10,9.0,21460.0,7620.0,13840.0
Busan,2015,11,8.9,21301.0,7159.0,14142.0
Busan,2015,12,7.6,18162.0,5252.0,12910.0
Busan,2015,2,6.7,15905.0,5253.0,10652.0
Busan,2015,3,9.3,22116.0,7676.0,14440.0
Busan,2015,4,8.0,19022.0,5773.0,13249.0
Busan,2015,5,8.9,21271.0,7188.0,14083.0
Busan,2015,6,7.6,18197.0,5985.0,12212.0
Busan,2015,7,9.0,21524.0,7542.0,13982.0
Busan,2015,8,8.5,20248.0,6818.0,13430.0
Busan,2015,9,8.0,19120.0,6593.0,12527.0
Busan,2016,1,8.8,18101.0,5422.0,12679.0
Busan,2016,10,8.7,17817.0,5588.0,12229.0
Busan,2016,11,8.1,16536.0,5256.0,11280.0
Busan,2016,12,9.2,18761.0,5520.0,13241.0
Busan,2016,2,6.8,14026.0,4508.0,9518.0
Busan,2016,3,9.2,18838.0,5444.0,13394.0
Busan,2016,4,8.6,17662.0,5178.0,12484.0
Busan,2016,5,9.1,18591.0,6039.0,12552.0
Busan,2016,6,7.3,14900.0,4108.0,10792.0
Busan,2016,7,8.8,17931.0,5367.0,12564.0
Busan,2016,8,8.0,16326.0,4803.0,11523.0
Busan,2016,9,7.5,15355.0,4545.0,10810.0
Busan,2017,1,6.5,14048.0,4042.0,10006.0
Busan,2017,10,7.5,16119.0,4972.0,11147.0
Busan,2017,11,8.9,19208.0,5367.0,13841.0
Busan,2017,12,8.6,18608.0,5364.0,13244.0
Busan,2017,2,6.6,14158.0,4479.0,9679.0
Busan,2017,3,9.2,19782.0,6001.0,13781.0
Busan,2017,4,8.7,18622.0,5075.0,13547.0
Busan,2017,5,9.5,20429.0,6363.0,14066.0
Busan,2017,6,7.9,17015.0,4974.0,12041.0
Busan,2017,7,9.6,20642.0,5664.0,14978.0
Busan,2017,8,8.2,17583.0,5189.0,12394.0
Busan,2017,9,8.8,18991.0,5958.0,13033.0
Busan,2018,1,7.1,15949.0,4506.0,11443.0
Busan,2018,10,8.0,17962.0,5377.0,12585.0
Busan,2018,11,9.4,21033.0,6789.0,14244.0
Busan,2018,12,8.1,18188.0,5235.0,12953.0
Busan,2018,2,7.0,15671.0,4665.0,11006.0
Busan,2018,3,9.7,21675.0,6169.0,15506.0
Busan,2018,4,8.0,17887.0,5366.0,12521.0
Busan,2018,5,9.3,20888.0,6516.0,14372.0
Busan,2018,6,8.4,18776.0,5909.0,12867.0
Busan,2018,7,8.7,19451.0,5727.0,13724.0
Busan,2018,8,8.2,18240.0,5307.0,12933.0
Busan,2018,9,8.0,17877.0,5438.0,12439.0
Busan,2019,1,8.0,17057.0,5016.0,12041.0
Busan,2019,10,8.4,17889.0,5539.0,12350.0
Busan,2019,11,8.6,18471.0,5779.0,12692.0
Busan,2019,12,8.6,18356.0,5297.0,13059.0
Busan,2019,2,6.7,14340.0,3821.0,10519.0
Busan,2019,3,8.7,18615.0,5190.0,13425.0
Busan,2019,4,8.8,18869.0,5786.0,13083.0
Busan,2019,5,9.5,20369.0,6154.0,14215.0
Busan,2019,6,8.2,17475.0,5261.0,12214.0
Busan,2019,7,8.4,18037.0,5364.0,12673.0
Busan,2019,8,8.3,17784.0,5487.0,12297.0
Busan,2019,9,7.6,16299.0,5084.0,11215.0
Busan,2020,1,7.0,13734.0,3924.0,9810.0
Busan,2020,10,8.7,17098.0,4800.0,12298.0
Busan,2020,11,9.8,19350.0,6413.0,12937.0
Busan,2020,12,8.6,16963.0,5102.0,11861.0
Busan,2020,2,7.4,14597.0,4141.0,10456.0
Busan,2020,3,7.0,13713.0,4000.0,9713.0
Busan,2020,4,7.1,13964.0,3687.0,10277.0
Busan,2020,5,9.2,18062.0,5603.0,12459.0
Busan,2020,6,8.8,17318.0,5131.0,12187.0
Busan,2020,7,9.3,18279.0,5476.0,12803.0
Busan,2020,8,9.2,18242.0,5498.0,12744.0
Busan,2020,9,8.1,15982.0,5460.0,10522.0
Busan,2021,1,8.0,15588.0,4652.0,10936.0
Busan,2021,10,7.8,15196.0,4383.0,10813.0
Busan,2021,11,9.3,18140.0,5973.0,12167.0
Busan,2021,12,8.9,17373.0,4988.0,12385.0
Busan,2021,2,7.4,14390.0,4403.0,9987.0
Busan,2021,3,9.8,19000.0,6085.0,12915.0
Busan,2021,4,8.2,15885.0,4813.0,11072.0
Busan,2021,5,9.3,18158.0,5626.0,12532.0
Busan,2021,6,7.6,14836.0,4623.0,10213.0
Busan,2021,7,8.5,16652.0,5406.0,11246.0
Busan,2021,8,7.4,14415.0,4234.0,10181.0
Busan,2021,9,7.8,15153.0,4089.0,11064.0
Busan,2022,1,6.5,13293.0,3923.0,9370.0
Busan,2022,10,8.9,18268.0,5871.0,12397.0
Busan,2022,11,9.4,19126.0,6061.0,13065.0
Busan,2022,12,9.2,18822.0,5698.0,13124.0
Busan,2022,2,6.4,13041.0,4342.0,8699.0
Busan,2022,3,7.4,15123.0,4963.0,10160.0
Busan,2022,4,8.6,17457.0,6219.0,11238.0
Busan,2022,5,10.6,21577.0,6993.0,14584.0
Busan,2022,6,8.2,16655.0,5086.0,11569.0
Busan,2022,7,8.4,17089.0,5407.0,11682.0
Busan,2022,8,7.7,15773.0,5343.0,10430.0
Busan,2022,9,8.8,17947.0,6053.0,11894.0
Busan,2023,1,6.6,13636.0,4014.0,9622.0
Busan,2023,10,8.3,16987.0,4807.0,12180.0
Busan,2023,11,9.5,19469.0,5780.0,13689.0
Busan,2023,12,9.3,19141.0,5626.0,13515.0
Busan,2023,2,7.8,16068.0,5227.0,10841.0
Busan,2023,3,8.2,16924.0,5329.0,11595.0
Busan,2023,4,8.0,16386.0,4976.0,11410.0
Busan,2023,5,9.1,18788.0,5856.0,12932.0
Busan,2023,6,7.9,16189.0,4896.0,11293.0
Busan,2023,7,8.4,17321.0,5420.0,11901.0
Busan,2023,8,8.8,18164.0,6313.0,11851.0
Busan,2023,9,8.1,16622.0,5056.0,11566.0
Chungbuk,2006,1,7.0,5505.0,1048.0,4457.0
Chungbuk,2006,10,7.5,5908.0,1470.0,4438.0
Chungbuk,2006,11,8.7,6849.0,1312.0,5537.0
Chungbuk,2006,12,7.3,5776.0,1675.0,4101.0
Chungbuk,2006,2,8.1,6375.0,983.0,5392.0
Chungbuk,2006,3,8.9,7057.0,1495.0,5562.0
Chungbuk,2006,4,8.4,6633.0,1608.0,5025.0
Chungbuk,2006,5,9.9,7783.0,1821.0,5962.0
Chungbuk,2006,6,8.3,6588.0,1701.0,4887.0
Chungbuk,2006,7,8.7,6900.0,1448.0,5452.0
Chungbuk,2006,8,8.2,6506.0,1175.0,5331.0
Chungbuk,2006,9,9.0,7123.0,1485.0,5638.0
Chungbuk,2007,1,8.4,6136.0,869.0,5267.0
Chungbuk,2007,10,8.2,5986.0,1542.0,4444.0
Chungbuk,2007,11,9.1,6651.0,1313.0,5338.0
Chungbuk,2007,12,7.4,5388.0,1349.0,4039.0
Chungbuk,2007,2,7.1,5179.0,905.0,4274.0
Chungbuk,2007,3,8.7,6340.0,1353.0,4987.0
Chungbuk,2007,4,8.6,6265.0,1463.0,4802.0
Chungbuk,2007,5,9.8,7149.0,1507.0,5642.0
Chungbuk,2007,6,8.2,5967.0,1267.0,4700.0
Chungbuk,2007,7,8.8,6378.0,1272.0,5106.0
Chungbuk,2007,8,8.3,6040.0,804.0,5236.0
Chungbuk,2007,9,7.3,5324.0,802.0,4522.0
Chungbuk,2008,1,6.6,5618.0,803.0,4815.0
Chungbuk,2008,10,9.7,8207.0,1863.0,6344.0
Chungbuk,2008,11,9.2,7843.0,1896.0,5947.0
Chungbuk,2008,12,8.4,7151.0,1589.0,5562.0
Chungbuk,2008,2,5.8,4954.0,889.0,4065.0
Chungbuk,2008,3,8.0,6819.0,1517.0,5302.0
Chungbuk,2008,4,8.7,7373.0,1714.0,5659.0
Chungbuk,2008,5,9.1,7695.0,1580.0,6115.0
Chungbuk,2008,6,7.9,6716.0,1826.0,4890.0
Chungbuk,2008,7,9.1,7700.0,1633.0,6067.0
Chungbuk,2008,8,8.1,6883.0,950.0,5933.0
Chungbuk,2008,9,9.4,7992.0,1587.0,6405.0
Chungbuk,2009,1,7.1,7035.0,1087.0,5948.0
Chungbuk,2009,10,7.5,7489.0,1687.0,5802.0
Chungbuk,2009,11,9.9,9816.0,1660.0,8156.0
Chungbuk,2009,12,8.0,7990.0,1667.0,6323.0
Chungbuk,2009,2,6.5,6457.0,1264.0,5193.0
Chungbuk,2009,3,8.3,8263.0,1984.0,6279.0
Chungbuk,2009,4,9.1,9054.0,2185.0,6869.0
Chungbuk,2009,5,9.1,9034.0,2145.0,6889.0
Chungbuk,2009,6,8.5,8481.0,1706.0,6775.0
Chungbuk,2009,7,9.6,9549.0,1980.0,7569.0
Chungbuk,2009,8,7.7,7675.0,1432.0,6243.0
Chungbuk,2009,9,8.7,8604.0,1849.0,6755.0
Chungbuk,2010,1,7.7,7835.0,1054.0,6781.0
Chungbuk,2010,10,8.3,8377.0,1901.0,6476.0
Chungbuk,2010,11,9.2,9286.0,2059.0,7227.0
Chungbuk,2010,12,7.7,7800.0,1580.0,6220.0
Chungbuk,2010,2,6.6,6642.0,1220.0,5422.0
Chungbuk,2010,3,8.2,8329.0,1812.0,6517.0
Chungbuk,2010,4,9,9085.0,2236.0,6849.0
Chungbuk,2010,5,10,10123.0,2271.0,7852.0
Chungbuk,2010,6,8.5,8619.0,2267.0,6352.0
Chungbuk,2010,7,9.2,9313.0,1728.0,7585.0
Chungbuk,2010,8,7.9,7958.0,1405.0,6553.0
Chungbuk,2010,9,7.7,7842.0,1655.0,6187.0
Chungbuk,2011,1,8.4,7680.0,1352.0,6328.0
Chungbuk,2011,10,7.4,6757.0,1417.0,5340.0
Chungbuk,2011,11,9.4,8618.0,1756.0,6862.0
Chungbuk,2011,12,8.0,7350.0,1736.0,5614.0
Chungbuk,2011,2,7.6,6974.0,1251.0,5723.0
Chungbuk,2011,3,9.2,8392.0,2026.0,6366.0
Chungbuk,2011,4,9.7,8864.0,1747.0,7117.0
Chungbuk,2011,5,10.0,9112.0,2410.0,6702.0
Chungbuk,2011,6,7.7,7005.0,1371.0,5634.0
Chungbuk,2011,7,7.3,6653.0,1412.0,5241.0
Chungbuk,2011,8,7.2,6572.0,1302.0,5270.0
Chungbuk,2011,9,8.1,7377.0,1756.0,5621.0
Chungbuk,2012,1,6.9,6896.0,849.0,6047.0
Chungbuk,2012,10,8.8,8779.0,2281.0,6498.0
Chungbuk,2012,11,9.5,9541.0,2575.0,6966.0
Chungbuk,2012,12,7.9,7929.0,1923.0,6006.0
Chungbuk,2012,2,7.0,6994.0,1063.0,5931.0
Chungbuk,2012,3,8.1,8125.0,1694.0,6431.0
Chungbuk,2012,4,8.7,8701.0,2219.0,6482.0
Chungbuk,2012,5,9.7,9759.0,2393.0,7366.0
Chungbuk,2012,6,7.9,7864.0,1923.0,5941.0
Chungbuk,2012,7,8.7,8754.0,1375.0,7379.0
Chungbuk,2012,8,7.7,7713.0,1401.0,6312.0
Chungbuk,2012,9,9.0,9042.0,2085.0,6957.0
Chungbuk,2013,1,7.6,7496.0,1583.0,5913.0
Chungbuk,2013,10,8.7,8546.0,2200.0,6346.0
Chungbuk,2013,11,9.9,9761.0,2428.0,7333.0
Chungbuk,2013,12,8.5,8295.0,2049.0,6246.0
Chungbuk,2013,2,6.0,5883.0,1250.0,4633.0
Chungbuk,2013,3,9.0,8858.0,2078.0,6780.0
Chungbuk,2013,4,8.5,8336.0,2134.0,6202.0
Chungbuk,2013,5,9.2,9002.0,2434.0,6568.0
Chungbuk,2013,6,7.8,7614.0,1869.0,5745.0
Chungbuk,2013,7,8.5,8377.0,1629.0,6748.0
Chungbuk,2013,8,8.2,8002.0,1371.0,6631.0
Chungbuk,2013,9,8.1,7975.0,2149.0,5826.0
Chungbuk,2014,1,7.2,7257.0,1276.0,5981.0
Chungbuk,2014,10,8.6,8570.0,2332.0,6238.0
Chungbuk,2014,11,9.5,9545.0,2503.0,7042.0
Chungbuk,2014,12,8.2,8263.0,2104.0,6159.0
Chungbuk,2014,2,6.7,6707.0,1424.0,5283.0
Chungbuk,2014,3,8.5,8515.0,2174.0,6341.0
Chungbuk,2014,4,8.7,8725.0,2465.0,6260.0
Chungbuk,2014,5,9.6,9638.0,2999.0,6639.0
Chungbuk,2014,6,8.0,8059.0,2374.0,5685.0
Chungbuk,2014,7,9.4,9396.0,2055.0,7341.0
Chungbuk,2014,8,8.0,7966.0,1721.0,6245.0
Chungbuk,2014,9,7.5,7550.0,2170.0,5380.0
Chungbuk,2015,1,7.7,7696.0,1927.0,5769.0
Chungbuk,2015,10,8.6,8551.0,2255.0,6296.0
Chungbuk,2015,11,9.5,9429.0,2630.0,6799.0
Chungbuk,2015,12,6.8,6744.0,1834.0,4910.0
Chungbuk,2015,2,6.8,6771.0,1294.0,5477.0
Chungbuk,2015,3,8.8,8739.0,2313.0,6426.0
Chungbuk,2015,4,8.5,8473.0,2596.0,5877.0
Chungbuk,2015,5,9.0,8937.0,2603.0,6334.0
Chungbuk,2015,6,8.9,8890.0,2149.0,6741.0
Chungbuk,2015,7,9.1,9057.0,1966.0,7091.0
Chungbuk,2015,8,7.7,7680.0,1961.0,5719.0
Chungbuk,2015,9,8.7,8660.0,2524.0,6136.0
Chungbuk,2016,1,8.3,7458.0,1501.0,5957.0
Chungbuk,2016,10,9.8,8727.0,2324.0,6403.0
Chungbuk,2016,11,8.9,7984.0,2143.0,5841.0
Chungbuk,2016,12,8.9,7924.0,2343.0,5581.0
Chungbuk,2016,2,6.0,5320.0,1078.0,4242.0
Chungbuk,2016,3,8.4,7466.0,1998.0,5468.0
Chungbuk,2016,4,8.1,7276.0,1892.0,5384.0
Chungbuk,2016,5,8.5,7593.0,2095.0,5498.0
Chungbuk,2016,6,8.3,7388.0,1523.0,5865.0
Chungbuk,2016,7,8.4,7507.0,2099.0,5408.0
Chungbuk,2016,8,8.4,7466.0,1515.0,5951.0
Chungbuk,2016,9,8.1,7233.0,2071.0,5162.0
Chungbuk,2017,1,7.0,6736.0,1281.0,5455.0
Chungbuk,2017,10,8.2,7866.0,2022.0,5844.0
Chungbuk,2017,11,8.9,8536.0,2233.0,6303.0
Chungbuk,2017,12,8.3,7975.0,2117.0,5858.0
Chungbuk,2017,2,7.1,6818.0,1316.0,5502.0
Chungbuk,2017,3,8.6,8211.0,2051.0,6160.0
Chungbuk,2017,4,8.3,7953.0,1974.0,5979.0
Chungbuk,2017,5,9.2,8776.0,2846.0,5930.0
Chungbuk,2017,6,8.0,7605.0,1889.0,5716.0
Chungbuk,2017,7,8.8,8432.0,1826.0,6606.0
Chungbuk,2017,8,8.5,8177.0,1860.0,6317.0
Chungbuk,2017,9,8.9,8559.0,2240.0,6319.0
Chungbuk,2018,1,8.0,7461.0,1378.0,6083.0
Chungbuk,2018,10,8.3,7792.0,1803.0,5989.0
Chungbuk,2018,11,9.3,8682.0,2198.0,6484.0
Chungbuk,2018,12,7.4,6976.0,1797.0,5179.0
Chungbuk,2018,2,7.2,6774.0,1345.0,5429.0
Chungbuk,2018,3,9.3,8731.0,2151.0,6580.0
Chungbuk,2018,4,8.8,8274.0,1985.0,6289.0
Chungbuk,2018,5,9.3,8717.0,2552.0,6165.0
Chungbuk,2018,6,7.6,7167.0,1786.0,5381.0
Chungbuk,2018,7,8.8,8235.0,1903.0,6332.0
Chungbuk,2018,8,8.3,7824.0,1592.0,6232.0
Chungbuk,2018,9,7.6,7175.0,1810.0,5365.0
Chungbuk,2019,1,8.0,7543.0,1497.0,6046.0
Chungbuk,2019,10,8.2,7710.0,2225.0,5485.0
Chungbuk,2019,11,9.2,8652.0,2190.0,6462.0
Chungbuk,2019,12,7.6,7177.0,1807.0,5370.0
Chungbuk,2019,2,6.9,6490.0,1279.0,5211.0
Chungbuk,2019,3,8.6,8077.0,2009.0,6068.0
Chungbuk,2019,4,8.7,8180.0,2237.0,5943.0
Chungbuk,2019,5,9.2,8711.0,2580.0,6131.0
Chungbuk,2019,6,8.0,7564.0,1966.0,5598.0
Chungbuk,2019,7,9.0,8482.0,2223.0,6259.0
Chungbuk,2019,8,8.6,8082.0,2051.0,6031.0
Chungbuk,2019,9,8.0,7583.0,1924.0,5659.0
Chungbuk,2020,1,7.5,6459.0,1205.0,5254.0
Chungbuk,2020,10,8.6,7374.0,1731.0,5643.0
Chungbuk,2020,11,9.0,7694.0,1938.0,5756.0
Chungbuk,2020,12,8.2,7057.0,1787.0,5270.0
Chungbuk,2020,2,7.0,6001.0,1348.0,4653.0
Chungbuk,2020,3,8.5,7319.0,1498.0,5821.0
Chungbuk,2020,4,7.5,6436.0,1207.0,5229.0
Chungbuk,2020,5,8.7,7465.0,1832.0,5633.0
Chungbuk,2020,6,8.4,7219.0,1732.0,5487.0
Chungbuk,2020,7,9.2,7890.0,1686.0,6204.0
Chungbuk,2020,8,8.8,7506.0,1936.0,5570.0
Chungbuk,2020,9,8.5,7328.0,1910.0,5418.0
Chungbuk,2021,1,7.6,6427.0,1509.0,4918.0
Chungbuk,2021,10,7.9,6721.0,1468.0,5253.0
Chungbuk,2021,11,8.2,6955.0,1828.0,5127.0
Chungbuk,2021,12,8.8,7476.0,1886.0,5590.0
Chungbuk,2021,2,7.5,6336.0,1226.0,5110.0
Chungbuk,2021,3,9.6,8128.0,1773.0,6355.0
Chungbuk,2021,4,8.9,7503.0,1743.0,5760.0
Chungbuk,2021,5,8.5,7157.0,1993.0,5164.0
Chungbuk,2021,6,8.0,6782.0,1951.0,4831.0
Chungbuk,2021,7,8.5,7161.0,2141.0,5020.0
Chungbuk,2021,8,8.2,6973.0,1660.0,5313.0
Chungbuk,2021,9,8.2,6954.0,1571.0,5383.0
Chungbuk,2022,1,6.3,5291.0,1106.0,4185.0
Chungbuk,2022,10,9.7,8153.0,2191.0,5962.0
Chungbuk,2022,11,9.4,7880.0,2019.0,5861.0
Chungbuk,2022,12,8.9,7433.0,1655.0,5778.0
Chungbuk,2022,2,6.3,5288.0,1415.0,3873.0
Chungbuk,2022,3,7.2,6075.0,1553.0,4522.0
Chungbuk,2022,4,8.5,7094.0,2312.0,4782.0
Chungbuk,2022,5,9.7,8112.0,2538.0,5574.0
Chungbuk,2022,6,8.5,7115.0,1913.0,5202.0
Chungbuk,2022,7,8.2,6908.0,1811.0,5097.0
Chungbuk,2022,8,7.7,6463.0,1700.0,4763.0
Chungbuk,2022,9,9.6,8008.0,2377.0,5631.0
Chungbuk,2023,1,6.4,5471.0,1253.0,4218.0
Chungbuk,2023,10,9.0,7652.0,1940.0,5712.0
Chungbuk,2023,11,9.3,7944.0,1893.0,6051.0
Chungbuk,2023,12,8.9,7614.0,1857.0,5757.0
Chungbuk,2023,2,7.2,6113.0,1383.0,4730.0
Chungbuk,2023,3,8.9,7569.0,1694.0,5875.0
Chungbuk,2023,4,7.9,6745.0,1729.0,5016.0
Chungbuk,2023,5,8.8,7479.0,2138.0,5341.0
Chungbuk,2023,6,8.8,7515.0,1778.0,5737.0
Chungbuk,2023,7,8.6,7373.0,2258.0,5115.0
Chungbuk,2023,8,8.0,6811.0,2144.0,4667.0
Chungbuk,2023,9,8.4,7135.0,1773.0,5362.0
Daegu/Gyeongbuk,2006,1,7.1,13385.0,2415.0,10970.0
Daegu/Gyeongbuk,2006,10,7.7,14482.0,4269.0,10213.0
Daegu/Gyeongbuk,2006,11,8.4,15790.0,4701.0,11089.0
Daegu/Gyeongbuk,2006,12,7.2,13683.0,3661.0,10022.0
Daegu/Gyeongbuk,2006,2,7.9,14838.0,3268.0,11570.0
Daegu/Gyeongbuk,2006,3,9.7,18376.0,4752.0,13624.0
Daegu/Gyeongbuk,2006,4,9.3,17497.0,4018.0,13479.0
Daegu/Gyeongbuk,2006,5,10.0,18874.0,5234.0,13640.0
Daegu/Gyeongbuk,2006,6,9.0,17038.0,4975.0,12063.0
Daegu/Gyeongbuk,2006,7,8.2,15553.0,3857.0,11696.0
Daegu/Gyeongbuk,2006,8,7.9,14871.0,3296.0,11575.0
Daegu/Gyeongbuk,2006,9,7.7,14554.0,4676.0,9878.0
Daegu/Gyeongbuk,2007,1,8.6,13546.0,2866.0,10680.0
Daegu/Gyeongbuk,2007,10,8.7,13725.0,4252.0,9473.0
Daegu/Gyeongbuk,2007,11,8.9,13968.0,3601.0,10367.0
Daegu/Gyeongbuk,2007,12,7.6,11999.0,3431.0,8568.0
Daegu/Gyeongbuk,2007,2,9.0,14233.0,3171.0,11062.0
Daegu/Gyeongbuk,2007,3,8.9,14069.0,3505.0,10564.0
Daegu/Gyeongbuk,2007,4,9.7,15203.0,3419.0,11784.0
Daegu/Gyeongbuk,2007,5,9.8,15446.0,4302.0,11144.0
Daegu/Gyeongbuk,2007,6,7.7,12190.0,3261.0,8929.0
Daegu/Gyeongbuk,2007,7,7.4,11695.0,2684.0,9011.0
Daegu/Gyeongbuk,2007,8,7.3,11502.0,2916.0,8586.0
Daegu/Gyeongbuk,2007,9,6.2,9823.0,2750.0,7073.0
Daegu/Gyeongbuk,2008,1,7.3,13755.0,2859.0,10896.0
Daegu/Gyeongbuk,2008,10,8.9,16756.0,5756.0,11000.0
Daegu/Gyeongbuk,2008,11,9.2,17220.0,5702.0,11518.0
Daegu/Gyeongbuk,2008,12,9.3,17563.0,5467.0,12096.0
Daegu/Gyeongbuk,2008,2,6.4,12041.0,3278.0,8763.0
Daegu/Gyeongbuk,2008,3,8.5,15952.0,4895.0,11057.0
Daegu/Gyeongbuk,2008,4,8.4,15851.0,4455.0,11396.0
Daegu/Gyeongbuk,2008,5,9.2,17247.0,4942.0,12305.0
