city,year,month,composition_rate,total_unit,women_unit,men_unit
Jeonbuk,2019,12,8.7,9482.0,2370.0,7112.0
Jeonbuk,2019,2,6.7,7296.0,1795.0,5501.0
Jeonbuk,2019,3,8.8,9620.0,2189.0,7431.0
Jeonbuk,2019,4,7.7,8418.0,2195.0,6223.0
Jeonbuk,2019,5,9.5,10337.0,3079.0,7258.0
Jeonbuk,2019,6,8.3,9088.0,2362.0,6726.0
Jeonbuk,2019,7,8.8,9553.0,2416.0,7137.0
Jeonbuk,2019,8,8.6,9330.0,2138.0,7192.0
Jeonbuk,2019,9,7.7,8334.0,1941.0,6393.0
Jeonbuk,2020,1,6.8,6975.0,1644.0,5331.0
Jeonbuk,2020,10,8.6,8852.0,2476.0,6376.0
Jeonbuk,2020,11,9.2,9435.0,2349.0,7086.0
Jeonbuk,2020,12,9.6,9898.0,2684.0,7214.0
Jeonbuk,2020,2,6.7,6870.0,1706.0,5164.0
Jeonbuk,2020,3,8.0,8226.0,1986.0,6240.0
Jeonbuk,2020,4,7.0,7150.0,1710.0,5440.0
Jeonbuk,2020,5,8.4,8673.0,2352.0,6321.0
Jeonbuk,2020,6,8.7,8927.0,2034.0,6893.0
Jeonbuk,2020,7,8.0,8190.0,2148.0,6042.0
Jeonbuk,2020,8,9.3,9576.0,2635.0,6941.0
Jeonbuk,2020,9,9.7,9998.0,2694.0,7304.0
Jeonbuk,2021,1,8.4,8676.0,2326.0,6350.0
Jeonbuk,2021,10,7.7,7903.0,2026.0,5877.0
Jeonbuk,2021,11,8.4,8668.0,2469.0,6199.0
Jeonbuk,2021,12,9.0,9239.0,2275.0,6964.0
Jeonbuk,2021,2,6.9,7112.0,1744.0,5368.0
Jeonbuk,2021,3,8.5,8700.0,1948.0,6752.0
Jeonbuk,2021,4,8.2,8472.0,2226.0,6246.0
Jeonbuk,2021,5,8.6,8875.0,2062.0,6813.0
Jeonbuk,2021,6,9.1,9335.0,2781.0,6554.0
Jeonbuk,2021,7,8.8,9029.0,2476.0,6553.0
Jeonbuk,2021,8,8.4,8596.0,2086.0,6510.0
Jeonbuk,2021,9,8.1,8310.0,2210.0,6100.0
Jeonbuk,2022,1,7.1,6893.0,1653.0,5240.0
Jeonbuk,2022,10,9.3,8985.0,2665.0,6320.0
Jeonbuk,2022,11,9.2,8966.0,2714.0,6252.0
Jeonbuk,2022,12,8.9,8660.0,2287.0,6373.0
Jeonbuk,2022,2,6.6,6355.0,1636.0,4719.0
Jeonbuk,2022,3,7.1,6928.0,1942.0,4986.0
Jeonbuk,2022,4,8.1,7900.0,2296.0,5604.0
Jeonbuk,2022,5,9.5,9228.0,2414.0,6814.0
Jeonbuk,2022,6,8.3,8096.0,2765.0,5331.0
Jeonbuk,2022,7,8.4,8175.0,2283.0,5892.0
Jeonbuk,2022,8,8.4,8139.0,2283.0,5856.0
Jeonbuk,2022,9,8.9,8639.0,2790.0,5849.0
Jeonbuk,2023,1,7.0,7032.0,1726.0,5306.0
Jeonbuk,2023,10,9.5,9487.0,2811.0,6676.0
Jeonbuk,2023,11,8.0,7981.0,1844.0,6137.0
Jeonbuk,2023,12,9.4,9372.0,2451.0,6921.0
Jeonbuk,2023,2,6.4,6409.0,1761.0,4648.0
Jeonbuk,2023,3,8.5,8485.0,2017.0,6468.0
Jeonbuk,2023,4,7.6,7561.0,2188.0,5373.0
Jeonbuk,2023,5,9.0,9040.0,2584.0,6456.0
Jeonbuk,2023,6,8.4,8398.0,2305.0,6093.0
Jeonbuk,2023,7,8.9,8897.0,2742.0,6155.0
Jeonbuk,2023,8,9.1,9111.0,2805.0,6306.0
Jeonbuk,2023,9,8.3,8341.0,2143.0,6198.0
Jeonnam,2006,1,8.0,16052.0,4259.0,11793.0
Jeonnam,2006,10,7.0,14086.0,3760.0,10326.0
Jeonnam,2006,11,8.1,16166.0,4977.0,11189.0
Jeonnam,2006,12,7.4,14820.0,4139.0,10681.0
Jeonnam,2006,2,9.1,18199.0,4993.0,13206.0
Jeonnam,2006,3,7.7,15478.0,4358.0,11120.0
Jeonnam,2006,4,8.1,16121.0,4027.0,12094.0
Jeonnam,2006,5,10.5,20905.0,6313.0,14592.0
Jeonnam,2006,6,8.1,16275.0,4353.0,11922.0
Jeonnam,2006,7,7.9,15726.0,4054.0,11672.0
Jeonnam,2006,8,9.9,19737.0,5279.0,14458.0
Jeonnam,2006,9,8.2,16404.0,5098.0,11306.0
Jeonnam,2007,1,8.9,15759.0,4097.0,11662.0
Jeonnam,2007,10,8.1,14406.0,4543.0,9863.0
Jeonnam,2007,11,8.7,15429.0,4712.0,10717.0
Jeonnam,2007,12,7.3,13020.0,4696.0,8324.0
Jeonnam,2007,2,7.3,12928.0,3453.0,9475.0
Jeonnam,2007,3,8.2,14560.0,4224.0,10336.0
Jeonnam,2007,4,8.5,15080.0,4249.0,10831.0
Jeonnam,2007,5,10.5,18700.0,5451.0,13249.0
Jeonnam,2007,6,8.9,15918.0,4792.0,11126.0
Jeonnam,2007,7,8.7,15446.0,4783.0,10663.0
Jeonnam,2007,8,7.9,14125.0,3636.0,10489.0
Jeonnam,2007,9,7.1,12633.0,3519.0,9114.0
Jeonnam,2008,1,6.9,13381.0,3619.0,9762.0
Jeonnam,2008,10,8.2,16054.0,5156.0,10898.0
Jeonnam,2008,11,8.8,17099.0,5963.0,11136.0
Jeonnam,2008,12,8.6,16765.0,6705.0,10060.0
Jeonnam,2008,2,6.6,12753.0,3976.0,8777.0
Jeonnam,2008,3,7.9,15436.0,5141.0,10295.0
Jeonnam,2008,4,8.0,15557.0,5022.0,10535.0
Jeonnam,2008,5,9.5,18446.0,5709.0,12737.0
Jeonnam,2008,6,9.3,18091.0,5266.0,12825.0
Jeonnam,2008,7,9.4,18237.0,5958.0,12279.0
Jeonnam,2008,8,8.4,16399.0,5285.0,11114.0
Jeonnam,2008,9,8.4,16433.0,5298.0,11135.0
Jeonnam,2009,1,7.1,14364.0,4207.0,10157.0
Jeonnam,2009,10,6.7,13434.0,4481.0,8953.0
Jeonnam,2009,11,8.8,17769.0,5684.0,12085.0
Jeonnam,2009,12,7.3,14822.0,4811.0,10011.0
Jeonnam,2009,2,7.8,15647.0,5456.0,10191.0
Jeonnam,2009,3,7.9,15958.0,5125.0,10833.0
Jeonnam,2009,4,9.3,18808.0,5320.0,13488.0
Jeonnam,2009,5,10.5,21096.0,6804.0,14292.0
Jeonnam,2009,6,9.7,19562.0,6353.0,13209.0
Jeonnam,2009,7,8.9,17974.0,5652.0,12322.0
Jeonnam,2009,8,8.3,16783.0,5458.0,11325.0
Jeonnam,2009,9,7.7,15611.0,4863.0,10748.0
Jeonnam,2010,1,8.2,16299.0,5304.0,10995.0
Jeonnam,2010,10,7.8,15391.0,5486.0,9905.0
Jeonnam,2010,11,8.3,16508.0,6438.0,10070.0
Jeonnam,2010,12,8.2,16337.0,6009.0,10328.0
Jeonnam,2010,2,6.2,12204.0,3623.0,8581.0
Jeonnam,2010,3,7.9,15681.0,4710.0,10971.0
Jeonnam,2010,4,8.3,16411.0,5172.0,11239.0
Jeonnam,2010,5,10.1,20028.0,6894.0,13134.0
Jeonnam,2010,6,9.1,18103.0,6356.0,11747.0
Jeonnam,2010,7,9.3,18429.0,6793.0,11636.0
Jeonnam,2010,8,8.5,16908.0,5867.0,11041.0
Jeonnam,2010,9,8.1,16110.0,5463.0,10647.0
Jeonnam,2011,1,7.8,15030.0,4596.0,10434.0
Jeonnam,2011,10,8.0,15427.0,5870.0,9557.0
Jeonnam,2011,11,9.1,17459.0,7014.0,10445.0
Jeonnam,2011,12,8.4,16223.0,6096.0,10127.0
Jeonnam,2011,2,6.6,12732.0,4390.0,8342.0
Jeonnam,2011,3,8.6,16595.0,5907.0,10688.0
Jeonnam,2011,4,9.2,17732.0,5553.0,12179.0
Jeonnam,2011,5,9.9,19096.0,7645.0,11451.0
Jeonnam,2011,6,8.0,15391.0,5606.0,9785.0
Jeonnam,2011,7,7.7,14865.0,5215.0,9650.0
Jeonnam,2011,8,7.9,15294.0,5214.0,10080.0
Jeonnam,2011,9,8.8,16907.0,6327.0,10580.0
Jeonnam,2012,1,8.0,14868.0,4918.0,9950.0
Jeonnam,2012,10,7.8,14410.0,4949.0,9461.0
Jeonnam,2012,11,9.0,16768.0,6222.0,10546.0
Jeonnam,2012,12,7.6,14167.0,4976.0,9191.0
Jeonnam,2012,2,8.6,15988.0,5701.0,10287.0
Jeonnam,2012,3,7.9,14667.0,5643.0,9024.0
Jeonnam,2012,4,8.3,15417.0,4548.0,10869.0
Jeonnam,2012,5,10.0,18606.0,6508.0,12098.0
Jeonnam,2012,6,9.1,16813.0,5898.0,10915.0
Jeonnam,2012,7,8.8,16263.0,5197.0,11066.0
Jeonnam,2012,8,7.0,13047.0,4402.0,8645.0
Jeonnam,2012,9,7.9,14641.0,4804.0,9837.0
Jeonnam,2013,1,7.6,15577.0,5438.0,10139.0
Jeonnam,2013,10,8.8,18163.0,6655.0,11508.0
Jeonnam,2013,11,9.8,20134.0,7199.0,12935.0
Jeonnam,2013,12,9.0,18499.0,7493.0,11006.0
Jeonnam,2013,2,6.0,12324.0,4018.0,8306.0
Jeonnam,2013,3,8.1,16605.0,5459.0,11146.0
Jeonnam,2013,4,9.2,18871.0,5593.0,13278.0
Jeonnam,2013,5,9.4,19346.0,7129.0,12217.0
Jeonnam,2013,6,8.4,17283.0,5933.0,11350.0
Jeonnam,2013,7,8.3,17091.0,5463.0,11628.0
Jeonnam,2013,8,7.8,16140.0,5521.0,10619.0
Jeonnam,2013,9,7.6,15731.0,5786.0,9945.0
Jeonnam,2014,1,7.6,16564.0,6007.0,10557.0
Jeonnam,2014,10,8.3,18045.0,6875.0,11170.0
Jeonnam,2014,11,9.0,19664.0,7183.0,12481.0
Jeonnam,2014,12,8.2,17848.0,6861.0,10987.0
Jeonnam,2014,2,6.6,14289.0,4855.0,9434.0
Jeonnam,2014,3,8.5,18566.0,6440.0,12126.0
Jeonnam,2014,4,8.6,18656.0,6279.0,12377.0
Jeonnam,2014,5,9.7,21044.0,8308.0,12736.0
Jeonnam,2014,6,8.2,17962.0,6490.0,11472.0
Jeonnam,2014,7,8.7,19026.0,6372.0,12654.0
Jeonnam,2014,8,8.0,17497.0,6120.0,11377.0
Jeonnam,2014,9,8.6,18634.0,6550.0,12084.0
Jeonnam,2015,1,8.1,17973.0,6389.0,11584.0
Jeonnam,2015,10,8.9,19645.0,7192.0,12453.0
Jeonnam,2015,11,9.2,20342.0,7818.0,12524.0
Jeonnam,2015,12,8.0,17804.0,5903.0,11901.0
Jeonnam,2015,2,6.8,15120.0,5372.0,9748.0
Jeonnam,2015,3,8.2,18120.0,6566.0,11554.0
Jeonnam,2015,4,8.1,17958.0,6148.0,11810.0
Jeonnam,2015,5,9.2,20461.0,7540.0,12921.0
Jeonnam,2015,6,8.2,18240.0,5945.0,12295.0
Jeonnam,2015,7,8.9,19745.0,7332.0,12413.0
Jeonnam,2015,8,8.3,18366.0,6969.0,11397.0
Jeonnam,2015,9,8.0,17755.0,6546.0,11209.0
Jeonnam,2016,1,7.5,15178.0,4983.0,10195.0
Jeonnam,2016,10,9.4,19004.0,6451.0,12553.0
Jeonnam,2016,11,8.8,17788.0,6468.0,11320.0
Jeonnam,2016,12,8.0,16216.0,6019.0,10197.0
Jeonnam,2016,2,6.9,14044.0,4348.0,9696.0
Jeonnam,2016,3,8.9,18080.0,6067.0,12013.0
Jeonnam,2016,4,8.4,16976.0,5572.0,11404.0
Jeonnam,2016,5,9.4,19007.0,6596.0,12411.0
Jeonnam,2016,6,8.2,16615.0,5353.0,11262.0
Jeonnam,2016,7,8.9,18028.0,6392.0,11636.0
Jeonnam,2016,8,7.6,15375.0,5244.0,10131.0
Jeonnam,2016,9,7.8,15772.0,5391.0,10381.0
Jeonnam,2017,1,6.9,15172.0,4816.0,10356.0
Jeonnam,2017,10,7.5,16477.0,5571.0,10906.0
Jeonnam,2017,11,8.7,19117.0,6414.0,12703.0
Jeonnam,2017,12,9.1,20085.0,6817.0,13268.0
Jeonnam,2017,2,7.1,15666.0,5049.0,10617.0
Jeonnam,2017,3,8.3,18277.0,5438.0,12839.0
Jeonnam,2017,4,7.9,17394.0,5624.0,11770.0
Jeonnam,2017,5,10.2,22455.0,8228.0,14227.0
Jeonnam,2017,6,8.2,18012.0,5215.0,12797.0
Jeonnam,2017,7,8.7,19060.0,6264.0,12796.0
Jeonnam,2017,8,8.7,19113.0,6644.0,12469.0
Jeonnam,2017,9,8.8,19438.0,6519.0,12919.0
Jeonnam,2018,1,7.7,15917.0,5109.0,10808.0
Jeonnam,2018,10,8.2,17016.0,5418.0,11598.0
Jeonnam,2018,11,9.2,18924.0,5979.0,12945.0
Jeonnam,2018,12,7.3,15181.0,4644.0,10537.0
Jeonnam,2018,2,6.6,13544.0,4175.0,9369.0
Jeonnam,2018,3,9.0,18633.0,6018.0,12615.0
Jeonnam,2018,4,8.5,17624.0,5066.0,12558.0
Jeonnam,2018,5,10.8,22238.0,6957.0,15281.0
Jeonnam,2018,6,7.9,16273.0,5375.0,10898.0
Jeonnam,2018,7,8.6,17883.0,5886.0,11997.0
Jeonnam,2018,8,7.5,15443.0,4829.0,10614.0
Jeonnam,2018,9,8.7,18067.0,6119.0,11948.0
Jeonnam,2019,1,7.5,15444.0,4829.0,10615.0
Jeonnam,2019,10,8.8,18194.0,5761.0,12433.0
Jeonnam,2019,11,9.0,18565.0,5685.0,12880.0
Jeonnam,2019,12,7.9,16273.0,5108.0,11165.0
Jeonnam,2019,2,6.5,13452.0,3850.0,9602.0
Jeonnam,2019,3,8.4,17448.0,5632.0,11816.0
Jeonnam,2019,4,9.2,19061.0,4428.0,14633.0
Jeonnam,2019,5,9.3,19180.0,6998.0,12182.0
Jeonnam,2019,6,7.8,16066.0,5093.0,10973.0
Jeonnam,2019,7,9.2,18916.0,6871.0,12045.0
Jeonnam,2019,8,7.8,16083.0,5065.0,11018.0
Jeonnam,2019,9,8.7,17923.0,5603.0,12320.0
Jeonnam,2020,1,8.3,15132.0,4532.0,10600.0
Jeonnam,2020,10,8.7,15953.0,5026.0,10927.0
Jeonnam,2020,11,8.7,16008.0,4830.0,11178.0
Jeonnam,2020,12,8.9,16283.0,5138.0,11145.0
Jeonnam,2020,2,7.7,14091.0,4289.0,9802.0
Jeonnam,2020,3,8.3,15223.0,3991.0,11232.0
Jeonnam,2020,4,7.0,12776.0,3555.0,9221.0
Jeonnam,2020,5,8.9,16328.0,5199.0,11129.0
Jeonnam,2020,6,8.6,15756.0,4380.0,11376.0
Jeonnam,2020,7,8.4,15301.0,4835.0,10466.0
Jeonnam,2020,8,8.2,14986.0,4825.0,10161.0
Jeonnam,2020,9,8.4,15316.0,5054.0,10262.0
Jeonnam,2021,1,8.7,16156.0,5107.0,11049.0
Jeonnam,2021,10,7.5,13989.0,4091.0,9898.0
Jeonnam,2021,11,8.2,15174.0,4676.0,10498.0
Jeonnam,2021,12,8.8,16279.0,5169.0,11110.0
Jeonnam,2021,2,7.5,13845.0,4254.0,9591.0
Jeonnam,2021,3,9.3,17265.0,5231.0,12034.0
Jeonnam,2021,4,7.9,14661.0,4195.0,10466.0
Jeonnam,2021,5,8.8,16252.0,5567.0,10685.0
Jeonnam,2021,6,7.9,14593.0,4790.0,9803.0
Jeonnam,2021,7,9.0,16733.0,5507.0,11226.0
Jeonnam,2021,8,8.4,15514.0,4705.0,10809.0
Jeonnam,2021,9,8.0,14837.0,4408.0,10429.0
Jeonnam,2022,1,6.9,13115.0,3740.0,9375.0
Jeonnam,2022,10,9.3,17565.0,6359.0,11206.0
Jeonnam,2022,11,9.2,17404.0,5892.0,11512.0
Jeonnam,2022,12,8.5,16075.0,4500.0,11575.0
Jeonnam,2022,2,6.5,12233.0,3923.0,8310.0
Jeonnam,2022,3,6.9,13074.0,4035.0,9039.0
Jeonnam,2022,4,8.9,16891.0,6707.0,10184.0
Jeonnam,2022,5,9.4,17738.0,6273.0,11465.0
Jeonnam,2022,6,8.0,15225.0,4788.0,10437.0
Jeonnam,2022,7,8.2,15476.0,5297.0,10179.0
Jeonnam,2022,8,8.3,15683.0,5304.0,10379.0
Jeonnam,2022,9,10.0,19046.0,7815.0,11231.0
Jeonnam,2023,1,7.0,13144.0,3792.0,9352.0
Jeonnam,2023,10,8.2,15483.0,4498.0,10985.0
Jeonnam,2023,11,8.9,16743.0,5381.0,11362.0
Jeonnam,2023,12,8.9,16884.0,5182.0,11702.0
Jeonnam,2023,2,7.7,14578.0,4650.0,9928.0
Jeonnam,2023,3,7.8,14757.0,4394.0,10363.0
Jeonnam,2023,4,7.9,15032.0,4303.0,10729.0
Jeonnam,2023,5,8.6,16293.0,5203.0,11090.0
Jeonnam,2023,6,8.1,15263.0,4762.0,10501.0
Jeonnam,2023,7,9.9,18791.0,6889.0,11902.0
Jeonnam,2023,8,8.9,16850.0,6388.0,10462.0
Jeonnam,2023,9,8.1,15269.0,4683.0,10586.0
Ulsan,2006,1,10.1,8311.0,1968.0,6343.0
Ulsan,2006,10,6.9,5684.0,1210.0,4474.0
Ulsan,2006,11,7.0,5727.0,1089.0,4638.0
Ulsan,2006,12,6.5,5322.0,1214.0,4108.0
Ulsan,2006,2,9.2,7562.0,1936.0,5626.0
Ulsan,2006,3,8.6,7028.0,1140.0,5888.0
Ulsan,2006,4,8.0,6542.0,1172.0,5370.0
Ulsan,2006,5,9.0,7389.0,1556.0,5833.0
Ulsan,2006,6,9.4,7681.0,1338.0,6343.0
Ulsan,2006,7,7.9,6509.0,1333.0,5176.0
Ulsan,2006,8,9.3,7649.0,1824.0,5825.0
Ulsan,2006,9,8.2,6705.0,1426.0,5279.0
Ulsan,2007,1,9.8,6425.0,1450.0,4975.0
Ulsan,2007,10,9.4,6150.0,1474.0,4676.0
Ulsan,2007,11,8.7,5675.0,1272.0,4403.0
Ulsan,2007,12,7.8,5104.0,958.0,4146.0
Ulsan,2007,2,7.9,5157.0,1270.0,3887.0
Ulsan,2007,3,7.5,4930.0,809.0,4121.0
Ulsan,2007,4,7.3,4756.0,766.0,3990.0
Ulsan,2007,5,9.2,6011.0,1040.0,4971.0
Ulsan,2007,6,9.2,6015.0,1086.0,4929.0
Ulsan,2007,7,8.7,5703.0,982.0,4721.0
Ulsan,2007,8,7.8,5089.0,985.0,4104.0
Ulsan,2007,9,6.8,4417.0,700.0,3717.0
Ulsan,2008,1,7.9,5604.0,1104.0,4500.0
Ulsan,2008,10,9.5,6758.0,1386.0,5372.0
Ulsan,2008,11,8.5,6074.0,1356.0,4718.0
Ulsan,2008,12,8.9,6335.0,1434.0,4901.0
Ulsan,2008,2,6.3,4526.0,1041.0,3485.0
Ulsan,2008,3,7.0,4996.0,1093.0,3903.0
Ulsan,2008,4,8.1,5784.0,1186.0,4598.0
Ulsan,2008,5,7.8,5551.0,1034.0,4517.0
Ulsan,2008,6,9.6,6825.0,1432.0,5393.0
Ulsan,2008,7,9.6,6846.0,1321.0,5525.0
Ulsan,2008,8,8.6,6156.0,1425.0,4731.0
Ulsan,2008,9,8.2,5829.0,1441.0,4388.0
Ulsan,2009,1,6.7,4968.0,1021.0,3947.0
Ulsan,2009,10,7.6,5624.0,1360.0,4264.0
Ulsan,2009,11,9.4,6962.0,1646.0,5316.0
Ulsan,2009,12,8.6,6333.0,1379.0,4954.0
Ulsan,2009,2,7.5,5553.0,1325.0,4228.0
Ulsan,2009,3,7.8,5795.0,1256.0,4539.0
Ulsan,2009,4,8.5,6286.0,1287.0,4999.0
Ulsan,2009,5,8.8,6521.0,1619.0,4902.0
Ulsan,2009,6,9.7,7176.0,1455.0,5721.0
Ulsan,2009,7,8.9,6608.0,1525.0,5083.0
Ulsan,2009,8,8.2,6072.0,1518.0,4554.0
Ulsan,2009,9,8.2,6030.0,1180.0,4850.0
Ulsan,2010,1,7.6,5653.0,1260.0,4393.0
Ulsan,2010,10,8.8,6534.0,1556.0,4978.0
Ulsan,2010,11,8.9,6625.0,1888.0,4737.0
Ulsan,2010,12,8.3,6163.0,1466.0,4697.0
Ulsan,2010,2,7,5188.0,1369.0,3819.0
Ulsan,2010,3,7.1,5262.0,1395.0,3867.0
Ulsan,2010,4,8.6,6423.0,1250.0,5173.0
Ulsan,2010,5,8.4,6244.0,2046.0,4198.0
Ulsan,2010,6,9.3,6911.0,1647.0,5264.0
Ulsan,2010,7,8.6,6360.0,1619.0,4741.0
Ulsan,2010,8,9,6668.0,1839.0,4829.0
Ulsan,2010,9,8.4,6247.0,1902.0,4345.0
Ulsan,2011,1,7.5,5479.0,1359.0,4120.0
Ulsan,2011,10,7.8,5712.0,1498.0,4214.0
Ulsan,2011,11,9.4,6941.0,2078.0,4863.0
Ulsan,2011,12,9.9,7278.0,1795.0,5483.0
Ulsan,2011,2,6.4,4700.0,1210.0,3490.0
Ulsan,2011,3,7.7,5691.0,1466.0,4225.0
Ulsan,2011,4,8.8,6472.0,1511.0,4961.0
Ulsan,2011,5,10.1,7456.0,2080.0,5376.0
Ulsan,2011,6,8.2,6008.0,1530.0,4478.0
Ulsan,2011,7,8.0,5897.0,1454.0,4443.0
Ulsan,2011,8,8.0,5882.0,1628.0,4254.0
Ulsan,2011,9,8.1,5988.0,1564.0,4424.0
Ulsan,2012,1,7.6,5982.0,1482.0,4500.0
Ulsan,2012,10,8.5,6752.0,1812.0,4940.0
Ulsan,2012,11,8.7,6863.0,1978.0,4885.0
Ulsan,2012,12,7.7,6121.0,1523.0,4598.0
Ulsan,2012,2,8.4,6675.0,2000.0,4675.0
Ulsan,2012,3,7.8,6143.0,1751.0,4392.0
Ulsan,2012,4,8.3,6573.0,1565.0,5008.0
Ulsan,2012,5,9.5,7500.0,1985.0,5515.0
Ulsan,2012,6,8.1,6393.0,1781.0,4612.0
Ulsan,2012,7,8.5,6683.0,1835.0,4848.0
Ulsan,2012,8,8.8,6989.0,1843.0,5146.0
Ulsan,2012,9,8.1,6407.0,1656.0,4751.0
Ulsan,2013,1,7.9,6383.0,1581.0,4802.0
Ulsan,2013,10,8.8,7173.0,1851.0,5322.0
Ulsan,2013,11,9.2,7448.0,1871.0,5577.0
Ulsan,2013,12,8.8,7150.0,1927.0,5223.0
Ulsan,2013,2,7.0,5689.0,1486.0,4203.0
Ulsan,2013,3,8.5,6921.0,1857.0,5064.0
Ulsan,2013,4,9.1,7399.0,1762.0,5637.0
Ulsan,2013,5,9.2,7460.0,1946.0,5514.0
Ulsan,2013,6,8.2,6686.0,1819.0,4867.0
Ulsan,2013,7,8.4,6816.0,1672.0,5144.0
Ulsan,2013,8,8.5,6916.0,1825.0,5091.0
Ulsan,2013,9,6.5,5264.0,1320.0,3944.0
Ulsan,2014,1,7.0,6247.0,1394.0,4853.0
Ulsan,2014,10,9.3,8288.0,1977.0,6311.0
Ulsan,2014,11,8.6,7673.0,2029.0,5644.0
Ulsan,2014,12,8.7,7815.0,2121.0,5694.0
Ulsan,2014,2,6.5,5853.0,1300.0,4553.0
Ulsan,2014,3,8.9,7939.0,1894.0,6045.0
Ulsan,2014,4,8.0,7188.0,1405.0,5783.0
Ulsan,2014,5,9.9,8864.0,2117.0,6747.0
Ulsan,2014,6,7.7,6891.0,1731.0,5160.0
Ulsan,2014,7,9.0,8024.0,1947.0,6077.0
Ulsan,2014,8,8.7,7765.0,1737.0,6028.0
Ulsan,2014,9,7.7,6863.0,1612.0,5251.0
Ulsan,2015,1,7.9,7394.0,1783.0,5611.0
Ulsan,2015,10,8.5,7997.0,2074.0,5923.0
Ulsan,2015,11,8.3,7772.0,1762.0,6010.0
Ulsan,2015,12,8.1,7604.0,1997.0,5607.0
Ulsan,2015,2,6.6,6181.0,1530.0,4651.0
Ulsan,2015,3,9.2,8618.0,2297.0,6321.0
Ulsan,2015,4,8.1,7595.0,2062.0,5533.0
Ulsan,2015,5,9.6,9015.0,2297.0,6718.0
Ulsan,2015,6,8.5,7929.0,2050.0,5879.0
Ulsan,2015,7,9.2,8656.0,2040.0,6616.0
Ulsan,2015,8,7.9,7450.0,1747.0,5703.0
Ulsan,2015,9,8.0,7529.0,2016.0,5513.0
Ulsan,2016,1,7.8,6835.0,1627.0,5208.0
Ulsan,2016,10,8.8,7719.0,1999.0,5720.0
Ulsan,2016,11,9.2,8004.0,2190.0,5814.0
Ulsan,2016,12,8.8,7653.0,2112.0,5541.0
Ulsan,2016,2,7.3,6350.0,1532.0,4818.0
Ulsan,2016,3,8.7,7559.0,1927.0,5632.0
Ulsan,2016,4,8.1,7067.0,1700.0,5367.0
Ulsan,2016,5,8.8,7725.0,1777.0,5948.0
Ulsan,2016,6,7.4,6425.0,1224.0,5201.0
Ulsan,2016,7,8.4,7362.0,1611.0,5751.0
Ulsan,2016,8,8.7,7559.0,1907.0,5652.0
Ulsan,2016,9,8.1,7065.0,2000.0,5065.0
Ulsan,2017,1,7.2,6187.0,1293.0,4894.0
Ulsan,2017,10,7.2,6237.0,1357.0,4880.0
Ulsan,2017,11,8.8,7627.0,1831.0,5796.0
Ulsan,2017,12,7.6,6534.0,1689.0,4845.0
Ulsan,2017,2,7.2,6204.0,1614.0,4590.0
Ulsan,2017,3,9.6,8257.0,2059.0,6198.0
Ulsan,2017,4,8.1,7015.0,1815.0,5200.0
Ulsan,2017,5,9.7,8352.0,2180.0,6172.0
Ulsan,2017,6,8.4,7211.0,1393.0,5818.0
Ulsan,2017,7,8.6,7434.0,1431.0,6003.0
Ulsan,2017,8,8.8,7553.0,1794.0,5759.0
Ulsan,2017,9,8.9,7650.0,1905.0,5745.0
Ulsan,2018,1,7.7,6661.0,1341.0,5320.0
Ulsan,2018,10,8.6,7414.0,1941.0,5473.0
Ulsan,2018,11,9.4,8140.0,1786.0,6354.0
Ulsan,2018,12,8.0,6952.0,1622.0,5330.0
Ulsan,2018,2,6.5,5613.0,1266.0,4347.0
Ulsan,2018,3,8.5,7364.0,1926.0,5438.0
Ulsan,2018,4,8.7,7548.0,1769.0,5779.0
Ulsan,2018,5,10.0,8683.0,2315.0,6368.0
Ulsan,2018,6,7.9,6884.0,1519.0,5365.0
Ulsan,2018,7,8.1,6999.0,1637.0,5362.0
Ulsan,2018,8,8.2,7085.0,1742.0,5343.0
Ulsan,2018,9,8.5,7368.0,1841.0,5527.0
Ulsan,2019,1,7.7,7051.0,1478.0,5573.0
Ulsan,2019,10,8.2,7506.0,2148.0,5358.0
Ulsan,2019,11,9.4,8611.0,1904.0,6707.0
Ulsan,2019,12,8.4,7698.0,1846.0,5852.0
Ulsan,2019,2,6.6,6086.0,1443.0,4643.0
Ulsan,2019,3,8.8,8024.0,2055.0,5969.0
Ulsan,2019,4,8.6,7850.0,1863.0,5987.0
Ulsan,2019,5,9.8,9000.0,2630.0,6370.0
Ulsan,2019,6,8.0,7349.0,1722.0,5627.0
Ulsan,2019,7,8.5,7772.0,2095.0,5677.0
Ulsan,2019,8,8.2,7496.0,1860.0,5636.0
Ulsan,2019,9,7.8,7156.0,1994.0,5162.0
Ulsan,2020,1,7.5,6213.0,1376.0,4837.0
Ulsan,2020,10,8.2,6756.0,1602.0,5154.0
Ulsan,2020,11,9.3,7694.0,1899.0,5795.0
Ulsan,2020,12,8.3,6817.0,1671.0,5146.0
Ulsan,2020,2,7.4,6106.0,1379.0,4727.0
Ulsan,2020,3,7.4,6070.0,1045.0,5025.0
Ulsan,2020,4,7.0,5801.0,1224.0,4577.0
Ulsan,2020,5,8.9,7353.0,1573.0,5780.0
Ulsan,2020,6,9.1,7489.0,1612.0,5877.0
Ulsan,2020,7,9.6,7894.0,1899.0,5995.0
Ulsan,2020,8,8.9,7325.0,1629.0,5696.0
Ulsan,2020,9,8.5,7000.0,1949.0,5051.0
Ulsan,2021,1,8.3,6976.0,1468.0,5508.0
Ulsan,2021,10,7.6,6357.0,1415.0,4942.0
