year,source,sex,age,count
2005,Eastern Seoul,Men,20-29,88682
2005,Eastern Seoul,Women,20-29,12796
2005,Busan,Men,20-29,87189
2005,Busan,Women,20-29,22468
2005,Daegu/Gyeungbook,Men,20-29,69397
2005,Daegu/Gyeungbook,Women,20-29,20176
2005,Incheon,Men,20-29,40707
2005,Incheon,Women,20-29,12393
2005,Ulsan,Men,20-29,27705
2005,Ulsan,Women,20-29,5994
2005,Gyeonggi,Men,20-29,54037
2005,Gyeonggi,Women,20-29,9181
2005,Gangwon,Men,20-29,54040
2005,Gangwon,Women,20-29,3293
2005,Chungbook,Men,20-29,33133
2005,Chungbook,Women,20-29,6260
2005,Daejeon/Sejong/Chungnaam,Men,20-29,71747
2005,Daejeon/Sejong/Chungnaam,Women,20-29,8582
2005,Jeonbook,Men,20-29,47485
2005,Jeonbook,Women,20-29,8740
2005,Gwangju/Jeonnam,Men,20-29,64732
2005,Gwangju/Jeonnam,Women,20-29,14727
2005,Gyeongnaam,Men,20-29,44550
2005,Gyeongnaam,Women,20-29,4782
2005,Jeju,Men,20-29,13817
2005,Jeju,Women,20-29,2658
2005,Outside of Korean Red Cross,Men,20-29,22055
2005,Outside of Korean Red Cross,Women,20-29,4324
2006,Central Seoul,Men,20-29,105762
2006,Central Seoul,Women,20-29,23697
2006,Western Seoul,Men,20-29,57228
2006,Western Seoul,Women,20-29,9937
2006,Southern Seoul,Men,20-29,84777
2006,Southern Seoul,Women,20-29,19156
2006,Eastern Seoul,Men,20-29,77796
2006,Eastern Seoul,Women,20-29,16040
2006,Busan,Men,20-29,86243
2006,Busan,Women,20-29,21942
2006,Daegu/Gyeungbook,Men,20-29,67990
2006,Daegu/Gyeungbook,Women,20-29,20063
2006,Incheon,Men,20-29,39369
2006,Incheon,Women,20-29,10104
2006,Ulsan,Men,20-29,32999
2006,Ulsan,Women,20-29,6252
2006,Gyeonggi,Men,20-29,47634
2006,Gyeonggi,Women,20-29,9844
2006,Gangwon,Men,20-29,49728
2006,Gangwon,Women,20-29,3714
2006,Chungbook,Men,20-29,33616
2006,Chungbook,Women,20-29,6335
2006,Daejeon/Sejong/Chungnaam,Men,20-29,59311
2006,Daejeon/Sejong/Chungnaam,Women,20-29,11175
2006,Jeonbook,Men,20-29,43893
2006,Jeonbook,Women,20-29,9325
2006,Gwangju/Jeonnam,Men,20-29,73145
2006,Gwangju/Jeonnam,Women,20-29,19411
2006,Gyeongnaam,Men,20-29,43464
2006,Gyeongnaam,Women,20-29,5379
2006,Jeju,Men,20-29,12836
2006,Jeju,Women,20-29,2058
2006,Outside of Korean Red Cross,Men,20-29,22844
2006,Outside of Korean Red Cross,Women,20-29,3986
2007,Central Seoul,Men,20-29,74268
2007,Central Seoul,Women,20-29,23299
2007,Western Seoul,Men,20-29,56757
2007,Western Seoul,Women,20-29,15523
2007,Southern Seoul,Men,20-29,74254
2007,Southern Seoul,Women,20-29,18054
2007,Eastern Seoul,Men,20-29,54397
2007,Eastern Seoul,Women,20-29,16478
2007,Busan,Men,20-29,73895
2007,Busan,Women,20-29,16340
2007,Daegu/Gyeungbook,Men,20-29,53580
2007,Daegu/Gyeungbook,Women,20-29,15083
2007,Incheon,Men,20-29,33292
2007,Incheon,Women,20-29,9464
2007,Ulsan,Men,20-29,24304
2007,Ulsan,Women,20-29,4379
2007,Gyeonggi,Men,20-29,42080
2007,Gyeonggi,Women,20-29,9025
2007,Gangwon,Men,20-29,35801
2007,Gangwon,Women,20-29,3441
2007,Chungbook,Men,20-29,30072
2007,Chungbook,Women,20-29,4679
2007,Daejeon/Sejong/Chungnaam,Men,20-29,54126
2007,Daejeon/Sejong/Chungnaam,Women,20-29,10340
2007,Jeonbook,Men,20-29,36297
2007,Jeonbook,Women,20-29,6987
2007,Gwangju/Jeonnam,Men,20-29,59803
2007,Gwangju/Jeonnam,Women,20-29,16585
2007,Gyeongnaam,Men,20-29,36351
2007,Gyeongnaam,Women,20-29,4977
2007,Jeju,Men,20-29,10807
2007,Jeju,Women,20-29,1859
2007,Outside of Korean Red Cross,Men,20-29,21652
2007,Outside of Korean Red Cross,Women,20-29,5759
2008,Central Seoul,Men,20-29,79020
2008,Central Seoul,Women,20-29,28376
2008,Western Seoul,Men,20-29,62409
2008,Western Seoul,Women,20-29,17947
2008,Southern Seoul,Men,20-29,76395
2008,Southern Seoul,Women,20-29,21459
2008,Eastern Seoul,Men,20-29,56077
2008,Eastern Seoul,Women,20-29,18273
2008,Busan,Men,20-29,71211
2008,Busan,Women,20-29,19825
2008,Daegu/Gyeungbook,Men,20-29,61685
2008,Daegu/Gyeungbook,Women,20-29,21258
2008,Incheon,Men,20-29,36653
2008,Incheon,Women,20-29,10230
2008,Ulsan,Men,20-29,24168
2008,Ulsan,Women,20-29,5047
2008,Gyeonggi,Men,20-29,44814
2008,Gyeonggi,Women,20-29,10483
2008,Gangwon,Men,20-29,39657
2008,Gangwon,Women,20-29,4493
2008,Chungbook,Men,20-29,33907
2008,Chungbook,Women,20-29,5978
2008,Daejeon/Sejong/Chungnaam,Men,20-29,60770
2008,Daejeon/Sejong/Chungnaam,Women,20-29,14546
2008,Jeonbook,Men,20-29,35394
2008,Jeonbook,Women,20-29,8390
2008,Gwangju/Jeonnam,Men,20-29,58368
2008,Gwangju/Jeonnam,Women,20-29,19001
2008,Gyeongnaam,Men,20-29,38755
2008,Gyeongnaam,Women,20-29,5968
2008,Jeju,Men,20-29,10543
2008,Jeju,Women,20-29,2858
2008,Outside of Korean Red Cross,Men,20-29,28996
2008,Outside of Korean Red Cross,Women,20-29,8055
2009,Central Seoul,Men,20-29,72902
2009,Central Seoul,Women,20-29,26715
2009,Western Seoul,Men,20-29,68072
2009,Western Seoul,Women,20-29,21726
2009,Southern Seoul,Men,20-29,82791
2009,Southern Seoul,Women,20-29,26497
2009,Eastern Seoul,Men,20-29,57881
2009,Eastern Seoul,Women,20-29,21817
2009,Busan,Men,20-29,72756
2009,Busan,Women,20-29,21582
2009,Daegu/Gyeungbook,Men,20-29,72738
2009,Daegu/Gyeungbook,Women,20-29,24984
2009,Incheon,Men,20-29,39053
2009,Incheon,Women,20-29,13082
2009,Ulsan,Men,20-29,23723
2009,Ulsan,Women,20-29,4898
2009,Gyeonggi,Men,20-29,49619
2009,Gyeonggi,Women,20-29,14010
2009,Gangwon,Men,20-29,38340
2009,Gangwon,Women,20-29,5962
2009,Chungbook,Men,20-29,39312
2009,Chungbook,Women,20-29,7569
2009,Daejeon/Sejong/Chungnaam,Men,20-29,67126
2009,Daejeon/Sejong/Chungnaam,Women,20-29,17845
2009,Jeonbook,Men,20-29,40263
2009,Jeonbook,Women,20-29,10018
2009,Gwangju/Jeonnam,Men,20-29,60979
2009,Gwangju/Jeonnam,Women,20-29,20704
2009,Gyeongnaam,Men,20-29,41255
2009,Gyeongnaam,Women,20-29,6980
2009,Jeju,Men,20-29,10985
2009,Jeju,Women,20-29,3609
2009,Outside of Korean Red Cross,Men,20-29,37719
2009,Outside of Korean Red Cross,Women,20-29,13112
2010,Central Seoul,Men,20-29,75920
2010,Central Seoul,Women,20-29,31803
2010,Western Seoul,Men,20-29,30584
2010,Western Seoul,Women,20-29,10888
2010,Southern Seoul,Men,20-29,82623
2010,Southern Seoul,Women,20-29,27531
2010,Eastern Seoul,Men,20-29,61673
2010,Eastern Seoul,Women,20-29,26141
2010,Busan,Men,20-29,69879
2010,Busan,Women,20-29,23850
2010,Daegu/Gyeungbook,Men,20-29,67520
2010,Daegu/Gyeungbook,Women,20-29,24523
2010,Incheon,Men,20-29,40716
2010,Incheon,Women,20-29,14845
2010,Ulsan,Men,20-29,20767
2010,Ulsan,Women,20-29,5379
2010,Gyeonggi,Men,20-29,45035
2010,Gyeonggi,Women,20-29,13816
2010,Gangwon,Men,20-29,36817
2010,Gangwon,Women,20-29,5899
2010,Chungbook,Men,20-29,38211
2010,Chungbook,Women,20-29,7724
2010,Daejeon/Sejong/Chungnaam,Men,20-29,65810
2010,Daejeon/Sejong/Chungnaam,Women,20-29,16144
2010,Jeonbook,Men,20-29,39785
2010,Jeonbook,Women,20-29,9859
2010,Gwangju/Jeonnam,Men,20-29,53017
2010,Gwangju/Jeonnam,Women,20-29,20271
2010,Gyeongnaam,Men,20-29,39775
2010,Gyeongnaam,Women,20-29,7648
2010,Jeju,Men,20-29,10119
2010,Jeju,Women,20-29,4010
2010,Outside of Korean Red Cross,Men,20-29,44631
2010,Outside of Korean Red Cross,Women,20-29,21004
2011,Central Seoul,Men,20-29,
2011,Central Seoul,Women,20-29,
2011,Western Seoul,Men,20-29,74650
2011,Western Seoul,Women,20-29,35928
2011,Southern Seoul,Men,20-29,79819
2011,Southern Seoul,Women,20-29,27627
2011,Eastern Seoul,Men,20-29,64292
2011,Eastern Seoul,Women,20-29,30108
2011,Busan,Men,20-29,62963
2011,Busan,Women,20-29,23255
2011,Daegu/Gyeungbook,Men,20-29,63640
2011,Daegu/Gyeungbook,Women,20-29,25449
2011,Incheon,Men,20-29,40107
2011,Incheon,Women,20-29,16074
2011,Ulsan,Men,20-29,19419
2011,Ulsan,Women,20-29,5519
2011,Gyeonggi,Men,20-29,44072
2011,Gyeonggi,Women,20-29,13848
2011,Gangwon,Men,20-29,37177
2011,Gangwon,Women,20-29,6383
2011,Chungbook,Men,20-29,33951
2011,Chungbook,Women,20-29,6774
2011,Daejeon/Sejong/Chungnaam,Men,20-29,63012
2011,Daejeon/Sejong/Chungnaam,Women,20-29,16807
2011,Jeonbook,Men,20-29,36675
2011,Jeonbook,Women,20-29,10409
2011,Gwangju/Jeonnam,Men,20-29,46177
2011,Gwangju/Jeonnam,Women,20-29,18677
2011,Gyeongnaam,Men,20-29,35277
2011,Gyeongnaam,Women,20-29,6843
2011,Jeju,Men,20-29,7811
2011,Jeju,Women,20-29,3046
2011,Outside of Korean Red Cross,Men,20-29,45192
2011,Outside of Korean Red Cross,Women,20-29,24896
2012,Central Seoul,Men,20-29,
2012,Central Seoul,Women,20-29,
2012,Western Seoul,Men,20-29,81244
2012,Western Seoul,Women,20-29,36675
2012,Southern Seoul,Men,20-29,82836
2012,Southern Seoul,Women,20-29,30784
2012,Eastern Seoul,Men,20-29,70512
2012,Eastern Seoul,Women,20-29,30936
2012,Busan,Men,20-29,67317
2012,Busan,Women,20-29,25236
2012,Daegu/Gyeungbook,Men,20-29,69486
2012,Daegu/Gyeungbook,Women,20-29,27777
2012,Incheon,Men,20-29,41780
2012,Incheon,Women,20-29,17112
2012,Ulsan,Men,20-29,20052
2012,Ulsan,Women,20-29,6338
2012,Gyeonggi,Men,20-29,47964
2012,Gyeonggi,Women,20-29,14743
2012,Gangwon,Men,20-29,46286
2012,Gangwon,Women,20-29,7299
2012,Chungbook,Men,20-29,36849
2012,Chungbook,Women,20-29,7789
2012,Daejeon/Sejong/Chungnaam,Men,20-29,67248
2012,Daejeon/Sejong/Chungnaam,Women,20-29,21240
2012,Jeonbook,Men,20-29,36962
2012,Jeonbook,Women,20-29,10730
2012,Gwangju/Jeonnam,Men,20-29,45695
2012,Gwangju/Jeonnam,Women,20-29,18221
2012,Gyeongnaam,Men,20-29,35105
2012,Gyeongnaam,Women,20-29,8169
2012,Jeju,Men,20-29,7975
2012,Jeju,Women,20-29,2875
2012,Outside of Korean Red Cross,Men,20-29,45241
2012,Outside of Korean Red Cross,Women,20-29,26453
2013,Central Seoul,Men,20-29,
2013,Central Seoul,Women,20-29,
2013,Western Seoul,Men,20-29,96517
2013,Western Seoul,Women,20-29,37248
2013,Southern Seoul,Men,20-29,87770
2013,Southern Seoul,Women,20-29,30705
2013,Eastern Seoul,Men,20-29,88018
2013,Eastern Seoul,Women,20-29,32927
2013,Busan,Men,20-29,71929
2013,Busan,Women,20-29,28662
2013,Daegu/Gyeungbook,Men,20-29,79151
2013,Daegu/Gyeungbook,Women,20-29,30869
2013,Incheon,Men,20-29,45355
2013,Incheon,Women,20-29,18521
2013,Ulsan,Men,20-29,22149
2013,Ulsan,Women,20-29,6511
2013,Gyeonggi,Men,20-29,55392
2013,Gyeonggi,Women,20-29,16678
2013,Gangwon,Men,20-29,53149
2013,Gangwon,Women,20-29,8187
2013,Chungbook,Men,20-29,36430
2013,Chungbook,Women,20-29,8521
2013,Daejeon/Sejong/Chungnaam,Men,20-29,78767
2013,Daejeon/Sejong/Chungnaam,Women,20-29,24483
2013,Jeonbook,Men,20-29,41543
2013,Jeonbook,Women,20-29,11718
2013,Gwangju/Jeonnam,Men,20-29,53301
2013,Gwangju/Jeonnam,Women,20-29,22162
2013,Gyeongnaam,Men,20-29,39226
2013,Gyeongnaam,Women,20-29,9695
2013,Jeju,Men,20-29,8300
2013,Jeju,Women,20-29,3433
2013,Outside of Korean Red Cross,Men,20-29,52259
2013,Outside of Korean Red Cross,Women,20-29,32419
2014,Central Seoul,Men,20-29,
2014,Central Seoul,Women,20-29,
2014,Western Seoul,Men,20-29,108099
2014,Western Seoul,Women,20-29,40734
2014,Southern Seoul,Men,20-29,85941
2014,Southern Seoul,Women,20-29,28168
2014,Eastern Seoul,Men,20-29,96361
2014,Eastern Seoul,Women,20-29,36191
2014,Busan,Men,20-29,75077
2014,Busan,Women,20-29,30702
2014,Daegu/Gyeungbook,Men,20-29,85317
2014,Daegu/Gyeungbook,Women,20-29,32784
2014,Incheon,Men,20-29,49214
2014,Incheon,Women,20-29,19368
2014,Ulsan,Men,20-29,26345
2014,Ulsan,Women,20-29,7047
2014,Gyeonggi,Men,20-29,61530
2014,Gyeonggi,Women,20-29,18459
2014,Gangwon,Men,20-29,56269
2014,Gangwon,Women,20-29,8948
2014,Chungbook,Men,20-29,37806
2014,Chungbook,Women,20-29,9261
2014,Daejeon/Sejong/Chungnaam,Men,20-29,79862
2014,Daejeon/Sejong/Chungnaam,Women,20-29,24563
2014,Jeonbook,Men,20-29,41498
2014,Jeonbook,Women,20-29,11776
2014,Gwangju/Jeonnam,Men,20-29,59680
2014,Gwangju/Jeonnam,Women,20-29,25822
2014,Gyeongnaam,Men,20-29,44546
2014,Gyeongnaam,Women,20-29,9902
2014,Jeju,Men,20-29,8086
2014,Jeju,Women,20-29,3872
2014,Outside of Korean Red Cross,Men,20-29,54242
2014,Outside of Korean Red Cross,Women,20-29,31021
2015,Central Seoul,Men,20-29,
2015,Central Seoul,Women,20-29,
2015,Western Seoul,Men,20-29,107908
2015,Western Seoul,Women,20-29,40766
2015,Southern Seoul,Men,20-29,85139
2015,Southern Seoul,Women,20-29,27976
2015,Eastern Seoul,Men,20-29,93613
2015,Eastern Seoul,Women,20-29,32743
2015,Busan,Men,20-29,71910
2015,Busan,Women,20-29,31291
2015,Daegu/Gyeungbook,Men,20-29,84503
2015,Daegu/Gyeungbook,Women,20-29,31951
2015,Incheon,Men,20-29,48178
2015,Incheon,Women,20-29,19255
2015,Ulsan,Men,20-29,25275
2015,Ulsan,Women,20-29,7496
2015,Gyeonggi,Men,20-29,63689
2015,Gyeonggi,Women,20-29,20080
2015,Gangwon,Men,20-29,68042
2015,Gangwon,Women,20-29,11767
2015,Chungbook,Men,20-29,35264
2015,Chungbook,Women,20-29,8857
2015,Daejeon/Sejong/Chungnaam,Men,20-29,85806
2015,Daejeon/Sejong/Chungnaam,Women,20-29,27958
2015,Jeonbook,Men,20-29,43084
2015,Jeonbook,Women,20-29,11198
2015,Gwangju/Jeonnam,Men,20-29,60177
2015,Gwangju/Jeonnam,Women,20-29,27392
2015,Gyeongnaam,Men,20-29,43771
2015,Gyeongnaam,Women,20-29,9362
2015,Jeju,Men,20-29,9745
2015,Jeju,Women,20-29,4102
2015,Outside of Korean Red Cross,Men,20-29,56981
2015,Outside of Korean Red Cross,Women,20-29,30327
2016,Central Seoul,Men,20-29,
2016,Central Seoul,Women,20-29,
2016,Western Seoul,Men,20-29,95868
2016,Western Seoul,Women,20-29,32094
2016,Southern Seoul,Men,20-29,81817
2016,Southern Seoul,Women,20-29,25812
2016,Eastern Seoul,Men,20-29,88785
2016,Eastern Seoul,Women,20-29,27165
2016,Busan,Men,20-29,58347
2016,Busan,Women,20-29,23794
2016,Daegu/Gyeungbook,Men,20-29,71720
2016,Daegu/Gyeungbook,Women,20-29,25777
2016,Incheon,Men,20-29,43234
2016,Incheon,Women,20-29,15247
2016,Ulsan,Men,20-29,21167
2016,Ulsan,Women,20-29,6139
2016,Gyeonggi,Men,20-29,57020
2016,Gyeonggi,Women,20-29,15959
2016,Gangwon,Men,20-29,71291
2016,Gangwon,Women,20-29,9358
2016,Chungbook,Men,20-29,30207
2016,Chungbook,Women,20-29,7201
2016,Daejeon/Sejong/Chungnaam,Men,20-29,73378
2016,Daejeon/Sejong/Chungnaam,Women,20-29,24518
2016,Jeonbook,Men,20-29,38077
2016,Jeonbook,Women,20-29,8903
2016,Gwangju/Jeonnam,Men,20-29,50235
2016,Gwangju/Jeonnam,Women,20-29,22666
2016,Gyeongnaam,Men,20-29,37740
2016,Gyeongnaam,Women,20-29,8134
2016,Jeju,Men,20-29,7436
2016,Jeju,Women,20-29,3307
2016,Outside of Korean Red Cross,Men,20-29,57062
2016,Outside of Korean Red Cross,Women,20-29,30856
2017,Central Seoul,Men,20-29,
2017,Central Seoul,Women,20-29,
2017,Western Seoul,Men,20-29,88114
2017,Western Seoul,Women,20-29,28956
2017,Southern Seoul,Men,20-29,87312
2017,Southern Seoul,Women,20-29,25862
2017,Eastern Seoul,Men,20-29,87711
2017,Eastern Seoul,Women,20-29,25541
2017,Busan,Men,20-29,60373
2017,Busan,Women,20-29,23534
2017,Daegu/Gyeungbook,Men,20-29,72803
2017,Daegu/Gyeungbook,Women,20-29,24236
2017,Incheon,Men,20-29,44968
2017,Incheon,Women,20-29,14409
2017,Ulsan,Men,20-29,20838
2017,Ulsan,Women,20-29,5476
2017,Gyeonggi,Men,20-29,59583
2017,Gyeonggi,Women,20-29,16017
2017,Gangwon,Men,20-29,74351
2017,Gangwon,Women,20-29,9098
2017,Chungbook,Men,20-29,31859
2017,Chungbook,Women,20-29,7261
2017,Daejeon/Sejong/Chungnaam,Men,20-29,73597
2017,Daejeon/Sejong/Chungnaam,Women,20-29,24905
2017,Jeonbook,Men,20-29,35704
2017,Jeonbook,Women,20-29,8441
2017,Gwangju/Jeonnam,Men,20-29,53383
2017,Gwangju/Jeonnam,Women,20-29,23192
2017,Gyeongnaam,Men,20-29,35782
2017,Gyeongnaam,Women,20-29,8375
2017,Jeju,Men,20-29,7936
2017,Jeju,Women,20-29,3216
2017,Outside of Korean Red Cross,Men,20-29,57749
2017,Outside of Korean Red Cross,Women,20-29,26223
2018,Central Seoul,Men,20-29,85725
2018,Central Seoul,Women,20-29,26781
2018,Western Seoul,Men,20-29,
2018,Western Seoul,Women,20-29,
2018,Southern Seoul,Men,20-29,78871
2018,Southern Seoul,Women,20-29,23003
2018,Eastern Seoul,Men,20-29,84774
2018,Eastern Seoul,Women,20-29,24578
2018,Busan,Men,20-29,61178
2018,Busan,Women,20-29,24322
2018,Daegu/Gyeungbook,Men,20-29,70615
2018,Daegu/Gyeungbook,Women,20-29,23963
2018,Incheon,Men,20-29,40030
2018,Incheon,Women,20-29,14013
2018,Ulsan,Men,20-29,20789
2018,Ulsan,Women,20-29,5384
2018,Gyeonggi,Men,20-29,58539
2018,Gyeonggi,Women,20-29,15340
2018,Gangwon,Men,20-29,78217
2018,Gangwon,Women,20-29,8564
2018,Chungbook,Men,20-29,31157
2018,Chungbook,Women,20-29,7050
2018,Daejeon/Sejong/Chungnaam,Men,20-29,73499
2018,Daejeon/Sejong/Chungnaam,Women,20-29,24391
2018,Jeonbook,Men,20-29,32497
2018,Jeonbook,Women,20-29,7649
2018,Gwangju/Jeonnam,Men,20-29,50357
2018,Gwangju/Jeonnam,Women,20-29,21066
2018,Gyeongnaam,Men,20-29,35812
2018,Gyeongnaam,Women,20-29,8344
2018,Jeju,Men,20-29,7246
2018,Jeju,Women,20-29,2569
2018,Outside of Korean Red Cross,Men,20-29,49963
2018,Outside of Korean Red Cross,Women,20-29,23535
2019,Central Seoul,Men,20-29,75678
2019,Central Seoul,Women,20-29,24790
2019,Western Seoul,Men,20-29,
2019,Western Seoul,Women,20-29,
2019,Southern Seoul,Men,20-29,66663
2019,Southern Seoul,Women,20-29,21327
2019,Eastern Seoul,Men,20-29,72061
2019,Eastern Seoul,Women,20-29,22517
2019,Busan,Men,20-29,55765
2019,Busan,Women,20-29,22158
2019,Daegu/Gyeungbook,Men,20-29,62946
2019,Daegu/Gyeungbook,Women,20-29,21885
2019,Incheon,Men,20-29,39663
2019,Incheon,Women,20-29,13600
2019,Ulsan,Men,20-29,20356
2019,Ulsan,Women,20-29,5952
2019,Gyeonggi,Men,20-29,52877
2019,Gyeonggi,Women,20-29,15893
2019,Gangwon,Men,20-29,70871
2019,Gangwon,Women,20-29,7926
2019,Chungbook,Men,20-29,27659
2019,Chungbook,Women,20-29,7250
2019,Daejeon/Sejong/Chungnaam,Men,20-29,67274
2019,Daejeon/Sejong/Chungnaam,Women,20-29,24026
2019,Jeonbook,Men,20-29,29244
2019,Jeonbook,Women,20-29,7721
2019,Gwangju/Jeonnam,Men,20-29,47582
2019,Gwangju/Jeonnam,Women,20-29,20237
2019,Gyeongnaam,Men,20-29,34164
2019,Gyeongnaam,Women,20-29,8042
2019,Jeju,Men,20-29,7127
2019,Jeju,Women,20-29,2693
2019,Outside of Korean Red Cross,Men,20-29,44376
2019,Outside of Korean Red Cross,Women,20-29,17281
2020,Central Seoul,Men,20-29,58255
2020,Central Seoul,Women,20-29,24775
2020,Western Seoul,Men,20-29,
2020,Western Seoul,Women,20-29,
2020,Southern Seoul,Men,20-29,60097
2020,Southern Seoul,Women,20-29,18878
2020,Eastern Seoul,Men,20-29,70064
2020,Eastern Seoul,Women,20-29,21496
2020,Busan,Men,20-29,49938
2020,Busan,Women,20-29,22020
2020,Daegu/Gyeungbook,Men,20-29,48737
2020,Daegu/Gyeungbook,Women,20-29,19813
2020,Incheon,Men,20-29,44042
2020,Incheon,Women,20-29,15356
2020,Ulsan,Men,20-29,17614
2020,Ulsan,Women,20-29,5491
2020,Gyeonggi,Men,20-29,56816
2020,Gyeonggi,Women,20-29,17866
2020,Gangwon,Men,20-29,63135
2020,Gangwon,Women,20-29,7645
2020,Chungbook,Men,20-29,24669
2020,Chungbook,Women,20-29,6408
2020,Daejeon/Sejong/Chungnaam,Men,20-29,61764
2020,Daejeon/Sejong/Chungnaam,Women,20-29,23073
2020,Jeonbook,Men,20-29,26799
2020,Jeonbook,Women,20-29,7908
2020,Gwangju/Jeonnam,Men,20-29,43714
2020,Gwangju/Jeonnam,Women,20-29,17989
2020,Gyeongnaam,Men,20-29,34795
2020,Gyeongnaam,Women,20-29,9021
2020,Jeju,Men,20-29,7581
2020,Jeju,Women,20-29,3247
2020,Outside of Korean Red Cross,Men,20-29,37637
2020,Outside of Korean Red Cross,Women,20-29,18472
2021,Central Seoul,Men,20-29,55630
2021,Central Seoul,Women,20-29,23129
2021,Western Seoul,Men,20-29,
2021,Western Seoul,Women,20-29,
2021,Southern Seoul,Men,20-29,51508
2021,Southern Seoul,Women,20-29,17370
2021,Eastern Seoul,Men,20-29,66136
2021,Eastern Seoul,Women,20-29,22570
2021,Busan,Men,20-29,48071
2021,Busan,Women,20-29,22435
2021,Daegu/Gyeungbook,Men,20-29,56709
2021,Daegu/Gyeungbook,Women,20-29,24379
2021,Incheon,Men,20-29,41484
2021,Incheon,Women,20-29,15644
2021,Ulsan,Men,20-29,16904
2021,Ulsan,Women,20-29,5148
2021,Gyeonggi,Men,20-29,54011
2021,Gyeonggi,Women,20-29,18947
2021,Gangwon,Men,20-29,59089
2021,Gangwon,Women,20-29,8145
2021,Chungbook,Men,20-29,22231
2021,Chungbook,Women,20-29,6530
2021,Daejeon/Sejong/Chungnaam,Men,20-29,56192
2021,Daejeon/Sejong/Chungnaam,Women,20-29,22728
2021,Jeonbook,Men,20-29,26854
2021,Jeonbook,Women,20-29,7848
2021,Gwangju/Jeonnam,Men,20-29,40942
2021,Gwangju/Jeonnam,Women,20-29,18047
2021,Gyeongnaam,Men,20-29,32579
2021,Gyeongnaam,Women,20-29,9436
2021,Jeju,Men,20-29,7227
2021,Jeju,Women,20-29,3531
2021,Outside of Korean Red Cross,Men,20-29,37024
2021,Outside of Korean Red Cross,Women,20-29,19588
2022,Central Seoul,Men,20-29,58065
2022,Central Seoul,Women,20-29,27565
2022,Western Seoul,Men,20-29,
2022,Western Seoul,Women,20-29,
2022,Southern Seoul,Men,20-29,51132
2022,Southern Seoul,Women,20-29,19439
2022,Eastern Seoul,Men,20-29,64417
2022,Eastern Seoul,Women,20-29,26436
2022,Busan,Men,20-29,52145
2022,Busan,Women,20-29,26030
2022,Daegu/Gyeungbook,Men,20-29,62086
2022,Daegu/Gyeungbook,Women,20-29,25360
2022,Incheon,Men,20-29,42145
2022,Incheon,Women,20-29,16926
2022,Ulsan,Men,20-29,18444
2022,Ulsan,Women,20-29,6337
2022,Gyeonggi,Men,20-29,52829
2022,Gyeonggi,Women,20-29,19930
2022,Gangwon,Men,20-29,49767
2022,Gangwon,Women,20-29,9341
2022,Chungbook,Men,20-29,22984
2022,Chungbook,Women,20-29,7306
2022,Daejeon/Sejong/Chungnaam,Men,20-29,59708
2022,Daejeon/Sejong/Chungnaam,Women,20-29,26888
2022,Jeonbook,Men,20-29,25340
2022,Jeonbook,Women,20-29,8898
2022,Gwangju/Jeonnam,Men,20-29,45105
2022,Gwangju/Jeonnam,Women,20-29,23011
2022,Gyeongnaam,Men,20-29,33282
2022,Gyeongnaam,Women,20-29,10206
2022,Jeju,Men,20-29,7800
2022,Jeju,Women,20-29,3464
2022,Outside of Korean Red Cross,Men,20-29,44545
2022,Outside of Korean Red Cross,Women,20-29,23189
2023,Central Seoul,Men,20-29,63989
2023,Central Seoul,Women,20-29,27048
2023,Western Seoul,Men,20-29,
2023,Western Seoul,Women,20-29,
2023,Southern Seoul,Men,20-29,56087
2023,Southern Seoul,Women,20-29,19329
2023,Eastern Seoul,Men,20-29,70622
2023,Eastern Seoul,Women,20-29,27289
2023,Busan,Men,20-29,53420
2023,Busan,Women,20-29,24651
2023,Daegu/Gyeungbook,Men,20-29,64793
2023,Daegu/Gyeungbook,Women,20-29,24116
2023,Incheon,Men,20-29,45709
2023,Incheon,Women,20-29,16800
2023,Ulsan,Men,20-29,20828
2023,Ulsan,Women,20-29,7191
2023,Gyeonggi,Men,20-29,57407
2023,Gyeonggi,Women,20-29,19624
2023,Gangwon,Men,20-29,53759
2023,Gangwon,Women,20-29,9647
2023,Chungbook,Men,20-29,24799
2023,Chungbook,Women,20-29,7305
2023,Daejeon/Sejong/Chungnaam,Men,20-29,62272
2023,Daejeon/Sejong/Chungnaam,Women,20-29,25437
2023,Jeonbook,Men,20-29,27117
2023,Jeonbook,Women,20-29,9524
2023,Gwangju/Jeonnam,Men,20-29,46670
2023,Gwangju/Jeonnam,Women,20-29,21987
2023,Gyeongnaam,Men,20-29,36426
2023,Gyeongnaam,Women,20-29,9889
2023,Jeju,Men,20-29,8766
2023,Jeju,Women,20-29,3939
2023,Outside of Korean Red Cross,Men,20-29,51482
2023,Outside of Korean Red Cross,Women,20-29,26699
2005,Central Seoul,Men,30-39,19642
2005,Central Seoul,Women,30-39,3105
2005,Western Seoul,Men,30-39,16888
2005,Western Seoul,Women,30-39,1630
2005,Southern Seoul,Men,30-39,21314
2005,Southern Seoul,Women,30-39,2742
2005,Eastern Seoul,Men,30-39,15810
2005,Eastern Seoul,Women,30-39,3273
2005,Busan,Men,30-39,28024
2005,Busan,Women,30-39,2504
2005,Daegu/Gyeungbook,Men,30-39,22100
2005,Daegu/Gyeungbook,Women,30-39,2552
2005,Incheon,Men,30-39,11368
2005,Incheon,Women,30-39,2442
