year,source,sex,age,count
2005,Daejeon/Sejong/Chungnaam,Women,40-49,521
2005,Jeonbook,Men,40-49,2908
2005,Jeonbook,Women,40-49,430
2005,Gwangju/Jeonnam,Men,40-49,6316
2005,Gwangju/Jeonnam,Women,40-49,1306
2005,Gyeongnaam,Men,40-49,4282
2005,Gyeongnaam,Women,40-49,385
2005,Jeju,Men,40-49,1184
2005,Jeju,Women,40-49,216
2005,Outside of Korean Red Cross,Men,40-49,3190
2005,Outside of Korean Red Cross,Women,40-49,719
2006,Central Seoul,Men,40-49,7741
2006,Central Seoul,Women,40-49,1214
2006,Western Seoul,Men,40-49,6101
2006,Western Seoul,Women,40-49,760
2006,Southern Seoul,Men,40-49,8331
2006,Southern Seoul,Women,40-49,1360
2006,Eastern Seoul,Men,40-49,7462
2006,Eastern Seoul,Women,40-49,2263
2006,Busan,Men,40-49,6858
2006,Busan,Women,40-49,1261
2006,Daegu/Gyeungbook,Men,40-49,7369
2006,Daegu/Gyeungbook,Women,40-49,1299
2006,Incheon,Men,40-49,4670
2006,Incheon,Women,40-49,1142
2006,Ulsan,Men,40-49,4881
2006,Ulsan,Women,40-49,500
2006,Gyeonggi,Men,40-49,7618
2006,Gyeonggi,Women,40-49,1007
2006,Gangwon,Men,40-49,1996
2006,Gangwon,Women,40-49,404
2006,Chungbook,Men,40-49,2681
2006,Chungbook,Women,40-49,352
2006,Daejeon/Sejong/Chungnaam,Men,40-49,5777
2006,Daejeon/Sejong/Chungnaam,Women,40-49,698
2006,Jeonbook,Men,40-49,3135
2006,Jeonbook,Women,40-49,492
2006,Gwangju/Jeonnam,Men,40-49,6632
2006,Gwangju/Jeonnam,Women,40-49,1478
2006,Gyeongnaam,Men,40-49,4989
2006,Gyeongnaam,Women,40-49,406
2006,Jeju,Men,40-49,1228
2006,Jeju,Women,40-49,247
2006,Outside of Korean Red Cross,Men,40-49,3208
2006,Outside of Korean Red Cross,Women,40-49,652
2007,Central Seoul,Men,40-49,7537
2007,Central Seoul,Women,40-49,1261
2007,Western Seoul,Men,40-49,6550
2007,Western Seoul,Women,40-49,1087
2007,Southern Seoul,Men,40-49,8006
2007,Southern Seoul,Women,40-49,1342
2007,Eastern Seoul,Men,40-49,6262
2007,Eastern Seoul,Women,40-49,1997
2007,Busan,Men,40-49,6495
2007,Busan,Women,40-49,1190
2007,Daegu/Gyeungbook,Men,40-49,6129
2007,Daegu/Gyeungbook,Women,40-49,1033
2007,Incheon,Men,40-49,4637
2007,Incheon,Women,40-49,1122
2007,Ulsan,Men,40-49,4100
2007,Ulsan,Women,40-49,458
2007,Gyeonggi,Men,40-49,7871
2007,Gyeonggi,Women,40-49,1018
2007,Gangwon,Men,40-49,1881
2007,Gangwon,Women,40-49,344
2007,Chungbook,Men,40-49,2922
2007,Chungbook,Women,40-49,350
2007,Daejeon/Sejong/Chungnaam,Men,40-49,6029
2007,Daejeon/Sejong/Chungnaam,Women,40-49,729
2007,Jeonbook,Men,40-49,3091
2007,Jeonbook,Women,40-49,356
2007,Gwangju/Jeonnam,Men,40-49,6292
2007,Gwangju/Jeonnam,Women,40-49,1363
2007,Gyeongnaam,Men,40-49,4903
2007,Gyeongnaam,Women,40-49,524
2007,Jeju,Men,40-49,1176
2007,Jeju,Women,40-49,199
2007,Outside of Korean Red Cross,Men,40-49,3382
2007,Outside of Korean Red Cross,Women,40-49,759
2008,Central Seoul,Men,40-49,8554
2008,Central Seoul,Women,40-49,1507
2008,Western Seoul,Men,40-49,7253
2008,Western Seoul,Women,40-49,1307
2008,Southern Seoul,Men,40-49,9286
2008,Southern Seoul,Women,40-49,1779
2008,Eastern Seoul,Men,40-49,6841
2008,Eastern Seoul,Women,40-49,2237
2008,Busan,Men,40-49,7583
2008,Busan,Women,40-49,1545
2008,Daegu/Gyeungbook,Men,40-49,6540
2008,Daegu/Gyeungbook,Women,40-49,1305
2008,Incheon,Men,40-49,5299
2008,Incheon,Women,40-49,1307
2008,Ulsan,Men,40-49,4456
2008,Ulsan,Women,40-49,506
2008,Gyeonggi,Men,40-49,9049
2008,Gyeonggi,Women,40-49,1415
2008,Gangwon,Men,40-49,2225
2008,Gangwon,Women,40-49,470
2008,Chungbook,Men,40-49,2993
2008,Chungbook,Women,40-49,391
2008,Daejeon/Sejong/Chungnaam,Men,40-49,7825
2008,Daejeon/Sejong/Chungnaam,Women,40-49,1103
2008,Jeonbook,Men,40-49,3984
2008,Jeonbook,Women,40-49,597
2008,Gwangju/Jeonnam,Men,40-49,7371
2008,Gwangju/Jeonnam,Women,40-49,1568
2008,Gyeongnaam,Men,40-49,4969
2008,Gyeongnaam,Women,40-49,490
2008,Jeju,Men,40-49,1380
2008,Jeju,Women,40-49,291
2008,Outside of Korean Red Cross,Men,40-49,4557
2008,Outside of Korean Red Cross,Women,40-49,922
2009,Central Seoul,Men,40-49,10906
2009,Central Seoul,Women,40-49,1915
2009,Western Seoul,Men,40-49,9731
2009,Western Seoul,Women,40-49,1751
2009,Southern Seoul,Men,40-49,11035
2009,Southern Seoul,Women,40-49,2030
2009,Eastern Seoul,Men,40-49,9072
2009,Eastern Seoul,Women,40-49,2851
2009,Busan,Men,40-49,8405
2009,Busan,Women,40-49,1680
2009,Daegu/Gyeungbook,Men,40-49,9518
2009,Daegu/Gyeungbook,Women,40-49,1695
2009,Incheon,Men,40-49,6388
2009,Incheon,Women,40-49,1664
2009,Ulsan,Men,40-49,4859
2009,Ulsan,Women,40-49,624
2009,Gyeonggi,Men,40-49,11406
2009,Gyeonggi,Women,40-49,1871
2009,Gangwon,Men,40-49,2998
2009,Gangwon,Women,40-49,711
2009,Chungbook,Men,40-49,4008
2009,Chungbook,Women,40-49,565
2009,Daejeon/Sejong/Chungnaam,Men,40-49,9448
2009,Daejeon/Sejong/Chungnaam,Women,40-49,1345
2009,Jeonbook,Men,40-49,4365
2009,Jeonbook,Women,40-49,747
2009,Gwangju/Jeonnam,Men,40-49,9143
2009,Gwangju/Jeonnam,Women,40-49,2002
2009,Gyeongnaam,Men,40-49,6709
2009,Gyeongnaam,Women,40-49,684
2009,Jeju,Men,40-49,1987
2009,Jeju,Women,40-49,464
2009,Outside of Korean Red Cross,Men,40-49,4966
2009,Outside of Korean Red Cross,Women,40-49,765
2010,Central Seoul,Men,40-49,12745
2010,Central Seoul,Women,40-49,2488
2010,Western Seoul,Men,40-49,4680
2010,Western Seoul,Women,40-49,798
2010,Southern Seoul,Men,40-49,11120
2010,Southern Seoul,Women,40-49,1982
2010,Eastern Seoul,Men,40-49,11742
2010,Eastern Seoul,Women,40-49,3593
2010,Busan,Men,40-49,8532
2010,Busan,Women,40-49,2020
2010,Daegu/Gyeungbook,Men,40-49,9463
2010,Daegu/Gyeungbook,Women,40-49,1881
2010,Incheon,Men,40-49,6766
2010,Incheon,Women,40-49,1686
2010,Ulsan,Men,40-49,4710
2010,Ulsan,Women,40-49,741
2010,Gyeonggi,Men,40-49,11454
2010,Gyeonggi,Women,40-49,1961
2010,Gangwon,Men,40-49,3351
2010,Gangwon,Women,40-49,762
2010,Chungbook,Men,40-49,4173
2010,Chungbook,Women,40-49,527
2010,Daejeon/Sejong/Chungnaam,Men,40-49,9583
2010,Daejeon/Sejong/Chungnaam,Women,40-49,1376
2010,Jeonbook,Men,40-49,4820
2010,Jeonbook,Women,40-49,706
2010,Gwangju/Jeonnam,Men,40-49,8849
2010,Gwangju/Jeonnam,Women,40-49,2041
2010,Gyeongnaam,Men,40-49,6366
2010,Gyeongnaam,Women,40-49,646
2010,Jeju,Men,40-49,2101
2010,Jeju,Women,40-49,542
2010,Outside of Korean Red Cross,Men,40-49,6112
2010,Outside of Korean Red Cross,Women,40-49,1338
2011,Central Seoul,Men,40-49,
2011,Central Seoul,Women,40-49,
2011,Western Seoul,Men,40-49,14489
2011,Western Seoul,Women,40-49,3044
2011,Southern Seoul,Men,40-49,11991
2011,Southern Seoul,Women,40-49,2107
2011,Eastern Seoul,Men,40-49,13995
2011,Eastern Seoul,Women,40-49,4298
2011,Busan,Men,40-49,8112
2011,Busan,Women,40-49,2128
2011,Daegu/Gyeungbook,Men,40-49,8982
2011,Daegu/Gyeungbook,Women,40-49,2158
2011,Incheon,Men,40-49,8198
2011,Incheon,Women,40-49,2149
2011,Ulsan,Men,40-49,4408
2011,Ulsan,Women,40-49,759
2011,Gyeonggi,Men,40-49,11420
2011,Gyeonggi,Women,40-49,2016
2011,Gangwon,Men,40-49,4101
2011,Gangwon,Women,40-49,883
2011,Chungbook,Men,40-49,3744
2011,Chungbook,Women,40-49,513
2011,Daejeon/Sejong/Chungnaam,Men,40-49,9385
2011,Daejeon/Sejong/Chungnaam,Women,40-49,1142
2011,Jeonbook,Men,40-49,5129
2011,Jeonbook,Women,40-49,832
2011,Gwangju/Jeonnam,Men,40-49,8516
2011,Gwangju/Jeonnam,Women,40-49,2045
2011,Gyeongnaam,Men,40-49,6318
2011,Gyeongnaam,Women,40-49,647
2011,Jeju,Men,40-49,1859
2011,Jeju,Women,40-49,565
2011,Outside of Korean Red Cross,Men,40-49,6522
2011,Outside of Korean Red Cross,Women,40-49,1692
2012,Central Seoul,Men,40-49,
2012,Central Seoul,Women,40-49,
2012,Western Seoul,Men,40-49,15411
2012,Western Seoul,Women,40-49,3390
2012,Southern Seoul,Men,40-49,13010
2012,Southern Seoul,Women,40-49,2576
2012,Eastern Seoul,Men,40-49,15046
2012,Eastern Seoul,Women,40-49,4759
2012,Busan,Men,40-49,9058
2012,Busan,Women,40-49,2452
2012,Daegu/Gyeungbook,Men,40-49,9746
2012,Daegu/Gyeungbook,Women,40-49,2556
2012,Incheon,Men,40-49,8962
2012,Incheon,Women,40-49,2543
2012,Ulsan,Men,40-49,5414
2012,Ulsan,Women,40-49,930
2012,Gyeonggi,Men,40-49,12391
2012,Gyeonggi,Women,40-49,2334
2012,Gangwon,Men,40-49,4512
2012,Gangwon,Women,40-49,1007
2012,Chungbook,Men,40-49,4078
2012,Chungbook,Women,40-49,542
2012,Daejeon/Sejong/Chungnaam,Men,40-49,10257
2012,Daejeon/Sejong/Chungnaam,Women,40-49,1473
2012,Jeonbook,Men,40-49,5311
2012,Jeonbook,Women,40-49,1017
2012,Gwangju/Jeonnam,Men,40-49,8710
2012,Gwangju/Jeonnam,Women,40-49,2139
2012,Gyeongnaam,Men,40-49,6511
2012,Gyeongnaam,Women,40-49,761
2012,Jeju,Men,40-49,1879
2012,Jeju,Women,40-49,453
2012,Outside of Korean Red Cross,Men,40-49,8752
2012,Outside of Korean Red Cross,Women,40-49,2010
2013,Central Seoul,Men,40-49,
2013,Central Seoul,Women,40-49,
2013,Western Seoul,Men,40-49,17208
2013,Western Seoul,Women,40-49,3793
2013,Southern Seoul,Men,40-49,14193
2013,Southern Seoul,Women,40-49,2914
2013,Eastern Seoul,Men,40-49,16021
2013,Eastern Seoul,Women,40-49,4980
2013,Busan,Men,40-49,10098
2013,Busan,Women,40-49,2910
2013,Daegu/Gyeungbook,Men,40-49,10978
2013,Daegu/Gyeungbook,Women,40-49,2634
2013,Incheon,Men,40-49,9772
2013,Incheon,Women,40-49,2594
2013,Ulsan,Men,40-49,5296
2013,Ulsan,Women,40-49,1011
2013,Gyeonggi,Men,40-49,14205
2013,Gyeonggi,Women,40-49,2369
2013,Gangwon,Men,40-49,5312
2013,Gangwon,Women,40-49,1227
2013,Chungbook,Men,40-49,4368
2013,Chungbook,Women,40-49,560
2013,Daejeon/Sejong/Chungnaam,Men,40-49,11323
2013,Daejeon/Sejong/Chungnaam,Women,40-49,1708
2013,Jeonbook,Men,40-49,5603
2013,Jeonbook,Women,40-49,947
2013,Gwangju/Jeonnam,Men,40-49,9446
2013,Gwangju/Jeonnam,Women,40-49,2276
2013,Gyeongnaam,Men,40-49,7415
2013,Gyeongnaam,Women,40-49,1049
2013,Jeju,Men,40-49,2002
2013,Jeju,Women,40-49,554
2013,Outside of Korean Red Cross,Men,40-49,9738
2013,Outside of Korean Red Cross,Women,40-49,2791
2014,Central Seoul,Men,40-49,
2014,Central Seoul,Women,40-49,
2014,Western Seoul,Men,40-49,19198
2014,Western Seoul,Women,40-49,4248
2014,Southern Seoul,Men,40-49,15078
2014,Southern Seoul,Women,40-49,2889
2014,Eastern Seoul,Men,40-49,17730
2014,Eastern Seoul,Women,40-49,5840
2014,Busan,Men,40-49,11150
2014,Busan,Women,40-49,3750
2014,Daegu/Gyeungbook,Men,40-49,12612
2014,Daegu/Gyeungbook,Women,40-49,3249
2014,Incheon,Men,40-49,10898
2014,Incheon,Women,40-49,2735
2014,Ulsan,Men,40-49,5743
2014,Ulsan,Women,40-49,1178
2014,Gyeonggi,Men,40-49,16567
2014,Gyeonggi,Women,40-49,2764
2014,Gangwon,Men,40-49,6292
2014,Gangwon,Women,40-49,1460
2014,Chungbook,Men,40-49,4723
2014,Chungbook,Women,40-49,827
2014,Daejeon/Sejong/Chungnaam,Men,40-49,12884
2014,Daejeon/Sejong/Chungnaam,Women,40-49,2071
2014,Jeonbook,Men,40-49,6306
2014,Jeonbook,Women,40-49,1293
2014,Gwangju/Jeonnam,Men,40-49,10258
2014,Gwangju/Jeonnam,Women,40-49,2826
2014,Gyeongnaam,Men,40-49,8932
2014,Gyeongnaam,Women,40-49,1472
2014,Jeju,Men,40-49,2546
2014,Jeju,Women,40-49,796
2014,Outside of Korean Red Cross,Men,40-49,10477
2014,Outside of Korean Red Cross,Women,40-49,2995
2015,Central Seoul,Men,40-49,
2015,Central Seoul,Women,40-49,
2015,Western Seoul,Men,40-49,21877
2015,Western Seoul,Women,40-49,5416
2015,Southern Seoul,Men,40-49,15393
2015,Southern Seoul,Women,40-49,3389
2015,Eastern Seoul,Men,40-49,19471
2015,Eastern Seoul,Women,40-49,6048
2015,Busan,Men,40-49,12263
2015,Busan,Women,40-49,3956
2015,Daegu/Gyeungbook,Men,40-49,14430
2015,Daegu/Gyeungbook,Women,40-49,3974
2015,Incheon,Men,40-49,11541
2015,Incheon,Women,40-49,3565
2015,Ulsan,Men,40-49,6805
2015,Ulsan,Women,40-49,1533
2015,Gyeonggi,Men,40-49,18964
2015,Gyeonggi,Women,40-49,3762
2015,Gangwon,Men,40-49,7303
2015,Gangwon,Women,40-49,1765
2015,Chungbook,Men,40-49,4954
2015,Chungbook,Women,40-49,1009
2015,Daejeon/Sejong/Chungnaam,Men,40-49,14450
2015,Daejeon/Sejong/Chungnaam,Women,40-49,2898
2015,Jeonbook,Men,40-49,6836
2015,Jeonbook,Women,40-49,1305
2015,Gwangju/Jeonnam,Men,40-49,11267
2015,Gwangju/Jeonnam,Women,40-49,3087
2015,Gyeongnaam,Men,40-49,8996
2015,Gyeongnaam,Women,40-49,1507
2015,Jeju,Men,40-49,2966
2015,Jeju,Women,40-49,853
2015,Outside of Korean Red Cross,Men,40-49,12384
2015,Outside of Korean Red Cross,Women,40-49,3317
2016,Central Seoul,Men,40-49,
2016,Central Seoul,Women,40-49,
2016,Western Seoul,Men,40-49,23065
2016,Western Seoul,Women,40-49,6081
2016,Southern Seoul,Men,40-49,18801
2016,Southern Seoul,Women,40-49,4610
2016,Eastern Seoul,Men,40-49,21553
2016,Eastern Seoul,Women,40-49,6743
2016,Busan,Men,40-49,13572
2016,Busan,Women,40-49,4251
2016,Daegu/Gyeungbook,Men,40-49,16064
2016,Daegu/Gyeungbook,Women,40-49,4333
2016,Incheon,Men,40-49,12578
2016,Incheon,Women,40-49,3878
2016,Ulsan,Men,40-49,7241
2016,Ulsan,Women,40-49,1811
2016,Gyeonggi,Men,40-49,22223
2016,Gyeonggi,Women,40-49,4741
2016,Gangwon,Men,40-49,9015
2016,Gangwon,Women,40-49,2013
2016,Chungbook,Men,40-49,5487
2016,Chungbook,Women,40-49,1329
2016,Daejeon/Sejong/Chungnaam,Men,40-49,16434
2016,Daejeon/Sejong/Chungnaam,Women,40-49,3366
2016,Jeonbook,Men,40-49,7291
2016,Jeonbook,Women,40-49,1480
2016,Gwangju/Jeonnam,Men,40-49,12274
2016,Gwangju/Jeonnam,Women,40-49,3548
2016,Gyeongnaam,Men,40-49,10735
2016,Gyeongnaam,Women,40-49,2017
2016,Jeju,Men,40-49,3227
2016,Jeju,Women,40-49,885
2016,Outside of Korean Red Cross,Men,40-49,14466
2016,Outside of Korean Red Cross,Women,40-49,4741
2017,Central Seoul,Men,40-49,
2017,Central Seoul,Women,40-49,
2017,Western Seoul,Men,40-49,24650
2017,Western Seoul,Women,40-49,6715
2017,Southern Seoul,Men,40-49,21448
2017,Southern Seoul,Women,40-49,5334
2017,Eastern Seoul,Men,40-49,23787
2017,Eastern Seoul,Women,40-49,7277
2017,Busan,Men,40-49,15870
2017,Busan,Women,40-49,4988
2017,Daegu/Gyeungbook,Men,40-49,18961
2017,Daegu/Gyeungbook,Women,40-49,5270
2017,Incheon,Men,40-49,14096
2017,Incheon,Women,40-49,4339
2017,Ulsan,Men,40-49,7728
2017,Ulsan,Women,40-49,1844
2017,Gyeonggi,Men,40-49,23876
2017,Gyeonggi,Women,40-49,5065
2017,Gangwon,Men,40-49,9678
2017,Gangwon,Women,40-49,2310
2017,Chungbook,Men,40-49,6444
2017,Chungbook,Women,40-49,1567
2017,Daejeon/Sejong/Chungnaam,Men,40-49,17563
2017,Daejeon/Sejong/Chungnaam,Women,40-49,3960
2017,Jeonbook,Men,40-49,8010
2017,Jeonbook,Women,40-49,1544
2017,Gwangju/Jeonnam,Men,40-49,13931
2017,Gwangju/Jeonnam,Women,40-49,4231
2017,Gyeongnaam,Men,40-49,10833
2017,Gyeongnaam,Women,40-49,2215
2017,Jeju,Men,40-49,3721
2017,Jeju,Women,40-49,1071
2017,Outside of Korean Red Cross,Men,40-49,16741
2017,Outside of Korean Red Cross,Women,40-49,5075
2018,Central Seoul,Men,40-49,25615
2018,Central Seoul,Women,40-49,6950
2018,Western Seoul,Men,40-49,
2018,Western Seoul,Women,40-49,
2018,Southern Seoul,Men,40-49,22311
2018,Southern Seoul,Women,40-49,5809
2018,Eastern Seoul,Men,40-49,26023
2018,Eastern Seoul,Women,40-49,8342
2018,Busan,Men,40-49,17548
2018,Busan,Women,40-49,5961
2018,Daegu/Gyeungbook,Men,40-49,21469
2018,Daegu/Gyeungbook,Women,40-49,6004
2018,Incheon,Men,40-49,15466
2018,Incheon,Women,40-49,4897
2018,Ulsan,Men,40-49,8701
2018,Ulsan,Women,40-49,2008
2018,Gyeonggi,Men,40-49,25695
2018,Gyeonggi,Women,40-49,5550
2018,Gangwon,Men,40-49,11189
2018,Gangwon,Women,40-49,2582
2018,Chungbook,Men,40-49,7306
2018,Chungbook,Women,40-49,1653
2018,Daejeon/Sejong/Chungnaam,Men,40-49,20171
2018,Daejeon/Sejong/Chungnaam,Women,40-49,4545
2018,Jeonbook,Men,40-49,8280
2018,Jeonbook,Women,40-49,1862
2018,Gwangju/Jeonnam,Men,40-49,14189
2018,Gwangju/Jeonnam,Women,40-49,4163
2018,Gyeongnaam,Men,40-49,12259
2018,Gyeongnaam,Women,40-49,2660
2018,Jeju,Men,40-49,3355
2018,Jeju,Women,40-49,1012
2018,Outside of Korean Red Cross,Men,40-49,18686
2018,Outside of Korean Red Cross,Women,40-49,5842
2019,Central Seoul,Men,40-49,25887
2019,Central Seoul,Women,40-49,7618
2019,Western Seoul,Men,40-49,
2019,Western Seoul,Women,40-49,
2019,Southern Seoul,Men,40-49,23031
2019,Southern Seoul,Women,40-49,6378
2019,Eastern Seoul,Men,40-49,27882
2019,Eastern Seoul,Women,40-49,8810
2019,Busan,Men,40-49,18834
2019,Busan,Women,40-49,6076
2019,Daegu/Gyeungbook,Men,40-49,23009
2019,Daegu/Gyeungbook,Women,40-49,6537
2019,Incheon,Men,40-49,17113
2019,Incheon,Women,40-49,5634
2019,Ulsan,Men,40-49,9908
2019,Ulsan,Women,40-49,2463
2019,Gyeonggi,Men,40-49,28709
2019,Gyeonggi,Women,40-49,6596
2019,Gangwon,Men,40-49,12239
2019,Gangwon,Women,40-49,2802
2019,Chungbook,Men,40-49,8421
2019,Chungbook,Women,40-49,2013
2019,Daejeon/Sejong/Chungnaam,Men,40-49,23012
2019,Daejeon/Sejong/Chungnaam,Women,40-49,5742
2019,Jeonbook,Men,40-49,9182
2019,Jeonbook,Women,40-49,2093
2019,Gwangju/Jeonnam,Men,40-49,15954
2019,Gwangju/Jeonnam,Women,40-49,4957
2019,Gyeongnaam,Men,40-49,13208
2019,Gyeongnaam,Women,40-49,2919
2019,Jeju,Men,40-49,3865
2019,Jeju,Women,40-49,1211
2019,Outside of Korean Red Cross,Men,40-49,20833
2019,Outside of Korean Red Cross,Women,40-49,5510
2020,Central Seoul,Men,40-49,28475
2020,Central Seoul,Women,40-49,8923
2020,Western Seoul,Men,40-49,
2020,Western Seoul,Women,40-49,
2020,Southern Seoul,Men,40-49,24961
2020,Southern Seoul,Women,40-49,6904
2020,Eastern Seoul,Men,40-49,29522
2020,Eastern Seoul,Women,40-49,9093
2020,Busan,Men,40-49,22665
2020,Busan,Women,40-49,7727
2020,Daegu/Gyeungbook,Men,40-49,25820
2020,Daegu/Gyeungbook,Women,40-49,8488
2020,Incheon,Men,40-49,22266
2020,Incheon,Women,40-49,7354
2020,Ulsan,Men,40-49,13200
2020,Ulsan,Women,40-49,3119
2020,Gyeonggi,Men,40-49,36859
2020,Gyeonggi,Women,40-49,9717
2020,Gangwon,Men,40-49,15198
2020,Gangwon,Women,40-49,3913
2020,Chungbook,Men,40-49,11347
2020,Chungbook,Women,40-49,2868
2020,Daejeon/Sejong/Chungnaam,Men,40-49,30474
2020,Daejeon/Sejong/Chungnaam,Women,40-49,8909
2020,Jeonbook,Men,40-49,11483
2020,Jeonbook,Women,40-49,3243
2020,Gwangju/Jeonnam,Men,40-49,20799
2020,Gwangju/Jeonnam,Women,40-49,6949
2020,Gyeongnaam,Men,40-49,17388
2020,Gyeongnaam,Women,40-49,4755
2020,Jeju,Men,40-49,5879
2020,Jeju,Women,40-49,2046
2020,Outside of Korean Red Cross,Men,40-49,26984
2020,Outside of Korean Red Cross,Women,40-49,8663
2021,Central Seoul,Men,40-49,28256
2021,Central Seoul,Women,40-49,9376
2021,Western Seoul,Men,40-49,
2021,Western Seoul,Women,40-49,
2021,Southern Seoul,Men,40-49,24173
2021,Southern Seoul,Women,40-49,6907
2021,Eastern Seoul,Men,40-49,29299
2021,Eastern Seoul,Women,40-49,9954
2021,Busan,Men,40-49,21569
2021,Busan,Women,40-49,7653
2021,Daegu/Gyeungbook,Men,40-49,27491
2021,Daegu/Gyeungbook,Women,40-49,9514
2021,Incheon,Men,40-49,23254
2021,Incheon,Women,40-49,7887
2021,Ulsan,Men,40-49,12423
2021,Ulsan,Women,40-49,3259
2021,Gyeonggi,Men,40-49,36133
2021,Gyeonggi,Women,40-49,10223
2021,Gangwon,Men,40-49,14442
2021,Gangwon,Women,40-49,3967
2021,Chungbook,Men,40-49,10528
2021,Chungbook,Women,40-49,2947
2021,Daejeon/Sejong/Chungnaam,Men,40-49,28783
2021,Daejeon/Sejong/Chungnaam,Women,40-49,8384
2021,Jeonbook,Men,40-49,10705
2021,Jeonbook,Women,40-49,2922
2021,Gwangju/Jeonnam,Men,40-49,20062
2021,Gwangju/Jeonnam,Women,40-49,6845
2021,Gyeongnaam,Men,40-49,15600
2021,Gyeongnaam,Women,40-49,4363
2021,Jeju,Men,40-49,5928
2021,Jeju,Women,40-49,2080
2021,Outside of Korean Red Cross,Men,40-49,26845
2021,Outside of Korean Red Cross,Women,40-49,8685
2022,Central Seoul,Men,40-49,27722
2022,Central Seoul,Women,40-49,10347
2022,Western Seoul,Men,40-49,
2022,Western Seoul,Women,40-49,
2022,Southern Seoul,Men,40-49,24176
2022,Southern Seoul,Women,40-49,7770
2022,Eastern Seoul,Men,40-49,30354
2022,Eastern Seoul,Women,40-49,11596
2022,Busan,Men,40-49,22946
2022,Busan,Women,40-49,9056
2022,Daegu/Gyeungbook,Men,40-49,26258
2022,Daegu/Gyeungbook,Women,40-49,9892
2022,Incheon,Men,40-49,24456
2022,Incheon,Women,40-49,9160
2022,Ulsan,Men,40-49,12100
2022,Ulsan,Women,40-49,3816
2022,Gyeonggi,Men,40-49,34009
2022,Gyeonggi,Women,40-49,10338
2022,Gangwon,Men,40-49,14573
2022,Gangwon,Women,40-49,5100
2022,Chungbook,Men,40-49,9930
2022,Chungbook,Women,40-49,3725
2022,Daejeon/Sejong/Chungnaam,Men,40-49,29166
2022,Daejeon/Sejong/Chungnaam,Women,40-49,10191
2022,Jeonbook,Men,40-49,10397
2022,Jeonbook,Women,40-49,3623
2022,Gwangju/Jeonnam,Men,40-49,20331
2022,Gwangju/Jeonnam,Women,40-49,9823
2022,Gyeongnaam,Men,40-49,16084
2022,Gyeongnaam,Women,40-49,5227
2022,Jeju,Men,40-49,6009
2022,Jeju,Women,40-49,2146
2022,Outside of Korean Red Cross,Men,40-49,32386
2022,Outside of Korean Red Cross,Women,40-49,11176
2023,Central Seoul,Men,40-49,27618
2023,Central Seoul,Women,40-49,10291
2023,Western Seoul,Men,40-49,
2023,Western Seoul,Women,40-49,
2023,Southern Seoul,Men,40-49,25548
2023,Southern Seoul,Women,40-49,7189
2023,Eastern Seoul,Men,40-49,31644
2023,Eastern Seoul,Women,40-49,12240
2023,Busan,Men,40-49,22594
2023,Busan,Women,40-49,9013
2023,Daegu/Gyeungbook,Men,40-49,26694
2023,Daegu/Gyeungbook,Women,40-49,8992
2023,Incheon,Men,40-49,24252
2023,Incheon,Women,40-49,8783
2023,Ulsan,Men,40-49,14016
2023,Ulsan,Women,40-49,4250
2023,Gyeonggi,Men,40-49,34771
2023,Gyeonggi,Women,40-49,9868
2023,Gangwon,Men,40-49,14481
2023,Gangwon,Women,40-49,4547
2023,Chungbook,Men,40-49,9971
2023,Chungbook,Women,40-49,3349
2023,Daejeon/Sejong/Chungnaam,Men,40-49,29071
2023,Daejeon/Sejong/Chungnaam,Women,40-49,9475
2023,Jeonbook,Men,40-49,10666
2023,Jeonbook,Women,40-49,3481
2023,Gwangju/Jeonnam,Men,40-49,20939
2023,Gwangju/Jeonnam,Women,40-49,8358
2023,Gyeongnaam,Men,40-49,16752
2023,Gyeongnaam,Women,40-49,5019
2023,Jeju,Men,40-49,7204
2023,Jeju,Women,40-49,2494
2023,Outside of Korean Red Cross,Men,40-49,38657
2023,Outside of Korean Red Cross,Women,40-49,12739
2005,Central Seoul,Men,50-59,1974
2005,Central Seoul,Women,50-59,343
2005,Western Seoul,Men,50-59,1401
2005,Western Seoul,Women,50-59,175
2005,Southern Seoul,Men,50-59,2296
2005,Southern Seoul,Women,50-59,362
2005,Eastern Seoul,Men,50-59,1910
2005,Eastern Seoul,Women,50-59,389
2005,Busan,Men,50-59,1860
2005,Busan,Women,50-59,292
2005,Daegu/Gyeungbook,Men,50-59,2137
2005,Daegu/Gyeungbook,Women,50-59,382
2005,Incheon,Men,50-59,982
2005,Incheon,Women,50-59,231
2005,Ulsan,Men,50-59,929
2005,Ulsan,Women,50-59,86
2005,Gyeonggi,Men,50-59,1515
2005,Gyeonggi,Women,50-59,119
2005,Gangwon,Men,50-59,534
2005,Gangwon,Women,50-59,61
2005,Chungbook,Men,50-59,601
2005,Chungbook,Women,50-59,61
2005,Daejeon/Sejong/Chungnaam,Men,50-59,1439
2005,Daejeon/Sejong/Chungnaam,Women,50-59,134
2005,Jeonbook,Men,50-59,848
2005,Jeonbook,Women,50-59,64
2005,Gwangju/Jeonnam,Men,50-59,1395
2005,Gwangju/Jeonnam,Women,50-59,177
2005,Gyeongnaam,Men,50-59,850
2005,Gyeongnaam,Women,50-59,82
2005,Jeju,Men,50-59,264
2005,Jeju,Women,50-59,29
2005,Outside of Korean Red Cross,Men,50-59,630
2005,Outside of Korean Red Cross,Women,50-59,161
