year,sex,career,source,count
2008,Men,Other,Central Seoul,14039
2008,Men,Other,Western Seoul,20255
2008,Men,Other,Southern Seoul,13946
2008,Men,Other,Eastern Seoul,11490
2008,Men,Other,Busan,17544
2008,Men,Other,Daegu/Gyeongbook,7896
2008,Men,Other,Incheon,8783
2008,Men,Other,Ulsan,4175
2008,Men,Other,Gyeonggi,7888
2008,Men,Other,Gangwon,2368
2008,Men,Other,Chungbook,3528
2008,Men,Other,Daejeon/Sejong/Chungnaam,6931
2008,Men,Other,Jeonbook,6608
2008,Men,Other,Gwangju/Jeonnaam,12521
2008,Men,Other,Gyeongnaam,3359
2008,Men,Other,Jeju,2558
2008,Men,Other,Korean Red Cross 외,7165
2008,Women,Highschool Student,Korean Red Cross,204269
2008,Women,Highschool Student,Central Seoul,15434
2008,Women,Highschool Student,Western Seoul,14202
2008,Women,Highschool Student,Southern Seoul,9607
2008,Women,Highschool Student,Eastern Seoul,27689
2008,Women,Highschool Student,Busan,17184
2008,Women,Highschool Student,Daegu/Gyeongbook,17797
2008,Women,Highschool Student,Incheon,15359
2008,Women,Highschool Student,Ulsan,5979
2008,Women,Highschool Student,Gyeonggi,11207
2008,Women,Highschool Student,Gangwon,3360
2008,Women,Highschool Student,Chungbook,7132
2008,Women,Highschool Student,Daejeon/Sejong/Chungnaam,13679
2008,Women,Highschool Student,Jeonbook,9193
2008,Women,Highschool Student,Gwangju/Jeonnaam,25466
2008,Women,Highschool Student,Gyeongnaam,6761
2008,Women,Highschool Student,Jeju,4220
2008,Women,Highschool Student,Korean Red Cross 외,2974
2008,Women,University Student,Korean Red Cross,216956
2008,Women,University Student,Central Seoul,23290
2008,Women,University Student,Western Seoul,11914
2008,Women,University Student,Southern Seoul,14431
2008,Women,University Student,Eastern Seoul,19571
2008,Women,University Student,Busan,20660
2008,Women,University Student,Daegu/Gyeongbook,26185
2008,Women,University Student,Incheon,8981
2008,Women,University Student,Ulsan,5457
2008,Women,University Student,Gyeonggi,9117
2008,Women,University Student,Gangwon,5613
2008,Women,University Student,Chungbook,7490
2008,Women,University Student,Daejeon/Sejong/Chungnaam,18204
2008,Women,University Student,Jeonbook,12034
2008,Women,University Student,Gwangju/Jeonnaam,24507
2008,Women,University Student,Gyeongnaam,6663
2008,Women,University Student,Jeju,2839
2008,Women,University Student,Korean Red Cross 외,7292
2008,Women,Military Person,Korean Red Cross,1332
2008,Women,Military Person,Central Seoul,159
2008,Women,Military Person,Western Seoul,82
2008,Women,Military Person,Southern Seoul,169
2008,Women,Military Person,Eastern Seoul,128
2008,Women,Military Person,Busan,48
2008,Women,Military Person,Daegu/Gyeongbook,99
2008,Women,Military Person,Incheon,95
2008,Women,Military Person,Ulsan,3
2008,Women,Military Person,Gyeonggi,78
2008,Women,Military Person,Gangwon,112
2008,Women,Military Person,Chungbook,41
2008,Women,Military Person,Daejeon/Sejong/Chungnaam,163
2008,Women,Military Person,Jeonbook,23
2008,Women,Military Person,Gwangju/Jeonnaam,74
2008,Women,Military Person,Gyeongnaam,56
2008,Women,Military Person,Jeju,2
2008,Women,Military Person,Korean Red Cross 외,15
2008,Women,Company Worker,Korean Red Cross,72719
2008,Women,Company Worker,Central Seoul,10817
2008,Women,Company Worker,Western Seoul,7578
2008,Women,Company Worker,Southern Seoul,10378
2008,Women,Company Worker,Eastern Seoul,6280
2008,Women,Company Worker,Busan,6480
2008,Women,Company Worker,Daegu/Gyeongbook,5293
2008,Women,Company Worker,Incheon,4214
2008,Women,Company Worker,Ulsan,1442
2008,Women,Company Worker,Gyeonggi,5265
2008,Women,Company Worker,Gangwon,868
2008,Women,Company Worker,Chungbook,1358
2008,Women,Company Worker,Daejeon/Sejong/Chungnaam,3720
2008,Women,Company Worker,Jeonbook,1388
2008,Women,Company Worker,Gwangju/Jeonnaam,4803
2008,Women,Company Worker,Gyeongnaam,1866
2008,Women,Company Worker,Jeju,969
2008,Women,Company Worker,Korean Red Cross 외,3591
2008,Women,Public Worker,Korean Red Cross,7714
2008,Women,Public Worker,Central Seoul,878
2008,Women,Public Worker,Western Seoul,476
2008,Women,Public Worker,Southern Seoul,511
2008,Women,Public Worker,Eastern Seoul,628
2008,Women,Public Worker,Busan,491
2008,Women,Public Worker,Daegu/Gyeongbook,680
2008,Women,Public Worker,Incheon,276
2008,Women,Public Worker,Ulsan,162
2008,Women,Public Worker,Gyeonggi,479
2008,Women,Public Worker,Gangwon,228
2008,Women,Public Worker,Chungbook,257
2008,Women,Public Worker,Daejeon/Sejong/Chungnaam,627
2008,Women,Public Worker,Jeonbook,444
2008,Women,Public Worker,Gwangju/Jeonnaam,1035
2008,Women,Public Worker,Gyeongnaam,316
2008,Women,Public Worker,Jeju,226
2008,Women,Public Worker,Korean Red Cross 외,146
2008,Women,Self-employed,Korean Red Cross,4135
2008,Women,Self-employed,Central Seoul,439
2008,Women,Self-employed,Western Seoul,379
2008,Women,Self-employed,Southern Seoul,511
2008,Women,Self-employed,Eastern Seoul,499
2008,Women,Self-employed,Busan,328
2008,Women,Self-employed,Daegu/Gyeongbook,288
2008,Women,Self-employed,Incheon,230
2008,Women,Self-employed,Ulsan,93
2008,Women,Self-employed,Gyeonggi,295
2008,Women,Self-employed,Gangwon,96
2008,Women,Self-employed,Chungbook,105
2008,Women,Self-employed,Daejeon/Sejong/Chungnaam,171
2008,Women,Self-employed,Jeonbook,219
2008,Women,Self-employed,Gwangju/Jeonnaam,291
2008,Women,Self-employed,Gyeongnaam,141
2008,Women,Self-employed,Jeju,50
2008,Women,Self-employed,Korean Red Cross 외,152
2008,Women,Religion-related work,Korean Red Cross,847
2008,Women,Religion-related work,Central Seoul,101
2008,Women,Religion-related work,Western Seoul,70
2008,Women,Religion-related work,Southern Seoul,95
2008,Women,Religion-related work,Eastern Seoul,121
2008,Women,Religion-related work,Busan,83
2008,Women,Religion-related work,Daegu/Gyeongbook,52
2008,Women,Religion-related work,Incheon,34
2008,Women,Religion-related work,Ulsan,6
2008,Women,Religion-related work,Gyeonggi,40
2008,Women,Religion-related work,Gangwon,10
2008,Women,Religion-related work,Chungbook,9
2008,Women,Religion-related work,Daejeon/Sejong/Chungnaam,72
2008,Women,Religion-related work,Jeonbook,33
2008,Women,Religion-related work,Gwangju/Jeonnaam,83
2008,Women,Religion-related work,Gyeongnaam,11
2008,Women,Religion-related work,Jeju,27
2008,Women,Religion-related work,Korean Red Cross 외,37
2008,Women,Stay-at-home,Korean Red Cross,22535
2008,Women,Stay-at-home,Central Seoul,1470
2008,Women,Stay-at-home,Western Seoul,1811
2008,Women,Stay-at-home,Southern Seoul,2081
2008,Women,Stay-at-home,Eastern Seoul,3209
2008,Women,Stay-at-home,Busan,2148
2008,Women,Stay-at-home,Daegu/Gyeongbook,1597
2008,Women,Stay-at-home,Incheon,1702
2008,Women,Stay-at-home,Ulsan,742
2008,Women,Stay-at-home,Gyeonggi,1810
2008,Women,Stay-at-home,Gangwon,545
2008,Women,Stay-at-home,Chungbook,445
2008,Women,Stay-at-home,Daejeon/Sejong/Chungnaam,1285
2008,Women,Stay-at-home,Jeonbook,782
2008,Women,Stay-at-home,Gwangju/Jeonnaam,2027
2008,Women,Stay-at-home,Gyeongnaam,656
2008,Women,Stay-at-home,Jeju,225
2008,Women,Stay-at-home,Korean Red Cross 외,686
2008,Women,Other,Korean Red Cross,57299
2008,Women,Other,Central Seoul,8144
2008,Women,Other,Western Seoul,6667
2008,Women,Other,Southern Seoul,6061
2008,Women,Other,Eastern Seoul,5583
2008,Women,Other,Busan,5436
2008,Women,Other,Daegu/Gyeongbook,3725
2008,Women,Other,Incheon,4218
2008,Women,Other,Ulsan,1369
2008,Women,Other,Gyeonggi,3137
2008,Women,Other,Gangwon,773
2008,Women,Other,Chungbook,1010
2008,Women,Other,Daejeon/Sejong/Chungnaam,2519
2008,Women,Other,Jeonbook,1882
2008,Women,Other,Gwangju/Jeonnaam,4812
2008,Women,Other,Gyeongnaam,1178
2008,Women,Other,Jeju,785
2008,Women,Other,Korean Red Cross 외,3301
2009,Men,Highschool Student,Korean Red Cross,316451
2009,Men,Highschool Student,Central Seoul,17107
2009,Men,Highschool Student,Western Seoul,21791
2009,Men,Highschool Student,Southern Seoul,13938
2009,Men,Highschool Student,Eastern Seoul,35665
2009,Men,Highschool Student,Busan,27866
2009,Men,Highschool Student,Daegu/Gyeongbook,30100
2009,Men,Highschool Student,Incheon,18974
2009,Men,Highschool Student,Ulsan,14810
2009,Men,Highschool Student,Gyeonggi,25071
2009,Men,Highschool Student,Gangwon,5283
2009,Men,Highschool Student,Chungbook,16463
2009,Men,Highschool Student,Daejeon/Sejong/Chungnaam,20874
2009,Men,Highschool Student,Jeonbook,18147
2009,Men,Highschool Student,Gwangju/Jeonnaam,28999
2009,Men,Highschool Student,Gyeongnaam,15954
2009,Men,Highschool Student,Jeju,5409
2009,Men,Highschool Student,Korean Red Cross 외,11358
2009,Men,University Student,Korean Red Cross,464698
2009,Men,University Student,Central Seoul,33535
2009,Men,University Student,Western Seoul,37459
2009,Men,University Student,Southern Seoul,34549
2009,Men,University Student,Eastern Seoul,35582
2009,Men,University Student,Busan,49974
2009,Men,University Student,Daegu/Gyeongbook,50213
2009,Men,University Student,Incheon,18898
2009,Men,University Student,Ulsan,14417
2009,Men,University Student,Gyeonggi,24406
2009,Men,University Student,Gangwon,10795
2009,Men,University Student,Chungbook,23568
2009,Men,University Student,Daejeon/Sejong/Chungnaam,40432
2009,Men,University Student,Jeonbook,26083
2009,Men,University Student,Gwangju/Jeonnaam,40541
2009,Men,University Student,Gyeongnaam,19416
2009,Men,University Student,Jeju,4830
2009,Men,University Student,Korean Red Cross 외,30190
2009,Men,Military Person,Korean Red Cross,371211
2009,Men,Military Person,Central Seoul,38048
2009,Men,Military Person,Western Seoul,17344
2009,Men,Military Person,Southern Seoul,39250
2009,Men,Military Person,Eastern Seoul,24742
2009,Men,Military Person,Busan,19030
2009,Men,Military Person,Daegu/Gyeongbook,26395
2009,Men,Military Person,Incheon,18045
2009,Men,Military Person,Ulsan,4756
2009,Men,Military Person,Gyeonggi,18247
2009,Men,Military Person,Gangwon,36515
2009,Men,Military Person,Chungbook,18150
2009,Men,Military Person,Daejeon/Sejong/Chungnaam,37083
2009,Men,Military Person,Jeonbook,23326
2009,Men,Military Person,Gwangju/Jeonnaam,20322
2009,Men,Military Person,Gyeongnaam,25931
2009,Men,Military Person,Jeju,4027
2009,Men,Military Person,Korean Red Cross 외,2467
2009,Men,Company Worker,Korean Red Cross,360421
2009,Men,Company Worker,Central Seoul,33084
2009,Men,Company Worker,Western Seoul,33344
2009,Men,Company Worker,Southern Seoul,41450
2009,Men,Company Worker,Eastern Seoul,21504
2009,Men,Company Worker,Busan,34384
2009,Men,Company Worker,Daegu/Gyeongbook,24904
2009,Men,Company Worker,Incheon,18486
2009,Men,Company Worker,Ulsan,16525
2009,Men,Company Worker,Gyeonggi,34187
2009,Men,Company Worker,Gangwon,5364
2009,Men,Company Worker,Chungbook,10544
2009,Men,Company Worker,Daejeon/Sejong/Chungnaam,24034
2009,Men,Company Worker,Jeonbook,11380
2009,Men,Company Worker,Gwangju/Jeonnaam,24529
2009,Men,Company Worker,Gyeongnaam,21598
2009,Men,Company Worker,Jeju,5104
2009,Men,Company Worker,Korean Red Cross 외,22412
2009,Men,Public Worker,Korean Red Cross,64098
2009,Men,Public Worker,Central Seoul,5604
2009,Men,Public Worker,Western Seoul,3328
2009,Men,Public Worker,Southern Seoul,3692
2009,Men,Public Worker,Eastern Seoul,4494
2009,Men,Public Worker,Busan,4635
2009,Men,Public Worker,Daegu/Gyeongbook,5912
2009,Men,Public Worker,Incheon,2559
2009,Men,Public Worker,Ulsan,1331
2009,Men,Public Worker,Gyeonggi,5254
2009,Men,Public Worker,Gangwon,2347
2009,Men,Public Worker,Chungbook,3283
2009,Men,Public Worker,Daejeon/Sejong/Chungnaam,6166
2009,Men,Public Worker,Jeonbook,3324
2009,Men,Public Worker,Gwangju/Jeonnaam,5919
2009,Men,Public Worker,Gyeongnaam,4489
2009,Men,Public Worker,Jeju,1761
2009,Men,Public Worker,Korean Red Cross 외,1560
2009,Men,Self-employed,Korean Red Cross,54129
2009,Men,Self-employed,Central Seoul,4390
2009,Men,Self-employed,Western Seoul,5627
2009,Men,Self-employed,Southern Seoul,5264
2009,Men,Self-employed,Eastern Seoul,5462
2009,Men,Self-employed,Busan,6124
2009,Men,Self-employed,Daegu/Gyeongbook,3956
2009,Men,Self-employed,Incheon,3072
2009,Men,Self-employed,Ulsan,1250
2009,Men,Self-employed,Gyeonggi,4741
2009,Men,Self-employed,Gangwon,1202
2009,Men,Self-employed,Chungbook,1627
2009,Men,Self-employed,Daejeon/Sejong/Chungnaam,2535
2009,Men,Self-employed,Jeonbook,2252
2009,Men,Self-employed,Gwangju/Jeonnaam,3991
2009,Men,Self-employed,Gyeongnaam,1799
2009,Men,Self-employed,Jeju,837
2009,Men,Self-employed,Korean Red Cross 외,2258
2009,Men,Religion-related work,Korean Red Cross,5304
2009,Men,Religion-related work,Central Seoul,477
2009,Men,Religion-related work,Western Seoul,626
2009,Men,Religion-related work,Southern Seoul,567
2009,Men,Religion-related work,Eastern Seoul,472
2009,Men,Religion-related work,Busan,341
2009,Men,Religion-related work,Daegu/Gyeongbook,278
2009,Men,Religion-related work,Incheon,272
2009,Men,Religion-related work,Ulsan,51
2009,Men,Religion-related work,Gyeonggi,442
2009,Men,Religion-related work,Gangwon,130
2009,Men,Religion-related work,Chungbook,260
2009,Men,Religion-related work,Daejeon/Sejong/Chungnaam,369
2009,Men,Religion-related work,Jeonbook,314
2009,Men,Religion-related work,Gwangju/Jeonnaam,476
2009,Men,Religion-related work,Gyeongnaam,141
2009,Men,Religion-related work,Jeju,88
2009,Men,Religion-related work,Korean Red Cross 외,321
2009,Men,Stay-at-home,Korean Red Cross,838
2009,Men,Stay-at-home,Central Seoul,63
2009,Men,Stay-at-home,Western Seoul,88
2009,Men,Stay-at-home,Southern Seoul,57
2009,Men,Stay-at-home,Eastern Seoul,60
2009,Men,Stay-at-home,Busan,121
2009,Men,Stay-at-home,Daegu/Gyeongbook,60
2009,Men,Stay-at-home,Incheon,44
2009,Men,Stay-at-home,Ulsan,19
2009,Men,Stay-at-home,Gyeonggi,60
2009,Men,Stay-at-home,Gangwon,16
2009,Men,Stay-at-home,Chungbook,20
2009,Men,Stay-at-home,Daejeon/Sejong/Chungnaam,76
2009,Men,Stay-at-home,Jeonbook,47
2009,Men,Stay-at-home,Gwangju/Jeonnaam,60
2009,Men,Stay-at-home,Gyeongnaam,18
2009,Men,Stay-at-home,Jeju,29
2009,Men,Stay-at-home,Korean Red Cross 외,56
2009,Men,Other,Korean Red Cross,161942
2009,Men,Other,Central Seoul,15617
2009,Men,Other,Western Seoul,23088
2009,Men,Other,Southern Seoul,15987
2009,Men,Other,Eastern Seoul,13701
2009,Men,Other,Busan,17723
2009,Men,Other,Daegu/Gyeongbook,9810
2009,Men,Other,Incheon,9634
2009,Men,Other,Ulsan,4198
2009,Men,Other,Gyeonggi,9964
2009,Men,Other,Gangwon,2658
2009,Men,Other,Chungbook,4886
2009,Men,Other,Daejeon/Sejong/Chungnaam,8077
2009,Men,Other,Jeonbook,6692
2009,Men,Other,Gwangju/Jeonnaam,12777
2009,Men,Other,Gyeongnaam,4199
2009,Men,Other,Jeju,2931
2009,Men,Other,Korean Red Cross 외,9800
2009,Women,Highschool Student,Korean Red Cross,209504
2009,Women,Highschool Student,Central Seoul,15336
2009,Women,Highschool Student,Western Seoul,14591
2009,Women,Highschool Student,Southern Seoul,11032
2009,Women,Highschool Student,Eastern Seoul,28420
2009,Women,Highschool Student,Busan,16355
2009,Women,Highschool Student,Daegu/Gyeongbook,18545
2009,Women,Highschool Student,Incheon,15958
2009,Women,Highschool Student,Ulsan,6874
2009,Women,Highschool Student,Gyeonggi,15099
2009,Women,Highschool Student,Gangwon,4357
2009,Women,Highschool Student,Chungbook,7089
2009,Women,Highschool Student,Daejeon/Sejong/Chungnaam,10903
2009,Women,Highschool Student,Jeonbook,9850
2009,Women,Highschool Student,Gwangju/Jeonnaam,22411
2009,Women,Highschool Student,Gyeongnaam,7865
2009,Women,Highschool Student,Jeju,4819
2009,Women,Highschool Student,Korean Red Cross 외,5560
2009,Women,University Student,Korean Red Cross,260520
2009,Women,University Student,Central Seoul,22969
2009,Women,University Student,Western Seoul,15391
2009,Women,University Student,Southern Seoul,19496
2009,Women,University Student,Eastern Seoul,23304
2009,Women,University Student,Busan,24751
2009,Women,University Student,Daegu/Gyeongbook,30692
2009,Women,University Student,Incheon,11986
2009,Women,University Student,Ulsan,5642
2009,Women,University Student,Gyeonggi,12777
2009,Women,University Student,Gangwon,7177
2009,Women,University Student,Chungbook,9220
2009,Women,University Student,Daejeon/Sejong/Chungnaam,22330
2009,Women,University Student,Jeonbook,14883
2009,Women,University Student,Gwangju/Jeonnaam,28256
2009,Women,University Student,Gyeongnaam,7894
2009,Women,University Student,Jeju,3752
2009,Women,University Student,Korean Red Cross 외,11370
2009,Women,Military Person,Korean Red Cross,1772
2009,Women,Military Person,Central Seoul,187
2009,Women,Military Person,Western Seoul,88
2009,Women,Military Person,Southern Seoul,246
2009,Women,Military Person,Eastern Seoul,172
2009,Women,Military Person,Busan,70
2009,Women,Military Person,Daegu/Gyeongbook,148
2009,Women,Military Person,Incheon,79
2009,Women,Military Person,Ulsan,5
2009,Women,Military Person,Gyeonggi,98
2009,Women,Military Person,Gangwon,177
2009,Women,Military Person,Chungbook,45
2009,Women,Military Person,Daejeon/Sejong/Chungnaam,210
2009,Women,Military Person,Jeonbook,86
2009,Women,Military Person,Gwangju/Jeonnaam,79
2009,Women,Military Person,Gyeongnaam,79
2009,Women,Military Person,Jeju,3
2009,Women,Military Person,Korean Red Cross 외,27
2009,Women,Company Worker,Korean Red Cross,82783
2009,Women,Company Worker,Central Seoul,10483
2009,Women,Company Worker,Western Seoul,8815
2009,Women,Company Worker,Southern Seoul,11887
2009,Women,Company Worker,Eastern Seoul,7427
2009,Women,Company Worker,Busan,6717
2009,Women,Company Worker,Daegu/Gyeongbook,6424
2009,Women,Company Worker,Incheon,5109
2009,Women,Company Worker,Ulsan,1619
2009,Women,Company Worker,Gyeonggi,6747
2009,Women,Company Worker,Gangwon,1273
2009,Women,Company Worker,Chungbook,1747
2009,Women,Company Worker,Daejeon/Sejong/Chungnaam,4267
2009,Women,Company Worker,Jeonbook,1621
2009,Women,Company Worker,Gwangju/Jeonnaam,4913
2009,Women,Company Worker,Gyeongnaam,2306
2009,Women,Company Worker,Jeju,1428
2009,Women,Company Worker,Korean Red Cross 외,4752
2009,Women,Public Worker,Korean Red Cross,10336
2009,Women,Public Worker,Central Seoul,884
2009,Women,Public Worker,Western Seoul,625
2009,Women,Public Worker,Southern Seoul,862
2009,Women,Public Worker,Eastern Seoul,841
2009,Women,Public Worker,Busan,641
2009,Women,Public Worker,Daegu/Gyeongbook,1005
2009,Women,Public Worker,Incheon,449
2009,Women,Public Worker,Ulsan,175
2009,Women,Public Worker,Gyeonggi,755
2009,Women,Public Worker,Gangwon,422
2009,Women,Public Worker,Chungbook,313
2009,Women,Public Worker,Daejeon/Sejong/Chungnaam,864
2009,Women,Public Worker,Jeonbook,423
2009,Women,Public Worker,Gwangju/Jeonnaam,1265
2009,Women,Public Worker,Gyeongnaam,466
2009,Women,Public Worker,Jeju,346
2009,Women,Public Worker,Korean Red Cross 외,281
2009,Women,Self-employed,Korean Red Cross,4398
2009,Women,Self-employed,Central Seoul,456
2009,Women,Self-employed,Western Seoul,402
2009,Women,Self-employed,Southern Seoul,471
2009,Women,Self-employed,Eastern Seoul,556
2009,Women,Self-employed,Busan,363
2009,Women,Self-employed,Daegu/Gyeongbook,310
2009,Women,Self-employed,Incheon,249
2009,Women,Self-employed,Ulsan,103
2009,Women,Self-employed,Gyeonggi,381
2009,Women,Self-employed,Gangwon,113
2009,Women,Self-employed,Chungbook,129
2009,Women,Self-employed,Daejeon/Sejong/Chungnaam,172
2009,Women,Self-employed,Jeonbook,148
2009,Women,Self-employed,Gwangju/Jeonnaam,333
2009,Women,Self-employed,Gyeongnaam,120
2009,Women,Self-employed,Jeju,92
2009,Women,Self-employed,Korean Red Cross 외,158
2009,Women,Religion-related work,Korean Red Cross,811
2009,Women,Religion-related work,Central Seoul,122
2009,Women,Religion-related work,Western Seoul,78
2009,Women,Religion-related work,Southern Seoul,70
2009,Women,Religion-related work,Eastern Seoul,96
2009,Women,Religion-related work,Busan,69
2009,Women,Religion-related work,Daegu/Gyeongbook,47
2009,Women,Religion-related work,Incheon,40
2009,Women,Religion-related work,Ulsan,10
2009,Women,Religion-related work,Gyeonggi,39
2009,Women,Religion-related work,Gangwon,14
2009,Women,Religion-related work,Chungbook,12
2009,Women,Religion-related work,Daejeon/Sejong/Chungnaam,66
2009,Women,Religion-related work,Jeonbook,46
2009,Women,Religion-related work,Gwangju/Jeonnaam,48
2009,Women,Religion-related work,Gyeongnaam,19
2009,Women,Religion-related work,Jeju,35
2009,Women,Religion-related work,Korean Red Cross 외,56
2009,Women,Stay-at-home,Korean Red Cross,25734
2009,Women,Stay-at-home,Central Seoul,1716
2009,Women,Stay-at-home,Western Seoul,2328
2009,Women,Stay-at-home,Southern Seoul,2155
2009,Women,Stay-at-home,Eastern Seoul,3568
2009,Women,Stay-at-home,Busan,2142
2009,Women,Stay-at-home,Daegu/Gyeongbook,1983
2009,Women,Stay-at-home,Incheon,1990
2009,Women,Stay-at-home,Ulsan,785
2009,Women,Stay-at-home,Gyeonggi,2330
2009,Women,Stay-at-home,Gangwon,726
2009,Women,Stay-at-home,Chungbook,614
2009,Women,Stay-at-home,Daejeon/Sejong/Chungnaam,1312
2009,Women,Stay-at-home,Jeonbook,765
2009,Women,Stay-at-home,Gwangju/Jeonnaam,2157
2009,Women,Stay-at-home,Gyeongnaam,782
2009,Women,Stay-at-home,Jeju,381
2009,Women,Stay-at-home,Korean Red Cross 외,792
2009,Women,Other,Korean Red Cross,66930
2009,Women,Other,Central Seoul,8446
2009,Women,Other,Western Seoul,8210
2009,Women,Other,Southern Seoul,7548
2009,Women,Other,Eastern Seoul,7128
2009,Women,Other,Busan,5506
2009,Women,Other,Daegu/Gyeongbook,4697
2009,Women,Other,Incheon,5025
2009,Women,Other,Ulsan,1358
2009,Women,Other,Gyeonggi,4203
2009,Women,Other,Gangwon,1194
2009,Women,Other,Chungbook,1477
2009,Women,Other,Daejeon/Sejong/Chungnaam,3007
2009,Women,Other,Jeonbook,1858
2009,Women,Other,Gwangju/Jeonnaam,4752
2009,Women,Other,Gyeongnaam,1477
2009,Women,Other,Jeju,1044
2009,Women,Other,Korean Red Cross 외,4656
2010,Men,Highschool Student,Korean Red Cross,388137
2010,Men,Highschool Student,Central Seoul,29762
2010,Men,Highschool Student,Western Seoul,9324
2010,Men,Highschool Student,Southern Seoul,19975
2010,Men,Highschool Student,Eastern Seoul,44411
2010,Men,Highschool Student,Busan,37529
2010,Men,Highschool Student,Daegu/Gyeongbook,32768
2010,Men,Highschool Student,Incheon,28960
2010,Men,Highschool Student,Ulsan,15904
2010,Men,Highschool Student,Gyeonggi,31233
2010,Men,Highschool Student,Gangwon,8350
2010,Men,Highschool Student,Chungbook,17124
2010,Men,Highschool Student,Daejeon/Sejong/Chungnaam,30642
2010,Men,Highschool Student,Jeonbook,21173
2010,Men,Highschool Student,Gwangju/Jeonnaam,33103
2010,Men,Highschool Student,Gyeongnaam,22143
2010,Men,Highschool Student,Jeju,5736
2010,Men,Highschool Student,Korean Red Cross 외,18587
2010,Men,University Student,Korean Red Cross,455127
2010,Men,University Student,Central Seoul,41619
2010,Men,University Student,Western Seoul,18790
2010,Men,University Student,Southern Seoul,38376
2010,Men,University Student,Eastern Seoul,37402
2010,Men,University Student,Busan,51307
2010,Men,University Student,Daegu/Gyeongbook,46018
2010,Men,University Student,Incheon,19951
2010,Men,University Student,Ulsan,13501
2010,Men,University Student,Gyeonggi,22331
2010,Men,University Student,Gangwon,10384
2010,Men,University Student,Chungbook,24508
2010,Men,University Student,Daejeon/Sejong/Chungnaam,42102
2010,Men,University Student,Jeonbook,25426
2010,Men,University Student,Gwangju/Jeonnaam,37511
2010,Men,University Student,Gyeongnaam,21171
2010,Men,University Student,Jeju,4730
2010,Men,University Student,Korean Red Cross 외,33720
2010,Men,Military Person,Korean Red Cross,340591
2010,Men,Military Person,Central Seoul,32667
2010,Men,Military Person,Western Seoul,7390
2010,Men,Military Person,Southern Seoul,35613
2010,Men,Military Person,Eastern Seoul,24908
2010,Men,Military Person,Busan,19160
2010,Men,Military Person,Daegu/Gyeongbook,25202
2010,Men,Military Person,Incheon,18574
2010,Men,Military Person,Ulsan,4265
2010,Men,Military Person,Gyeonggi,17223
2010,Men,Military Person,Gangwon,35638
2010,Men,Military Person,Chungbook,18848
2010,Men,Military Person,Daejeon/Sejong/Chungnaam,34829
2010,Men,Military Person,Jeonbook,23241
2010,Men,Military Person,Gwangju/Jeonnaam,16942
2010,Men,Military Person,Gyeongnaam,22598
2010,Men,Military Person,Jeju,3493
2010,Men,Military Person,Korean Red Cross 외,3284
2010,Men,Company Worker,Korean Red Cross,343749
2010,Men,Company Worker,Central Seoul,37641
2010,Men,Company Worker,Western Seoul,14888
2010,Men,Company Worker,Southern Seoul,40680
2010,Men,Company Worker,Eastern Seoul,26963
2010,Men,Company Worker,Busan,32764
2010,Men,Company Worker,Daegu/Gyeongbook,23756
2010,Men,Company Worker,Incheon,19791
2010,Men,Company Worker,Ulsan,15262
2010,Men,Company Worker,Gyeonggi,33468
2010,Men,Company Worker,Gangwon,5509
2010,Men,Company Worker,Chungbook,11053
2010,Men,Company Worker,Daejeon/Sejong/Chungnaam,24006
2010,Men,Company Worker,Jeonbook,12159
2010,Men,Company Worker,Gwangju/Jeonnaam,21379
2010,Men,Company Worker,Gyeongnaam,19414
2010,Men,Company Worker,Jeju,5016
2010,Men,Company Worker,Korean Red Cross 외,26351
2010,Men,Public Worker,Korean Red Cross,54767
2010,Men,Public Worker,Central Seoul,4719
2010,Men,Public Worker,Western Seoul,1355
2010,Men,Public Worker,Southern Seoul,2984
2010,Men,Public Worker,Eastern Seoul,4656
2010,Men,Public Worker,Busan,3779
2010,Men,Public Worker,Daegu/Gyeongbook,4525
2010,Men,Public Worker,Incheon,2344
2010,Men,Public Worker,Ulsan,1247
2010,Men,Public Worker,Gyeonggi,4263
2010,Men,Public Worker,Gangwon,2330
2010,Men,Public Worker,Chungbook,2169
2010,Men,Public Worker,Daejeon/Sejong/Chungnaam,5994
2010,Men,Public Worker,Jeonbook,3027
2010,Men,Public Worker,Gwangju/Jeonnaam,5561
2010,Men,Public Worker,Gyeongnaam,4231
2010,Men,Public Worker,Jeju,1583
2010,Men,Public Worker,Korean Red Cross 외,1500
2010,Men,Self-employed,Korean Red Cross,52197
2010,Men,Self-employed,Central Seoul,5254
2010,Men,Self-employed,Western Seoul,2368
2010,Men,Self-employed,Southern Seoul,5018
2010,Men,Self-employed,Eastern Seoul,6414
2010,Men,Self-employed,Busan,5883
2010,Men,Self-employed,Daegu/Gyeongbook,4090
2010,Men,Self-employed,Incheon,3093
2010,Men,Self-employed,Ulsan,1087
2010,Men,Self-employed,Gyeonggi,4601
2010,Men,Self-employed,Gangwon,1277
2010,Men,Self-employed,Chungbook,1731
2010,Men,Self-employed,Daejeon/Sejong/Chungnaam,2669
2010,Men,Self-employed,Jeonbook,2286
2010,Men,Self-employed,Gwangju/Jeonnaam,3705
2010,Men,Self-employed,Gyeongnaam,1754
2010,Men,Self-employed,Jeju,967
2010,Men,Self-employed,Korean Red Cross 외,2637
2010,Men,Religion-related work,Korean Red Cross,5182
2010,Men,Religion-related work,Central Seoul,668
