year,sex,career,source,count
2005,Men,Highschool Student,Korean Red Cross,278216
2005,Men,Highschool Student,Central Seoul,18858
2005,Men,Highschool Student,Western Seoul,15416
2005,Men,Highschool Student,Southern Seoul,16702
2005,Men,Highschool Student,Eastern Seoul,21904
2005,Men,Highschool Student,Busan,25956
2005,Men,Highschool Student,Daegu/Gyeongbook,26936
2005,Men,Highschool Student,Incheon,26110
2005,Men,Highschool Student,Ulsan,13769
2005,Men,Highschool Student,Gyeonggi,19546
2005,Men,Highschool Student,Gangwon,4552
2005,Men,Highschool Student,Chungbook,11135
2005,Men,Highschool Student,Daejeon/Sejong/Chungnaam,19062
2005,Men,Highschool Student,Jeonbook,18356
2005,Men,Highschool Student,Gwangju/Jeonnaam,25265
2005,Men,Highschool Student,Gyeongnaam,10639
2005,Men,Highschool Student,Jeju,4010
2005,Men,Highschool Student,Korean Red Cross 외,1836
2005,Men,University Student,Korean Red Cross,372246
2005,Men,University Student,Central Seoul,29348
2005,Men,University Student,Western Seoul,22921
2005,Men,University Student,Southern Seoul,24652
2005,Men,University Student,Eastern Seoul,24521
2005,Men,University Student,Busan,49601
2005,Men,University Student,Daegu/Gyeongbook,34220
2005,Men,University Student,Incheon,15402
2005,Men,University Student,Ulsan,13659
2005,Men,University Student,Gyeonggi,25782
2005,Men,University Student,Gangwon,6892
2005,Men,University Student,Chungbook,18955
2005,Men,University Student,Daejeon/Sejong/Chungnaam,23572
2005,Men,University Student,Jeonbook,27044
2005,Men,University Student,Gwangju/Jeonnaam,33118
2005,Men,University Student,Gyeongnaam,17327
2005,Men,University Student,Jeju,5232
2005,Men,University Student,Korean Red Cross 외,13150
2005,Men,Military Person,Korean Red Cross,587575
2005,Men,Military Person,Central Seoul,76148
2005,Men,Military Person,Western Seoul,32055
2005,Men,Military Person,Southern Seoul,56429
2005,Men,Military Person,Eastern Seoul,74159
2005,Men,Military Person,Busan,15910
2005,Men,Military Person,Daegu/Gyeongbook,41109
2005,Men,Military Person,Incheon,21956
2005,Men,Military Person,Ulsan,3770
2005,Men,Military Person,Gyeonggi,20339
2005,Men,Military Person,Gangwon,56606
2005,Men,Military Person,Chungbook,16369
2005,Men,Military Person,Daejeon/Sejong/Chungnaam,73460
2005,Men,Military Person,Jeonbook,27475
2005,Men,Military Person,Gwangju/Jeonnaam,29298
2005,Men,Military Person,Gyeongnaam,37631
2005,Men,Military Person,Jeju,4861
2005,Men,Military Person,Korean Red Cross 외,3792
2005,Men,Company Worker,Korean Red Cross,295551
2005,Men,Company Worker,Central Seoul,24161
2005,Men,Company Worker,Western Seoul,20723
2005,Men,Company Worker,Southern Seoul,31261
2005,Men,Company Worker,Eastern Seoul,17295
2005,Men,Company Worker,Busan,36752
2005,Men,Company Worker,Daegu/Gyeongbook,23853
2005,Men,Company Worker,Incheon,14456
2005,Men,Company Worker,Ulsan,21750
2005,Men,Company Worker,Gyeonggi,32904
2005,Men,Company Worker,Gangwon,2825
2005,Men,Company Worker,Chungbook,6078
2005,Men,Company Worker,Daejeon/Sejong/Chungnaam,13481
2005,Men,Company Worker,Jeonbook,9476
2005,Men,Company Worker,Gwangju/Jeonnaam,22311
2005,Men,Company Worker,Gyeongnaam,13582
2005,Men,Company Worker,Jeju,4643
2005,Men,Company Worker,Korean Red Cross 외,16105
2005,Men,Public Worker,Korean Red Cross,46740
2005,Men,Public Worker,Central Seoul,4175
2005,Men,Public Worker,Western Seoul,2037
2005,Men,Public Worker,Southern Seoul,2549
2005,Men,Public Worker,Eastern Seoul,3234
2005,Men,Public Worker,Busan,3882
2005,Men,Public Worker,Daegu/Gyeongbook,4264
2005,Men,Public Worker,Incheon,2524
2005,Men,Public Worker,Ulsan,1405
2005,Men,Public Worker,Gyeonggi,4017
2005,Men,Public Worker,Gangwon,1876
2005,Men,Public Worker,Chungbook,2578
2005,Men,Public Worker,Daejeon/Sejong/Chungnaam,2814
2005,Men,Public Worker,Jeonbook,2568
2005,Men,Public Worker,Gwangju/Jeonnaam,4823
2005,Men,Public Worker,Gyeongnaam,2487
2005,Men,Public Worker,Jeju,1507
2005,Men,Public Worker,Korean Red Cross 외,572
2005,Men,Self-employed,Korean Red Cross,59389
2005,Men,Self-employed,Central Seoul,4182
2005,Men,Self-employed,Western Seoul,4262
2005,Men,Self-employed,Southern Seoul,5219
2005,Men,Self-employed,Eastern Seoul,5456
2005,Men,Self-employed,Busan,8278
2005,Men,Self-employed,Daegu/Gyeongbook,6171
2005,Men,Self-employed,Incheon,2686
2005,Men,Self-employed,Ulsan,2069
2005,Men,Self-employed,Gyeonggi,5389
2005,Men,Self-employed,Gangwon,887
2005,Men,Self-employed,Chungbook,1265
2005,Men,Self-employed,Daejeon/Sejong/Chungnaam,2508
2005,Men,Self-employed,Jeonbook,2638
2005,Men,Self-employed,Gwangju/Jeonnaam,4819
2005,Men,Self-employed,Gyeongnaam,2287
2005,Men,Self-employed,Jeju,1273
2005,Men,Self-employed,Korean Red Cross 외,1439
2005,Men,Religion-related work,Korean Red Cross,5613
2005,Men,Religion-related work,Central Seoul,484
2005,Men,Religion-related work,Western Seoul,424
2005,Men,Religion-related work,Southern Seoul,756
2005,Men,Religion-related work,Eastern Seoul,500
2005,Men,Religion-related work,Busan,414
2005,Men,Religion-related work,Daegu/Gyeongbook,398
2005,Men,Religion-related work,Incheon,307
2005,Men,Religion-related work,Ulsan,88
2005,Men,Religion-related work,Gyeonggi,471
2005,Men,Religion-related work,Gangwon,117
2005,Men,Religion-related work,Chungbook,178
2005,Men,Religion-related work,Daejeon/Sejong/Chungnaam,331
2005,Men,Religion-related work,Jeonbook,324
2005,Men,Religion-related work,Gwangju/Jeonnaam,566
2005,Men,Religion-related work,Gyeongnaam,163
2005,Men,Religion-related work,Jeju,92
2005,Men,Religion-related work,Korean Red Cross 외,217
2005,Men,Stay-at-home,Korean Red Cross,1275
2005,Men,Stay-at-home,Central Seoul,85
2005,Men,Stay-at-home,Western Seoul,98
2005,Men,Stay-at-home,Southern Seoul,99
2005,Men,Stay-at-home,Eastern Seoul,61
2005,Men,Stay-at-home,Busan,260
2005,Men,Stay-at-home,Daegu/Gyeongbook,97
2005,Men,Stay-at-home,Incheon,63
2005,Men,Stay-at-home,Ulsan,45
2005,Men,Stay-at-home,Gyeonggi,92
2005,Men,Stay-at-home,Gangwon,9
2005,Men,Stay-at-home,Chungbook,35
2005,Men,Stay-at-home,Daejeon/Sejong/Chungnaam,60
2005,Men,Stay-at-home,Jeonbook,62
2005,Men,Stay-at-home,Gwangju/Jeonnaam,96
2005,Men,Stay-at-home,Gyeongnaam,61
2005,Men,Stay-at-home,Jeju,52
2005,Men,Stay-at-home,Korean Red Cross 외,34
2005,Men,Other,Korean Red Cross,142920
2005,Men,Other,Central Seoul,12383
2005,Men,Other,Western Seoul,15921
2005,Men,Other,Southern Seoul,12307
2005,Men,Other,Eastern Seoul,11554
2005,Men,Other,Busan,22081
2005,Men,Other,Daegu/Gyeongbook,9655
2005,Men,Other,Incheon,7011
2005,Men,Other,Ulsan,5273
2005,Men,Other,Gyeonggi,8876
2005,Men,Other,Gangwon,1744
2005,Men,Other,Chungbook,4159
2005,Men,Other,Daejeon/Sejong/Chungnaam,5342
2005,Men,Other,Jeonbook,7514
2005,Men,Other,Gwangju/Jeonnaam,11754
2005,Men,Other,Gyeongnaam,4048
2005,Men,Other,Jeju,3298
2005,Men,Other,Korean Red Cross 외,4943
2005,Women,Highschool Student,Korean Red Cross,144244
2005,Women,Highschool Student,Central Seoul,10873
2005,Women,Highschool Student,Western Seoul,6767
2005,Women,Highschool Student,Southern Seoul,8652
2005,Women,Highschool Student,Eastern Seoul,13836
2005,Women,Highschool Student,Busan,14430
2005,Women,Highschool Student,Daegu/Gyeongbook,13833
2005,Women,Highschool Student,Incheon,17718
2005,Women,Highschool Student,Ulsan,6721
2005,Women,Highschool Student,Gyeonggi,5471
2005,Women,Highschool Student,Gangwon,1797
2005,Women,Highschool Student,Chungbook,5691
2005,Women,Highschool Student,Daejeon/Sejong/Chungnaam,6335
2005,Women,Highschool Student,Jeonbook,9736
2005,Women,Highschool Student,Gwangju/Jeonnaam,16306
2005,Women,Highschool Student,Gyeongnaam,3853
2005,Women,Highschool Student,Jeju,2225
2005,Women,Highschool Student,Korean Red Cross 외,488
2005,Women,University Student,Korean Red Cross,156326
2005,Women,University Student,Central Seoul,14320
2005,Women,University Student,Western Seoul,4979
2005,Women,University Student,Southern Seoul,8308
2005,Women,University Student,Eastern Seoul,10087
2005,Women,University Student,Busan,20498
2005,Women,University Student,Daegu/Gyeongbook,20772
2005,Women,University Student,Incheon,9927
2005,Women,University Student,Ulsan,5583
2005,Women,University Student,Gyeonggi,7361
2005,Women,University Student,Gangwon,3639
2005,Women,University Student,Chungbook,7126
2005,Women,University Student,Daejeon/Sejong/Chungnaam,9214
2005,Women,University Student,Jeonbook,11256
2005,Women,University Student,Gwangju/Jeonnaam,15494
2005,Women,University Student,Gyeongnaam,5330
2005,Women,University Student,Jeju,2432
2005,Women,University Student,Korean Red Cross 외,3106
2005,Women,Military Person,Korean Red Cross,1224
2005,Women,Military Person,Central Seoul,201
2005,Women,Military Person,Western Seoul,39
2005,Women,Military Person,Southern Seoul,165
2005,Women,Military Person,Eastern Seoul,143
2005,Women,Military Person,Busan,36
2005,Women,Military Person,Daegu/Gyeongbook,94
2005,Women,Military Person,Incheon,118
2005,Women,Military Person,Ulsan,1
2005,Women,Military Person,Gyeonggi,51
2005,Women,Military Person,Gangwon,50
2005,Women,Military Person,Chungbook,39
2005,Women,Military Person,Daejeon/Sejong/Chungnaam,113
2005,Women,Military Person,Jeonbook,28
2005,Women,Military Person,Gwangju/Jeonnaam,73
2005,Women,Military Person,Gyeongnaam,67
2005,Women,Military Person,Jeju,6
2005,Women,Military Person,Korean Red Cross 외,16
2005,Women,Company Worker,Korean Red Cross,55049
2005,Women,Company Worker,Central Seoul,7467
2005,Women,Company Worker,Western Seoul,3349
2005,Women,Company Worker,Southern Seoul,6890
2005,Women,Company Worker,Eastern Seoul,4725
2005,Women,Company Worker,Busan,5966
2005,Women,Company Worker,Daegu/Gyeongbook,5315
2005,Women,Company Worker,Incheon,4628
2005,Women,Company Worker,Ulsan,1855
2005,Women,Company Worker,Gyeonggi,3784
2005,Women,Company Worker,Gangwon,633
2005,Women,Company Worker,Chungbook,1321
2005,Women,Company Worker,Daejeon/Sejong/Chungnaam,2266
2005,Women,Company Worker,Jeonbook,1255
2005,Women,Company Worker,Gwangju/Jeonnaam,3545
2005,Women,Company Worker,Gyeongnaam,1243
2005,Women,Company Worker,Jeju,807
2005,Women,Company Worker,Korean Red Cross 외,2428
2005,Women,Public Worker,Korean Red Cross,6190
2005,Women,Public Worker,Central Seoul,661
2005,Women,Public Worker,Western Seoul,262
2005,Women,Public Worker,Southern Seoul,392
2005,Women,Public Worker,Eastern Seoul,503
2005,Women,Public Worker,Busan,509
2005,Women,Public Worker,Daegu/Gyeongbook,633
2005,Women,Public Worker,Incheon,458
2005,Women,Public Worker,Ulsan,200
2005,Women,Public Worker,Gyeonggi,324
2005,Women,Public Worker,Gangwon,183
2005,Women,Public Worker,Chungbook,280
2005,Women,Public Worker,Daejeon/Sejong/Chungnaam,183
2005,Women,Public Worker,Jeonbook,265
2005,Women,Public Worker,Gwangju/Jeonnaam,847
2005,Women,Public Worker,Gyeongnaam,274
2005,Women,Public Worker,Jeju,216
2005,Women,Public Worker,Korean Red Cross 외,89
2005,Women,Self-employed,Korean Red Cross,3535
2005,Women,Self-employed,Central Seoul,353
2005,Women,Self-employed,Western Seoul,150
2005,Women,Self-employed,Southern Seoul,379
2005,Women,Self-employed,Eastern Seoul,416
2005,Women,Self-employed,Busan,355
2005,Women,Self-employed,Daegu/Gyeongbook,402
2005,Women,Self-employed,Incheon,274
2005,Women,Self-employed,Ulsan,89
2005,Women,Self-employed,Gyeonggi,175
2005,Women,Self-employed,Gangwon,96
2005,Women,Self-employed,Chungbook,79
2005,Women,Self-employed,Daejeon/Sejong/Chungnaam,172
2005,Women,Self-employed,Jeonbook,109
2005,Women,Self-employed,Gwangju/Jeonnaam,300
2005,Women,Self-employed,Gyeongnaam,110
2005,Women,Self-employed,Jeju,76
2005,Women,Self-employed,Korean Red Cross 외,140
2005,Women,Religion-related work,Korean Red Cross,754
2005,Women,Religion-related work,Central Seoul,84
2005,Women,Religion-related work,Western Seoul,47
2005,Women,Religion-related work,Southern Seoul,68
2005,Women,Religion-related work,Eastern Seoul,90
2005,Women,Religion-related work,Busan,84
2005,Women,Religion-related work,Daegu/Gyeongbook,73
2005,Women,Religion-related work,Incheon,41
2005,Women,Religion-related work,Ulsan,31
2005,Women,Religion-related work,Gyeonggi,28
2005,Women,Religion-related work,Gangwon,8
2005,Women,Religion-related work,Chungbook,14
2005,Women,Religion-related work,Daejeon/Sejong/Chungnaam,32
2005,Women,Religion-related work,Jeonbook,39
2005,Women,Religion-related work,Gwangju/Jeonnaam,102
2005,Women,Religion-related work,Gyeongnaam,6
2005,Women,Religion-related work,Jeju,7
2005,Women,Religion-related work,Korean Red Cross 외,45
2005,Women,Stay-at-home,Korean Red Cross,18443
2005,Women,Stay-at-home,Central Seoul,1174
2005,Women,Stay-at-home,Western Seoul,885
2005,Women,Stay-at-home,Southern Seoul,1585
2005,Women,Stay-at-home,Eastern Seoul,2570
2005,Women,Stay-at-home,Busan,1810
2005,Women,Stay-at-home,Daegu/Gyeongbook,2005
2005,Women,Stay-at-home,Incheon,1738
2005,Women,Stay-at-home,Ulsan,855
2005,Women,Stay-at-home,Gyeonggi,1251
2005,Women,Stay-at-home,Gangwon,447
2005,Women,Stay-at-home,Chungbook,452
2005,Women,Stay-at-home,Daejeon/Sejong/Chungnaam,641
2005,Women,Stay-at-home,Jeonbook,675
2005,Women,Stay-at-home,Gwangju/Jeonnaam,1598
2005,Women,Stay-at-home,Gyeongnaam,523
2005,Women,Stay-at-home,Jeju,234
2005,Women,Stay-at-home,Korean Red Cross 외,777
2005,Women,Other,Korean Red Cross,48346
2005,Women,Other,Central Seoul,5649
2005,Women,Other,Western Seoul,3244
2005,Women,Other,Southern Seoul,4452
2005,Women,Other,Eastern Seoul,4485
2005,Women,Other,Busan,6402
2005,Women,Other,Daegu/Gyeongbook,4322
2005,Women,Other,Incheon,3857
2005,Women,Other,Ulsan,1587
2005,Women,Other,Gyeonggi,2501
2005,Women,Other,Gangwon,761
2005,Women,Other,Chungbook,1597
2005,Women,Other,Daejeon/Sejong/Chungnaam,1726
2005,Women,Other,Jeonbook,2093
2005,Women,Other,Gwangju/Jeonnaam,4035
2005,Women,Other,Gyeongnaam,932
2005,Women,Other,Jeju,703
2005,Women,Other,Korean Red Cross 외,1523
2006,Men,Highschool Student,Korean Red Cross,316152
2006,Men,Highschool Student,Central Seoul,18866
2006,Men,Highschool Student,Western Seoul,20040
2006,Men,Highschool Student,Southern Seoul,16807
2006,Men,Highschool Student,Eastern Seoul,27833
2006,Men,Highschool Student,Busan,30816
2006,Men,Highschool Student,Daegu/Gyeongbook,28115
2006,Men,Highschool Student,Incheon,23708
2006,Men,Highschool Student,Ulsan,12967
2006,Men,Highschool Student,Gyeonggi,27581
2006,Men,Highschool Student,Gangwon,4034
2006,Men,Highschool Student,Chungbook,12068
2006,Men,Highschool Student,Daejeon/Sejong/Chungnaam,24001
2006,Men,Highschool Student,Jeonbook,19822
2006,Men,Highschool Student,Gwangju/Jeonnaam,31571
2006,Men,Highschool Student,Gyeongnaam,13403
2006,Men,Highschool Student,Jeju,4520
2006,Men,Highschool Student,Korean Red Cross 외,1780
2006,Men,University Student,Korean Red Cross,422575
2006,Men,University Student,Central Seoul,34175
2006,Men,University Student,Western Seoul,24737
2006,Men,University Student,Southern Seoul,33330
2006,Men,University Student,Eastern Seoul,30194
2006,Men,University Student,Busan,54284
2006,Men,University Student,Daegu/Gyeongbook,39130
2006,Men,University Student,Incheon,14023
2006,Men,University Student,Ulsan,18068
2006,Men,University Student,Gyeonggi,21215
2006,Men,University Student,Gangwon,7713
2006,Men,University Student,Chungbook,19727
2006,Men,University Student,Daejeon/Sejong/Chungnaam,28933
2006,Men,University Student,Jeonbook,27183
2006,Men,University Student,Gwangju/Jeonnaam,45580
2006,Men,University Student,Gyeongnaam,19653
2006,Men,University Student,Jeju,4630
2006,Men,University Student,Korean Red Cross 외,15132
2006,Men,Military Person,Korean Red Cross,459355
2006,Men,Military Person,Central Seoul,69824
2006,Men,Military Person,Western Seoul,22924
2006,Men,Military Person,Southern Seoul,40518
2006,Men,Military Person,Eastern Seoul,49484
2006,Men,Military Person,Busan,14272
2006,Men,Military Person,Daegu/Gyeongbook,33621
2006,Men,Military Person,Incheon,21332
2006,Men,Military Person,Ulsan,3833
2006,Men,Military Person,Gyeonggi,19382
2006,Men,Military Person,Gangwon,48757
2006,Men,Military Person,Chungbook,15147
2006,Men,Military Person,Daejeon/Sejong/Chungnaam,37366
2006,Men,Military Person,Jeonbook,21195
2006,Men,Military Person,Gwangju/Jeonnaam,26140
2006,Men,Military Person,Gyeongnaam,30835
2006,Men,Military Person,Jeju,4725
2006,Men,Military Person,Korean Red Cross 외,2251
2006,Men,Company Worker,Korean Red Cross,298862
2006,Men,Company Worker,Central Seoul,28319
2006,Men,Company Worker,Western Seoul,21992
2006,Men,Company Worker,Southern Seoul,36289
2006,Men,Company Worker,Eastern Seoul,20026
2006,Men,Company Worker,Busan,32273
2006,Men,Company Worker,Daegu/Gyeongbook,21893
2006,Men,Company Worker,Incheon,14834
2006,Men,Company Worker,Ulsan,21285
2006,Men,Company Worker,Gyeonggi,30106
2006,Men,Company Worker,Gangwon,2506
2006,Men,Company Worker,Chungbook,6767
2006,Men,Company Worker,Daejeon/Sejong/Chungnaam,14921
2006,Men,Company Worker,Jeonbook,8754
2006,Men,Company Worker,Gwangju/Jeonnaam,19871
2006,Men,Company Worker,Gyeongnaam,14929
2006,Men,Company Worker,Jeju,4097
2006,Men,Company Worker,Korean Red Cross 외,18159
2006,Men,Public Worker,Korean Red Cross,45951
2006,Men,Public Worker,Central Seoul,3947
2006,Men,Public Worker,Western Seoul,2008
2006,Men,Public Worker,Southern Seoul,2568
2006,Men,Public Worker,Eastern Seoul,3062
2006,Men,Public Worker,Busan,3716
2006,Men,Public Worker,Daegu/Gyeongbook,3707
2006,Men,Public Worker,Incheon,2521
2006,Men,Public Worker,Ulsan,1212
2006,Men,Public Worker,Gyeonggi,3805
2006,Men,Public Worker,Gangwon,1637
2006,Men,Public Worker,Chungbook,2384
2006,Men,Public Worker,Daejeon/Sejong/Chungnaam,3178
2006,Men,Public Worker,Jeonbook,3034
2006,Men,Public Worker,Gwangju/Jeonnaam,4755
2006,Men,Public Worker,Gyeongnaam,2935
2006,Men,Public Worker,Jeju,1482
2006,Men,Public Worker,Korean Red Cross 외,518
2006,Men,Self-employed,Korean Red Cross,53877
2006,Men,Self-employed,Central Seoul,4653
2006,Men,Self-employed,Western Seoul,4477
2006,Men,Self-employed,Southern Seoul,5927
2006,Men,Self-employed,Eastern Seoul,6428
2006,Men,Self-employed,Busan,6008
2006,Men,Self-employed,Daegu/Gyeongbook,4420
2006,Men,Self-employed,Incheon,2916
2006,Men,Self-employed,Ulsan,1636
2006,Men,Self-employed,Gyeonggi,4478
2006,Men,Self-employed,Gangwon,979
2006,Men,Self-employed,Chungbook,1382
2006,Men,Self-employed,Daejeon/Sejong/Chungnaam,2093
2006,Men,Self-employed,Jeonbook,1955
2006,Men,Self-employed,Gwangju/Jeonnaam,3643
2006,Men,Self-employed,Gyeongnaam,1873
2006,Men,Self-employed,Jeju,1009
2006,Men,Self-employed,Korean Red Cross 외,1354
2006,Men,Religion-related work,Korean Red Cross,5701
2006,Men,Religion-related work,Central Seoul,583
2006,Men,Religion-related work,Western Seoul,431
2006,Men,Religion-related work,Southern Seoul,702
2006,Men,Religion-related work,Eastern Seoul,629
2006,Men,Religion-related work,Busan,360
2006,Men,Religion-related work,Daegu/Gyeongbook,366
2006,Men,Religion-related work,Incheon,347
2006,Men,Religion-related work,Ulsan,93
2006,Men,Religion-related work,Gyeonggi,479
2006,Men,Religion-related work,Gangwon,92
2006,Men,Religion-related work,Chungbook,173
2006,Men,Religion-related work,Daejeon/Sejong/Chungnaam,362
2006,Men,Religion-related work,Jeonbook,256
2006,Men,Religion-related work,Gwangju/Jeonnaam,580
2006,Men,Religion-related work,Gyeongnaam,137
2006,Men,Religion-related work,Jeju,111
2006,Men,Religion-related work,Korean Red Cross 외,188
2006,Men,Stay-at-home,Korean Red Cross,1136
2006,Men,Stay-at-home,Central Seoul,121
2006,Men,Stay-at-home,Western Seoul,88
2006,Men,Stay-at-home,Southern Seoul,76
2006,Men,Stay-at-home,Eastern Seoul,80
2006,Men,Stay-at-home,Busan,227
2006,Men,Stay-at-home,Daegu/Gyeongbook,98
2006,Men,Stay-at-home,Incheon,42
2006,Men,Stay-at-home,Ulsan,42
2006,Men,Stay-at-home,Gyeonggi,62
2006,Men,Stay-at-home,Gangwon,8
2006,Men,Stay-at-home,Chungbook,26
2006,Men,Stay-at-home,Daejeon/Sejong/Chungnaam,48
2006,Men,Stay-at-home,Jeonbook,47
2006,Men,Stay-at-home,Gwangju/Jeonnaam,83
2006,Men,Stay-at-home,Gyeongnaam,45
2006,Men,Stay-at-home,Jeju,43
2006,Men,Stay-at-home,Korean Red Cross 외,29
2006,Men,Other,Korean Red Cross,144666
2006,Men,Other,Central Seoul,14018
2006,Men,Other,Western Seoul,17396
2006,Men,Other,Southern Seoul,15258
2006,Men,Other,Eastern Seoul,13106
2006,Men,Other,Busan,18330
2006,Men,Other,Daegu/Gyeongbook,8469
2006,Men,Other,Incheon,7110
2006,Men,Other,Ulsan,5767
2006,Men,Other,Gyeonggi,7800
2006,Men,Other,Gangwon,1960
2006,Men,Other,Chungbook,4108
2006,Men,Other,Daejeon/Sejong/Chungnaam,5760
2006,Men,Other,Jeonbook,6553
2006,Men,Other,Gwangju/Jeonnaam,12136
2006,Men,Other,Gyeongnaam,3757
2006,Men,Other,Jeju,3138
2006,Men,Other,Korean Red Cross 외,4352
2006,Women,Highschool Student,Korean Red Cross,172985
2006,Women,Highschool Student,Central Seoul,11792
2006,Women,Highschool Student,Western Seoul,8978
2006,Women,Highschool Student,Southern Seoul,8661
2006,Women,Highschool Student,Eastern Seoul,19926
2006,Women,Highschool Student,Busan,16306
2006,Women,Highschool Student,Daegu/Gyeongbook,15164
2006,Women,Highschool Student,Incheon,16666
2006,Women,Highschool Student,Ulsan,6548
2006,Women,Highschool Student,Gyeonggi,9255
2006,Women,Highschool Student,Gangwon,2151
2006,Women,Highschool Student,Chungbook,6214
2006,Women,Highschool Student,Daejeon/Sejong/Chungnaam,10607
2006,Women,Highschool Student,Jeonbook,11966
2006,Women,Highschool Student,Gwangju/Jeonnaam,21301
2006,Women,Highschool Student,Gyeongnaam,5225
2006,Women,Highschool Student,Jeju,2225
2006,Women,Highschool Student,Korean Red Cross 외,539
2006,Women,University Student,Korean Red Cross,180701
2006,Women,University Student,Central Seoul,17755
2006,Women,University Student,Western Seoul,5632
2006,Women,University Student,Southern Seoul,12000
2006,Women,University Student,Eastern Seoul,13937
2006,Women,University Student,Busan,20191
2006,Women,University Student,Daegu/Gyeongbook,22163
2006,Women,University Student,Incheon,7735
2006,Women,University Student,Ulsan,5803
2006,Women,University Student,Gyeonggi,8042
2006,Women,University Student,Gangwon,4277
2006,Women,University Student,Chungbook,7188
2006,Women,University Student,Daejeon/Sejong/Chungnaam,13518
2006,Women,University Student,Jeonbook,13171
2006,Women,University Student,Gwangju/Jeonnaam,21215
2006,Women,University Student,Gyeongnaam,6293
2006,Women,University Student,Jeju,1781
2006,Women,University Student,Korean Red Cross 외,2918
2006,Women,Military Person,Korean Red Cross,1309
2006,Women,Military Person,Central Seoul,196
2006,Women,Military Person,Western Seoul,52
2006,Women,Military Person,Southern Seoul,175
2006,Women,Military Person,Eastern Seoul,209
2006,Women,Military Person,Busan,24
2006,Women,Military Person,Daegu/Gyeongbook,101
2006,Women,Military Person,Incheon,47
2006,Women,Military Person,Ulsan,5
2006,Women,Military Person,Gyeonggi,46
2006,Women,Military Person,Gangwon,67
2006,Women,Military Person,Chungbook,48
2006,Women,Military Person,Daejeon/Sejong/Chungnaam,158
2006,Women,Military Person,Jeonbook,36
2006,Women,Military Person,Gwangju/Jeonnaam,75
2006,Women,Military Person,Gyeongnaam,69
2006,Women,Military Person,Jeju,1
2006,Women,Military Person,Korean Red Cross 외,10
2006,Women,Company Worker,Korean Red Cross,61725
2006,Women,Company Worker,Central Seoul,8879
2006,Women,Company Worker,Western Seoul,4157
2006,Women,Company Worker,Southern Seoul,8757
2006,Women,Company Worker,Eastern Seoul,5567
2006,Women,Company Worker,Busan,6369
2006,Women,Company Worker,Daegu/Gyeongbook,5193
2006,Women,Company Worker,Incheon,3935
2006,Women,Company Worker,Ulsan,2008
2006,Women,Company Worker,Gyeonggi,4253
2006,Women,Company Worker,Gangwon,645
2006,Women,Company Worker,Chungbook,1377
2006,Women,Company Worker,Daejeon/Sejong/Chungnaam,2594
2006,Women,Company Worker,Jeonbook,1329
2006,Women,Company Worker,Gwangju/Jeonnaam,4376
2006,Women,Company Worker,Gyeongnaam,1487
2006,Women,Company Worker,Jeju,799
2006,Women,Company Worker,Korean Red Cross 외,2189
2006,Women,Public Worker,Korean Red Cross,6642
2006,Women,Public Worker,Central Seoul,623
2006,Women,Public Worker,Western Seoul,234
2006,Women,Public Worker,Southern Seoul,452
2006,Women,Public Worker,Eastern Seoul,546
2006,Women,Public Worker,Busan,535
2006,Women,Public Worker,Daegu/Gyeongbook,594
2006,Women,Public Worker,Incheon,371
2006,Women,Public Worker,Ulsan,217
2006,Women,Public Worker,Gyeonggi,406
2006,Women,Public Worker,Gangwon,183
2006,Women,Public Worker,Chungbook,229
2006,Women,Public Worker,Daejeon/Sejong/Chungnaam,328
2006,Women,Public Worker,Jeonbook,373
2006,Women,Public Worker,Gwangju/Jeonnaam,992
2006,Women,Public Worker,Gyeongnaam,292
2006,Women,Public Worker,Jeju,267
2006,Women,Public Worker,Korean Red Cross 외,58
2006,Women,Self-employed,Korean Red Cross,4164
2006,Women,Self-employed,Central Seoul,411
2006,Women,Self-employed,Western Seoul,209
2006,Women,Self-employed,Southern Seoul,511
2006,Women,Self-employed,Eastern Seoul,601
2006,Women,Self-employed,Busan,428
2006,Women,Self-employed,Daegu/Gyeongbook,343
2006,Women,Self-employed,Incheon,271
2006,Women,Self-employed,Ulsan,83
2006,Women,Self-employed,Gyeonggi,274
2006,Women,Self-employed,Gangwon,116
2006,Women,Self-employed,Chungbook,93
2006,Women,Self-employed,Daejeon/Sejong/Chungnaam,136
2006,Women,Self-employed,Jeonbook,159
2006,Women,Self-employed,Gwangju/Jeonnaam,342
2006,Women,Self-employed,Gyeongnaam,119
2006,Women,Self-employed,Jeju,68
2006,Women,Self-employed,Korean Red Cross 외,98
2006,Women,Religion-related work,Korean Red Cross,757
2006,Women,Religion-related work,Central Seoul,89
2006,Women,Religion-related work,Western Seoul,33
2006,Women,Religion-related work,Southern Seoul,70
2006,Women,Religion-related work,Eastern Seoul,91
2006,Women,Religion-related work,Busan,63
2006,Women,Religion-related work,Daegu/Gyeongbook,48
2006,Women,Religion-related work,Incheon,41
2006,Women,Religion-related work,Ulsan,13
2006,Women,Religion-related work,Gyeonggi,31
2006,Women,Religion-related work,Gangwon,12
2006,Women,Religion-related work,Chungbook,22
2006,Women,Religion-related work,Daejeon/Sejong/Chungnaam,48
2006,Women,Religion-related work,Jeonbook,60
2006,Women,Religion-related work,Gwangju/Jeonnaam,109
2006,Women,Religion-related work,Gyeongnaam,9
2006,Women,Religion-related work,Jeju,18
