year,sex,location,source,count
2009,Men,Blood donation house,Korean Red Cross,928483
2009,Men,Blood donation house,Central Seoul,89528
2009,Men,Blood donation house,Western Seoul,92432
2009,Men,Blood donation house,Southern Seoul,90610
2009,Men,Blood donation house,Eastern Seoul,81656
2009,Men,Blood donation house,Busan,93855
2009,Men,Blood donation house,Daegu/Gyeongbook,75476
2009,Men,Blood donation house,Incheon,47279
2009,Men,Blood donation house,Ulsan,24625
2009,Men,Blood donation house,Gyeonggi,65903
2009,Men,Blood donation house,Gangwon,17385
2009,Men,Blood donation house,Chungbook,36149
2009,Men,Blood donation house,Daejeon/Sejong/Chungnaam,59207
2009,Men,Blood donation house,Jeonbook,37440
2009,Men,Blood donation house,Gwangju/Jeonnaam,74638
2009,Men,Blood donation house,Gyeongnaam,30542
2009,Men,Blood donation house,Jeju,11758
2009,Men,Blood donation house,Outside of Korean Red Cross,38506
2009,Men,Blood donation bus,Korean Red Cross,57872
2009,Men,Blood donation bus,Central Seoul,1307
2009,Men,Blood donation bus,Western Seoul,16053
2009,Men,Blood donation bus,Southern Seoul,6139
2009,Men,Blood donation bus,Eastern Seoul,5011
2009,Men,Blood donation bus,Busan,3248
2009,Men,Blood donation bus,Daegu/Gyeongbook,4745
2009,Men,Blood donation bus,Incheon,4405
2009,Men,Blood donation bus,Ulsan,2852
2009,Men,Blood donation bus,Gyeonggi,1197
2009,Men,Blood donation bus,Gangwon,120
2009,Men,Blood donation bus,Chungbook,144
2009,Men,Blood donation bus,Daejeon/Sejong/Chungnaam,59
2009,Men,Blood donation bus,Jeonbook,5179
2009,Men,Blood donation bus,Gwangju/Jeonnaam,741
2009,Men,Blood donation bus,Gyeongnaam,6557
2009,Men,Blood donation bus,Jeju,115
2009,Men,Blood donation bus,Outside of Korean Red Cross,5609
2009,Women,Group Donation,Korean Red Cross,136394
2009,Women,Group Donation,Central Seoul,7447
2009,Women,Group Donation,Western Seoul,7060
2009,Women,Group Donation,Southern Seoul,6933
2009,Women,Group Donation,Eastern Seoul,13503
2009,Women,Group Donation,Busan,7253
2009,Women,Group Donation,Daegu/Gyeongbook,14997
2009,Women,Group Donation,Incheon,7674
2009,Women,Group Donation,Ulsan,4224
2009,Women,Group Donation,Gyeonggi,9597
2009,Women,Group Donation,Gangwon,5055
2009,Women,Group Donation,Chungbook,6521
2009,Women,Group Donation,Daejeon/Sejong/Chungnaam,12114
2009,Women,Group Donation,Jeonbook,8189
2009,Women,Group Donation,Gwangju/Jeonnaam,16602
2009,Women,Group Donation,Gyeongnaam,6064
2009,Women,Group Donation,Jeju,3161
2009,Women,Group Donation,Outside of Korean Red Cross,4305
2009,Women,Highschool,Korean Red Cross,76280
2009,Women,Highschool,Central Seoul,2777
2009,Women,Highschool,Western Seoul,3121
2009,Women,Highschool,Southern Seoul,2111
2009,Women,Highschool,Eastern Seoul,8457
2009,Women,Highschool,Busan,3300
2009,Women,Highschool,Daegu/Gyeongbook,8534
2009,Women,Highschool,Incheon,5359
2009,Women,Highschool,Ulsan,2558
2009,Women,Highschool,Gyeonggi,5860
2009,Women,Highschool,Gangwon,2597
2009,Women,Highschool,Chungbook,4062
2009,Women,Highschool,Daejeon/Sejong/Chungnaam,5597
2009,Women,Highschool,Jeonbook,5874
2009,Women,Highschool,Gwangju/Jeonnaam,10476
2009,Women,Highschool,Gyeongnaam,3973
2009,Women,Highschool,Jeju,1624
2009,Women,Highschool,Outside of Korean Red Cross,2063
2009,Women,University,Korean Red Cross,25959
2009,Women,University,Central Seoul,1909
2009,Women,University,Western Seoul,363
2009,Women,University,Southern Seoul,1231
2009,Women,University,Eastern Seoul,2621
2009,Women,University,Busan,1856
2009,Women,University,Daegu/Gyeongbook,3152
2009,Women,University,Incheon,747
2009,Women,University,Ulsan,856
2009,Women,University,Gyeonggi,1254
2009,Women,University,Gangwon,1046
2009,Women,University,Chungbook,1519
2009,Women,University,Daejeon/Sejong/Chungnaam,3972
2009,Women,University,Jeonbook,1201
2009,Women,University,Gwangju/Jeonnaam,2916
2009,Women,University,Gyeongnaam,733
2009,Women,University,Jeju,583
2009,Women,University,Outside of Korean Red Cross,0
2009,Women,Military Base,Korean Red Cross,1161
2009,Women,Military Base,Central Seoul,88
2009,Women,Military Base,Western Seoul,47
2009,Women,Military Base,Southern Seoul,141
2009,Women,Military Base,Eastern Seoul,58
2009,Women,Military Base,Busan,32
2009,Women,Military Base,Daegu/Gyeongbook,101
2009,Women,Military Base,Incheon,54
2009,Women,Military Base,Ulsan,12
2009,Women,Military Base,Gyeonggi,59
2009,Women,Military Base,Gangwon,136
2009,Women,Military Base,Chungbook,25
2009,Women,Military Base,Daejeon/Sejong/Chungnaam,200
2009,Women,Military Base,Jeonbook,73
2009,Women,Military Base,Gwangju/Jeonnaam,63
2009,Women,Military Base,Gyeongnaam,70
2009,Women,Military Base,Jeju,2
2009,Women,Military Base,Outside of Korean Red Cross,0
2009,Women,Religion,Korean Red Cross,2741
2009,Women,Religion,Central Seoul,88
2009,Women,Religion,Western Seoul,176
2009,Women,Religion,Southern Seoul,525
2009,Women,Religion,Eastern Seoul,362
2009,Women,Religion,Busan,199
2009,Women,Religion,Daegu/Gyeongbook,130
2009,Women,Religion,Incheon,130
2009,Women,Religion,Ulsan,101
2009,Women,Religion,Gyeonggi,43
2009,Women,Religion,Gangwon,67
2009,Women,Religion,Chungbook,147
2009,Women,Religion,Daejeon/Sejong/Chungnaam,28
2009,Women,Religion,Jeonbook,168
2009,Women,Religion,Gwangju/Jeonnaam,487
2009,Women,Religion,Gyeongnaam,0
2009,Women,Religion,Jeju,90
2009,Women,Religion,Outside of Korean Red Cross,481
2009,Women,Community,Korean Red Cross,30253
2009,Women,Community,Central Seoul,2585
2009,Women,Community,Western Seoul,3353
2009,Women,Community,Southern Seoul,2925
2009,Women,Community,Eastern Seoul,2005
2009,Women,Community,Busan,1866
2009,Women,Community,Daegu/Gyeongbook,3080
2009,Women,Community,Incheon,1384
2009,Women,Community,Ulsan,697
2009,Women,Community,Gyeonggi,2381
2009,Women,Community,Gangwon,1209
2009,Women,Community,Chungbook,768
2009,Women,Community,Daejeon/Sejong/Chungnaam,2317
2009,Women,Community,Jeonbook,873
2009,Women,Community,Gwangju/Jeonnaam,2660
2009,Women,Community,Gyeongnaam,1288
2009,Women,Community,Jeju,862
2009,Women,Community,Outside of Korean Red Cross,1761
2009,Women,Personal Participation,Korean Red Cross,526391
2009,Women,Personal Participation,Central Seoul,53152
2009,Women,Personal Participation,Western Seoul,43469
2009,Women,Personal Participation,Southern Seoul,46834
2009,Women,Personal Participation,Eastern Seoul,58006
2009,Women,Personal Participation,Busan,49361
2009,Women,Personal Participation,Daegu/Gyeongbook,48854
2009,Women,Personal Participation,Incheon,33210
2009,Women,Personal Participation,Ulsan,12347
2009,Women,Personal Participation,Gyeonggi,32832
2009,Women,Personal Participation,Gangwon,10398
2009,Women,Personal Participation,Chungbook,14125
2009,Women,Personal Participation,Daejeon/Sejong/Chungnaam,31017
2009,Women,Personal Participation,Jeonbook,21491
2009,Women,Personal Participation,Gwangju/Jeonnaam,47612
2009,Women,Personal Participation,Gyeongnaam,14944
2009,Women,Personal Participation,Jeju,8739
2009,Women,Personal Participation,Outside of Korean Red Cross,23347
2009,Women,In Hospital,Korean Red Cross,5488
2009,Women,In Hospital,Central Seoul,662
2009,Women,In Hospital,Western Seoul,391
2009,Women,In Hospital,Southern Seoul,153
2009,Women,In Hospital,Eastern Seoul,1226
2009,Women,In Hospital,Busan,70
2009,Women,In Hospital,Daegu/Gyeongbook,194
2009,Women,In Hospital,Incheon,1335
2009,Women,In Hospital,Ulsan,62
2009,Women,In Hospital,Gyeonggi,724
2009,Women,In Hospital,Gangwon,138
2009,Women,In Hospital,Chungbook,26
2009,Women,In Hospital,Daejeon/Sejong/Chungnaam,266
2009,Women,In Hospital,Jeonbook,74
2009,Women,In Hospital,Gwangju/Jeonnaam,44
2009,Women,In Hospital,Gyeongnaam,98
2009,Women,In Hospital,Jeju,25
2009,Women,In Hospital,Outside of Korean Red Cross,3084
2009,Women,Blood donation house,Korean Red Cross,499165
2009,Women,Blood donation house,Central Seoul,52071
2009,Women,Blood donation house,Western Seoul,37559
2009,Women,Blood donation house,Southern Seoul,43669
2009,Women,Blood donation house,Eastern Seoul,54316
2009,Women,Blood donation house,Busan,48420
2009,Women,Blood donation house,Daegu/Gyeongbook,46505
2009,Women,Blood donation house,Incheon,29728
2009,Women,Blood donation house,Ulsan,11570
2009,Women,Blood donation house,Gyeonggi,31519
2009,Women,Blood donation house,Gangwon,10163
2009,Women,Blood donation house,Chungbook,14049
2009,Women,Blood donation house,Daejeon/Sejong/Chungnaam,30728
2009,Women,Blood donation house,Jeonbook,19753
2009,Women,Blood donation house,Gwangju/Jeonnaam,47429
2009,Women,Blood donation house,Gyeongnaam,13041
2009,Women,Blood donation house,Jeju,8645
2009,Women,Blood donation house,Outside of Korean Red Cross,18739
2009,Women,Blood donation bus,Korean Red Cross,21738
2009,Women,Blood donation bus,Central Seoul,419
2009,Women,Blood donation bus,Western Seoul,5519
2009,Women,Blood donation bus,Southern Seoul,3012
2009,Women,Blood donation bus,Eastern Seoul,2464
2009,Women,Blood donation bus,Busan,871
2009,Women,Blood donation bus,Daegu/Gyeongbook,2155
2009,Women,Blood donation bus,Incheon,2147
2009,Women,Blood donation bus,Ulsan,715
2009,Women,Blood donation bus,Gyeonggi,589
2009,Women,Blood donation bus,Gangwon,97
2009,Women,Blood donation bus,Chungbook,50
2009,Women,Blood donation bus,Daejeon/Sejong/Chungnaam,23
2009,Women,Blood donation bus,Jeonbook,1664
2009,Women,Blood donation bus,Gwangju/Jeonnaam,139
2009,Women,Blood donation bus,Gyeongnaam,1805
2009,Women,Blood donation bus,Jeju,69
2009,Women,Blood donation bus,Outside of Korean Red Cross,1524
2010,Men,Group Donation,Korean Red Cross,741284
2010,Men,Group Donation,Central Seoul,52773
2010,Men,Group Donation,Western Seoul,12984
2010,Men,Group Donation,Southern Seoul,50901
2010,Men,Group Donation,Eastern Seoul,51866
2010,Men,Group Donation,Busan,61301
2010,Men,Group Donation,Daegu/Gyeongbook,63693
2010,Men,Group Donation,Incheon,37716
2010,Men,Group Donation,Ulsan,27096
2010,Men,Group Donation,Gyeonggi,47351
2010,Men,Group Donation,Gangwon,45919
2010,Men,Group Donation,Chungbook,38370
2010,Men,Group Donation,Daejeon/Sejong/Chungnaam,80643
2010,Men,Group Donation,Jeonbook,49695
2010,Men,Group Donation,Gwangju/Jeonnaam,57167
2010,Men,Group Donation,Gyeongnaam,52717
2010,Men,Group Donation,Jeju,11092
2010,Men,Group Donation,Outside of Korean Red Cross,29444
2010,Men,Highschool,Korean Red Cross,259408
2010,Men,Highschool,Central Seoul,15599
2010,Men,Highschool,Western Seoul,3501
2010,Men,Highschool,Southern Seoul,10640
2010,Men,Highschool,Eastern Seoul,24472
2010,Men,Highschool,Busan,20084
2010,Men,Highschool,Daegu/Gyeongbook,25139
2010,Men,Highschool,Incheon,18691
2010,Men,Highschool,Ulsan,12662
2010,Men,Highschool,Gyeonggi,20972
2010,Men,Highschool,Gangwon,7234
2010,Men,Highschool,Chungbook,13218
2010,Men,Highschool,Daejeon/Sejong/Chungnaam,26044
2010,Men,Highschool,Jeonbook,16733
2010,Men,Highschool,Gwangju/Jeonnaam,23810
2010,Men,Highschool,Gyeongnaam,16058
2010,Men,Highschool,Jeju,4551
2010,Men,Highschool,Outside of Korean Red Cross,15430
2010,Men,University,Korean Red Cross,50175
2010,Men,University,Central Seoul,1852
2010,Men,University,Western Seoul,370
2010,Men,University,Southern Seoul,1932
2010,Men,University,Eastern Seoul,3612
2010,Men,University,Busan,4994
2010,Men,University,Daegu/Gyeongbook,6672
2010,Men,University,Incheon,1172
2010,Men,University,Ulsan,1397
2010,Men,University,Gyeonggi,2230
2010,Men,University,Gangwon,1722
2010,Men,University,Chungbook,3326
2010,Men,University,Daejeon/Sejong/Chungnaam,8459
2010,Men,University,Jeonbook,3360
2010,Men,University,Gwangju/Jeonnaam,5451
2010,Men,University,Gyeongnaam,3007
2010,Men,University,Jeju,619
2010,Men,University,Outside of Korean Red Cross,0
2010,Men,Military Base,Korean Red Cross,282337
2010,Men,Military Base,Central Seoul,23859
2010,Men,Military Base,Western Seoul,5133
2010,Men,Military Base,Southern Seoul,28222
2010,Men,Military Base,Eastern Seoul,16003
2010,Men,Military Base,Busan,18244
2010,Men,Military Base,Daegu/Gyeongbook,20853
2010,Men,Military Base,Incheon,14639
2010,Men,Military Base,Ulsan,4979
2010,Men,Military Base,Gyeonggi,12293
2010,Men,Military Base,Gangwon,33089
2010,Men,Military Base,Chungbook,16167
2010,Men,Military Base,Daejeon/Sejong/Chungnaam,31067
2010,Men,Military Base,Jeonbook,21000
2010,Men,Military Base,Gwangju/Jeonnaam,13931
2010,Men,Military Base,Gyeongnaam,20499
2010,Men,Military Base,Jeju,2359
2010,Men,Military Base,Outside of Korean Red Cross,22
2010,Men,Religion,Korean Red Cross,3341
2010,Men,Religion,Central Seoul,87
2010,Men,Religion,Western Seoul,41
2010,Men,Religion,Southern Seoul,309
2010,Men,Religion,Eastern Seoul,490
2010,Men,Religion,Busan,372
2010,Men,Religion,Daegu/Gyeongbook,334
2010,Men,Religion,Incheon,69
2010,Men,Religion,Ulsan,227
2010,Men,Religion,Gyeonggi,29
2010,Men,Religion,Gangwon,135
2010,Men,Religion,Chungbook,279
2010,Men,Religion,Daejeon/Sejong/Chungnaam,108
2010,Men,Religion,Jeonbook,139
2010,Men,Religion,Gwangju/Jeonnaam,582
2010,Men,Religion,Gyeongnaam,11
2010,Men,Religion,Jeju,129
2010,Men,Religion,Outside of Korean Red Cross,3883
2010,Men,Community,Korean Red Cross,146023
2010,Men,Community,Central Seoul,11376
2010,Men,Community,Western Seoul,3939
2010,Men,Community,Southern Seoul,9798
2010,Men,Community,Eastern Seoul,7289
2010,Men,Community,Busan,17607
2010,Men,Community,Daegu/Gyeongbook,10695
2010,Men,Community,Incheon,3145
2010,Men,Community,Ulsan,7831
2010,Men,Community,Gyeonggi,11827
2010,Men,Community,Gangwon,3739
2010,Men,Community,Chungbook,5380
2010,Men,Community,Daejeon/Sejong/Chungnaam,14965
2010,Men,Community,Jeonbook,8463
2010,Men,Community,Gwangju/Jeonnaam,13393
2010,Men,Community,Gyeongnaam,13142
2010,Men,Community,Jeju,3434
2010,Men,Community,Outside of Korean Red Cross,10109
2010,Men,Personal Participation,Korean Red Cross,1056386
2010,Men,Personal Participation,Central Seoul,119699
2010,Men,Personal Participation,Western Seoul,52275
2010,Men,Personal Participation,Southern Seoul,111019
2010,Men,Personal Participation,Eastern Seoul,110215
2010,Men,Personal Participation,Busan,106118
2010,Men,Personal Participation,Daegu/Gyeongbook,82874
2010,Men,Personal Participation,Incheon,65115
2010,Men,Personal Participation,Ulsan,27945
2010,Men,Personal Participation,Gyeonggi,76264
2010,Men,Personal Participation,Gangwon,20475
2010,Men,Personal Participation,Chungbook,41651
2010,Men,Personal Participation,Daejeon/Sejong/Chungnaam,68448
2010,Men,Personal Participation,Jeonbook,44721
2010,Men,Personal Participation,Gwangju/Jeonnaam,73127
2010,Men,Personal Participation,Gyeongnaam,42829
2010,Men,Personal Participation,Jeju,13611
2010,Men,Personal Participation,Outside of Korean Red Cross,71099
2010,Men,In Hospital,Korean Red Cross,25772
2010,Men,In Hospital,Central Seoul,3557
2010,Men,In Hospital,Western Seoul,788
2010,Men,In Hospital,Southern Seoul,1430
2010,Men,In Hospital,Eastern Seoul,3997
2010,Men,In Hospital,Busan,747
2010,Men,In Hospital,Daegu/Gyeongbook,1741
2010,Men,In Hospital,Incheon,3257
2010,Men,In Hospital,Ulsan,422
2010,Men,In Hospital,Gyeonggi,4404
2010,Men,In Hospital,Gangwon,1054
2010,Men,In Hospital,Chungbook,344
2010,Men,In Hospital,Daejeon/Sejong/Chungnaam,2278
2010,Men,In Hospital,Jeonbook,695
2010,Men,In Hospital,Gwangju/Jeonnaam,219
2010,Men,In Hospital,Gyeongnaam,629
2010,Men,In Hospital,Jeju,210
2010,Men,In Hospital,Outside of Korean Red Cross,5149
2010,Men,Blood donation house,Korean Red Cross,1002895
2010,Men,Blood donation house,Central Seoul,113156
2010,Men,Blood donation house,Western Seoul,47913
2010,Men,Blood donation house,Southern Seoul,109513
2010,Men,Blood donation house,Eastern Seoul,104001
2010,Men,Blood donation house,Busan,102531
2010,Men,Blood donation house,Daegu/Gyeongbook,77282
2010,Men,Blood donation house,Incheon,59956
2010,Men,Blood donation house,Ulsan,24908
2010,Men,Blood donation house,Gyeonggi,70856
2010,Men,Blood donation house,Gangwon,19157
2010,Men,Blood donation house,Chungbook,41307
2010,Men,Blood donation house,Daejeon/Sejong/Chungnaam,66163
2010,Men,Blood donation house,Jeonbook,43558
2010,Men,Blood donation house,Gwangju/Jeonnaam,72634
2010,Men,Blood donation house,Gyeongnaam,36926
2010,Men,Blood donation house,Jeju,13034
2010,Men,Blood donation house,Outside of Korean Red Cross,61598
2010,Men,Blood donation bus,Korean Red Cross,27719
2010,Men,Blood donation bus,Central Seoul,2986
2010,Men,Blood donation bus,Western Seoul,3574
2010,Men,Blood donation bus,Southern Seoul,76
2010,Men,Blood donation bus,Eastern Seoul,2217
2010,Men,Blood donation bus,Busan,2840
2010,Men,Blood donation bus,Daegu/Gyeongbook,3851
2010,Men,Blood donation bus,Incheon,1902
2010,Men,Blood donation bus,Ulsan,2615
2010,Men,Blood donation bus,Gyeonggi,1004
2010,Men,Blood donation bus,Gangwon,264
2010,Men,Blood donation bus,Chungbook,0
2010,Men,Blood donation bus,Daejeon/Sejong/Chungnaam,7
2010,Men,Blood donation bus,Jeonbook,468
2010,Men,Blood donation bus,Gwangju/Jeonnaam,274
2010,Men,Blood donation bus,Gyeongnaam,5274
2010,Men,Blood donation bus,Jeju,367
2010,Men,Blood donation bus,Outside of Korean Red Cross,4352
2010,Women,Group Donation,Korean Red Cross,142488
2010,Women,Group Donation,Central Seoul,8645
2010,Women,Group Donation,Western Seoul,2361
2010,Women,Group Donation,Southern Seoul,5626
2010,Women,Group Donation,Eastern Seoul,15484
2010,Women,Group Donation,Busan,7274
2010,Women,Group Donation,Daegu/Gyeongbook,14963
2010,Women,Group Donation,Incheon,9390
2010,Women,Group Donation,Ulsan,5490
2010,Women,Group Donation,Gyeonggi,11941
2010,Women,Group Donation,Gangwon,5851
2010,Women,Group Donation,Chungbook,5738
2010,Women,Group Donation,Daejeon/Sejong/Chungnaam,12258
2010,Women,Group Donation,Jeonbook,7716
2010,Women,Group Donation,Gwangju/Jeonnaam,18885
2010,Women,Group Donation,Gyeongnaam,7496
2010,Women,Group Donation,Jeju,3370
2010,Women,Group Donation,Outside of Korean Red Cross,6359
2010,Women,Highschool,Korean Red Cross,95888
2010,Women,Highschool,Central Seoul,4889
2010,Women,Highschool,Western Seoul,1172
2010,Women,Highschool,Southern Seoul,2563
2010,Women,Highschool,Eastern Seoul,11062
2010,Women,Highschool,Busan,3898
2010,Women,Highschool,Daegu/Gyeongbook,9645
2010,Women,Highschool,Incheon,8189
2010,Women,Highschool,Ulsan,3865
2010,Women,Highschool,Gyeonggi,9175
2010,Women,Highschool,Gangwon,3809
2010,Women,Highschool,Chungbook,4059
2010,Women,Highschool,Daejeon/Sejong/Chungnaam,7650
2010,Women,Highschool,Jeonbook,5751
2010,Women,Highschool,Gwangju/Jeonnaam,12743
2010,Women,Highschool,Gyeongnaam,5325
2010,Women,Highschool,Jeju,2093
2010,Women,Highschool,Outside of Korean Red Cross,3428
2010,Women,University,Korean Red Cross,20629
2010,Women,University,Central Seoul,921
2010,Women,University,Western Seoul,145
2010,Women,University,Southern Seoul,851
2010,Women,University,Eastern Seoul,1967
2010,Women,University,Busan,1636
2010,Women,University,Daegu/Gyeongbook,2772
2010,Women,University,Incheon,354
2010,Women,University,Ulsan,859
2010,Women,University,Gyeonggi,945
2010,Women,University,Gangwon,860
2010,Women,University,Chungbook,1001
2010,Women,University,Daejeon/Sejong/Chungnaam,2604
2010,Women,University,Jeonbook,1255
2010,Women,University,Gwangju/Jeonnaam,3046
2010,Women,University,Gyeongnaam,902
2010,Women,University,Jeju,511
2010,Women,University,Outside of Korean Red Cross,0
2010,Women,Military Base,Korean Red Cross,976
2010,Women,Military Base,Central Seoul,59
2010,Women,Military Base,Western Seoul,12
2010,Women,Military Base,Southern Seoul,84
2010,Women,Military Base,Eastern Seoul,61
2010,Women,Military Base,Busan,29
2010,Women,Military Base,Daegu/Gyeongbook,128
2010,Women,Military Base,Incheon,55
2010,Women,Military Base,Ulsan,1
2010,Women,Military Base,Gyeonggi,64
2010,Women,Military Base,Gangwon,115
2010,Women,Military Base,Chungbook,26
2010,Women,Military Base,Daejeon/Sejong/Chungnaam,150
2010,Women,Military Base,Jeonbook,45
2010,Women,Military Base,Gwangju/Jeonnaam,48
2010,Women,Military Base,Gyeongnaam,86
2010,Women,Military Base,Jeju,13
2010,Women,Military Base,Outside of Korean Red Cross,0
2010,Women,Religion,Korean Red Cross,1647
2010,Women,Religion,Central Seoul,58
2010,Women,Religion,Western Seoul,30
2010,Women,Religion,Southern Seoul,147
2010,Women,Religion,Eastern Seoul,367
2010,Women,Religion,Busan,160
2010,Women,Religion,Daegu/Gyeongbook,207
2010,Women,Religion,Incheon,40
2010,Women,Religion,Ulsan,100
2010,Women,Religion,Gyeonggi,8
2010,Women,Religion,Gangwon,58
2010,Women,Religion,Chungbook,62
2010,Women,Religion,Daejeon/Sejong/Chungnaam,12
2010,Women,Religion,Jeonbook,50
2010,Women,Religion,Gwangju/Jeonnaam,290
2010,Women,Religion,Gyeongnaam,4
2010,Women,Religion,Jeju,54
2010,Women,Religion,Outside of Korean Red Cross,1030
2010,Women,Community,Korean Red Cross,23348
2010,Women,Community,Central Seoul,2718
2010,Women,Community,Western Seoul,1002
2010,Women,Community,Southern Seoul,1981
2010,Women,Community,Eastern Seoul,2027
2010,Women,Community,Busan,1551
2010,Women,Community,Daegu/Gyeongbook,2211
2010,Women,Community,Incheon,752
2010,Women,Community,Ulsan,665
2010,Women,Community,Gyeonggi,1749
2010,Women,Community,Gangwon,1009
2010,Women,Community,Chungbook,590
2010,Women,Community,Daejeon/Sejong/Chungnaam,1842
2010,Women,Community,Jeonbook,615
2010,Women,Community,Gwangju/Jeonnaam,2758
2010,Women,Community,Gyeongnaam,1179
2010,Women,Community,Jeju,699
2010,Women,Community,Outside of Korean Red Cross,1901
2010,Women,Personal Participation,Korean Red Cross,574541
2010,Women,Personal Participation,Central Seoul,70214
2010,Women,Personal Participation,Western Seoul,22114
2010,Women,Personal Participation,Southern Seoul,52666
2010,Women,Personal Participation,Eastern Seoul,71382
2010,Women,Personal Participation,Busan,58701
2010,Women,Personal Participation,Daegu/Gyeongbook,51739
2010,Women,Personal Participation,Incheon,42027
2010,Women,Personal Participation,Ulsan,13747
2010,Women,Personal Participation,Gyeonggi,35723
2010,Women,Personal Participation,Gangwon,11387
2010,Women,Personal Participation,Chungbook,15450
2010,Women,Personal Participation,Daejeon/Sejong/Chungnaam,30636
2010,Women,Personal Participation,Jeonbook,22652
2010,Women,Personal Participation,Gwangju/Jeonnaam,49230
2010,Women,Personal Participation,Gyeongnaam,16492
2010,Women,Personal Participation,Jeju,10381
2010,Women,Personal Participation,Outside of Korean Red Cross,42891
2010,Women,In Hospital,Korean Red Cross,5940
2010,Women,In Hospital,Central Seoul,1105
2010,Women,In Hospital,Western Seoul,175
2010,Women,In Hospital,Southern Seoul,153
2010,Women,In Hospital,Eastern Seoul,1317
2010,Women,In Hospital,Busan,83
2010,Women,In Hospital,Daegu/Gyeongbook,239
2010,Women,In Hospital,Incheon,1396
2010,Women,In Hospital,Ulsan,46
2010,Women,In Hospital,Gyeonggi,775
2010,Women,In Hospital,Gangwon,147
2010,Women,In Hospital,Chungbook,33
2010,Women,In Hospital,Daejeon/Sejong/Chungnaam,256
2010,Women,In Hospital,Jeonbook,57
2010,Women,In Hospital,Gwangju/Jeonnaam,29
2010,Women,In Hospital,Gyeongnaam,80
2010,Women,In Hospital,Jeju,49
2010,Women,In Hospital,Outside of Korean Red Cross,2722
2010,Women,Blood donation house,Korean Red Cross,558820
2010,Women,Blood donation house,Central Seoul,68125
2010,Women,Blood donation house,Western Seoul,20937
2010,Women,Blood donation house,Southern Seoul,52491
2010,Women,Blood donation house,Eastern Seoul,68950
2010,Women,Blood donation house,Busan,57656
2010,Women,Blood donation house,Daegu/Gyeongbook,49601
2010,Women,Blood donation house,Incheon,39866
2010,Women,Blood donation house,Ulsan,13015
2010,Women,Blood donation house,Gyeonggi,34453
2010,Women,Blood donation house,Gangwon,11142
2010,Women,Blood donation house,Chungbook,15417
2010,Women,Blood donation house,Daejeon/Sejong/Chungnaam,30377
2010,Women,Blood donation house,Jeonbook,22425
2010,Women,Blood donation house,Gwangju/Jeonnaam,49125
2010,Women,Blood donation house,Gyeongnaam,15034
2010,Women,Blood donation house,Jeju,10206
2010,Women,Blood donation house,Outside of Korean Red Cross,38288
2010,Women,Blood donation bus,Korean Red Cross,9781
2010,Women,Blood donation bus,Central Seoul,984
2010,Women,Blood donation bus,Western Seoul,1002
2010,Women,Blood donation bus,Southern Seoul,22
2010,Women,Blood donation bus,Eastern Seoul,1115
2010,Women,Blood donation bus,Busan,962
2010,Women,Blood donation bus,Daegu/Gyeongbook,1899
2010,Women,Blood donation bus,Incheon,765
2010,Women,Blood donation bus,Ulsan,686
2010,Women,Blood donation bus,Gyeonggi,495
2010,Women,Blood donation bus,Gangwon,98
2010,Women,Blood donation bus,Chungbook,0
2010,Women,Blood donation bus,Daejeon/Sejong/Chungnaam,3
2010,Women,Blood donation bus,Jeonbook,170
2010,Women,Blood donation bus,Gwangju/Jeonnaam,76
2010,Women,Blood donation bus,Gyeongnaam,1378
2010,Women,Blood donation bus,Jeju,126
2010,Women,Blood donation bus,Outside of Korean Red Cross,1881
2011,Men,Group Donation,Korean Red Cross,683273
2011,Men,Group Donation,Central Seoul,
2011,Men,Group Donation,Western Seoul,45541
2011,Men,Group Donation,Southern Seoul,49566
2011,Men,Group Donation,Eastern Seoul,48244
2011,Men,Group Donation,Busan,54225
2011,Men,Group Donation,Daegu/Gyeongbook,62170
2011,Men,Group Donation,Incheon,40934
2011,Men,Group Donation,Ulsan,26582
2011,Men,Group Donation,Gyeonggi,47473
2011,Men,Group Donation,Gangwon,49153
2011,Men,Group Donation,Chungbook,32227
2011,Men,Group Donation,Daejeon/Sejong/Chungnaam,70873
2011,Men,Group Donation,Jeonbook,44909
2011,Men,Group Donation,Gwangju/Jeonnaam,52017
2011,Men,Group Donation,Gyeongnaam,48953
2011,Men,Group Donation,Jeju,10406
2011,Men,Group Donation,Outside of Korean Red Cross,27755
2011,Men,Highschool,Korean Red Cross,254053
2011,Men,Highschool,Central Seoul,
2011,Men,Highschool,Western Seoul,16595
2011,Men,Highschool,Southern Seoul,11251
2011,Men,Highschool,Eastern Seoul,22258
2011,Men,Highschool,Busan,18040
2011,Men,Highschool,Daegu/Gyeongbook,24853
2011,Men,Highschool,Incheon,24034
2011,Men,Highschool,Ulsan,11963
2011,Men,Highschool,Gyeonggi,22169
2011,Men,Highschool,Gangwon,9299
2011,Men,Highschool,Chungbook,10969
2011,Men,Highschool,Daejeon/Sejong/Chungnaam,25538
2011,Men,Highschool,Jeonbook,14455
2011,Men,Highschool,Gwangju/Jeonnaam,21695
2011,Men,Highschool,Gyeongnaam,15895
2011,Men,Highschool,Jeju,5039
2011,Men,Highschool,Outside of Korean Red Cross,16902
2011,Men,University,Korean Red Cross,47298
2011,Men,University,Central Seoul,
2011,Men,University,Western Seoul,2055
2011,Men,University,Southern Seoul,1695
2011,Men,University,Eastern Seoul,3036
