Year,Month,Month_Number,Surgery,Patients
2006,January,1, Bilateral thyroidectomy ,12528.0
2006,February,2, Bilateral thyroidectomy ,10539.0
2006,March,3, Bilateral thyroidectomy ,7973.0
2006,April,4, Bilateral thyroidectomy ,6685.0
2006,May,5, Bilateral thyroidectomy ,7038.0
2006,June,6, Bilateral thyroidectomy ,6527.0
2006,July,7, Bilateral thyroidectomy ,9260.0
2006,August,8, Bilateral thyroidectomy ,10878.0
2006,September,9, Bilateral thyroidectomy ,6419.0
2006,October,10, Bilateral thyroidectomy ,5998.0
2006,November,11, Bilateral thyroidectomy ,6683.0
2006,December,12, Bilateral thyroidectomy ,7488.0
2007,January,1, Bilateral thyroidectomy ,14758.0
2007,February,2, Bilateral thyroidectomy ,10371.0
2007,March,3, Bilateral thyroidectomy ,8561.0
2007,April,4, Bilateral thyroidectomy ,7467.0
2007,May,5, Bilateral thyroidectomy ,7776.0
2007,June,6, Bilateral thyroidectomy ,6754.0
2007,July,7, Bilateral thyroidectomy ,9425.0
2007,August,8, Bilateral thyroidectomy ,10220.0
2007,September,9, Bilateral thyroidectomy ,5984.0
2007,October,10, Bilateral thyroidectomy ,7144.0
2007,November,11, Bilateral thyroidectomy ,6959.0
2007,December,12, Bilateral thyroidectomy ,7812.0
2008,January,1, Bilateral thyroidectomy ,14810.0
2008,February,2, Bilateral thyroidectomy ,9690.0
2008,March,3, Bilateral thyroidectomy ,8529.0
2008,April,4, Bilateral thyroidectomy ,7516.0
2008,May,5, Bilateral thyroidectomy ,7840.0
2008,June,6, Bilateral thyroidectomy ,7677.0
2008,July,7, Bilateral thyroidectomy ,10570.0
2008,August,8, Bilateral thyroidectomy ,10518.0
2008,September,9, Bilateral thyroidectomy ,7169.0
2008,October,10, Bilateral thyroidectomy ,5958.0
2008,November,11, Bilateral thyroidectomy ,7148.0
2008,December,12, Bilateral thyroidectomy ,8581.0
2009,January,1, Bilateral thyroidectomy ,16659.0
2009,February,2, Bilateral thyroidectomy ,14472.0
2009,March,3, Bilateral thyroidectomy ,11328.0
2009,April,4, Bilateral thyroidectomy ,10435.0
2009,May,5, Bilateral thyroidectomy ,10084.0
2009,June,6, Bilateral thyroidectomy ,9797.0
2009,July,7, Bilateral thyroidectomy ,13328.0
2009,August,8, Bilateral thyroidectomy ,13653.0
2009,September,9, Bilateral thyroidectomy ,9747.0
2009,October,10, Bilateral thyroidectomy ,8959.0
2009,November,11, Bilateral thyroidectomy ,8759.0
2009,December,12, Bilateral thyroidectomy ,11476.0
2010,January,1, Bilateral thyroidectomy ,17207.0
2010,February,2, Bilateral thyroidectomy ,13123.0
2010,March,3, Bilateral thyroidectomy ,11831.0
2010,April,4, Bilateral thyroidectomy ,10600.0
2010,May,5, Bilateral thyroidectomy ,10305.0
2010,June,6, Bilateral thyroidectomy ,10360.0
2010,July,7, Bilateral thyroidectomy ,12797.0
2010,August,8, Bilateral thyroidectomy ,14892.0
2010,September,9, Bilateral thyroidectomy ,8770.0
2010,October,10, Bilateral thyroidectomy ,10118.0
2010,November,11, Bilateral thyroidectomy ,10364.0
2010,December,12, Bilateral thyroidectomy ,12442.0
2011,January,1, Bilateral thyroidectomy ,18096.0
2011,February,2, Bilateral thyroidectomy ,13438.0
2011,March,3, Bilateral thyroidectomy ,13546.0
2011,April,4, Bilateral thyroidectomy ,11568.0
2011,May,5, Bilateral thyroidectomy ,11711.0
2011,June,6, Bilateral thyroidectomy ,11653.0
2011,July,7, Bilateral thyroidectomy ,13866.0
2011,August,8, Bilateral thyroidectomy ,13577.0
2011,September,9, Bilateral thyroidectomy ,8017.0
2011,October,10, Bilateral thyroidectomy ,9953.0
2011,November,11, Bilateral thyroidectomy ,11168.0
2011,December,12, Bilateral thyroidectomy ,13687.0
2012,January,1, Bilateral thyroidectomy ,19932.0
2012,February,2, Bilateral thyroidectomy ,18156.0
2012,March,3, Bilateral thyroidectomy ,13659.0
2012,April,4, Bilateral thyroidectomy ,12374.0
2012,May,5, Bilateral thyroidectomy ,13110.0
2012,June,6, Bilateral thyroidectomy ,11367.0
2012,July,7, Bilateral thyroidectomy ,15413.0
2012,August,8, Bilateral thyroidectomy ,15334.0
2012,September,9, Bilateral thyroidectomy ,10783.0
2012,October,10, Bilateral thyroidectomy ,11934.0
2012,November,11, Bilateral thyroidectomy ,12270.0
2012,December,12, Bilateral thyroidectomy ,12966.0
2013,January,1, Bilateral thyroidectomy ,21241.0
2013,February,2, Bilateral thyroidectomy ,15602.0
2013,March,3, Bilateral thyroidectomy ,13277.0
2013,April,4, Bilateral thyroidectomy ,12456.0
2013,May,5, Bilateral thyroidectomy ,12481.0
2013,June,6, Bilateral thyroidectomy ,11188.0
2013,July,7, Bilateral thyroidectomy ,14913.0
2013,August,8, Bilateral thyroidectomy ,14265.0
2013,September,9, Bilateral thyroidectomy ,10708.0
2013,October,10, Bilateral thyroidectomy ,11483.0
2013,November,11, Bilateral thyroidectomy ,11257.0
2013,December,12, Bilateral thyroidectomy ,13895.0
2014,January,1, Bilateral thyroidectomy ,18675.0
2014,February,2, Bilateral thyroidectomy ,17184.0
2014,March,3, Bilateral thyroidectomy ,12795.0
2014,April,4, Bilateral thyroidectomy ,11345.0
2014,May,5, Bilateral thyroidectomy ,10704.0
2014,June,6, Bilateral thyroidectomy ,10086.0
2014,July,7, Bilateral thyroidectomy ,12652.0
2014,August,8, Bilateral thyroidectomy ,12977.0
2014,September,9, Bilateral thyroidectomy ,9291.0
2014,October,10, Bilateral thyroidectomy ,9722.0
2014,November,11, Bilateral thyroidectomy ,9382.0
2014,December,12, Bilateral thyroidectomy ,11572.0
2015,January,1, Bilateral thyroidectomy ,17333.0
2015,February,2, Bilateral thyroidectomy ,12471.0
2015,March,3, Bilateral thyroidectomy ,11779.0
2015,April,4, Bilateral thyroidectomy ,10260.0
2015,May,5, Bilateral thyroidectomy ,9735.0
2015,June,6, Bilateral thyroidectomy ,6938.0
2015,July,7, Bilateral thyroidectomy ,9941.0
2015,August,8, Bilateral thyroidectomy ,11763.0
2015,September,9, Bilateral thyroidectomy ,8943.0
2015,October,10, Bilateral thyroidectomy ,9474.0
2015,November,11, Bilateral thyroidectomy ,9656.0
2015,December,12, Bilateral thyroidectomy ,12084.0
2016,January,1, Bilateral thyroidectomy ,16991.0
2016,February,2, Bilateral thyroidectomy ,13401.0
2016,March,3, Bilateral thyroidectomy ,11972.0
2016,April,4, Bilateral thyroidectomy ,10026.0
2016,May,5, Bilateral thyroidectomy ,10827.0
2016,June,6, Bilateral thyroidectomy ,9878.0
2016,July,7, Bilateral thyroidectomy ,11487.0
2016,August,8, Bilateral thyroidectomy ,12715.0
2016,September,9, Bilateral thyroidectomy ,8858.0
2016,October,10, Bilateral thyroidectomy ,8970.0
2016,November,11, Bilateral thyroidectomy ,9316.0
2016,December,12, Bilateral thyroidectomy ,11500.0
2017,January,1, Bilateral thyroidectomy ,15105.0
2017,February,2, Bilateral thyroidectomy ,13707.0
2017,March,3, Bilateral thyroidectomy ,11436.0
2017,April,4, Bilateral thyroidectomy ,10286.0
2017,May,5, Bilateral thyroidectomy ,10625.0
2017,June,6, Bilateral thyroidectomy ,10073.0
2017,July,7, Bilateral thyroidectomy ,12081.0
2017,August,8, Bilateral thyroidectomy ,12770.0
2017,September,9, Bilateral thyroidectomy ,10911.0
2017,October,10, Bilateral thyroidectomy ,8447.0
2017,November,11, Bilateral thyroidectomy ,10302.0
2017,December,12, Bilateral thyroidectomy ,11152.0
2018,January,1, Bilateral thyroidectomy ,16917.0
2018,February,2, Bilateral thyroidectomy ,12911.0
2018,March,3, Bilateral thyroidectomy ,11619.0
2018,April,4, Bilateral thyroidectomy ,11070.0
2018,May,5, Bilateral thyroidectomy ,11330.0
2018,June,6, Bilateral thyroidectomy ,10151.0
2018,July,7, Bilateral thyroidectomy ,12981.0
2018,August,8, Bilateral thyroidectomy ,12715.0
2018,September,9, Bilateral thyroidectomy ,9489.0
2018,October,10, Bilateral thyroidectomy ,10358.0
2018,November,11, Bilateral thyroidectomy ,10840.0
2018,December,12, Bilateral thyroidectomy ,11643.0
2019,January,1, Bilateral thyroidectomy ,16659.0
2019,February,2, Bilateral thyroidectomy ,12265.0
2019,March,3, Bilateral thyroidectomy ,11703.0
2019,April,4, Bilateral thyroidectomy ,11174.0
2019,May,5, Bilateral thyroidectomy ,11429.0
2019,June,6, Bilateral thyroidectomy ,10094.0
2019,July,7, Bilateral thyroidectomy ,13185.0
2019,August,8, Bilateral thyroidectomy ,12503.0
2019,September,9, Bilateral thyroidectomy ,9923.0
2019,October,10, Bilateral thyroidectomy ,9772.0
2019,November,11, Bilateral thyroidectomy ,10519.0
2019,December,12, Bilateral thyroidectomy ,11913.0
2020,January,1, Bilateral thyroidectomy ,11421.0
2020,February,2, Bilateral thyroidectomy ,9762.0
2020,March,3, Bilateral thyroidectomy ,8279.0
2020,April,4, Bilateral thyroidectomy ,7282.0
2020,May,5, Bilateral thyroidectomy ,7953.0
2020,June,6, Bilateral thyroidectomy ,8042.0
2020,July,7, Bilateral thyroidectomy ,8592.0
2020,August,8, Bilateral thyroidectomy ,7775.0
2020,September,9, Bilateral thyroidectomy ,6742.0
2020,October,10, Bilateral thyroidectomy ,6853.0
2020,November,11, Bilateral thyroidectomy ,7458.0
2020,December,12, Bilateral thyroidectomy ,7991.0
2021,January,1, Bilateral thyroidectomy ,8903.0
2021,February,2, Bilateral thyroidectomy ,7612.0
2021,March,3, Bilateral thyroidectomy ,8857.0
2021,April,4, Bilateral thyroidectomy ,7894.0
2021,May,5, Bilateral thyroidectomy ,7379.0
2021,June,6, Bilateral thyroidectomy ,7695.0
2021,July,7, Bilateral thyroidectomy ,8242.0
2021,August,8, Bilateral thyroidectomy ,8297.0
2021,September,9, Bilateral thyroidectomy ,6801.0
2021,October,10, Bilateral thyroidectomy ,6910.0
2021,November,11, Bilateral thyroidectomy ,7414.0
2021,December,12, Bilateral thyroidectomy ,8027.0
2022,January,1, Bilateral thyroidectomy ,8888.0
2022,February,2, Bilateral thyroidectomy ,7344.0
2022,March,3, Bilateral thyroidectomy ,6984.0
2022,April,4, Bilateral thyroidectomy ,6657.0
2022,May,5, Bilateral thyroidectomy ,7509.0
2022,June,6, Bilateral thyroidectomy ,7543.0
2022,July,7, Bilateral thyroidectomy ,7985.0
2022,August,8, Bilateral thyroidectomy ,8163.0
2022,September,9, Bilateral thyroidectomy ,7087.0
2022,October,10, Bilateral thyroidectomy ,6954.0
2022,November,11, Bilateral thyroidectomy ,7633.0
2022,December,12, Bilateral thyroidectomy ,8109.0
2006,January,1, Aortic valve replacement ,3798.0
2006,February,2, Aortic valve replacement ,3539.0
2006,March,3, Aortic valve replacement ,3939.0
2006,April,4, Aortic valve replacement ,3582.0
2006,May,5, Aortic valve replacement ,3909.0
2006,June,6, Aortic valve replacement ,3745.0
2006,July,7, Aortic valve replacement ,3688.0
2006,August,8, Aortic valve replacement ,3852.0
2006,September,9, Aortic valve replacement ,3488.0
2006,October,10, Aortic valve replacement ,3445.0
2006,November,11, Aortic valve replacement ,3791.0
2006,December,12, Aortic valve replacement ,3830.0
2007,January,1, Aortic valve replacement ,4519.0
2007,February,2, Aortic valve replacement ,3769.0
2007,March,3, Aortic valve replacement ,4503.0
2007,April,4, Aortic valve replacement ,4058.0
2007,May,5, Aortic valve replacement ,4330.0
2007,June,6, Aortic valve replacement ,3901.0
2007,July,7, Aortic valve replacement ,4120.0
2007,August,8, Aortic valve replacement ,4055.0
2007,September,9, Aortic valve replacement ,3376.0
2007,October,10, Aortic valve replacement ,4291.0
2007,November,11, Aortic valve replacement ,4080.0
2007,December,12, Aortic valve replacement ,3921.0
2008,January,1, Aortic valve replacement ,4826.0
2008,February,2, Aortic valve replacement ,3884.0
2008,March,3, Aortic valve replacement ,4528.0
2008,April,4, Aortic valve replacement ,4309.0
2008,May,5, Aortic valve replacement ,4230.0
2008,June,6, Aortic valve replacement ,4540.0
2008,July,7, Aortic valve replacement ,4418.0
2008,August,8, Aortic valve replacement ,3912.0
2008,September,9, Aortic valve replacement ,3996.0
2008,October,10, Aortic valve replacement ,3309.0
2008,November,11, Aortic valve replacement ,3940.0
2008,December,12, Aortic valve replacement ,4077.0
2009,January,1, Aortic valve replacement ,4498.0
2009,February,2, Aortic valve replacement ,4695.0
2009,March,3, Aortic valve replacement ,5118.0
2009,April,4, Aortic valve replacement ,4809.0
2009,May,5, Aortic valve replacement ,4800.0
2009,June,6, Aortic valve replacement ,4970.0
2009,July,7, Aortic valve replacement ,4857.0
2009,August,8, Aortic valve replacement ,4528.0
2009,September,9, Aortic valve replacement ,4469.0
2009,October,10, Aortic valve replacement ,4764.0
2009,November,11, Aortic valve replacement ,4545.0
2009,December,12, Aortic valve replacement ,4767.0
2010,January,1, Aortic valve replacement ,4995.0
2010,February,2, Aortic valve replacement ,4581.0
2010,March,3, Aortic valve replacement ,5752.0
2010,April,4, Aortic valve replacement ,5169.0
2010,May,5, Aortic valve replacement ,5015.0
2010,June,6, Aortic valve replacement ,4919.0
2010,July,7, Aortic valve replacement ,4894.0
2010,August,8, Aortic valve replacement ,5130.0
2010,September,9, Aortic valve replacement ,4466.0
2010,October,10, Aortic valve replacement ,4943.0
2010,November,11, Aortic valve replacement ,5156.0
2010,December,12, Aortic valve replacement ,5150.0
2011,January,1, Aortic valve replacement ,5268.0
2011,February,2, Aortic valve replacement ,4750.0
2011,March,3, Aortic valve replacement ,5908.0
2011,April,4, Aortic valve replacement ,5226.0
2011,May,5, Aortic valve replacement ,5477.0
2011,June,6, Aortic valve replacement ,5166.0
2011,July,7, Aortic valve replacement ,5059.0
2011,August,8, Aortic valve replacement ,4456.0
2011,September,9, Aortic valve replacement ,3346.0
2011,October,10, Aortic valve replacement ,4964.0
2011,November,11, Aortic valve replacement ,4960.0
2011,December,12, Aortic valve replacement ,4742.0
2012,January,1, Aortic valve replacement ,6261.0
2012,February,2, Aortic valve replacement ,5876.0
2012,March,3, Aortic valve replacement ,5970.0
2012,April,4, Aortic valve replacement ,5701.0
2012,May,5, Aortic valve replacement ,5811.0
2012,June,6, Aortic valve replacement ,5421.0
2012,July,7, Aortic valve replacement ,5787.0
2012,August,8, Aortic valve replacement ,5435.0
2012,September,9, Aortic valve replacement ,5090.0
2012,October,10, Aortic valve replacement ,5889.0
2012,November,11, Aortic valve replacement ,5707.0
2012,December,12, Aortic valve replacement ,5267.0
2013,January,1, Aortic valve replacement ,6340.0
2013,February,2, Aortic valve replacement ,5587.0
2013,March,3, Aortic valve replacement ,6127.0
2013,April,4, Aortic valve replacement ,6047.0
2013,May,5, Aortic valve replacement ,6065.0
2013,June,6, Aortic valve replacement ,5431.0
2013,July,7, Aortic valve replacement ,5968.0
2013,August,8, Aortic valve replacement ,5420.0
2013,September,9, Aortic valve replacement ,5148.0
2013,October,10, Aortic valve replacement ,5866.0
2013,November,11, Aortic valve replacement ,6036.0
2013,December,12, Aortic valve replacement ,6375.0
2014,January,1, Aortic valve replacement ,6834.0
2014,February,2, Aortic valve replacement ,6889.0
2014,March,3, Aortic valve replacement ,7358.0
2014,April,4, Aortic valve replacement ,6987.0
2014,May,5, Aortic valve replacement ,6615.0
2014,June,6, Aortic valve replacement ,6531.0
2014,July,7, Aortic valve replacement ,7012.0
2014,August,8, Aortic valve replacement ,6405.0
2014,September,9, Aortic valve replacement ,6192.0
2014,October,10, Aortic valve replacement ,6727.0
2014,November,11, Aortic valve replacement ,6681.0
2014,December,12, Aortic valve replacement ,6956.0
2015,January,1, Aortic valve replacement ,7473.0
2015,February,2, Aortic valve replacement ,5977.0
2015,March,3, Aortic valve replacement ,7603.0
2015,April,4, Aortic valve replacement ,7175.0
2015,May,5, Aortic valve replacement ,6597.0
2015,June,6, Aortic valve replacement ,5561.0
2015,July,7, Aortic valve replacement ,6494.0
2015,August,8, Aortic valve replacement ,6652.0
2015,September,9, Aortic valve replacement ,6165.0
2015,October,10, Aortic valve replacement ,7074.0
2015,November,11, Aortic valve replacement ,7201.0
2015,December,12, Aortic valve replacement ,7242.0
2016,January,1, Aortic valve replacement ,7710.0
2016,February,2, Aortic valve replacement ,7031.0
2016,March,3, Aortic valve replacement ,8258.0
2016,April,4, Aortic valve replacement ,7166.0
2016,May,5, Aortic valve replacement ,7574.0
2016,June,6, Aortic valve replacement ,7192.0
2016,July,7, Aortic valve replacement ,7255.0
2016,August,8, Aortic valve replacement ,6999.0
2016,September,9, Aortic valve replacement ,6630.0
2016,October,10, Aortic valve replacement ,7414.0
2016,November,11, Aortic valve replacement ,7910.0
2016,December,12, Aortic valve replacement ,7756.0
2017,January,1, Aortic valve replacement ,8109.0
2017,February,2, Aortic valve replacement ,7795.0
2017,March,3, Aortic valve replacement ,8665.0
2017,April,4, Aortic valve replacement ,7648.0
2017,May,5, Aortic valve replacement ,8124.0
2017,June,6, Aortic valve replacement ,7707.0
2017,July,7, Aortic valve replacement ,7681.0
2017,August,8, Aortic valve replacement ,7590.0
2017,September,9, Aortic valve replacement ,7052.0
2017,October,10, Aortic valve replacement ,6913.0
2017,November,11, Aortic valve replacement ,8233.0
2017,December,12, Aortic valve replacement ,7338.0
2018,January,1, Aortic valve replacement ,9218.0
2018,February,2, Aortic valve replacement ,7085.0
2018,March,3, Aortic valve replacement ,8472.0
2018,April,4, Aortic valve replacement ,8396.0
2018,May,5, Aortic valve replacement ,8151.0
2018,June,6, Aortic valve replacement ,7431.0
2018,July,7, Aortic valve replacement ,8199.0
2018,August,8, Aortic valve replacement ,7668.0
2018,September,9, Aortic valve replacement ,6641.0
2018,October,10, Aortic valve replacement ,8118.0
2018,November,11, Aortic valve replacement ,8481.0
2018,December,12, Aortic valve replacement ,8013.0
2019,January,1, Aortic valve replacement ,9469.0
2019,February,2, Aortic valve replacement ,7361.0
2019,March,3, Aortic valve replacement ,8544.0
2019,April,4, Aortic valve replacement ,8632.0
2019,May,5, Aortic valve replacement ,8573.0
2019,June,6, Aortic valve replacement ,7844.0
2019,July,7, Aortic valve replacement ,8871.0
2019,August,8, Aortic valve replacement ,7856.0
2019,September,9, Aortic valve replacement ,7519.0
2019,October,10, Aortic valve replacement ,8477.0
2019,November,11, Aortic valve replacement ,8398.0
2019,December,12, Aortic valve replacement ,8737.0
2020,January,1, Aortic valve replacement ,8889.0
2020,February,2, Aortic valve replacement ,7916.0
2020,March,3, Aortic valve replacement ,7722.0
2020,April,4, Aortic valve replacement ,7732.0
2020,May,5, Aortic valve replacement ,8705.0
2020,June,6, Aortic valve replacement ,8872.0
2020,July,7, Aortic valve replacement ,8931.0
2020,August,8, Aortic valve replacement ,7674.0
2020,September,9, Aortic valve replacement ,7305.0
2020,October,10, Aortic valve replacement ,8710.0
2020,November,11, Aortic valve replacement ,9039.0
2020,December,12, Aortic valve replacement ,8483.0
2021,January,1, Aortic valve replacement ,9239.0
2021,February,2, Aortic valve replacement ,8273.0
2021,March,3, Aortic valve replacement ,10285.0
2021,April,4, Aortic valve replacement ,9688.0
2021,May,5, Aortic valve replacement ,9136.0
2021,June,6, Aortic valve replacement ,9774.0
2021,July,7, Aortic valve replacement ,9263.0
2021,August,8, Aortic valve replacement ,8939.0
2021,September,9, Aortic valve replacement ,8204.0
2021,October,10, Aortic valve replacement ,8954.0
2021,November,11, Aortic valve replacement ,9765.0
2021,December,12, Aortic valve replacement ,9121.0
2022,January,1, Aortic valve replacement ,9575.0
2022,February,2, Aortic valve replacement ,8235.0
2022,March,3, Aortic valve replacement ,8980.0
2022,April,4, Aortic valve replacement ,9374.0
2022,May,5, Aortic valve replacement ,10229.0
2022,June,6, Aortic valve replacement ,9612.0
2022,July,7, Aortic valve replacement ,9640.0
2022,August,8, Aortic valve replacement ,9407.0
2022,September,9, Aortic valve replacement ,8904.0
2022,October,10, Aortic valve replacement ,9292.0
2022,November,11, Aortic valve replacement ,10003.0
2022,December,12, Aortic valve replacement ,9563.0
2006,January,1, Graft replacement of Aorta ,280.0
2006,February,2, Graft replacement of Aorta ,266.0
2006,March,3, Graft replacement of Aorta ,281.0
2006,April,4, Graft replacement of Aorta ,268.0
2006,May,5, Graft replacement of Aorta ,266.0
2006,June,6, Graft replacement of Aorta ,267.0
2006,July,7, Graft replacement of Aorta ,258.0
2006,August,8, Graft replacement of Aorta ,284.0
2006,September,9, Graft replacement of Aorta ,229.0
2006,October,10, Graft replacement of Aorta ,224.0
2006,November,11, Graft replacement of Aorta ,310.0
2006,December,12, Graft replacement of Aorta ,289.0
2007,January,1, Graft replacement of Aorta ,330.0
2007,February,2, Graft replacement of Aorta ,240.0
2007,March,3, Graft replacement of Aorta ,326.0
2007,April,4, Graft replacement of Aorta ,290.0
2007,May,5, Graft replacement of Aorta ,294.0
2007,June,6, Graft replacement of Aorta ,263.0
2007,July,7, Graft replacement of Aorta ,272.0
2007,August,8, Graft replacement of Aorta ,305.0
2007,September,9, Graft replacement of Aorta ,210.0
2007,October,10, Graft replacement of Aorta ,261.0
2007,November,11, Graft replacement of Aorta ,304.0
2007,December,12, Graft replacement of Aorta ,219.0
2008,January,1, Graft replacement of Aorta ,342.0
2008,February,2, Graft replacement of Aorta ,263.0
2008,March,3, Graft replacement of Aorta ,320.0
2008,April,4, Graft replacement of Aorta ,297.0
2008,May,5, Graft replacement of Aorta ,280.0
2008,June,6, Graft replacement of Aorta ,317.0
2008,July,7, Graft replacement of Aorta ,236.0
2008,August,8, Graft replacement of Aorta ,261.0
2008,September,9, Graft replacement of Aorta ,237.0
2008,October,10, Graft replacement of Aorta ,219.0
2008,November,11, Graft replacement of Aorta ,251.0
2008,December,12, Graft replacement of Aorta ,223.0
2009,January,1, Graft replacement of Aorta ,292.0
2009,February,2, Graft replacement of Aorta ,317.0
2009,March,3, Graft replacement of Aorta ,358.0
2009,April,4, Graft replacement of Aorta ,285.0
2009,May,5, Graft replacement of Aorta ,270.0
2009,June,6, Graft replacement of Aorta ,348.0
2009,July,7, Graft replacement of Aorta ,286.0
2009,August,8, Graft replacement of Aorta ,302.0
2009,September,9, Graft replacement of Aorta ,232.0
2009,October,10, Graft replacement of Aorta ,272.0
2009,November,11, Graft replacement of Aorta ,258.0
2009,December,12, Graft replacement of Aorta ,266.0
2010,January,1, Graft replacement of Aorta ,369.0
2010,February,2, Graft replacement of Aorta ,225.0
2010,March,3, Graft replacement of Aorta ,372.0
2010,April,4, Graft replacement of Aorta ,311.0
2010,May,5, Graft replacement of Aorta ,287.0
2010,June,6, Graft replacement of Aorta ,254.0
2010,July,7, Graft replacement of Aorta ,279.0
2010,August,8, Graft replacement of Aorta ,245.0
2010,September,9, Graft replacement of Aorta ,198.0
2010,October,10, Graft replacement of Aorta ,252.0
2010,November,11, Graft replacement of Aorta ,294.0
2010,December,12, Graft replacement of Aorta ,299.0
2011,January,1, Graft replacement of Aorta ,316.0
2011,February,2, Graft replacement of Aorta ,263.0
2011,March,3, Graft replacement of Aorta ,332.0
2011,April,4, Graft replacement of Aorta ,284.0
2011,May,5, Graft replacement of Aorta ,262.0
2011,June,6, Graft replacement of Aorta ,294.0
2011,July,7, Graft replacement of Aorta ,260.0
2011,August,8, Graft replacement of Aorta ,188.0
2011,September,9, Graft replacement of Aorta ,163.0
2011,October,10, Graft replacement of Aorta ,262.0
2011,November,11, Graft replacement of Aorta ,265.0
2011,December,12, Graft replacement of Aorta ,249.0
2012,January,1, Graft replacement of Aorta ,326.0
2012,February,2, Graft replacement of Aorta ,312.0
2012,March,3, Graft replacement of Aorta ,298.0
2012,April,4, Graft replacement of Aorta ,248.0
2012,May,5, Graft replacement of Aorta ,290.0
2012,June,6, Graft replacement of Aorta ,266.0
2012,July,7, Graft replacement of Aorta ,277.0
2012,August,8, Graft replacement of Aorta ,240.0
2012,September,9, Graft replacement of Aorta ,206.0
2012,October,10, Graft replacement of Aorta ,278.0
2012,November,11, Graft replacement of Aorta ,289.0
2012,December,12, Graft replacement of Aorta ,274.0
2013,January,1, Graft replacement of Aorta ,308.0
2013,February,2, Graft replacement of Aorta ,277.0
2013,March,3, Graft replacement of Aorta ,291.0
2013,April,4, Graft replacement of Aorta ,287.0
2013,May,5, Graft replacement of Aorta ,244.0
2013,June,6, Graft replacement of Aorta ,237.0
2013,July,7, Graft replacement of Aorta ,228.0
2013,August,8, Graft replacement of Aorta ,211.0
2013,September,9, Graft replacement of Aorta ,174.0
2013,October,10, Graft replacement of Aorta ,260.0
2013,November,11, Graft replacement of Aorta ,279.0
2013,December,12, Graft replacement of Aorta ,275.0
2014,January,1, Graft replacement of Aorta ,287.0
2014,February,2, Graft replacement of Aorta ,239.0
2014,March,3, Graft replacement of Aorta ,325.0
2014,April,4, Graft replacement of Aorta ,283.0
2014,May,5, Graft replacement of Aorta ,251.0
2014,June,6, Graft replacement of Aorta ,255.0
2014,July,7, Graft replacement of Aorta ,267.0
2014,August,8, Graft replacement of Aorta ,229.0
2014,September,9, Graft replacement of Aorta ,240.0
2014,October,10, Graft replacement of Aorta ,295.0
2014,November,11, Graft replacement of Aorta ,304.0
2014,December,12, Graft replacement of Aorta ,325.0
2015,January,1, Graft replacement of Aorta ,378.0
2015,February,2, Graft replacement of Aorta ,286.0
2015,March,3, Graft replacement of Aorta ,365.0
2015,April,4, Graft replacement of Aorta ,326.0
2015,May,5, Graft replacement of Aorta ,317.0
2015,June,6, Graft replacement of Aorta ,264.0
2015,July,7, Graft replacement of Aorta ,287.0
2015,August,8, Graft replacement of Aorta ,312.0
2015,September,9, Graft replacement of Aorta ,268.0
2015,October,10, Graft replacement of Aorta ,321.0
2015,November,11, Graft replacement of Aorta ,354.0
2015,December,12, Graft replacement of Aorta ,319.0
2016,January,1, Graft replacement of Aorta ,356.0
2016,February,2, Graft replacement of Aorta ,336.0
2016,March,3, Graft replacement of Aorta ,409.0
2016,April,4, Graft replacement of Aorta ,341.0
2016,May,5, Graft replacement of Aorta ,315.0
2016,June,6, Graft replacement of Aorta ,309.0
2016,July,7, Graft replacement of Aorta ,311.0
2016,August,8, Graft replacement of Aorta ,320.0
2016,September,9, Graft replacement of Aorta ,259.0
2016,October,10, Graft replacement of Aorta ,331.0
2016,November,11, Graft replacement of Aorta ,357.0
2016,December,12, Graft replacement of Aorta ,310.0
2017,January,1, Graft replacement of Aorta ,350.0
2017,February,2, Graft replacement of Aorta ,347.0
2017,March,3, Graft replacement of Aorta ,353.0
2017,April,4, Graft replacement of Aorta ,341.0
2017,May,5, Graft replacement of Aorta ,322.0
2017,June,6, Graft replacement of Aorta ,293.0
2017,July,7, Graft replacement of Aorta ,293.0
2017,August,8, Graft replacement of Aorta ,319.0
2017,September,9, Graft replacement of Aorta ,314.0
2017,October,10, Graft replacement of Aorta ,283.0
2017,November,11, Graft replacement of Aorta ,399.0
2017,December,12, Graft replacement of Aorta ,333.0
2018,January,1, Graft replacement of Aorta ,439.0
2018,February,2, Graft replacement of Aorta ,292.0
2018,March,3, Graft replacement of Aorta ,423.0
2018,April,4, Graft replacement of Aorta ,393.0
2018,May,5, Graft replacement of Aorta ,326.0
2018,June,6, Graft replacement of Aorta ,281.0
2018,July,7, Graft replacement of Aorta ,353.0
2018,August,8, Graft replacement of Aorta ,334.0
2018,September,9, Graft replacement of Aorta ,225.0
2018,October,10, Graft replacement of Aorta ,319.0
2018,November,11, Graft replacement of Aorta ,358.0
2018,December,12, Graft replacement of Aorta ,307.0
2019,January,1, Graft replacement of Aorta ,433.0
2019,February,2, Graft replacement of Aorta ,332.0
2019,March,3, Graft replacement of Aorta ,360.0
2019,April,4, Graft replacement of Aorta ,373.0
2019,May,5, Graft replacement of Aorta ,398.0
2019,June,6, Graft replacement of Aorta ,321.0
2019,July,7, Graft replacement of Aorta ,369.0
2019,August,8, Graft replacement of Aorta ,322.0
2019,September,9, Graft replacement of Aorta ,316.0
