city,year,month,month_name,unit,patients
Busan,2010,12,December,15759.70729136952,6503
Busan,2011,1,January,18989.17445745365,7635
Busan,2011,2,February,15348.283010520263,6164
Busan,2011,3,March,17962.596979886595,7208
Busan,2011,4,April,15993.21073352475,6440
Busan,2011,5,May,16557.21985212821,6687
Busan,2011,6,June,16376.069280946162,6609
Busan,2011,7,July,16499.85445268007,6702
Busan,2011,8,August,15351.725003848847,6203
Busan,2011,9,September,12540.772729017563,4922
Busan,2011,10,October,15015.095412561866,6033
Busan,2011,11,November,15323.31973315891,6221
Busan,2011,12,December,15616.68517852808,6478
Busan,2012,1,January,20231.295682539792,8294
Busan,2012,2,February,18703.326838060748,7688
Busan,2012,3,March,18133.68478696969,7302
Busan,2012,4,April,17075.1626630621,6914
Busan,2012,5,May,17788.83314042676,7245
Busan,2012,6,June,16973.424247632927,6840
Busan,2012,7,July,19133.838177893682,7794
Busan,2012,8,August,18679.766292652694,7548
Busan,2012,9,September,16275.66941766787,6451
Busan,2012,10,October,17811.160637294903,7174
Busan,2012,11,November,16895.15922253694,6856
Busan,2012,12,December,16345.90049194893,6768
Busan,2013,1,January,21360.058668995276,8880
Busan,2013,2,February,16855.021584463735,6873
Busan,2013,3,March,17603.07455527781,7160
Busan,2013,4,April,16976.278103377168,6934
Busan,2013,5,May,17118.83211135636,7042
Busan,2013,6,June,16140.026143577561,6631
Busan,2013,7,July,18336.433178798216,7610
Busan,2013,8,August,17181.893322917396,7047
Busan,2013,9,September,15894.842466493898,6378
Busan,2013,10,October,16604.995317471854,6771
Busan,2013,11,November,15903.954565247732,6539
Busan,2013,12,December,17179.905099293224,7227
Busan,2014,1,January,19284.154714718417,7932
Busan,2014,2,February,18204.524924515823,7545
Busan,2014,3,March,17556.015378379576,7156
Busan,2014,4,April,16648.306065011948,6747
Busan,2014,5,May,16207.375328957736,6538
Busan,2014,6,June,16362.074932746431,6592
Busan,2014,7,July,18050.901251139298,7329
Busan,2014,8,August,17111.140439045095,6902
Busan,2014,9,September,16696.048825019046,6626
Busan,2014,10,October,16382.051255694347,6560
Busan,2014,11,November,15546.31437419366,6331
Busan,2014,12,December,16844.207934459897,6999
Busan,2015,1,January,19956.293752940248,8149
Busan,2015,2,February,15566.090523444125,6226
Busan,2015,3,March,18181.908193062973,7342
Busan,2015,4,April,16781.500254163424,6719
Busan,2015,5,May,16044.03929136229,6423
Busan,2015,6,June,14701.173524289256,5757
Busan,2015,7,July,16844.6726964496,6683
Busan,2015,8,August,17319.50659791682,7000
Busan,2015,9,September,15869.840600215914,6260
Busan,2015,10,October,16842.476684453482,6729
Busan,2015,11,November,16507.164053598768,6716
Busan,2015,12,December,17291.95007551132,7177
Busan,2016,1,January,19864.731705466096,8108
Busan,2016,2,February,16826.577024041835,6809
Busan,2016,3,March,18719.991025651172,7570
Busan,2016,4,April,16329.046467901346,6577
Busan,2016,5,May,17375.241185304,7056
Busan,2016,6,June,16764.313331352652,6702
Busan,2016,7,July,17145.352080561384,6823
Busan,2016,8,August,17658.222116667443,7076
Busan,2016,9,September,16063.769372023096,6255
Busan,2016,10,October,16141.752467460581,6433
Busan,2016,11,November,16579.661185744342,6659
Busan,2016,12,December,16674.245735174292,6890
Busan,2017,1,January,19123.54317701691,7832
Busan,2017,2,February,17018.211629575748,7001
Busan,2017,3,March,17607.86611996598,7152
Busan,2017,4,April,16146.010724855394,6549
Busan,2017,5,May,17202.559651651383,6990
Busan,2017,6,June,16761.639781840015,6790
Busan,2017,7,July,17448.319625481145,7149
Busan,2017,8,August,17903.16647371143,7284
Busan,2017,9,September,16664.40525769142,6677
Busan,2017,10,October,15282.722134712461,6183
Busan,2017,11,November,16444.99063049484,6793
Busan,2017,12,December,15930.30649692858,6663
Busan,2018,1,January,20876.638068030123,8687
Busan,2018,2,February,15743.768724908934,6428
Busan,2018,3,March,17732.334390218,7255
Busan,2018,4,April,17078.949659840433,7029
Busan,2018,5,May,17375.440655351456,7139
Busan,2018,6,June,16221.200076162262,6619
Busan,2018,7,July,18253.97104622113,7543
Busan,2018,8,August,17717.706738541674,7271
Busan,2018,9,September,15362.299653039296,6166
Busan,2018,10,October,17548.107670152094,7157
Busan,2018,11,November,17005.256108891583,6994
Busan,2018,12,December,16831.288870021566,7095
Busan,2019,1,January,21207.28451443267,8802
Busan,2019,2,February,16439.16549083919,6771
Busan,2019,3,March,17851.453280796402,7392
Busan,2019,4,April,17599.946756218305,7292
Busan,2019,5,May,17827.4896352915,7408
Busan,2019,6,June,16845.106186451343,6945
Busan,2019,7,July,19189.068407507028,8002
Busan,2019,8,August,17854.639883737513,7387
Busan,2019,9,September,16995.636767433625,6980
Busan,2019,10,October,17418.467702760103,7105
Busan,2019,11,November,17268.20475444272,7183
Busan,2019,12,December,17783.606121084897,7584
Busan,2020,1,January,19539.337113850583,8168
Busan,2020,2,February,16693.813707621113,7003
Busan,2020,3,March,15919.538469595143,6599
Busan,2020,4,April,15607.547642153508,6398
Busan,2020,5,May,17001.53715170903,7076
Busan,2020,6,June,18130.58644264797,7580
Busan,2020,7,July,18543.85736934133,7716
Busan,2020,8,August,16920.55966593732,6963
Busan,2020,9,September,16394.752039638963,6651
Busan,2020,10,October,17133.413198373055,7097
Busan,2020,11,November,17361.079494149544,7298
Busan,2020,12,December,17403.714595070225,7401
Busan,2021,1,January,18782.302613522552,7858
Busan,2021,2,February,15814.841266832796,6587
Busan,2021,3,March,19414.158606378543,8182
Busan,2021,4,April,17966.522695420288,7525
Busan,2021,5,May,17363.73096452257,7233
Busan,2021,6,June,18272.6319417775,7594
Busan,2021,7,July,18724.62815721964,7770
Busan,2021,8,August,18466.43355803201,7670
Busan,2021,9,September,16801.743150268157,6907
Busan,2021,10,October,17656.92912709892,7337
Busan,2021,11,November,18282.424892455892,7690
Busan,2021,12,December,17434.825181069722,7541
Busan,2022,1,January,19229.420036407453,7955
Busan,2022,2,February,16357.514885535586,6819
Busan,2022,3,March,17389.965898396917,7202
Busan,2022,4,April,17434.70387033273,7243
Busan,2022,5,May,18659.200198923692,7832
Busan,2022,6,June,18487.288672564566,7755
Busan,2022,7,July,18729.09129304484,7767
Busan,2022,8,August,19333.056402214745,7949
Busan,2022,9,September,18131.85612372897,7421
Busan,2022,10,October,17966.96990099688,7471
Busan,2022,11,November,18454.82403100127,7793
Busan,2022,12,December,18038.613411280483,7747
Central Seoul,2006,1,January,13642.249457164917,5441
Central Seoul,2006,2,February,12832.271589092028,5087
Central Seoul,2006,3,March,12786.231335078124,5003
Central Seoul,2006,4,April,11692.546880225727,4585
Central Seoul,2006,5,May,12425.947631475596,4880
Central Seoul,2006,6,June,12274.318146301152,4827
Central Seoul,2006,7,July,12927.370369200142,5152
Central Seoul,2006,8,August,13932.297167304127,5495
Central Seoul,2006,9,September,12207.438777927255,4710
Central Seoul,2006,10,October,11851.380243359323,4561
Central Seoul,2006,11,November,12281.542735626012,4788
Central Seoul,2006,12,December,12355.34156043414,4861
Central Seoul,2007,1,January,15995.594893492651,6480
Central Seoul,2007,2,February,12666.380272601462,5001
Central Seoul,2007,3,March,13947.039316848492,5470
Central Seoul,2007,4,April,13002.203937455573,5126
Central Seoul,2007,5,May,13494.489389790073,5302
Central Seoul,2007,6,June,12850.7979292014,5014
Central Seoul,2007,7,July,14105.65594228406,5558
Central Seoul,2007,8,August,14586.321919160933,5683
Central Seoul,2007,9,September,11909.887703194601,4523
Central Seoul,2007,10,October,13653.476601458166,5303
Central Seoul,2007,11,November,12629.347502815357,4925
Central Seoul,2007,12,December,12324.94641789588,4890
Central Seoul,2008,1,January,16242.969325156912,6718
Central Seoul,2008,2,February,12462.566355613219,5028
Central Seoul,2008,3,March,13652.0930779395,5522
Central Seoul,2008,4,April,12680.620260710617,5129
Central Seoul,2008,5,May,12610.172525734128,5100
Central Seoul,2008,6,June,13161.702816148725,5356
Central Seoul,2008,7,July,14197.107935300344,5857
Central Seoul,2008,8,August,13251.830959190062,5422
Central Seoul,2008,9,September,12342.94225968857,4934
Central Seoul,2008,10,October,10941.478874274522,4317
Central Seoul,2008,11,November,11743.656260638321,4781
Central Seoul,2008,12,December,12349.434130118243,5074
Central Seoul,2009,1,January,15972.181941322297,6531
Central Seoul,2009,2,February,15121.24189989088,6246
Central Seoul,2009,3,March,15452.12841071358,6269
