city,year,month,month_name,unit,patients
Central Seoul,2009,4,April,14401.135026448626,5855
Central Seoul,2009,5,May,14025.92315799947,5735
Central Seoul,2009,6,June,14488.358690403431,5932
Central Seoul,2009,7,July,15900.351000219402,6544
Central Seoul,2009,8,August,15735.201419356315,6453
Central Seoul,2009,9,September,14570.88758458011,5845
Central Seoul,2009,10,October,14433.285309344716,5792
Central Seoul,2009,11,November,13663.355653282035,5504
Central Seoul,2009,12,December,15052.117048346146,6212
Central Seoul,2010,1,January,17718.356578351395,7336
Central Seoul,2010,2,February,14408.711529865604,5907
Central Seoul,2010,3,March,16698.72389725802,6813
Central Seoul,2010,4,April,15074.393688190174,6136
Central Seoul,2010,5,May,14963.785208956033,6095
Central Seoul,2010,6,June,15557.075230887342,6352
Central Seoul,2010,7,July,15551.659874386514,6383
Central Seoul,2010,8,August,16068.064645293081,6669
Central Seoul,2010,9,September,13351.077244736938,5333
Central Seoul,2010,10,October,14187.718729652404,5739
Central Seoul,2010,11,November,14048.810283984265,5760
Central Seoul,2010,12,December,14330.78667835779,6023
Central Seoul,2011,1,January,17174.153685694644,7107
Central Seoul,2011,2,February,13880.516769870119,5719
Central Seoul,2011,3,March,16230.472924584237,6684
Central Seoul,2011,4,April,14353.470041602539,5942
Central Seoul,2011,5,May,14857.825725138804,6167
Central Seoul,2011,6,June,14781.073844381244,6104
Central Seoul,2011,7,July,14889.01478203894,6203
Central Seoul,2011,8,August,13784.278734799762,5722
Central Seoul,2011,9,September,11126.432748069354,4496
Central Seoul,2011,10,October,13539.98149530492,5590
Central Seoul,2011,11,November,13779.776829326143,5756
Central Seoul,2011,12,December,14164.708964776628,6027
Central Seoul,2012,1,January,17553.198479651248,7445
Central Seoul,2012,2,February,16254.018316326907,6894
Central Seoul,2012,3,March,15558.018718024472,6477
Central Seoul,2012,4,April,14598.242991359126,6125
Central Seoul,2012,5,May,15300.21956740084,6436
Central Seoul,2012,6,June,14578.157608906915,6052
Central Seoul,2012,7,July,16647.85173206575,6984
Central Seoul,2012,8,August,16143.217692285158,6732
Central Seoul,2012,9,September,13873.233964686864,5699
Central Seoul,2012,10,October,15315.617526202037,6378
Central Seoul,2012,11,November,14519.664686155273,6091
Central Seoul,2012,12,December,14145.877932329095,6036
Central Seoul,2013,1,January,18646.107291596003,7947
Central Seoul,2013,2,February,14623.999243212527,6103
Central Seoul,2013,3,March,15225.914356840887,6332
Central Seoul,2013,4,April,14655.839006067501,6128
Central Seoul,2013,5,May,14746.179097837346,6216
Central Seoul,2013,6,June,13950.403607800428,5858
Central Seoul,2013,7,July,15917.402339064201,6766
Central Seoul,2013,8,August,14880.680148690531,6252
Central Seoul,2013,9,September,13602.48092525124,5613
Central Seoul,2013,10,October,14346.35053432449,5993
Central Seoul,2013,11,November,13726.15911372508,5781
Central Seoul,2013,12,December,14909.407483890362,6410
Central Seoul,2014,1,January,16669.424526987732,7113
Central Seoul,2014,2,February,15760.93547089307,6769
Central Seoul,2014,3,March,15134.765014914954,6383
Central Seoul,2014,4,April,14283.790671933231,6000
Central Seoul,2014,5,May,13852.447371092485,5795
Central Seoul,2014,6,June,14048.436423992913,5855
Central Seoul,2014,7,July,15619.939688965576,6558
Central Seoul,2014,8,August,14773.039984354731,6174
Central Seoul,2014,9,September,14246.95633704991,5860
Central Seoul,2014,10,October,14093.131268342193,5839
Central Seoul,2014,11,November,13380.574834294068,5637
Central Seoul,2014,12,December,14583.1267939098,6254
Central Seoul,2015,1,January,16904.969824509528,7255
Central Seoul,2015,2,February,13069.359904076844,5516
Central Seoul,2015,3,March,15355.379363309297,6503
Central Seoul,2015,4,April,14090.4160759538,5929
Central Seoul,2015,5,May,13495.189327717164,5679
Central Seoul,2015,6,June,12221.693070565305,5053
Central Seoul,2015,7,July,14105.996761430304,5891
Central Seoul,2015,8,August,14681.833608632867,6230
Central Seoul,2015,9,September,13248.475196381325,5515
Central Seoul,2015,10,October,14158.54903238965,5939
Central Seoul,2015,11,November,14011.690411955158,5966
Central Seoul,2015,12,December,14695.150643140714,6372
Central Seoul,2016,1,January,17061.379930868086,7346
Central Seoul,2016,2,February,14377.790572434553,6130
Central Seoul,2016,3,March,16097.191603533116,6842
Central Seoul,2016,4,April,13949.257772801013,5910
Central Seoul,2016,5,May,14913.897032586327,6377
Central Seoul,2016,6,June,14310.306803877254,6013
Central Seoul,2016,7,July,14648.995640278727,6138
Central Seoul,2016,8,August,15126.961497938171,6384
Central Seoul,2016,9,September,13496.696022503405,5555
Central Seoul,2016,10,October,13847.864931596374,5793
Central Seoul,2016,11,November,14237.545151811239,5992
Central Seoul,2016,12,December,14379.860601981414,6202
Central Seoul,2017,1,January,16442.732114647384,7148
Central Seoul,2017,2,February,14682.580057197472,6390
Central Seoul,2017,3,March,15188.766574990523,6523
Central Seoul,2017,4,April,13918.38261123324,5969
Central Seoul,2017,5,May,14792.459951647263,6360
Central Seoul,2017,6,June,14341.232373780946,6159
Central Seoul,2017,7,July,15052.811089479681,6543
Central Seoul,2017,8,August,15361.962117849615,6642
Central Seoul,2017,9,September,14237.315213149064,6080
Central Seoul,2017,10,October,13078.819320357094,5601
Central Seoul,2017,11,November,14327.980289477435,6225
Central Seoul,2017,12,December,13748.10066670037,6046
Central Seoul,2018,1,January,17746.56747966597,7845
Central Seoul,2018,2,February,13313.553468114545,5807
Central Seoul,2018,3,March,15001.10884308559,6516
Central Seoul,2018,4,April,14519.914142270063,6333
Central Seoul,2018,5,May,14717.965214349668,6435
Central Seoul,2018,6,June,13635.307417918602,5930
Central Seoul,2018,7,July,15510.459064026214,6835
Central Seoul,2018,8,August,14975.400259423106,6571
Central Seoul,2018,9,September,12787.731692252984,5524
Central Seoul,2018,10,October,14729.793564354939,6412
Central Seoul,2018,11,November,14349.846503559185,6272
Central Seoul,2018,12,December,14199.441528519632,6342
Central Seoul,2019,1,January,18199.003488388076,8040
Central Seoul,2019,2,February,14016.103450419145,6139
Central Seoul,2019,3,March,15378.125487646037,6743
Central Seoul,2019,4,April,15175.294756435113,6655
Central Seoul,2019,5,May,15367.943799728593,6773
Central Seoul,2019,6,June,14400.085136030535,6323
Central Seoul,2019,7,July,16506.14180638633,7324
Central Seoul,2019,8,August,15251.967504112392,6738
Central Seoul,2019,9,September,14473.775253775408,6341
Central Seoul,2019,10,October,14813.455595631724,6433
Central Seoul,2019,11,November,14812.614077684642,6541
Central Seoul,2019,12,December,15307.37752441618,6886
Central Seoul,2020,1,January,16248.00522994426,7146
Central Seoul,2020,2,February,13988.422922849913,6189
Central Seoul,2020,3,March,13506.107547803944,5897
Central Seoul,2020,4,April,13019.817359873907,5615
Central Seoul,2020,5,May,14141.050816956278,6184
Central Seoul,2020,6,June,15024.211790795885,6610
Central Seoul,2020,7,July,15333.822248920727,6734
Central Seoul,2020,8,August,13819.737826470091,6026
Central Seoul,2020,9,September,13461.757268813997,5807
Central Seoul,2020,10,October,14227.3305160391,6193
Central Seoul,2020,11,November,14446.121421145739,6375
Central Seoul,2020,12,December,14441.57941687753,6449
Central Seoul,2021,1,January,16138.33622261729,7074
Central Seoul,2021,2,February,13466.347962391632,5887
Central Seoul,2021,3,March,16642.571080294736,7325
Central Seoul,2021,4,April,15378.676724636542,6751
Central Seoul,2021,5,May,14808.080503281677,6491
Central Seoul,2021,6,June,15461.8348592946,6789
Central Seoul,2021,7,July,15798.716532838462,6941
Central Seoul,2021,8,August,15646.329526095053,6889
Central Seoul,2021,9,September,14164.101584839398,6168
Central Seoul,2021,10,October,14915.313300128906,6549
Central Seoul,2021,11,November,15524.150850749844,6859
Central Seoul,2021,12,December,14847.8361345053,6730
Central Seoul,2022,1,January,16793.08270285025,7220
Central Seoul,2022,2,February,14339.643824069286,6190
Central Seoul,2022,3,March,15272.402207075289,6552
Central Seoul,2022,4,April,15270.165613679084,6581
Central Seoul,2022,5,May,16353.998341854927,7121
Central Seoul,2022,6,June,16098.788979757295,7032
Central Seoul,2022,7,July,16263.7366321956,7054
Central Seoul,2022,8,August,16707.05674630832,7210
Central Seoul,2022,9,September,15603.049128456665,6688
Central Seoul,2022,10,October,15674.327101537223,6786
Central Seoul,2022,11,November,16155.265409651422,7072
Central Seoul,2022,12,December,15689.842498299076,6999
Chungbuk,2006,1,January,3839.377994371362,1469
Chungbuk,2006,2,February,3622.1850392741558,1375
Chungbuk,2006,3,March,3647.5971793272506,1362
Chungbuk,2006,4,April,3353.2799098507517,1251
Chungbuk,2006,5,May,3567.2372078874037,1336
Chungbuk,2006,6,June,3500.775437311504,1316
Chungbuk,2006,7,July,3631.302118380232,1388
Chungbuk,2006,8,August,3876.70413866916,1476
Chungbuk,2006,9,September,3480.7717045754152,1284
Chungbuk,2006,10,October,3386.8816826064617,1246
Chungbuk,2006,11,November,3429.8303098837127,1276
Chungbuk,2006,12,December,3434.217875821911,1297
Chungbuk,2007,1,January,4679.538794063534,1801
Chungbuk,2007,2,February,3886.613677960258,1442
Chungbuk,2007,3,March,4266.120726346104,1572
Chungbuk,2007,4,April,3951.2700649325297,1466
Chungbuk,2007,5,May,4081.2656086854195,1514
Chungbuk,2007,6,June,3890.840968138334,1441
Chungbuk,2007,7,July,4236.109364388413,1585
Chungbuk,2007,8,August,4410.729015859832,1627
Chungbuk,2007,9,September,3824.20197900128,1351
Chungbuk,2007,10,October,4154.7086402879495,1507
Chungbuk,2007,11,November,3834.2758301467093,1398
Chungbuk,2007,12,December,3716.4168383482743,1386
Chungbuk,2008,1,January,4780.552888680486,1809
Chungbuk,2008,2,February,3881.8709803354172,1423
Chungbuk,2008,3,March,4149.6702693274965,1529
Chungbuk,2008,4,April,3906.5790324515756,1438
Chungbuk,2008,5,May,3932.814278280325,1448
Chungbuk,2008,6,June,3976.594373608858,1485
Chungbuk,2008,7,July,4305.668830065194,1618
Chungbuk,2008,8,August,4057.3287208986526,1518
Chungbuk,2008,9,September,3917.607129090042,1422
Chungbuk,2008,10,October,3491.9892411089004,1244
Chungbuk,2008,11,November,3613.3826960981405,1336
Chungbuk,2008,12,December,3724.3872121723334,1398
Chungbuk,2009,1,January,5010.742896348308,1878
Chungbuk,2009,2,February,4612.592322657274,1764
Chungbuk,2009,3,March,4812.172214509075,1806
Chungbuk,2009,4,April,4531.93516419075,1703
Chungbuk,2009,5,May,4391.301786375213,1664
Chungbuk,2009,6,June,4429.010527059706,1696
Chungbuk,2009,7,July,4833.292622216316,1854
Chungbuk,2009,8,August,4752.616218270809,1822
Chungbuk,2009,9,September,4613.779219667367,1713
Chungbuk,2009,10,October,4511.821691185529,1681
Chungbuk,2009,11,November,4302.48761919094,1603
Chungbuk,2009,12,December,4537.7661560490815,1743
Chungbuk,2010,1,January,5718.2065929224555,2187
Chungbuk,2010,2,February,4788.182327274602,1807
Chungbuk,2010,3,March,5498.1892162192835,2078
Chungbuk,2010,4,April,5025.364406407378,1889
Chungbuk,2010,5,May,4983.493008904979,1877
Chungbuk,2010,6,June,5111.530276041615,1941
Chungbuk,2010,7,July,5056.142404841415,1934
Chungbuk,2010,8,August,5267.959440402811,2022
Chungbuk,2010,9,September,4764.402584983635,1728
Chungbuk,2010,10,October,4912.486795229958,1807
Chungbuk,2010,11,November,4830.208101269619,1796
Chungbuk,2010,12,December,4772.177980022663,1835
Chungbuk,2011,1,January,5974.153622248939,2262
Chungbuk,2011,2,February,4826.604829350862,1835
Chungbuk,2011,3,March,5644.800949790515,2138
Chungbuk,2011,4,April,5066.741632770944,1922
Chungbuk,2011,5,May,5225.601146021293,1992
Chungbuk,2011,6,June,5151.806766443749,1969
Chungbuk,2011,7,July,5182.2881838596895,1990
Chungbuk,2011,8,August,4847.310680592684,1848
Chungbuk,2011,9,September,4043.9428300729105,1493
Chungbuk,2011,10,October,4720.127029074439,1784
Chungbuk,2011,11,November,4835.682466997608,1844
Chungbuk,2011,12,December,4866.044813875595,1907
Chungbuk,2012,1,January,5919.053526958539,2298
Chungbuk,2012,2,February,5449.847315013463,2129
Chungbuk,2012,3,March,5387.9625306864855,2054
Chungbuk,2012,4,April,5091.059893314624,1946
Chungbuk,2012,5,May,5255.592417697862,2027
Chungbuk,2012,6,June,5016.634918270086,1924
Chungbuk,2012,7,July,5550.55359947064,2154
Chungbuk,2012,8,August,5476.376157248703,2105
Chungbuk,2012,9,September,4872.851480460465,1823
Chungbuk,2012,10,October,5263.215347258659,2004
Chungbuk,2012,11,November,4989.59355162779,1912
Chungbuk,2012,12,December,4773.277126155646,1877
Chungbuk,2013,1,January,6100.193738277556,2420
Chungbuk,2013,2,February,4862.928573278651,1896
Chungbuk,2013,3,March,5106.823834174936,1988
Chungbuk,2013,4,April,4927.4331189004615,1922
Chungbuk,2013,5,May,4974.609348422465,1952
Chungbuk,2013,6,June,4679.052880690388,1841
Chungbuk,2013,7,July,5273.789699126595,2092
Chungbuk,2013,8,August,4982.228163610121,1955
Chungbuk,2013,9,September,4664.357389827304,1781
Chungbuk,2013,10,October,4812.6097787441395,1871
Chungbuk,2013,11,November,4603.919285450591,1803
Chungbuk,2013,12,December,4907.188524520781,1975
Chungbuk,2014,1,January,5751.8933945724275,2304
Chungbuk,2014,2,February,5425.086435137835,2193
Chungbuk,2014,3,March,5293.032113865999,2105
Chungbuk,2014,4,April,5044.341625717845,1993
Chungbuk,2014,5,May,4922.416177765978,1935
Chungbuk,2014,6,June,4931.825269214401,1940
Chungbuk,2014,7,July,5385.570421380197,2136
Chungbuk,2014,8,August,5115.330644905176,2014
Chungbuk,2014,9,September,5051.5619912134525,1959
Chungbuk,2014,10,October,4931.066707113525,1930
Chungbuk,2014,11,November,4694.362909842257,1864
Chungbuk,2014,12,December,5046.571298894217,2049
Chungbuk,2015,1,January,6083.825249242094,2441
Chungbuk,2015,2,February,4790.556215098453,1879
Chungbuk,2015,3,March,5612.809802606578,2224
Chungbuk,2015,4,April,5200.520645886277,2041
Chungbuk,2015,5,May,4973.007433530654,1954
Chungbuk,2015,6,June,4599.968251866776,1766
Chungbuk,2015,7,July,5198.541330535904,2031
Chungbuk,2015,8,August,5286.947939070331,2107
Chungbuk,2015,9,September,4904.176259687835,1900
Chungbuk,2015,10,October,5183.914321287282,2039
Chungbuk,2015,11,November,5067.125638246712,2023
Chungbuk,2015,12,December,5260.286628979729,2150
Chungbuk,2016,1,January,6014.8594918401295,2426
Chungbuk,2016,2,February,5137.227105722883,2054
Chungbuk,2016,3,March,5726.928611569111,2283
Chungbuk,2016,4,April,5038.318462625677,2004
Chungbuk,2016,5,May,5318.883126595879,2129
Chungbuk,2016,6,June,5135.922470568753,2043
Chungbuk,2016,7,July,5250.866505858247,2080
Chungbuk,2016,8,August,5378.384047421019,2147
Chungbuk,2016,9,September,4957.439568732446,1922
Chungbuk,2016,10,October,4926.578117841421,1956
Chungbuk,2016,11,November,5036.863356368748,2017
Chungbuk,2016,12,December,5056.155169639311,2090
Chungbuk,2017,1,January,5713.2125116017305,2300
Chungbuk,2017,2,February,5091.329123692428,2063
Chungbuk,2017,3,March,5317.460471184697,2122
Chungbuk,2017,4,April,4879.0062685959,1947
Chungbuk,2017,5,May,5167.600434836198,2067
Chungbuk,2017,6,June,5029.123404327672,2010
Chungbuk,2017,7,July,5214.9636609972085,2106
Chungbuk,2017,8,August,5337.840620925348,2142
Chungbuk,2017,9,September,4973.858901736941,1964
Chungbuk,2017,10,October,4606.97900420462,1834
Chungbuk,2017,11,November,4902.095061260824,1994
Chungbuk,2017,12,December,4750.545646620538,1964
Chungbuk,2018,1,January,6123.827110330971,2500
Chungbuk,2018,2,February,4699.775039904769,1873
Chungbuk,2018,3,March,5273.51387146795,2115
Chungbuk,2018,4,April,5088.95310109711,2053
Chungbuk,2018,5,May,5177.779244749664,2084
Chungbuk,2018,6,June,4845.4800031974055,1943
Chungbuk,2018,7,July,5367.170781201858,2181
Chungbuk,2018,8,August,5219.303714632145,2107
Chungbuk,2018,9,September,4570.144043335369,1804
Chungbuk,2018,10,October,5152.888253997501,2072
Chungbuk,2018,11,November,5026.093561313617,2031
Chungbuk,2018,12,December,4933.545129549322,2051
Chungbuk,2019,1,January,6179.614514006624,2525
Chungbuk,2019,2,February,4842.940601757765,1965
Chungbuk,2019,3,March,5294.786633688089,2156
Chungbuk,2019,4,April,5225.804809815888,2130
Chungbuk,2019,5,May,5265.906833260107,2157
Chungbuk,2019,6,June,4970.707848178489,2026
Chungbuk,2019,7,July,5605.654863974943,2309
Chungbuk,2019,8,August,5218.315190762819,2136
Chungbuk,2019,9,September,4989.696777858525,2027
Chungbuk,2019,10,October,5136.0588944174015,2070
Chungbuk,2019,11,November,5058.625075767877,2077
Chungbuk,2019,12,December,5175.216550789702,2183
Chungbuk,2020,1,January,5674.298319016782,2299
Chungbuk,2020,2,February,4834.789906690264,1962
Chungbuk,2020,3,March,4711.802224939704,1876
Chungbuk,2020,4,April,4615.993157014489,1834
Chungbuk,2020,5,May,4975.266692828158,2016
Chungbuk,2020,6,June,5241.076773111434,2146
Chungbuk,2020,7,July,5355.0335089834525,2183
Chungbuk,2020,8,August,4917.733319503786,1980
Chungbuk,2020,9,September,4790.114531138456,1895
Chungbuk,2020,10,October,4979.549867983871,2012
Chungbuk,2020,11,November,4991.862213621742,2050
Chungbuk,2020,12,December,4979.49289372846,2067
Chungbuk,2021,1,January,5422.918454562516,2157
Chungbuk,2021,2,February,4552.036746137385,1812
Chungbuk,2021,3,March,5535.7658533857175,2233
Chungbuk,2021,4,April,5141.031281136773,2064
Chungbuk,2021,5,May,4973.3271743144105,1992
Chungbuk,2021,6,June,5151.138660150439,2071
Chungbuk,2021,7,July,5254.927040101262,2113
Chungbuk,2021,8,August,5227.029121138131,2095
Chungbuk,2021,9,September,4801.419603221542,1903
Chungbuk,2021,10,October,4952.844974827007,1996
Chungbuk,2021,11,November,5104.906609714143,2078
Chungbuk,2021,12,December,4783.091373669962,2006
Chungbuk,2022,1,January,5558.648774769602,2213
Chungbuk,2022,2,February,4758.52569700953,1906
Chungbuk,2022,3,March,5154.828081780965,2042
Chungbuk,2022,4,April,5101.668643317024,2048
Chungbuk,2022,5,May,5367.657068035714,2188
Chungbuk,2022,6,June,5293.5768324515875,2162
Chungbuk,2022,7,July,5355.42374254725,2162
Chungbuk,2022,8,August,5527.2903188215805,2214
Chungbuk,2022,9,September,5241.605151287715,2086
Chungbuk,2022,10,October,5178.882018063075,2088
Chungbuk,2022,11,November,5278.599343462445,2160
Chungbuk,2022,12,December,5090.570760993085,2125
Daegu/Gyeongbuk,2006,1,January,17012.492458897716,6491
Daegu/Gyeongbuk,2006,2,February,16017.180132650137,6072
Daegu/Gyeongbuk,2006,3,March,16109.497331678402,6030
Daegu/Gyeongbuk,2006,4,April,14784.695464532893,5547
Daegu/Gyeongbuk,2006,5,May,15729.815221813504,5918
Daegu/Gyeongbuk,2006,6,June,15499.324785002129,5850
Daegu/Gyeongbuk,2006,7,July,16158.152138562367,6177
Daegu/Gyeongbuk,2006,8,August,17413.760475149957,6592
Daegu/Gyeongbuk,2006,9,September,15536.332161653243,5739
Daegu/Gyeongbuk,2006,10,October,15076.197679809959,5551
Daegu/Gyeongbuk,2006,11,November,15306.37911698518,5712
Daegu/Gyeongbuk,2006,12,December,15343.204651283542,5788
Daegu/Gyeongbuk,2007,1,January,19980.991120810853,7678
Daegu/Gyeongbuk,2007,2,February,16309.031597799067,6081
Daegu/Gyeongbuk,2007,3,March,17899.49202142015,6642
Daegu/Gyeongbuk,2007,4,April,16617.469659194106,6205
Daegu/Gyeongbuk,2007,5,May,17263.261211123176,6435
Daegu/Gyeongbuk,2007,6,June,16568.546627747048,6138
Daegu/Gyeongbuk,2007,7,July,18060.372177817826,6752
Daegu/Gyeongbuk,2007,8,August,18789.386902521324,6928
Daegu/Gyeongbuk,2007,9,September,15830.869600425602,5657
Daegu/Gyeongbuk,2007,10,October,17552.704540299717,6419
Daegu/Gyeongbuk,2007,11,November,16147.476094186939,5941
Daegu/Gyeongbuk,2007,12,December,15700.6944321783,5887
Daegu/Gyeongbuk,2008,1,January,20200.671319601122,7932
Daegu/Gyeongbuk,2008,2,February,16077.233012034612,6137
Daegu/Gyeongbuk,2008,3,March,17364.0496632474,6665
Daegu/Gyeongbuk,2008,4,April,16259.789240331083,6238
Daegu/Gyeongbuk,2008,5,May,16309.046567106117,6255
Daegu/Gyeongbuk,2008,6,June,16717.813830970917,6488
Daegu/Gyeongbuk,2008,7,July,18059.788003393467,7062
Daegu/Gyeongbuk,2008,8,August,16937.427497225613,6580
Daegu/Gyeongbuk,2008,9,September,16152.043363730276,6113
Daegu/Gyeongbuk,2008,10,October,14336.258890408639,5335
Daegu/Gyeongbuk,2008,11,November,15059.953095775825,5809
Daegu/Gyeongbuk,2008,12,December,15641.834195279775,6107
Daegu/Gyeongbuk,2009,1,January,20885.47433941631,8106
Daegu/Gyeongbuk,2009,2,February,19443.362041062897,7677
Daegu/Gyeongbuk,2009,3,March,20093.261251834087,7783
Daegu/Gyeongbuk,2009,4,April,18845.559676808516,7306
Daegu/Gyeongbuk,2009,5,May,18273.528203551203,7136
Daegu/Gyeongbuk,2009,6,June,18622.355716952283,7324
Daegu/Gyeongbuk,2009,7,July,20425.772318354735,8043
Daegu/Gyeongbuk,2009,8,August,20193.754767690803,7932
Daegu/Gyeongbuk,2009,9,September,19212.464831029098,7337
Daegu/Gyeongbuk,2009,10,October,18846.845829266862,7220
Daegu/Gyeongbuk,2009,11,November,17891.17217716919,6874
Daegu/Gyeongbuk,2009,12,December,19278.491801132674,7616
Daegu/Gyeongbuk,2010,1,January,22569.57481187424,8880
Daegu/Gyeongbuk,2010,2,February,18679.691104945603,7253
Daegu/Gyeongbuk,2010,3,March,21512.69327590473,8361
Daegu/Gyeongbuk,2010,4,April,19560.065217480522,7564
Daegu/Gyeongbuk,2010,5,May,19417.1093055183,7516
Daegu/Gyeongbuk,2010,6,June,20097.53705497205,7811
Daegu/Gyeongbuk,2010,7,July,20003.506867148364,7808
Daegu/Gyeongbuk,2010,8,August,20747.581359154163,8144
Daegu/Gyeongbuk,2010,9,September,18103.948437789993,6779
Daegu/Gyeongbuk,2010,10,October,18848.424955790128,7164
Daegu/Gyeongbuk,2010,11,November,18476.340004480862,7129
Daegu/Gyeongbuk,2010,12,December,18639.3371657725,7417
Daegu/Gyeongbuk,2011,1,January,22281.8503723415,8650
Daegu/Gyeongbuk,2011,2,February,18060.163301953533,7019
Daegu/Gyeongbuk,2011,3,March,21112.83136790002,8195
Daegu/Gyeongbuk,2011,4,April,18846.9353988946,7335
Daegu/Gyeongbuk,2011,5,May,19458.81113601477,7607
Daegu/Gyeongbuk,2011,6,June,19284.632182879184,7534
Daegu/Gyeongbuk,2011,7,July,19360.75043829761,7602
Daegu/Gyeongbuk,2011,8,August,18018.245718307593,7025
Daegu/Gyeongbuk,2011,9,September,14921.441565683343,5647
Daegu/Gyeongbuk,2011,10,October,17621.44282273014,6838
Daegu/Gyeongbuk,2011,11,November,18026.952504662593,7072
Daegu/Gyeongbuk,2011,12,December,18319.5348749501,7367
Daegu/Gyeongbuk,2012,1,January,22604.85510289974,8946
Daegu/Gyeongbuk,2012,2,February,20900.460441569834,8301
Daegu/Gyeongbuk,2012,3,March,20485.071257480864,7965
Daegu/Gyeongbuk,2012,4,April,19281.02453236608,7534
Daegu/Gyeongbuk,2012,5,May,20012.6605660335,7869
Daegu/Gyeongbuk,2012,6,June,19164.935871118858,7465
Daegu/Gyeongbuk,2012,7,July,21392.968244130145,8414
Daegu/Gyeongbuk,2012,8,August,20992.47916884896,8184
Daegu/Gyeongbuk,2012,9,September,18455.183806697434,7040
Daegu/Gyeongbuk,2012,10,October,20091.569964696264,7810
Daegu/Gyeongbuk,2012,11,November,19025.87417297735,7450
Daegu/Gyeongbuk,2012,12,December,18333.773739021828,7354
Daegu/Gyeongbuk,2013,1,January,23907.809330933433,9563
Daegu/Gyeongbuk,2013,2,February,19009.108496266876,7459
Daegu/Gyeongbuk,2013,3,March,19944.24309381959,7821
Daegu/Gyeongbuk,2013,4,April,19219.053073520176,7562
Daegu/Gyeongbuk,2013,5,May,19369.41968284389,7674
Daegu/Gyeongbuk,2013,6,June,18238.8238418121,7230
Daegu/Gyeongbuk,2013,7,July,20593.399962404117,8234
Daegu/Gyeongbuk,2013,8,August,19397.929090035355,7662
Daegu/Gyeongbuk,2013,9,September,18105.45983067508,6983
Daegu/Gyeongbuk,2013,10,October,18803.25079409857,7383
Daegu/Gyeongbuk,2013,11,November,17993.34971694025,7124
Daegu/Gyeongbuk,2013,12,December,19297.573927579102,7847
Daegu/Gyeongbuk,2014,1,January,21671.045960254323,8610
Daegu/Gyeongbuk,2014,2,February,20404.755256459397,8182
Daegu/Gyeongbuk,2014,3,March,19826.664352497326,7818
Daegu/Gyeongbuk,2014,4,April,18865.201345960326,7395
Daegu/Gyeongbuk,2014,5,May,18411.102286925292,7182
Daegu/Gyeongbuk,2014,6,June,18516.994428834314,7217
Daegu/Gyeongbuk,2014,7,July,20325.6303041639,7985
Daegu/Gyeongbuk,2014,8,August,19326.130997435368,7536
Daegu/Gyeongbuk,2014,9,September,19010.625205172873,7300
Daegu/Gyeongbuk,2014,10,October,18613.64055015501,7216
Daegu/Gyeongbuk,2014,11,November,17620.841940876908,6946
Daegu/Gyeongbuk,2014,12,December,18981.52207610759,7650
Daegu/Gyeongbuk,2015,1,January,22933.854112046418,9175
Daegu/Gyeongbuk,2015,2,February,17984.40419997817,7034
Daegu/Gyeongbuk,2015,3,March,21049.470777235412,8329
Daegu/Gyeongbuk,2015,4,April,19474.898889755164,7633
Daegu/Gyeongbuk,2015,5,May,18628.344744047263,7304
Daegu/Gyeongbuk,2015,6,June,17156.506086801222,6571
Daegu/Gyeongbuk,2015,7,July,19477.82341026659,7578
Daegu/Gyeongbuk,2015,8,August,19906.20074098229,7899
Daegu/Gyeongbuk,2015,9,September,18408.09229896352,7116
Daegu/Gyeongbuk,2015,10,October,19519.579457912663,7658
Daegu/Gyeongbuk,2015,11,November,19078.39162242011,7613
Daegu/Gyeongbuk,2015,12,December,19871.354758064746,8112
Daegu/Gyeongbuk,2016,1,January,22608.426061086477,9093
Daegu/Gyeongbuk,2016,2,February,19265.436189664266,7678
Daegu/Gyeongbuk,2016,3,March,21517.844761180753,8568
Daegu/Gyeongbuk,2016,4,April,18865.82111379321,7488
Daegu/Gyeongbuk,2016,5,May,19950.97805028127,7983
Daegu/Gyeongbuk,2016,6,June,19244.61610683669,7619
Daegu/Gyeongbuk,2016,7,July,19662.458404829096,7746
Daegu/Gyeongbuk,2016,8,August,20148.77459168625,7994
Daegu/Gyeongbuk,2016,9,September,18539.728690900665,7151
Daegu/Gyeongbuk,2016,10,October,18532.865174258102,7321
Daegu/Gyeongbuk,2016,11,November,18998.74816558466,7566
Daegu/Gyeongbuk,2016,12,December,19024.938301401573,7815
Daegu/Gyeongbuk,2017,1,January,21729.767415286537,8850
Daegu/Gyeongbuk,2017,2,February,19372.28041328116,7929
Daegu/Gyeongbuk,2017,3,March,20185.91111668889,8146
Daegu/Gyeongbuk,2017,4,April,18512.11299214827,7466
Daegu/Gyeongbuk,2017,5,May,19652.632154067363,7950
Daegu/Gyeongbuk,2017,6,June,19108.4416543147,7721
Daegu/Gyeongbuk,2017,7,July,19834.18359418738,8100
Daegu/Gyeongbuk,2017,8,August,20320.408865208086,8245
Daegu/Gyeongbuk,2017,9,September,18923.98723747809,7561
Daegu/Gyeongbuk,2017,10,October,17514.342089429567,7057
Daegu/Gyeongbuk,2017,11,November,18773.88833805071,7715
Daegu/Gyeongbuk,2017,12,December,18151.975180170088,7573
Daegu/Gyeongbuk,2018,1,January,23430.617326179665,9798
Daegu/Gyeongbuk,2018,2,February,17815.078732737136,7285
Daegu/Gyeongbuk,2018,3,March,20104.483840963094,8259
