year,month,composition_rate,supply_unit,women_unit,men_unit,demand_unit,demand_patients,supply_ratio,supply_demand_diff,Busan,Chungbuk,Daegu/Gyeongbuk,Daejeon/Chungnam,Gangwon,Gyeonggi,Gyeongnam,Incheon,Jeju,Jeonbuk,Jeonnam,Seoul,Ulsan,fall,spring,summer,winter,city,city_local_cnt,national_cnt,local_cnt,national_colab_government,colab_government,national_colab_celebrity,colab_celebrity,national_colab_corporation,colab_corporation,national_colab_university,colab_university,national_colab_hospital,colab_hospital,national_colab_community,colab_community,national_colab_media,colab_media,national_type_public event,type_public event,national_type_competition,type_competition,national_type_broadcast campaigns,type_broadcast campaigns,national_type_policy reform,type_policy reform,national_type_infrastructure improvement,type_infrastructure improvement,national_type_conference,type_conference,national_type_corporation event,type_corporation event,national_type_community event,type_community event,national_type_partnership,type_partnership,national_type_internal event,type_internal event,national_type_government event,type_government event,national_target_citizen,target_citizen,national_target_teenagers,target_teenagers,national_target_institutions,target_institutions,national_target_blood donors,target_blood donors,national_target_corporations,target_corporations,national_target_university,target_university,national_target_hospital,target_hospital,national_target_community,target_community,national_target_government,target_government,national_duration_single day,duration_single day,national_duration_months long,duration_months long,national_duration_ongoing,duration_ongoing,national_duration_multi day,duration_multi day,national_size_national,size_national,national_size_international,size_international,national_size_local,size_local,national_freq_ad hoc,freq_ad hoc,national_freq_yearly,freq_yearly,national_freq_monthly,freq_monthly
2021,1,7.6,6427.0,1509.0,4918.0,5422.918454562516,2157,2.9796012980992117,4270.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Chungbuk,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,10,7.9,6721.0,1468.0,5253.0,4952.844974827007,1996,3.367234468937876,4725.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Chungbuk,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2021,11,8.2,6955.0,1828.0,5127.0,5104.906609714143,2078,3.346968238691049,4877.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Chungbuk,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2021,12,8.8,7476.0,1886.0,5590.0,4783.091373669962,2006,3.7268195413758725,5470.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Chungbuk,0,2,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
2021,2,7.5,6336.0,1226.0,5110.0,4552.036746137385,1812,3.4966887417218544,4524.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Chungbuk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,3,9.6,8128.0,1773.0,6355.0,5535.7658533857175,2233,3.6399462606359156,5895.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Chungbuk,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,4,8.9,7503.0,1743.0,5760.0,5141.031281136773,2064,3.635174418604651,5439.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Chungbuk,1,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0
2021,5,8.5,7157.0,1993.0,5164.0,4973.3271743144105,1992,3.592871485943775,5165.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Chungbuk,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,6,8.0,6782.0,1951.0,4831.0,5151.138660150439,2071,3.2747464992757123,4711.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Chungbuk,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2021,7,8.5,7161.0,2141.0,5020.0,5254.927040101262,2113,3.3890203502129674,5048.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Chungbuk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,8,8.2,6973.0,1660.0,5313.0,5227.029121138131,2095,3.328400954653938,4878.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Chungbuk,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2021,9,8.2,6954.0,1571.0,5383.0,4801.419603221542,1903,3.6542301629006833,5051.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Chungbuk,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,1,6.3,5291.0,1106.0,4185.0,5558.648774769602,2213,2.3908721192950746,3078.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Chungbuk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,10,9.7,8153.0,2191.0,5962.0,5178.882018063075,2088,3.9046934865900385,6065.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Chungbuk,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2022,11,9.4,7880.0,2019.0,5861.0,5278.599343462445,2160,3.6481481481481484,5720.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Chungbuk,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,12,8.9,7433.0,1655.0,5778.0,5090.570760993085,2125,3.4978823529411764,5308.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Chungbuk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,2,6.3,5288.0,1415.0,3873.0,4758.52569700953,1906,2.774396642182581,3382.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Chungbuk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,3,7.2,6075.0,1553.0,4522.0,5154.828081780965,2042,2.975024485798237,4033.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Chungbuk,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2022,4,8.5,7094.0,2312.0,4782.0,5101.668643317024,2048,3.4638671875,5046.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Chungbuk,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,5,9.7,8112.0,2538.0,5574.0,5367.657068035714,2188,3.707495429616088,5924.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Chungbuk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,6,8.5,7115.0,1913.0,5202.0,5293.5768324515875,2162,3.2909343200740055,4953.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Chungbuk,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,7,8.2,6908.0,1811.0,5097.0,5355.42374254725,2162,3.1951896392229417,4746.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Chungbuk,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,8,7.7,6463.0,1700.0,4763.0,5527.2903188215805,2214,2.9191508581752483,4249.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Chungbuk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2022,9,9.6,8008.0,2377.0,5631.0,5241.605151287715,2086,3.838926174496644,5922.0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Chungbuk,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,1,7.1,13385.0,2415.0,10970.0,17012.492458897716,6491,2.0620859651825603,6894.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Daegu/Gyeongbuk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,10,7.7,14482.0,4269.0,10213.0,15076.19767980996,5551,2.6088992974238874,8931.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Daegu/Gyeongbuk,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2006,11,8.4,15790.0,4701.0,11089.0,15306.37911698518,5712,2.7643557422969187,10078.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Daegu/Gyeongbuk,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,12,7.2,13683.0,3661.0,10022.0,15343.204651283542,5788,2.364029025570145,7895.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Daegu/Gyeongbuk,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2006,2,7.9,14838.0,3268.0,11570.0,16017.180132650135,6072,2.4436758893280635,8766.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Daegu/Gyeongbuk,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2006,3,9.7,18376.0,4752.0,13624.0,16109.497331678402,6030,3.04742951907131,12346.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Daegu/Gyeongbuk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,4,9.3,17497.0,4018.0,13479.0,14784.695464532891,5547,3.154317649179737,11950.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Daegu/Gyeongbuk,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2006,5,10.0,18874.0,5234.0,13640.0,15729.815221813504,5918,3.1892531260561,12956.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Daegu/Gyeongbuk,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2006,6,9.0,17038.0,4975.0,12063.0,15499.324785002127,5850,2.9124786324786323,11188.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Daegu/Gyeongbuk,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,7,8.2,15553.0,3857.0,11696.0,16158.152138562367,6177,2.5178889428525175,9376.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Daegu/Gyeongbuk,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2006,8,7.9,14871.0,3296.0,11575.0,17413.760475149957,6592,2.2559162621359223,8279.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Daegu/Gyeongbuk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2006,9,7.7,14554.0,4676.0,9878.0,15536.332161653245,5739,2.5359818783760235,8815.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Daegu/Gyeongbuk,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,1,8.6,13546.0,2866.0,10680.0,19980.991120810853,7678,1.7642615264391768,5868.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Daegu/Gyeongbuk,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2007,10,8.7,13725.0,4252.0,9473.0,17552.704540299717,6419,2.138183517681882,7306.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Daegu/Gyeongbuk,0,3,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,3,0,0,0,0,0,3,0,0,0,0,0
2007,11,8.9,13968.0,3601.0,10367.0,16147.47609418694,5941,2.351119340178421,8027.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Daegu/Gyeongbuk,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0
2007,12,7.6,11999.0,3431.0,8568.0,15700.6944321783,5887,2.038219806352981,6112.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Daegu/Gyeongbuk,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2007,2,9.0,14233.0,3171.0,11062.0,16309.031597799069,6081,2.3405689853642495,8152.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Daegu/Gyeongbuk,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
2007,3,8.9,14069.0,3505.0,10564.0,17899.49202142015,6642,2.118187292984041,7427.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Daegu/Gyeongbuk,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2007,4,9.7,15203.0,3419.0,11784.0,16617.469659194106,6205,2.4501208702659145,8998.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Daegu/Gyeongbuk,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2007,5,9.8,15446.0,4302.0,11144.0,17263.261211123176,6435,2.4003108003108005,9011.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,Daegu/Gyeongbuk,1,2,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,2,0,0,0,0,1,2,1,0,0,0,0
2007,6,7.7,12190.0,3261.0,8929.0,16568.546627747048,6138,1.9859889214727924,6052.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Daegu/Gyeongbuk,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2007,7,7.4,11695.0,2684.0,9011.0,18060.372177817822,6752,1.7320793838862558,4943.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Daegu/Gyeongbuk,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2007,8,7.3,11502.0,2916.0,8586.0,18789.386902521324,6928,1.6602193995381063,4574.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Daegu/Gyeongbuk,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2007,9,6.2,9823.0,2750.0,7073.0,15830.869600425602,5657,1.7364327382004596,4166.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Daegu/Gyeongbuk,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
2008,1,7.3,13755.0,2859.0,10896.0,20200.67131960112,7932,1.7341149773071105,5823.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Daegu/Gyeongbuk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,10,8.9,16756.0,5756.0,11000.0,14336.25889040864,5335,3.1407685098406746,11421.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Daegu/Gyeongbuk,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,11,9.2,17220.0,5702.0,11518.0,15059.953095775823,5809,2.964365639524875,11411.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,Daegu/Gyeongbuk,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2008,12,9.3,17563.0,5467.0,12096.0,15641.834195279776,6107,2.8758801375470773,11456.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Daegu/Gyeongbuk,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0
2008,2,6.4,12041.0,3278.0,8763.0,16077.233012034612,6137,1.9620335668893596,5904.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Daegu/Gyeongbuk,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
