"Korean Red Cross","Daejeon/Sejong/Chungnaam",Men+Women,161312,61606,38.2,80329,49.8,12144,7.5,5469,3.4,1573,1.0,191,0.1,146852,54981,37.4,70486,48.0,12953,8.8,6475,4.4,1767,1.2,190,0.1,146597,60268,41.1,64466,44.0,13145,9.0,6758,4.6,1796,1.2,164,0.1,173234,68904,39.8,75316,43.5,17344,10.0,8928,5.2,2479,1.4,263,0.2,182777,62765,34.3,84971,46.5,20918,11.4,10793,5.9,2986,1.6,344,0.2,191985,74381,38.7,81954,42.7,20939,10.9,10959,5.7,3322,1.7,430,0.2,189737,76277,40.2,79819,42.1,19261,10.2,10527,5.5,3437,1.8,416,0.2,206246,80742,39.1,88488,42.9,20909,10.1,11730,5.7,3858,1.9,519,0.3,224050,80828,36.1,103250,46.1,22195,9.9,13031,5.8,4208,1.9,538,0.2,232017,83176,35.8,104425,45.0,24029,10.4,14955,6.4,4788,2.1,644,0.3,249164,86294,34.6,113764,45.7,25012,10.0,17348,7.0,5945,2.4,801,0.3,236491,83722,35.4,97896,41.4,27053,11.4,19800,8.4,7122,3.0,898,0.4,241112,83940,34.8,98502,40.9,28164,11.7,21523,8.9,7833,3.2,1150,0.5,248323,85115,34.3,97890,39.4,30026,12.1,24716,10.0,9192,3.7,1384,0.6,248778,82475,33.2,91300,36.7,32963,13.2,28754,11.6,11616,4.7,1670,0.7,238825,55554,23.3,84837,35.5,37904,15.9,39383,16.5,18448,7.7,2699,1.1,233429,61994,26.6,78920,33.8,33845,14.5,37167,15.9,18570,8.0,2933,1.3,237156,51328,21.6,86596,36.5,35124,14.8,39357,16.6,21177,8.9,3574,1.5,234603,49704,21.2,87709,37.4,33331,14.2,38546,16.4,21319,9.1,3994,1.7
"Korean Red Cross","Daejeon/Sejong/Chungnaam",Men,140630,51247,36.4,71747,51.0,11076,7.9,4948,3.5,1439,1.0,173,0.1,116662,38149,32.7,59311,50.8,11655,10.0,5777,5.0,1602,1.4,168,0.1,115479,41868,36.3,54126,46.9,11664,10.1,6029,5.2,1648,1.4,144,0.1,132794,46678,35.2,60770,45.8,15028,11.3,7825,5.9,2253,1.7,240,0.2,139646,41630,29.8,67126,48.1,18425,13.2,9448,6.8,2700,1.9,317,0.2,149091,51662,34.7,65810,44.1,18632,12.5,9583,6.4,3007,2.0,397,0.3,145124,52134,35.9,63012,43.4,17055,11.8,9385,6.5,3155,2.2,383,0.3,152287,52688,34.6,67248,44.2,18100,11.9,10257,6.7,3522,2.3,472,0.3,163562,50129,30.6,78767,48.2,19050,11.6,11323,6.9,3795,2.3,498,0.3,170744,52709,30.9,79862,46.8,20468,12.0,12884,7.5,4228,2.5,593,0.3,180633,53843,29.8,85806,47.5,20645,11.4,14450,8.0,5146,2.8,743,0.4,171357,52651,30.7,73378,42.8,22079,12.9,16434,9.6,6014,3.5,801,0.5,173478,51931,29.9,73597,42.4,22666,13.1,17563,10.1,6707,3.9,1014,0.6,178680,52111,29.2,73499,41.1,23983,13.4,20171,11.3,7717,4.3,1199,0.7,176499,49213,27.9,67274,38.1,25975,14.7,23012,13.0,9588,5.4,1437,0.8,171640,33315,19.4,61764,36.0,29146,17.0,30474,17.8,14649,8.5,2292,1.3,166881,38428,23.0,56192,33.7,26077,15.6,28783,17.2,14942,9.0,2459,1.5,165157,31530,19.1,59708,36.2,26167,15.8,29166,17.7,15789,9.6,2797,1.7,168393,32411,19.2,62272,37.0,25225,15.0,29071,17.3,16189,9.6,3225,1.9
"Korean Red Cross","Daejeon/Sejong/Chungnaam",Women,20682,10359,50.1,8582,41.5,1068,5.2,521,2.5,134,0.6,18,0.1,30190,16832,55.8,11175,37.0,1298,4.3,698,2.3,165,0.5,22,0.1,31118,18400,59.1,10340,33.2,1481,4.8,729,2.3,148,0.5,20,0.1,40440,22226,55.0,14546,36.0,2316,5.7,1103,2.7,226,0.6,23,0.1,43131,21135,49.0,17845,41.4,2493,5.8,1345,3.1,286,0.7,27,0.1,42894,22719,53.0,16144,37.6,2307,5.4,1376,3.2,315,0.7,33,0.1,44613,24143,54.1,16807,37.7,2206,4.9,1142,2.6,282,0.6,33,0.1,53959,28054,52.0,21240,39.4,2809,5.2,1473,2.7,336,0.6,47,0.1,60488,30699,50.8,24483,40.5,3145,5.2,1708,2.8,413,0.7,40,0.1,61273,30467,49.7,24563,40.1,3561,5.8,2071,3.4,560,0.9,51,0.1,68531,32451,47.4,27958,40.8,4367,6.4,2898,4.2,799,1.2,58,0.1,65134,31071,47.7,24518,37.6,4974,7.6,3366,5.2,1108,1.7,97,0.1,67634,32009,47.3,24905,36.8,5498,8.1,3960,5.9,1126,1.7,136,0.2,69643,33004,47.4,24391,35.0,6043,8.7,4545,6.5,1475,2.1,185,0.3,72279,33262,46.0,24026,33.2,6988,9.7,5742,7.9,2028,2.8,233,0.3,67185,22239,33.1,23073,34.3,8758,13.0,8909,13.3,3799,5.7,407,0.6,66548,23566,35.4,22728,34.2,7768,11.7,8384,12.6,3628,5.5,474,0.7,71999,19798,27.5,26888,37.3,8957,12.4,10191,14.2,5388,7.5,777,1.1,66210,17293,26.1,25437,38.4,8106,12.2,9475,14.3,5130,7.7,769,1.2
"Korean Red Cross","Jeonbook",Men+Women,120913,47744,39.5,56225,46.5,12654,10.5,3338,2.8,912,0.8,40,-,118604,49726,41.9,53218,44.9,10966,9.2,3627,3.1,1007,0.8,60,0.1,98174,39886,40.6,43284,44.1,10605,10.8,3447,3.5,897,0.9,55,0.1,107833,44522,41.3,43784,40.6,13681,12.7,4581,4.2,1164,1.1,101,0.1,121245,50009,41.2,50281,41.5,14242,11.7,5112,4.2,1452,1.2,149,0.1,124784,53329,42.7,49644,39.8,14394,11.5,5526,4.4,1690,1.4,201,0.2,125506,55613,44.3,47084,37.5,14733,11.7,5961,4.7,1885,1.5,230,0.2,127924,56371,44.1,47692,37.3,15334,12.0,6328,4.9,1982,1.5,217,0.2,131428,54826,41.7,53261,40.5,14288,10.9,6550,5.0,2213,1.7,290,0.2,125411,48316,38.5,53274,42.5,13442,10.7,7599,6.1,2416,1.9,364,0.3,128878,50097,38.9,54282,42.1,13271,10.3,8141,6.3,2684,2.1,403,0.3,116104,45211,38.9,46980,40.5,11768,10.1,8771,7.6,2937,2.5,437,0.4,114218,42581,37.3,44145,38.6,14054,12.3,9554,8.4,3392,3.0,492,0.4,108582,40310,37.1,40146,37.0,13547,12.5,10142,9.3,3947,3.6,490,0.5,108903,41703,38.3,36965,33.9,13745,12.6,11275,10.4,4603,4.2,612,0.6,102770,31889,31.0,34707,33.8,13186,12.8,14726,14.3,7287,7.1,975,0.9,102915,34845,33.9,34702,33.7,11262,10.9,13627,13.2,7322,7.1,1157,1.1,96964,27118,28.0,34238,35.3,11877,12.2,14020,14.5,8192,8.4,1519,1.6,100114,26198,26.2,36641,36.6,12816,12.8,14147,14.1,8772,8.8,1540,1.5
"Korean Red Cross","Jeonbook",Men,95457,32553,34.1,47485,49.7,11626,12.2,2908,3.0,848,0.9,37,-,88799,31187,35.1,43893,49.4,9594,10.8,3135,3.5,934,1.1,56,0.1,75743,25955,34.3,36297,47.9,9508,12.6,3091,4.1,842,1.1,50,0.1,81835,29156,35.6,35394,43.3,12202,14.9,3984,4.9,1001,1.2,98,0.1,91565,32851,35.9,40263,44.0,12647,13.8,4365,4.8,1292,1.4,147,0.2,94416,35190,37.3,39785,42.1,12919,13.7,4820,5.1,1508,1.6,194,0.2,90925,34212,37.6,36675,40.3,13064,14.4,5129,5.6,1631,1.8,214,0.2,92343,34720,37.6,36962,40.0,13427,14.5,5311,5.8,1720,1.9,203,0.2,95861,34151,35.6,41543,43.3,12369,12.9,5603,5.8,1921,2.0,274,0.3,89849,28182,31.4,41498,46.2,11431,12.7,6306,7.0,2092,2.3,340,0.4,94813,30825,32.5,43084,45.4,11374,12.0,6836,7.2,2326,2.5,368,0.4,87682,29651,33.8,38077,43.4,9762,11.1,7291,8.3,2498,2.8,403,0.5,87191,28172,32.3,35704,40.9,11932,13.7,8010,9.2,2922,3.4,451,0.5,82490,26509,32.1,32497,39.4,11419,13.8,8280,10.0,3356,4.1,429,0.5,81328,27067,33.3,29244,36.0,11469,14.1,9182,11.3,3848,4.7,518,0.6,76352,21144,27.7,26799,35.1,10204,13.4,11483,15.0,5920,7.8,802,1.1,76286,23115,30.3,26854,35.2,8684,11.4,10705,14.0,5963,7.8,965,1.3,69236,17640,25.5,25340,36.6,8753,12.6,10397,15.0,5994,8.7,1112,1.6,72737,17742,24.4,27117,37.3,9467,13.0,10666,14.7,6561,9.0,1184,1.6
"Korean Red Cross","Jeonbook",Women,25456,15191,59.7,8740,34.3,1028,4.0,430,1.7,64,0.3,3,-,29805,18539,62.2,9325,31.3,1372,4.6,492,1.7,73,0.2,4,-,22431,13931,62.1,6987,31.1,1097,4.9,356,1.6,55,0.2,5,-,25998,15366,59.1,8390,32.3,1479,5.7,597,2.3,163,0.6,3,-,29680,17158,57.8,10018,33.8,1595,5.4,747,2.5,160,0.5,2,-,30368,18139,59.7,9859,32.5,1475,4.9,706,2.3,182,0.6,7,-,34581,21401,61.9,10409,30.1,1669,4.8,832,2.4,254,0.7,16,-,35581,21651,60.8,10730,30.2,1907,5.4,1017,2.9,262,0.7,14,-,35567,20675,58.1,11718,32.9,1919,5.4,947,2.7,292,0.8,16,-,35562,20134,56.6,11776,33.1,2011,5.7,1293,3.6,324,0.9,24,0.1,34065,19272,56.6,11198,32.9,1897,5.6,1305,3.8,358,1.1,35,0.1,28422,15560,54.7,8903,31.3,2006,7.1,1480,5.2,439,1.5,34,0.1,27027,14409,53.3,8441,31.2,2122,7.9,1544,5.7,470,1.7,41,0.2,26092,13801,52.9,7649,29.3,2128,8.2,1862,7.1,591,2.3,61,0.2,27575,14636,53.1,7721,28.0,2276,8.3,2093,7.6,755,2.7,94,0.3,26418,10745,40.7,7908,29.9,2982,11.3,3243,12.3,1367,5.2,173,0.7,26629,11730,44.0,7848,29.5,2578,9.7,2922,11.0,1359,5.1,192,0.7,27728,9478,34.2,8898,32.1,3124,11.3,3623,13.1,2198,7.9,407,1.5,27377,8456,30.9,9524,34.8,3349,12.2,3481,12.7,2211,8.1,356,1.3
"Korean Red Cross","Gwangju/Jeonnam",Men+Women,174350,61185,35.1,79459,45.6,24366,14.0,7622,4.4,1572,0.9,146,0.1,199969,78637,39.3,92556,46.3,18851,9.4,8110,4.1,1665,0.8,150,0.1,178004,73256,41.2,76388,42.9,18862,10.6,7655,4.3,1702,1.0,141,0.1,194651,84489,43.4,77369,39.7,21492,11.0,8939,4.6,2196,1.1,166,0.1,201828,82409,40.8,81683,40.5,23422,11.6,11145,5.5,2967,1.5,202,0.1,198409,88785,44.7,73288,36.9,21973,11.1,10890,5.5,3252,1.6,221,0.1,192751,92945,48.2,64854,33.6,20603,10.7,10561,5.5,3522,1.8,266,0.1,185655,84672,45.6,63916,34.4,22173,11.9,10849,5.8,3755,2.0,290,0.2,205764,87534,42.5,75463,36.7,26431,12.8,11722,5.7,4282,2.1,332,0.2,217795,91131,41.8,85502,39.3,23175,10.6,13084,6.0,4550,2.1,353,0.2,221529,92190,41.6,87569,39.5,21414,9.7,14354,6.5,5537,2.5,465,0.2,202083,83149,41.1,72901,36.1,22872,11.3,15822,7.8,6670,3.3,669,0.3,220266,87641,39.8,76575,34.8,29314,13.3,18162,8.2,7544,3.4,1030,0.5,206743,76732,37.1,71423,34.5,30913,15.0,18352,8.9,8184,4.0,1139,0.6,206605,75161,36.4,67819,32.8,31594,15.3,20911,10.1,9463,4.6,1657,0.8,183153,48111,26.3,61703,33.7,28755,15.7,27748,15.2,14546,7.9,2290,1.3,185298,56769,30.6,58989,31.8,25178,13.6,26907,14.5,15114,8.2,2341,1.3,189525,41540,21.9,68116,35.9,27946,14.7,30154,15.9,18514,9.8,3255,1.7,189087,43618,23.1,68657,36.3,27047,14.3,29297,15.5,17346,9.2,3122,1.7
"Korean Red Cross","Gwangju/Jeonnam",Men,132050,37702,28.6,64732,49.0,21789,16.5,6316,4.8,1395,1.1,116,0.1,144359,47173,32.7,73145,50.7,15822,11.0,6632,4.6,1458,1.0,129,0.1,125849,42081,33.4,59803,47.5,16085,12.8,6292,5.0,1463,1.2,125,0.1,131553,45631,34.7,58368,44.4,18135,13.8,7371,5.6,1889,1.4,159,0.1,137614,44918,32.6,60979,44.3,19839,14.4,9143,6.6,2538,1.8,197,0.1,130294,47248,36.3,53017,40.7,18166,13.9,8849,6.8,2800,2.1,214,0.2,123318,48458,39.3,46177,37.4,16984,13.8,8516,6.9,2935,2.4,248,0.2,121889,45431,37.3,45695,37.5,18621,15.3,8710,7.1,3169,2.6,263,0.2,134077,44979,33.5,53301,39.8,22422,16.7,9446,7.0,3627,2.7,302,0.2,139455,46698,33.5,59680,42.8,18633,13.4,10258,7.4,3859,2.8,327,0.2,141809,48222,34.0,60177,42.4,17026,12.0,11267,7.9,4695,3.3,422,0.3,133199,46587,35.0,50235,37.7,17907,13.4,12274,9.2,5607,4.2,589,0.4,147667,49516,33.5,53383,36.2,23627,16.0,13931,9.4,6339,4.3,871,0.6,141168,43565,30.9,50357,35.7,25361,18.0,14189,10.1,6752,4.8,944,0.7,141682,43006,30.4,47582,33.6,26044,18.4,15954,11.3,7722,5.5,1374,1.0,127499,27340,21.4,43714,34.3,22303,17.5,20799,16.3,11416,9.0,1927,1.5,127598,33240,26.1,40942,32.1,19469,15.3,20062,15.7,11934,9.4,1951,1.5,124892,24353,19.5,45105,36.1,19954,16.0,20331,16.3,12716,10.2,2433,1.9,128962,26539,20.6,46670,36.2,19779,15.3,20939,16.2,12560,9.7,2475,1.9
"Korean Red Cross","Gwangju/Jeonnam",Women,42300,23483,55.5,14727,34.8,2577,6.1,1306,3.1,177,0.4,30,0.1,55610,31464,56.6,19411,34.9,3029,5.4,1478,2.7,207,0.4,21,-,52155,31175,59.8,16585,31.8,2777,5.3,1363,2.6,239,0.5,16,-,63098,38858,61.6,19001,30.1,3357,5.3,1568,2.5,307,0.5,7,-,64214,37491,58.4,20704,32.2,3583,5.6,2002,3.1,429,0.7,5,-,68115,41537,61.0,20271,29.8,3807,5.6,2041,3.0,452,0.7,7,-,69433,44487,64.1,18677,26.9,3619,5.2,2045,2.9,587,0.8,18,-,63766,39241,61.5,18221,28.6,3552,5.6,2139,3.4,586,0.9,27,-,71687,42555,59.4,22162,30.9,4009,5.6,2276,3.2,655,0.9,30,-,78340,44433,56.7,25822,33.0,4542,5.8,2826,3.6,691,0.9,26,-,79720,43968,55.2,27392,34.4,4388,5.5,3087,3.9,842,1.1,43,0.1,68884,36562,53.1,22666,32.9,4965,7.2,3548,5.2,1063,1.5,80,0.1,72599,38125,52.5,23192,31.9,5687,7.8,4231,5.8,1205,1.7,159,0.2,65575,33167,50.6,21066,32.1,5552,8.5,4163,6.3,1432,2.2,195,0.3,64923,32155,49.5,20237,31.2,5550,8.5,4957,7.6,1741,2.7,283,0.4,55654,20771,37.3,17989,32.3,6452,11.6,6949,12.5,3130,5.6,363,0.7,57700,23529,40.8,18047,31.3,5709,9.9,6845,11.9,3180,5.5,390,0.7,64633,17187,26.6,23011,35.6,7992,12.4,9823,15.2,5798,9.0,822,1.3,60125,17079,28.4,21987,36.6,7268,12.1,8358,13.9,4786,8.0,647,1.1
"Korean Red Cross","Gyeongnaam",Men+Women,100563,31817,31.6,49332,49.1,13778,13.7,4667,4.6,932,0.9,37,-,102627,33967,33.1,48843,47.6,13160,12.8,5395,5.3,1224,1.2,38,-,91759,31724,34.6,41328,45.0,11880,12.9,5427,5.9,1382,1.5,18,-,102066,38721,37.9,44723,43.8,11571,11.3,5459,5.3,1553,1.5,39,-,114553,40875,35.7,48235,42.1,15829,13.8,7393,6.5,2165,1.9,56,-,119534,47798,40.0,47423,39.7,14948,12.5,7012,5.9,2242,1.9,111,0.1,114324,49401,43.2,42120,36.8,13415,11.7,6965,6.1,2311,2.0,112,0.1,120286,52463,43.6,43274,36.0,14674,12.2,7272,6.0,2473,2.1,130,0.1,134771,58114,43.1,48921,36.3,16303,12.1,8464,6.3,2770,2.1,199,0.1,143116,56677,39.6,54448,38.0,18104,12.6,10404,7.3,3196,2.2,287,0.2,135724,50689,37.3,53133,39.1,17850,13.2,10503,7.7,3243,2.4,306,0.2,127724,46863,36.7,45874,35.9,17698,13.9,12752,10.0,4186,3.3,351,0.3,130495,50451,38.7,44157,33.8,17751,13.6,13048,10.0,4653,3.6,435,0.3,134719,51265,38.1,44156,32.8,18313,13.6,14919,11.1,5402,4.0,664,0.5,132957,50203,37.8,42206,31.7,17227,13.0,16127,12.1,6298,4.7,896,0.7,131089,33522,25.6,43816,33.4,20365,15.5,22143,16.9,9928,7.6,1315,1.0,124647,33736,27.1,42015,33.7,17738,14.2,19963,16.0,9780,7.8,1415,1.1,123250,26586,21.6,43488,35.3,18344,14.9,21311,17.3,11684,9.5,1837,1.5,129093,29370,22.8,46315,35.9,18062,14.0,21771,16.9,11826,9.2,1749,1.4
"Korean Red Cross","Gyeongnaam",Men,88225,25602,29.0,44550,50.5,12906,14.6,4282,4.9,850,1.0,35,-,87567,25768,29.4,43464,49.6,12180,13.9,4989,5.7,1131,1.3,35,-,75367,22035,29.2,36351,48.2,10779,14.3,4903,6.5,1283,1.7,16,-,84418,28740,34.0,38755,45.9,10501,12.4,4969,5.9,1415,1.7,38,-,93545,29087,31.1,41255,44.1,14435,15.4,6709,7.2,2005,2.1,54,0.1,95546,33610,35.2,39775,41.6,13602,14.2,6366,6.7,2085,2.2,108,0.1,91966,35990,39.1,35277,38.4,12107,13.2,6318,6.9,2165,2.4,109,0.1,94915,37623,39.6,35105,37.0,13247,14.0,6511,6.9,2313,2.4,116,0.1,103678,39749,38.3,39226,37.8,14511,14.0,7415,7.2,2587,2.5,190,0.2,111425,38763,34.8,44546,40.0,15976,14.3,8932,8.0,2936,2.6,272,0.2,106235,34506,32.5,43771,41.2,15748,14.8,8996,8.5,2920,2.7,294,0.3,100136,32663,32.6,37740,37.7,14971,15.0,10735,10.7,3710,3.7,317,0.3,101365,35511,35.0,35782,35.3,14846,14.6,10833,10.7,4002,3.9,391,0.4,102900,34659,33.7,35812,34.8,15041,14.6,12259,11.9,4563,4.4,566,0.6,101395,33967,33.5,34164,33.7,14041,13.8,13208,13.0,5224,5.2,791,0.8,100405,22928,22.8,34795,34.7,16186,16.1,17388,17.3,7960,7.9,1148,1.1,95004,23711,25.0,32579,34.3,14042,14.8,15600,16.4,7857,8.3,1215,1.3,92168,18573,20.2,33282,36.1,14063,15.3,16084,17.5,8727,9.5,1439,1.6,99097,21291,21.5,36426,36.8,14134,14.3,16752,16.9,9064,9.1,1430,1.4
"Korean Red Cross","Gyeongnaam",Women,12338,6215,50.4,4782,38.8,872,7.1,385,3.1,82,0.7,2,-,15060,8199,54.4,5379,35.7,980,6.5,406,2.7,93,0.6,3,-,16392,9689,59.1,4977,30.4,1101,6.7,524,3.2,99,0.6,2,-,17648,9981,56.6,5968,33.8,1070,6.1,490,2.8,138,0.8,1,-,21008,11788,56.1,6980,33.2,1394,6.6,684,3.3,160,0.8,2,-,23988,14188,59.1,7648,31.9,1346,5.6,646,2.7,157,0.7,3,-,22358,13411,60.0,6843,30.6,1308,5.9,647,2.9,146,0.7,3,-,25371,14840,58.5,8169,32.2,1427,5.6,761,3.0,160,0.6,14,0.1,31093,18365,59.1,9695,31.2,1792,5.8,1049,3.4,183,0.6,9,-,31691,17914,56.5,9902,31.2,2128,6.7,1472,4.6,260,0.8,15,-,29489,16183,54.9,9362,31.7,2102,7.1,1507,5.1,323,1.1,12,-,27588,14200,51.5,8134,29.5,2727,9.9,2017,7.3,476,1.7,34,0.1,29130,14940,51.3,8375,28.8,2905,10.0,2215,7.6,651,2.2,44,0.2,31819,16606,52.2,8344,26.2,3272,10.3,2660,8.4,839,2.6,98,0.3,31562,16236,51.4,8042,25.5,3186,10.1,2919,9.2,1074,3.4,105,0.3,30684,10594,34.5,9021,29.4,4179,13.6,4755,15.5,1968,6.4,167,0.5,29643,10025,33.8,9436,31.8,3696,12.5,4363,14.7,1923,6.5,200,0.7,31082,8013,25.8,10206,32.8,4281,13.8,5227,16.8,2957,9.5,398,1.3,29996,8079,26.9,9889,33.0,3928,13.1,5019,16.7,2762,9.2,319,1.1
"Korean Red Cross","Jeju",Men+Women,31674,8501,26.8,16475,52.0,4974,15.7,1400,4.4,293,0.9,31,0.1,29769,8614,28.9,14894,50.0,4388,14.7,1475,5.0,355,1.2,43,0.1,27539,8968,32.6,12666,46.0,4138,15.0,1375,5.0,343,1.2,49,0.2,32542,12263,37.7,13401,41.2,4729,14.5,1671,5.1,419,1.3,59,0.2,36916,13892,37.6,14594,39.5,5211,14.1,2451,6.6,675,1.8,93,0.3,38454,15566,40.5,14129,36.7,5253,13.7,2643,6.9,758,2.0,105,0.3,34219,15935,46.6,10857,31.7,4158,12.2,2424,7.1,731,2.1,114,0.3,31854,13954,43.8,10850,34.1,3888,12.2,2332,7.3,727,2.3,103,0.3,34304,14645,42.7,11733,34.2,4389,12.8,2556,7.5,792,2.3,189,0.6,37392,15703,42.0,11958,32.0,5045,13.5,3342,8.9,1090,2.9,254,0.7,40676,16371,40.2,13847,34.0,5070,12.5,3819,9.4,1294,3.2,275,0.7,35806,13858,38.7,10743,30.0,5432,15.2,4112,11.5,1367,3.8,294,0.8,37804,13022,34.4,11152,29.5,6821,18.0,4792,12.7,1732,4.6,285,0.8,34264,12323,36.0,9815,28.6,5792,16.9,4367,12.7,1691,4.9,276,0.8,35973,12930,35.9,9820,27.3,5497,15.3,5076,14.1,2292,6.4,358,1.0,41673,11157,26.8,10828,26.0,7284,17.5,7925,19.0,3913,9.4,566,1.4,42035,11455,27.3,10758,25.6,6857,16.3,8008,19.1,4253,10.1,704,1.7,41748,10078,24.1,11264,27.0,6551,15.7,8155,19.5,4832,11.6,868,2.1,47103,10424,22.1,12705,27.0,7580,16.1,9698,20.6,5658,12.0,1038,2.2
"Korean Red Cross","Jeju",Men,24968,5182,20.8,13817,55.3,4490,18.0,1184,4.7,264,1.1,31,0.1,23755,5508,23.2,12836,54.0,3824,16.1,1228,5.2,322,1.4,37,0.2,21524,5592,26.0,10807,50.2,3572,16.6,1176,5.5,328,1.5,49,0.2,23199,6773,29.2,10543,45.4,4064,17.5,1380,5.9,386,1.7,53,0.2,25016,7109,28.4,10985,43.9,4276,17.1,1987,7.9,588,2.4,71,0.3,24703,7566,30.6,10119,41.0,4186,16.9,2101,8.5,652,2.6,79,0.3,21710,8067,37.2,7811,36.0,3250,15.0,1859,8.6,637,2.9,86,0.4,20515,6836,33.3,7975,38.9,3116,15.2,1879,9.2,623,3.0,86,0.4,21498,6996,32.5,8300,38.6,3374,15.7,2002,9.3,664,3.1,162,0.8,23140,7609,32.9,8086,34.9,3807,16.5,2546,11.0,886,3.8,206,0.9,25685,7832,30.5,9745,37.9,3869,15.1,2966,11.5,1054,4.1,219,0.9,23719,7476,31.5,7436,31.4,4249,17.9,3227,13.6,1093,4.6,238,1.0,25714,6955,27.0,7936,30.9,5465,21.3,3721,14.5,1394,5.4,243,0.9,24219,7372,30.4,7246,29.9,4617,19.1,3355,13.9,1385,5.7,244,1.0,24651,7389,30.0,7127,28.9,4181,17.0,3865,15.7,1773,7.2,316,1.3,29017,6746,23.2,7581,26.1,5355,18.5,5879,20.3,2960,10.2,496,1.7,29466,7576,25.7,7227,24.5,4949,16.8,5928,20.1,3166,10.7,620,2.1,28988,6297,21.7,7800,26.9,4615,15.9,6009,20.7,3550,12.2,717,2.5,32532,6257,19.2,8766,26.9,5399,16.6,7204,22.1,4078,12.5,828,2.5
"Korean Red Cross","Jeju",Women,6706,3319,49.5,2658,39.6,484,7.2,216,3.2,29,0.4,-,-,6014,3106,51.6,2058,34.2,564,9.4,247,4.1,33,0.5,6,0.1,6015,3376,56.1,1859,30.9,566,9.4,199,3.3,15,0.2,-,-,9343,5490,58.8,2858,30.6,665,7.1,291,3.1,33,0.4,6,0.1,11900,6783,57.0,3609,30.3,935,7.9,464,3.9,87,0.7,22,0.2,13751,8000,58.2,4010,29.2,1067,7.8,542,3.9,106,0.8,26,0.2,12509,7868,62.9,3046,24.4,908,7.3,565,4.5,94,0.8,28,0.2,11339,7118,62.8,2875,25.4,772,6.8,453,4.0,104,0.9,17,0.1,12806,7649,59.7,3433,26.8,1015,7.9,554,4.3,128,1.0,27,0.2,14252,8094,56.8,3872,27.2,1238,8.7,796,5.6,204,1.4,48,0.3,14991,8539,57.0,4102,27.4,1201,8.0,853,5.7,240,1.6,56,0.4,12087,6382,52.8,3307,27.4,1183,9.8,885,7.3,274,2.3,56,0.5,12090,6067,50.2,3216,26.6,1356,11.2,1071,8.9,338,2.8,42,0.3,10045,4951,49.3,2569,25.6,1175,11.7,1012,10.1,306,3.0,32,0.3,11322,5541,48.9,2693,23.8,1316,11.6,1211,10.7,519,4.6,42,0.4,12656,4411,34.9,3247,25.7,1929,15.2,2046,16.2,953,7.5,70,0.6,12569,3879,30.9,3531,28.1,1908,15.2,2080,16.5,1087,8.6,84,0.7,12760,3781,29.6,3464,27.1,1936,15.2,2146,16.8,1282,10.0,151,1.2,14571,4167,28.6,3939,27.0,2181,15.0,2494,17.1,1580,10.8,210,1.4
"Outside of Korean Red Cross","Subtotal",Men+Women,50700,8665,17.1,26379,52.0,10920,21.5,3909,7.7,791,1.6,36,0.1,51939,9194,17.7,26830,51.7,11224,21.6,3860,7.4,786,1.5,45,0.1,59078,16272,27.5,27411,46.4,10219,17.3,4141,7.0,977,1.7,58,0.1,81592,24562,30.1,37051,45.4,12831,15.7,5479,6.7,1578,1.9,91,0.1,108074,34137,31.6,50831,47.0,15663,14.5,5731,5.3,1603,1.5,109,0.1,149793,54785,36.6,65635,43.8,19456,13.0,7450,5.0,2249,1.5,218,0.1,168059,64940,38.6,70088,41.7,22159,13.2,8214,4.9,2418,1.4,240,0.1,180113,69149,38.4,71694,39.8,25089,13.9,10762,6.0,3104,1.7,315,0.2,206310,76726,37.2,84678,41.0,28210,13.7,12529,6.1,3783,1.8,384,0.2,208887,76808,36.8,85263,40.8,28619,13.7,13472,6.4,4239,2.0,486,0.2,210762,72880,34.6,87308,41.4,29507,14.0,15701,7.4,4643,2.2,723,0.3,221149,73748,33.3,87918,39.8,33279,15.0,19207,8.7,6075,2.7,922,0.4,213851,65205,30.5,83972,39.3,34552,16.2,21816,10.2,7158,3.3,1148,0.5,201659,58786,29.2,73498,36.4,35228,17.5,24528,12.2,8371,4.2,1248,0.6,177191,44214,25.0,61657,34.8,34319,19.4,26343,14.9,9265,5.2,1393,0.8,176191,30024,17.0,56109,31.8,37257,21.1,35647,20.2,15224,8.6,1930,1.1,177658,31069,17.5,56612,31.9,34717,19.5,35530,20.0,17317,9.7,2413,1.4,204004,28195,13.8,67734,33.2,39561,19.4,43562,21.4,21788,10.7,3164,1.6,234845,32463,13.8,78181,33.3,43551,18.5,51396,21.9,25388,10.8,3866,1.6
