"Gender","Monthly","Donation Source","Ç×¸ñ","Unit","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Men+Women","September","Busan","Donation Count","Unit","18117","17539","14327","17873","19130","18820","18233","17138","16224","18991","19120","15355","18991","17877","16299","15982","15153","17947","16622",
"Men+Women","September","Busan","Composition Rate[%]","%","8.5","8.3","7.6","8.5","8.8","8.1","8.4","7.8","7","8.1","8","7.5","8.8","8","7.6","8.1","7.8","8.8","8.1",
"Men+Women","September","Daegu/Gyeongbook","Donation Count","Unit","16896","14554","9823","16253","17224","16970","16133","18725","20089","21139","20717","19486","21324","19282","17517","17387","18859","19595","18581",
"Men+Women","September","Daegu/Gyeongbook","Composition Rate[%]","%","8.7","7.7","6.2","8.6","8","8","7.6","8.3","8.2","8","8","8.2","8.9","7.8","7.5","8.9","8.4","8.7","8.1",
"Men+Women","September","Incheon","Donation Count","Unit","10752","9326","6188","10799","9979","13188","13816","13828","12533","13978","14669","12600","13273","12560","12537","13917","13321","13787","13885",
"Men+Women","September","Incheon","Composition Rate[%]","%","8.3","7.7","5.6","8.9","7.6","8.5","7.9","8","7","7.5","8.1","7.8","8.1","8","7.9","8.4","8","8.1","7.9",
"Men+Women","September","Ulsan","Donation Count","Unit","6813","6705","4417","5829","6030","6247","5988","6407","5264","6863","7529","7065","7650","7368","7156","7000","6569","7578","8169",
"Men+Women","September","Ulsan","Composition Rate[%]","%","8.7","8.2","6.8","8.2","8.2","8.4","8.1","8.1","6.5","7.7","8","8.1","8.9","8.5","7.8","8.5","7.9","8.7","8.2",
"Men+Women","September","Gyeonggi","Donation Count","Unit","11783","10431","8027","12118","12569","13530","13736","12490","13747","17274","17843","16640","17689","15584","15362","19236","17717","18259","17561",
"Men+Women","September","Gyeonggi","Composition Rate[%]","%","8.5","7.4","6.2","8.6","7.6","7.9","7.8","7.1","7.2","8.4","8.2","8.1","8.4","7.6","7.3","8.5","7.8","8.4","7.8",
"Men+Women","September","Gangwon","Donation Count","Unit","6940","5983","4089","6428","6380","7292","8271","9161","8465","10218","12537","11748","14334","12521","12661","11969","11230","11728","11130",
"Men+Women","September","Gangwon","Composition Rate[%]","%","8.3","7.8","6.3","8.8","8","8.7","9","8.5","7","8","8.4","7.8","9.2","7.8","8.2","8.5","8.4","9.4","8.4",
"Men+Women","September","Chungbook","Donation Count","Unit","6232","7123","5324","7992","8604","7842","7377","9042","7975","7550","8660","7233","8559","7175","7583","7328","6954","8008","7135",
"Men+Women","September","Chungbook","Composition Rate[%]","%","8.1","9","7.3","9.4","8.7","7.7","8.1","9","8.1","7.5","8.7","8.1","8.9","7.6","8","8.5","8.2","9.6","8.4",
"Men+Women","September","Daejeon/Sejong/Chungnaam","Donation Count","Unit","13936","12350","10146","15017","14436","16119","15309","16943","17350","18534","20262","18653","21002","20029","20203","20123","18807","21288","18448",
"Men+Women","September","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","8.6","8.4","6.9","8.7","7.9","8.4","8.1","8.2","7.7","8","8.1","7.9","8.7","8.1","8.1","8.4","8.1","9","7.9",
"Men+Women","September","Jeonbook","Donation Count","Unit","11533","10502","7108","10121","11357","10359","10480","11242","10355","9992","11879","9439","9759","9303","8334","9998","8310","8639","8341",
"Men+Women","September","Jeonbook","Composition Rate[%]","%","9.5","8.9","7.2","9.4","9.4","8.3","8.4","8.8","7.9","8","9.2","8.1","8.5","8.6","7.7","9.7","8.1","8.9","8.3",
"Men+Women","September","Gwangju/Jeonnaam","Donation Count","Unit","14196","16404","12633","16433","15611","16110","16907","14641","15731","18634","17755","15772","19438","18067","17923","15316","14837","19046","15269",
"Men+Women","September","Gwangju/Jeonnaam","Composition Rate[%]","%","8.1","8.2","7.1","8.4","7.7","8.1","8.8","7.9","7.6","8.6","8","7.8","8.8","8.7","8.7","8.4","8","10","8.1",
"Men+Women","September","Gyeongnaam","Donation Count","Unit","9903","8440","6315","9361","9125","9928","9726","8562","10383","10473","10576","9119","11170","10631","9804","11262","9733","10308","10827",
"Men+Women","September","Gyeongnaam","Composition Rate[%]","%","9.8","8.2","6.9","9.2","8","8.3","8.5","7.1","7.7","7.3","7.8","7.1","8.6","7.9","7.4","8.6","7.8","8.4","8.4",
"Men+Women","September","Jeju","Donation Count","Unit","2752","2212","2152","2826","3149","3004","2971","2519","2827","3168","3362","2922","3149","2769","2739","3637","3511","3687","4057",
"Men+Women","September","Jeju","Composition Rate[%]","%","8.7","7.4","7.8","8.7","8.5","7.8","8.7","7.9","8.2","8.5","8.3","8.2","8.3","8.1","7.6","8.7","8.4","8.8","8.6",
"Men+Women","September","Outside of Korean Red Cross","Donation Count","Unit","4402","6013","6553","7388","9066","12996","12828","13258","14603","14623","17133","15632","17540","16054","12952","13184","13125","16494","17258",
"Men+Women","September","Outside of Korean Red Cross","Composition Rate[%]","%","8.7","11.6","11.1","9.1","8.4","8.7","7.6","7.4","7.1","7","8.1","7.1","8.2","8","7.3","7.5","7.4","8.1","7.3",
"Men+Women","October","Total","Donation Count","Unit","175734","175639","183920","202888","192028","217639","206348","225977","253741","259355","272533","256912","221593","240652","239142","216183","208673","235667","235757",
"Men+Women","October","Total","Composition Rate[%]","%","7.7","7.6","8.8","8.6","7.5","8.2","7.9","8.3","8.7","8.5","8.8","9","7.6","8.3","8.6","8.3","8","8.9","8.5",
"Men+Women","October","Korean Red Cross","Donation Count","Unit","171053","171095","177820","195488","182811","203762","191821","211572","235288","240940","253160","233040","205464","224639","221125","202821","192817","218191","213210",
"Men+Women","October","Korean Red Cross","Composition Rate[%]","%","7.7","7.6","8.8","8.6","7.4","8.1","7.8","8.3","8.7","8.5","8.8","8.8","7.6","8.4","8.5","8.3","7.9","8.9","8.4",
"Men+Women","October","Central Seoul","Donation Count","Unit","15673","16973","17186","17448","15649","22682","","","","","","","","20955","20593","17867","18475","20520","18959",
"Men+Women","October","Central Seoul","Composition Rate[%]","%","7.4","7.6","9.2","8.4","7.5","9","","","","","","","","7.9","8.2","8","8.5","9.2","8.1",
"Men+Women","October","Western Seoul","Donation Count","Unit","10383","11572","13118","16290","15633","-","21211","22625","25268","28237","28766","24207","20437","","","","","","",
"Men+Women","October","Western Seoul","Composition Rate[%]","%","7.8","8.3","8.5","9.5","7.5","-","7.8","8","8.4","8.4","8.7","8.3","7.4","","","","","","",
"Men+Women","October","Southern Seoul","Donation Count","Unit","15220","16433","14775","14559","16023","17777","17109","18624","19607","18716","19575","22242","18821","19437","18785","15197","14138","14806","15612",
"Men+Women","October","Southern Seoul","Composition Rate[%]","%","8.4","8.7","8.6","7.8","7.5","8.1","7.8","8.1","8.3","8.2","8.7","9.8","7.6","8.4","8.7","8","8","8.1","8",
"Men+Women","October","Eastern Seoul","Donation Count","Unit","13751","14828","16314","16714","14919","21992","21815","24510","25575","26459","27109","23866","21831","22563","22496","17806","18436","20873","20144",
"Men+Women","October","Eastern Seoul","Composition Rate[%]","%","7","7.4","9","8.4","7.7","8.8","8.2","8.9","8.7","8.4","9.1","8.7","7.8","8.1","8.7","7.7","8","8.8","7.9",
"Men+Women","October","Busan","Donation Count","Unit","16978","15650","15854","17710","16659","19612","15743","18153","20926","20533","21460","17817","16119","17962","17889","17098","15196","18268","16987",
"Men+Women","October","Busan","Composition Rate[%]","%","8","7.4","8.4","8.4","7.7","8.4","7.3","8.3","9.1","8.7","9","8.7","7.5","8","8.4","8.7","7.8","8.9","8.3",
"Men+Women","October","Daegu/Gyeongbook","Donation Count","Unit","15190","14482","13725","16756","15820","16829","16506","19535","21431","22718","23802","20511","18072","21678","19240","17976","18434","20574","20363",
"Men+Women","October","Daegu/Gyeongbook","Composition Rate[%]","%","7.8","7.7","8.7","8.9","7.3","7.9","7.8","8.6","8.8","8.6","9.1","8.7","7.5","8.8","8.3","9.2","8.2","9.1","8.9",
"Men+Women","October","Incheon","Donation Count","Unit","8245","9708","10203","9710","8994","12957","13336","13896","15422","16263","14719","14138","12742","13163","14597","12649","14321","15198","14820",
"Men+Women","October","Incheon","Composition Rate[%]","%","6.4","8","9.3","8","6.9","8.4","7.6","8","8.7","8.8","8.1","8.7","7.8","8.4","9.2","7.7","8.6","8.9","8.4",
"Men+Women","October","Ulsan","Donation Count","Unit","7464","5684","6150","6758","5624","6534","5712","6752","7173","8288","7997","7719","6237","7414","7506","6756","6357","8382","8371",
"Men+Women","October","Ulsan","Composition Rate[%]","%","9.5","6.9","9.4","9.5","7.6","8.8","7.8","8.5","8.8","9.3","8.5","8.8","7.2","8.6","8.2","8.2","7.6","9.6","8.4",
"Men+Women","October","Gyeonggi","Donation Count","Unit","10133","10898","12742","11850","11908","13403","14359","14910","15911","17989","19853","18077","15172","17545","18150","18860","18568","18635","20012",
"Men+Women","October","Gyeonggi","Composition Rate[%]","%","7.3","7.7","9.9","8.4","7.2","7.8","8.1","8.5","8.3","8.7","9.1","8.8","7.2","8.6","8.6","8.3","8.2","8.6","8.9",
"Men+Women","October","Gangwon","Donation Count","Unit","5896","4676","5597","6194","6174","7482","8159","9333","10010","10506","12476","12495","11760","13534","11773","11199","9907","10040","10449",
"Men+Women","October","Gangwon","Composition Rate[%]","%","7.1","6.1","8.7","8.5","7.7","8.9","8.8","8.6","8.3","8.2","8.3","8.3","7.6","8.4","7.7","8","7.4","8","7.9",
"Men+Women","October","Chungbook","Donation Count","Unit","6122","5908","5986","8207","7489","8377","6757","8779","8546","8570","8551","8727","7866","7792","7710","7374","6721","8153","7652",
"Men+Women","October","Chungbook","Composition Rate[%]","%","7.9","7.5","8.2","9.7","7.5","8.3","7.4","8.8","8.7","8.6","8.6","9.8","8.2","8.3","8.2","8.6","7.9","9.7","9",
"Men+Women","October","Daejeon/Sejong/Chungnaam","Donation Count","Unit","10926","11143","12252","15658","14130","16568","14512","18265","21500","19486","22593","20563","18862","21886","20942","20993","17819","21841","19567",
"Men+Women","October","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","6.8","7.6","8.4","9","7.7","8.6","7.6","8.9","9.6","8.4","9.1","8.7","7.8","8.8","8.4","8.8","7.6","9.2","8.3",
"Men+Women","October","Jeonbook","Donation Count","Unit","10675","8848","8375","9548","9014","11168","9628","9869","11434","10295","11486","10225","8743","10027","9357","8852","7903","8985","9487",
"Men+Women","October","Jeonbook","Composition Rate[%]","%","8.8","7.5","8.5","8.9","7.4","8.9","7.7","7.7","8.7","8.2","8.9","8.8","7.7","9.2","8.6","8.6","7.7","9.3","9.5",
"Men+Women","October","Gwangju/Jeonnaam","Donation Count","Unit","14620","14086","14406","16054","13434","15391","15427","14410","18163","18045","19645","19004","16477","17016","18194","15953","13989","17565","15483",
"Men+Women","October","Gwangju/Jeonnaam","Composition Rate[%]","%","8.4","7","8.1","8.2","6.7","7.8","8","7.8","8.8","8.3","8.9","9.4","7.5","8.2","8.8","8.7","7.5","9.3","8.2",
"Men+Women","October","Gyeongnaam","Donation Count","Unit","6917","7798","8691","9082","8394","10095","8787","9413","11277","11596","11204","10640","9538","10975","10767","10726","9306","10717","11209",
"Men+Women","October","Gyeongnaam","Composition Rate[%]","%","6.9","7.6","9.5","8.9","7.3","8.4","7.7","7.8","8.4","8.1","8.3","8.3","7.3","8.1","8.1","8.2","7.5","8.7","8.7",
"Men+Women","October","Jeju","Donation Count","Unit","2860","2408","2446","2950","2947","2895","2760","2498","3045","3239","3924","2809","2787","2692","3126","3515","3247","3634","4095",
"Men+Women","October","Jeju","Composition Rate[%]","%","9","8.1","8.9","9.1","8","7.5","8.1","7.8","8.9","8.7","9.6","7.8","7.4","7.9","8.7","8.4","7.7","8.7","8.7",
"Men+Women","October","Outside of Korean Red Cross","Donation Count","Unit","4681","4544","6100","7400","9217","13877","14527","14405","18453","18415","19373","23872","16129","16013","18017","13362","15856","17476","22547",
"Men+Women","October","Outside of Korean Red Cross","Composition Rate[%]","%","9.2","8.7","10.3","9.1","8.5","9.3","8.6","8","8.9","8.8","9.2","10.8","7.5","7.9","10.2","7.6","8.9","8.6","9.6",
"Men+Women","November","Total","Donation Count","Unit","205282","187726","179411","205951","230869","233934","238485","249839","265180","265938","266969","248332","253468","265668","244865","222658","226440","243440","245270",
"Men+Women","November","Total","Composition Rate[%]","%","9","8.2","8.6","8.8","9","8.8","9.1","9.2","9.1","8.7","8.7","8.7","8.7","9.2","8.8","8.5","8.7","9.2","8.8",
"Men+Women","November","Korean Red Cross","Donation Count","Unit","199378","181748","172876","197423","219731","219592","222766","230868","246228","247465","246406","230627","235317","248903","228662","208598","210859","223358","225525",
"Men+Women","November","Korean Red Cross","Composition Rate[%]","%","9","8.1","8.5","8.7","8.9","8.7","9.1","9.1","9.1","8.7","8.6","8.7","8.7","9.3","8.7","8.6","8.7","9.1","8.9",
"Men+Women","November","Central Seoul","Donation Count","Unit","19032","16922","15694","15965","18098","23800","","","","","","","","23259","22291","17326","19177","21203","21248",
"Men+Women","November","Central Seoul","Composition Rate[%]","%","9","7.6","8.4","7.7","8.7","9.5","","","","","","","","8.7","8.9","7.8","8.9","9.5","9.1",
"Men+Women","November","Western Seoul","Donation Count","Unit","11004","11872","11592","14386","17752","-","25664","25700","28694","30241","28138","24728","24266","","","","","","",
"Men+Women","November","Western Seoul","Composition Rate[%]","%","8.2","8.6","7.5","8.4","8.5","-","9.4","9.1","9.5","9","8.5","8.5","8.7","","","","","","",
"Men+Women","November","Southern Seoul","Donation Count","Unit","17272","16415","13148","14808","18891","19005","19517","17938","20023","19160","17915","20498","20579","20476","18454","14626","15249","15720","17136",
"Men+Women","November","Southern Seoul","Composition Rate[%]","%","9.5","8.6","7.6","7.9","8.9","8.6","9","7.8","8.5","8.3","8","9","8.3","8.9","8.6","7.7","8.6","8.6","8.7",
"Men+Women","November","Eastern Seoul","Donation Count","Unit","19908","14492","15931","17022","18131","24356","24903","27104","26786","27639","23897","23912","23906","24918","22751","18562","20092","22479","22423",
"Men+Women","November","Eastern Seoul","Composition Rate[%]","%","10.2","7.2","8.8","8.6","9.4","9.8","9.4","9.8","9.1","8.8","8","8.7","8.5","8.9","8.8","8","8.7","9.4","8.8",
"Men+Women","November","Busan","Donation Count","Unit","17860","17801","16180","20643","18310","20301","18735","20755","20424","20453","21301","16536","19208","21033","18471","19350","18140","19126","19469",
"Men+Women","November","Busan","Composition Rate[%]","%","8.4","8.4","8.5","9.8","8.4","8.7","8.6","9.5","8.8","8.7","8.9","8.1","8.9","9.4","8.6","9.8","9.3","9.4","9.5",
"Men+Women","November","Daegu/Gyeongbook","Donation Count","Unit","17239","15790","13968","17220","18821","18559","19972","21235","23817","23925","23142","21751","20677","24693","20480","19578","21311","22688","20742",
"Men+Women","November","Daegu/Gyeongbook","Composition Rate[%]","%","8.9","8.4","8.9","9.2","8.7","8.7","9.4","9.4","9.7","9.1","8.9","9.2","8.6","10","8.8","10","9.5","10.1","9",
"Men+Women","November","Incheon","Donation Count","Unit","12985","9596","9108","9729","10722","14378","15444","14725","14988","15747","13277","13968","12506","14424","12912","13576","14549","14632","14625",
"Men+Women","November","Incheon","Composition Rate[%]","%","10","7.9","8.3","8","8.2","9.3","8.8","8.5","8.4","8.5","7.3","8.6","7.6","9.2","8.2","8.2","8.7","8.6","8.3",
"Men+Women","November","Ulsan","Donation Count","Unit","6670","5727","5675","6074","6962","6625","6941","6863","7448","7673","7772","8004","7627","8140","8611","7694","7280","7851","9143",
"Men+Women","November","Ulsan","Composition Rate[%]","%","8.5","7","8.7","8.5","9.4","8.9","9.4","8.7","9.2","8.6","8.3","9.2","8.8","9.4","9.4","9.3","8.7","9","9.2",
"Men+Women","November","Gyeonggi","Donation Count","Unit","12135","11040","11057","12725","15109","16032","15538","14680","16419","16403","18997","16520","17579","18842","18622","19736","18818","18757","19469",
"Men+Women","November","Gyeonggi","Composition Rate[%]","%","8.8","7.8","8.6","9","9.2","9.4","8.8","8.4","8.6","8","8.7","8","8.3","9.2","8.8","8.7","8.3","8.7","8.6",
"Men+Women","November","Gangwon","Donation Count","Unit","7402","6008","5089","5939","7003","7135","8600","10373","9987","11128","12342","12680","13804","14573","12903","9923","11616","10839","12444",
"Men+Women","November","Gangwon","Composition Rate[%]","%","8.9","7.8","7.9","8.1","8.8","8.5","9.3","9.6","8.3","8.7","8.2","8.5","8.9","9","8.4","7.1","8.6","8.7","9.4",
"Men+Women","November","Chungbook","Donation Count","Unit","7071","6849","6651","7843","9816","9286","8618","9541","9761","9545","9429","7984","8536","8682","8652","7694","6955","7880","7944",
"Men+Women","November","Chungbook","Composition Rate[%]","%","9.1","8.7","9.1","9.2","9.9","9.2","9.4","9.5","9.9","9.5","9.5","8.9","8.9","9.3","9.2","9","8.2","9.4","9.3",
"Men+Women","November","Daejeon/Sejong/Chungnaam","Donation Count","Unit","11666","13218","13815","15780","17258","17648","16988","19320","20573","19860","22146","22098","22596","24434","22431","20762","19351","21325","20389",
"Men+Women","November","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","7.2","9","9.4","9.1","9.4","9.2","9","9.4","9.2","8.6","8.9","9.3","9.4","9.8","9","8.7","8.3","9","8.7",
"Men+Women","November","Jeonbook","Donation Count","Unit","10075","9248","8798","10055","11180","11878","10873","11402","11390","10180","11627","10443","10158","10046","8804","9435","8668","8966","7981",
"Men+Women","November","Jeonbook","Composition Rate[%]","%","8.3","7.8","9","9.3","9.2","9.5","8.7","8.9","8.7","8.1","9","9","8.9","9.3","8.1","9.2","8.4","9.2","8",
"Men+Women","November","Gwangju/Jeonnaam","Donation Count","Unit","15838","16166","15429","17099","17769","16508","17459","16768","20134","19664","20342","17788","19117","18924","18565","16008","15174","17404","16743",
"Men+Women","November","Gwangju/Jeonnaam","Composition Rate[%]","%","9.1","8.1","8.7","8.8","8.8","8.3","9.1","9","9.8","9","9.2","8.8","8.7","9.2","9","8.7","8.2","9.2","8.9",
"Men+Women","November","Gyeongnaam","Donation Count","Unit","10545","8605","8331","9287","10757","10728","10486","11540","12823","12405","12329","10621","11592","13126","11599","10481","11062","10843","11589",
"Men+Women","November","Gyeongnaam","Composition Rate[%]","%","10.5","8.4","9.1","9.1","9.4","9","9.2","9.6","9.5","8.7","9.1","8.3","8.9","9.7","8.7","8","8.9","8.8","9",
"Men+Women","November","Jeju","Donation Count","Unit","2676","1999","2410","2848","3152","3353","3028","2924","2961","3442","3752","3096","3166","3333","3116","3847","3417","3645","4180",
"Men+Women","November","Jeju","Composition Rate[%]","%","8.4","6.7","8.8","8.8","8.5","8.7","8.8","9.2","8.6","9.2","9.2","8.6","8.4","9.7","8.7","9.2","8.1","8.7","8.9",
"Men+Women","November","Outside of Korean Red Cross","Donation Count","Unit","5904","5978","6535","8528","11138","14342","15719","18971","18952","18473","20563","17705","18151","16765","16203","14060","15581","20082","19745",
"Men+Women","November","Outside of Korean Red Cross","Composition Rate[%]","%","11.6","11.5","11.1","10.5","10.3","9.6","9.4","10.5","9.2","8.8","9.8","8","8.5","8.3","9.1","8","8.8","9.8","8.4",
"Men+Women","December","Total","Donation Count","Unit","197570","187040","168003","206983","208821","228208","224967","218598","246572","258197","252940","253295","255158","234393","236455","234020","236462","246712","250704",
"Men+Women","December","Total","Composition Rate[%]","%","8.7","8.1","8","8.8","8.1","8.6","8.6","8","8.5","8.5","8.2","8.8","8.7","8.1","8.5","9","9.1","9.3","9",
"Men+Women","December","Korean Red Cross","Donation Count","Unit","194567","182520","163290","198816","198201","214191","210281","202577","229397","241285","234954","236078","237355","216837","220985","217116","218935","224406","230008",
"Men+Women","December","Korean Red Cross","Composition Rate[%]","%","8.7","8.1","8","8.8","8.1","8.5","8.6","8","8.5","8.5","8.2","8.9","8.7","8.1","8.5","8.9","9","9.2","9.1",
"Men+Women","December","Central Seoul","Donation Count","Unit","20646","18670","14879","17459","17600","24104","","","","","","","","20781","21571","18638","19918","21041","21152",
"Men+Women","December","Central Seoul","Composition Rate[%]","%","9.8","8.4","7.9","8.4","8.4","9.6","","","","","","","","7.8","8.6","8.4","9.2","9.4","9",
"Men+Women","December","Western Seoul","Donation Count","Unit","12960","13964","13459","15874","16812","-","24227","21442","24286","26162","25595","25379","24409","","","","","","",
"Men+Women","December","Western Seoul","Composition Rate[%]","%","9.7","10.1","8.7","9.3","8.1","-","8.9","7.6","8","7.8","7.7","8.7","8.8","","","","","","",
"Men+Women","December","Southern Seoul","Donation Count","Unit","15443","15955","13786","16963","16319","19368","19448","18273","19530","18485","18105","21909","21740","18449","17649","16340","16067","17890","18493",
"Men+Women","December","Southern Seoul","Composition Rate[%]","%","8.5","8.4","8","9.1","7.7","8.8","8.9","8","8.3","8.1","8.1","9.6","8.8","8","8.2","8.6","9.1","9.8","9.4",
"Men+Women","December","Eastern Seoul","Donation Count","Unit","18313","17113","14554","17724","15054","22958","23020","20481","26259","26693","25947","25199","24698","23009","22431","20021","21149","22004","23462",
"Men+Women","December","Eastern Seoul","Composition Rate[%]","%","9.4","8.5","8","8.9","7.8","9.2","8.7","7.4","8.9","8.5","8.7","9.2","8.8","8.2","8.6","8.6","9.2","9.2","9.2",
"Men+Women","December","Busan","Donation Count","Unit","17977","16996","15465","19175","17252","19232","16530","17932","18748","20307","18162","18761","18608","18188","18356","16963","17373","18822","19141",
"Men+Women","December","Busan","Composition Rate[%]","%","8.4","8","8.2","9.1","8","8.2","7.6","8.2","8.1","8.6","7.6","9.2","8.6","8.1","8.6","8.6","8.9","9.2","9.3",
"Men+Women","December","Daegu/Gyeongbook","Donation Count","Unit","17221","13683","11999","17563","17987","18369","19254","17901","20379","23872","20307","21509","21744","21371","19983","19904","20628","20400","19606",
"Men+Women","December","Daegu/Gyeongbook","Composition Rate[%]","%","8.9","7.2","7.6","9.3","8.3","8.6","9.1","7.9","8.3","9.1","7.8","9.1","9","8.7","8.6","10.1","9.2","9.1","8.5",
"Men+Women","December","Incheon","Donation Count","Unit","10197","12497","9719","11468","10797","14735","15284","15766","15615","16293","14580","15214","14731","12982","14669","14912","15798","15652","16364",
"Men+Women","December","Incheon","Composition Rate[%]","%","7.9","10.3","8.8","9.4","8.3","9.6","8.7","9.1","8.8","8.8","8.1","9.4","9","8.3","9.3","9","9.5","9.2","9.3",
"Men+Women","December","Ulsan","Donation Count","Unit","6799","5322","5104","6335","6333","6163","7278","6121","7150","7815","7604","7653","6534","6952","7698","6817","7525","9335","8938",
"Men+Women","December","Ulsan","Composition Rate[%]","%","8.6","6.5","7.8","8.9","8.6","8.3","9.9","7.7","8.8","8.7","8.1","8.8","7.6","8","8.4","8.3","9","10.7","9",
"Men+Women","December","Gyeonggi","Donation Count","Unit","12754","11124","10223","11502","14492","15786","16055","14438","16218","18212","20395","17540","19200","17316","17915","21812","20566","21042","20865",
"Men+Women","December","Gyeonggi","Composition Rate[%]","%","9.2","7.9","7.9","8.1","8.8","9.2","9.1","8.2","8.5","8.8","9.3","8.5","9.1","8.5","8.5","9.7","9.1","9.7","9.3",
"Men+Women","December","Gangwon","Donation Count","Unit","7403","5569","5392","5524","6710","7368","8203","8208","10326","11820","13500","12914","12324","12783","12174","11666","11119","10720","12449",
"Men+Women","December","Gangwon","Composition Rate[%]","%","8.9","7.3","8.3","7.5","8.4","8.8","8.9","7.6","8.6","9.2","9","8.6","8","7.9","7.9","8.3","8.3","8.6","9.4",
"Men+Women","December","Chungbook","Donation Count","Unit","6525","5776","5388","7151","7990","7800","7350","7929","8295","8263","6744","7924","7975","6976","7177","7057","7476","7433","7614",
"Men+Women","December","Chungbook","Composition Rate[%]","%","8.4","7.3","7.4","8.4","8","7.7","8","7.9","8.5","8.2","6.8","8.9","8.3","7.4","7.6","8.2","8.8","8.9","8.9",
"Men+Women","December","Daejeon/Sejong/Chungnaam","Donation Count","Unit","11608","11842","13010","14369","14381","18108","15057","17346","19068","20969","22581","21058","21398","20808","21013","22170","20372","20830","19941",
"Men+Women","December","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","7.2","8.1","8.9","8.3","7.9","9.4","7.9","8.4","8.5","9","9.1","8.9","8.9","8.4","8.4","9.3","8.7","8.8","8.5",
"Men+Women","December","Jeonbook","Donation Count","Unit","10051","8479","7369","8514","9106","9812","9943","10054","10138","10067","10075","9914","9243","8714","9482","9898","9239","8660","9372",
"Men+Women","December","Jeonbook","Composition Rate[%]","%","8.3","7.1","7.5","7.9","7.5","7.9","7.9","7.9","7.7","8","7.8","8.5","8.1","8","8.7","9.6","9","8.9","9.4",
"Men+Women","December","Gwangju/Jeonnaam","Donation Count","Unit","13812","14820","13020","16765","14822","16337","16223","14167","18499","17848","17804","16216","20085","15181","16273","16283","16279","16075","16884",
"Men+Women","December","Gwangju/Jeonnaam","Composition Rate[%]","%","7.9","7.4","7.3","8.6","7.3","8.2","8.4","7.6","9","8.2","8","8","9.1","7.3","7.9","8.9","8.8","8.5","8.9",
"Men+Women","December","Gyeongnaam","Donation Count","Unit","10428","8433","7581","9161","9485","10852","9873","10054","11936","11416","10667","12136","11415","10437","11606","11419","11798","10890","11481",
"Men+Women","December","Gyeongnaam","Composition Rate[%]","%","10.4","8.2","8.3","9","8.3","9.1","8.6","8.4","8.9","8","7.9","9.5","8.7","7.7","8.7","8.7","9.5","8.8","8.9",
"Men+Women","December","Jeju","Donation Count","Unit","2430","2277","2342","3269","3061","3199","2536","2465","2950","3063","2888","2752","3251","2890","2988","3216","3628","3612","4246",
"Men+Women","December","Jeju","Composition Rate[%]","%","7.7","7.6","8.5","10","8.3","8.3","7.4","7.7","8.6","8.2","7.1","7.7","8.6","8.4","8.3","7.7","8.6","8.7","9",
"Men+Women","December","Outside of Korean Red Cross","Donation Count","Unit","3003","4520","4713","8167","10620","14017","14686","16021","17175","16912","17986","17217","17803","17556","15470","16904","17527","22306","20696",
"Men+Women","December","Outside of Korean Red Cross","Composition Rate[%]","%","5.9","8.7","8","10","9.8","9.4","8.7","8.9","8.3","8.1","8.5","7.8","8.3","8.7","8.7","9.6","9.9","10.9","8.8",
"Men","Total","Total","Donation Count","Unit","1831613","1792035","1592264","1741184","1879514","1898213","1824531","1905688","2035857","2137369","2165411","2066926","2132241","2106912","2036566","1916444","1895131","1876184","2008892",
"Men","Total","Korean Red Cross","Donation Count","Unit","1789525","1748273","1545856","1677786","1799092","1797670","1717257","1790590","1909293","2007168","2029746","1926108","1988861","1972773","1909232","1793118","1771956","1735122","1845259",
"Men","Total","Central Seoul","Donation Count","Unit","169824","174504","137432","147238","147925","172472","","","","","","","","195481","182916","157832","155322","155262","165697",
"Men","Total","Western Seoul","Donation Count","Unit","113857","114093","117615","127664","154754","65259","179077","191971","209828","234946","231660","210930","201838","","","","","","",
"Men","Total","Southern Seoul","Donation Count","Unit","149974","151475","136271","143313","141682","161920","160365","166236","172180","170207","165554","169319","185180","173905","160320","144323","132869","132872","147219",
"Men","Total","Eastern Seoul","Donation Count","Unit","158684","150842","127086","134427","142695","162081","171213","181050","198140","213068","206563","195744","201327","201187","186199","171190","167635","166638","180698",
"Men","Total","Busan","Donation Count","Unit","163134","160286","147725","157411","160198","167419","150860","152398","156401","156994","158533","143066","151757","156593","149783","138067","135511","138212","142395",
"Men","Total","Daegu/Gyeongbook","Donation Count","Unit","146703","139819","117241","132309","151628","146567","142391","152043","166006","178406","177684","168424","172578","176709","167290","139286","159155","158967","167443",
"Men","Total","Incheon","Donation Count","Unit","90515","86833","79101","86693","89984","102831","115288","114453","117031","124396","121411","113269","115780","110801","112002","119383","119848","119983","127399",
"Men","Total","Ulsan","Donation Count","Unit","61828","64903","52640","56031","57357","55041","54331","57870","60388","68146","70085","65717","65900","66006","68561","63660","63842","64183","73750",
"Men","Total","Gyeonggi","Donation Count","Unit","117416","114908","102817","110129","122372","123615","126466","128317","140559","151967","159274","154592","159730","156393","158935","171193","168602","158940","169324",
