"Gender","Monthly","Donation Source","Ç×¸ñ","Unit","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Women","May","Jeonbook","Composition Rate[%]","%","12.2","13.8","9.9","9.4","10.7","11","10.9","10.3","10.2","12","9.8","10.1","10","9.9","11.2","8.9","7.7","8.7","9.4",
"Women","May","Gwangju/Jeonnaam","Donation Count","Unit","4780","6313","5451","5709","6804","6894","7645","6508","7129","8308","7540","6596","8228","6957","6998","5199","5567","6273","5203",
"Women","May","Gwangju/Jeonnaam","Composition Rate[%]","%","11.3","11.4","10.5","9","10.6","10.1","11","10.2","9.9","10.6","9.5","9.6","11.3","10.6","10.8","9.3","9.6","9.7","8.7",
"Women","May","Gyeongnaam","Donation Count","Unit","1040","1626","1648","1503","1979","2230","2335","3065","2648","2799","3032","2086","2896","2857","2910","2903","2869","3276","2576",
"Women","May","Gyeongnaam","Composition Rate[%]","%","8.4","10.8","10.1","8.5","9.4","9.3","10.4","12.1","8.5","8.8","10.3","7.6","9.9","9","9.2","9.5","9.7","10.5","8.6",
"Women","May","Jeju","Donation Count","Unit","524","443","413","546","1140","1177","1054","916","989","1255","1117","1156","1429","971","1062","1143","1091","1225","1171",
"Women","May","Jeju","Composition Rate[%]","%","7.8","7.4","6.9","5.8","9.6","8.6","8.4","8.1","7.7","8.8","7.5","9.6","11.8","9.7","9.4","9","8.7","9.6","8",
"Women","May","Outside of Korean Red Cross","Donation Count","Unit","833","400","895","1501","1946","4739","5260","6015","7953","8618","6501","7707","7807","6376","3786","5262","4672","6450","7335",
"Women","May","Outside of Korean Red Cross","Composition Rate[%]","%","9.7","4.9","7.1","8.2","7","9.6","8.7","9.3","10","11","8.7","9.6","11.1","9.4","7.6","10","8.6","10.2","10.3",
"Women","June","Total","Donation Count","Unit","37174","44439","42609","49746","61577","69890","62435","67757","74855","75296","72190","61195","62576","62287","61361","59250","61216","63686","64413",
"Women","June","Total","Composition Rate[%]","%","8.4","8.7","8.6","8.2","8.9","9.1","7.9","8.3","8.5","8.2","7.9","7.7","7.9","8","8.1","8.5","8.6","8.2","8.4",
"Women","June","Korean Red Cross","Donation Count","Unit","36499","44073","41716","48463","60213","67248","58588","62780","69089","68722","66544","54226","56943","56588","57949","54457","55871","58404","58371",
"Women","June","Korean Red Cross","Composition Rate[%]","%","8.4","8.8","8.6","8.2","9.1","9.4","8","8.3","8.6","8.2","7.9","7.5","7.8","8","8.2","8.5","8.5","8.2","8.4",
"Women","June","Central Seoul","Donation Count","Unit","3567","4709","4136","4766","5142","7170","","","","","","","","5582","5183","5311","5487","5512","6185",
"Women","June","Central Seoul","Composition Rate[%]","%","8.7","9.9","8.2","7.8","8.5","9.1","","","","","","","","7.9","7.6","8.3","9","8.1","9",
"Women","June","Western Seoul","Donation Count","Unit","2048","2563","3591","3425","5073","4419","7615","7313","7593","8484","8423","5599","5742","","","","","","",
"Women","June","Western Seoul","Composition Rate[%]","%","10.4","10.5","9.6","7.9","9.4","18.1","8.2","8","8.2","8.5","8.4","7","7.6","","","","","","",
"Women","June","Southern Seoul","Donation Count","Unit","3116","3163","3537","3594","6317","4925","4349","5068","5649","4635","4556","3927","4426","4387","4217","4133","3557","3742","4246",
"Women","June","Southern Seoul","Composition Rate[%]","%","10.1","8.3","9.7","8.2","8.8","8.4","7.6","8.1","9","7.8","7.8","6.8","7.2","7.8","7.7","9","8.2","7.6","8.7",
"Women","June","Eastern Seoul","Donation Count","Unit","2689","4159","4653","4818","4461","6993","7182","7731","9099","8327","7727","6580","6198","7289","6692","5373","5465","5938","6787",
"Women","June","Eastern Seoul","Composition Rate[%]","%","7.3","8.4","8.5","7.6","8.8","8.1","7.7","8.1","9.4","8.1","8.4","8.5","7.9","9.4","9.1","8.9","8.7","8.3","9",
"Women","June","Busan","Donation Count","Unit","3942","3753","3633","3975","4361","6211","5052","5044","6093","5736","5985","4108","4974","5909","5261","5131","4623","5086","4896",
"Women","June","Busan","Composition Rate[%]","%","7.9","7.2","8.7","7.5","7.7","9.4","7.6","7.6","8.2","7.3","7.5","6.6","7.8","8.8","8.2","8.7","7.8","7.7","7.7",
"Women","June","Daegu/Gyeongbook","Donation Count","Unit","4244","4975","3261","5240","5459","6604","6201","6361","6605","6536","6603","5074","5645","5223","5494","4795","5294","5247","4825",
"Women","June","Daegu/Gyeongbook","Composition Rate[%]","%","8.9","10.1","8.1","9.4","8.5","9.9","8.9","8.5","8.4","7.7","8","7.4","8.3","7.5","8.4","8.4","8","7.9","7.7",
"Women","June","Incheon","Donation Count","Unit","3022","3021","2538","3183","4319","4645","4273","5334","5592","4843","4941","3644","4168","3272","3500","3904","3502","4539","4177",
"Women","June","Incheon","Composition Rate[%]","%","7.8","8.8","8.2","9.1","10.6","9","7.2","9","9.2","7.9","8.3","7.5","8.7","7","7.5","8.5","7.5","8.9","8.4",
"Women","June","Ulsan","Donation Count","Unit","1592","1338","1086","1432","1455","1647","1530","1781","1819","1731","2050","1224","1393","1519","1722","1612","1673","1818","2118",
"Women","June","Ulsan","Composition Rate[%]","%","9.4","7.8","8.5","9.4","8.8","8.6","8","8.4","8.7","8.1","8.7","5.7","6.8","7.3","7.5","8.5","8.5","7.9","8.3",
"Women","June","Gyeonggi","Donation Count","Unit","1694","2205","2431","2626","4198","4465","3991","4039","4385","4437","4004","3788","3717","3575","4291","4789","4576","4596","4290",
"Women","June","Gyeonggi","Composition Rate[%]","%","8.1","8.2","9.2","8.4","9.9","9.4","8","8.5","8.6","8.2","6.7","7.5","7.3","7.5","8.2","8.8","8","7.9","7.7",
"Women","June","Gangwon","Donation Count","Unit","571","894","755","739","1392","1566","2002","1681","2354","2205","3112","2062","2205","1920","1965","2076","1967","2150","2212",
"Women","June","Gangwon","Composition Rate[%]","%","7.5","10","8.4","6.4","9","9.1","10.1","7.5","9.3","7.8","9.3","7.5","8","7.2","7.5","8.9","8.1","8.1","8.2",
"Women","June","Chungbook","Donation Count","Unit","1489","1701","1267","1826","1706","2267","1371","1923","1869","2374","2149","1523","1889","1786","1966","1732","1951","1913","1778",
"Women","June","Chungbook","Composition Rate[%]","%","9","9.9","8.8","10.2","8.3","10.7","7","8.8","8.1","9.3","8.2","6.7","8","8","8.2","8.7","9.4","8.5","8.1",
"Women","June","Daejeon/Sejong/Chungnaam","Donation Count","Unit","1576","2554","2656","3492","4450","3609","3576","4530","5432","5754","5380","5405","6040","5906","6945","5690","6403","6572","5894",
"Women","June","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","7.6","8.5","8.5","8.6","10.3","8.4","8","8.4","9","9.4","7.9","8.3","8.9","8.5","9.6","8.5","9.6","9.1","8.9",
"Women","June","Jeonbook","Donation Count","Unit","2279","2660","1648","1982","2808","2722","2859","2663","3222","2956","2095","2655","2538","1921","2362","2034","2781","2765","2305",
"Women","June","Jeonbook","Composition Rate[%]","%","9","8.9","7.3","7.6","9.5","9","8.3","7.5","9.1","8.3","6.2","9.3","9.4","7.4","8.6","7.7","10.4","10","8.4",
"Women","June","Gwangju/Jeonnaam","Donation Count","Unit","3609","4353","4792","5266","6353","6356","5606","5898","5933","6490","5945","5353","5215","5375","5093","4380","4790","4788","4762",
"Women","June","Gwangju/Jeonnaam","Composition Rate[%]","%","8.5","7.8","9.2","8.3","9.9","9.3","8.1","9.2","8.3","8.3","7.5","7.8","7.2","8.2","7.8","7.9","8.3","7.4","7.9",
"Women","June","Gyeongnaam","Donation Count","Unit","718","1529","1253","1338","1707","2262","1675","2154","2459","2868","1999","2048","1747","2290","2394","2372","2524","2591","2507",
"Women","June","Gyeongnaam","Composition Rate[%]","%","5.8","10.2","7.6","7.6","8.1","9.4","7.5","8.5","7.9","9","6.8","7.4","6","7.2","7.6","7.7","8.5","8.3","8.4",
"Women","June","Jeju","Donation Count","Unit","343","496","479","761","1012","1387","1306","1260","985","1346","1575","1236","1046","634","864","1125","1278","1147","1389",
"Women","June","Jeju","Composition Rate[%]","%","5.1","8.2","8","8.1","8.5","10.1","10.4","11.1","7.7","9.4","10.5","10.2","8.7","6.3","7.6","8.9","10.2","9","9.5",
"Women","June","Outside of Korean Red Cross","Donation Count","Unit","675","366","893","1283","1364","2642","3847","4977","5766","6574","5646","6969","5633","5699","3412","4793","5345","5282","6042",
"Women","June","Outside of Korean Red Cross","Composition Rate[%]","%","7.8","4.5","7","7.1","4.9","5.4","6.3","7.7","7.2","8.4","7.5","8.7","8","8.4","6.8","9.1","9.8","8.4","8.5",
"Women","July","Total","Donation Count","Unit","35153","39244","42103","49794","61623","69527","63410","69074","73496","81431","80349","69454","71522","66126","69151","62961","64130","62828","73420",
"Women","July","Total","Composition Rate[%]","%","7.9","7.7","8.5","8.2","8.9","9.1","8","8.5","8.4","8.9","8.8","8.7","9","8.5","9.2","9.1","9","8.1","9.6",
"Women","July","Korean Red Cross","Donation Count","Unit","34466","38615","41128","48389","59759","66098","58494","63019","66648","74945","73853","62369","65510","59414","65096","58167","59227","57105","67645",
"Women","July","Korean Red Cross","Composition Rate[%]","%","7.9","7.7","8.5","8.2","9","9.2","8","8.4","8.3","9","8.8","8.7","9","8.4","9.2","9.1","9","8","9.7",
"Women","July","Central Seoul","Donation Count","Unit","3463","4044","4197","5225","5309","8674","","","","","","","","6319","6456","5843","5150","6072","7376",
"Women","July","Central Seoul","Composition Rate[%]","%","8.5","8.5","8.3","8.6","8.8","11","","","","","","","","8.9","9.5","9.1","8.4","8.9","10.7",
"Women","July","Western Seoul","Donation Count","Unit","1669","1399","3740","3737","4634","-","8122","8247","7843","8512","8653","7113","7119","","","","","","",
"Women","July","Western Seoul","Composition Rate[%]","%","8.5","5.7","10","8.7","8.6","-","8.8","9","8.5","8.5","8.6","8.9","9.4","","","","","","",
"Women","July","Southern Seoul","Donation Count","Unit","2485","3197","3191","3391","6519","6427","4595","5511","5861","5666","5338","5384","6099","4779","5092","4245","3758","4145","5034",
"Women","July","Southern Seoul","Composition Rate[%]","%","8","8.3","8.7","7.7","9.1","11","8","8.8","9.3","9.5","9.1","9.3","9.9","8.4","9.4","9.2","8.6","8.5","10.3",
"Women","July","Eastern Seoul","Donation Count","Unit","2840","4081","4363","5674","4930","8850","8079","9640","8720","10178","8046","6490","7822","6982","7106","5695","5776","6074","7311",
"Women","July","Eastern Seoul","Composition Rate[%]","%","7.7","8.2","7.9","8.9","9.8","10.2","8.6","10.2","9","10","8.7","8.4","10","9","9.6","9.4","9.2","8.5","9.7",
"Women","July","Busan","Donation Count","Unit","3800","4166","3603","4395","4780","5927","5548","4810","5785","7359","7542","5367","5664","5727","5364","5476","5406","5407","5420",
"Women","July","Busan","Composition Rate[%]","%","7.6","8","8.6","8.3","8.4","9","8.4","7.2","7.8","9.3","9.5","8.7","8.9","8.5","8.4","9.2","9.1","8.2","8.6",
"Women","July","Daegu/Gyeongbook","Donation Count","Unit","3690","3857","2684","3915","5639","5405","5411","5522","5595","6872","6409","5518","5779","5036","5449","4975","5708","4215","5243",
"Women","July","Daegu/Gyeongbook","Composition Rate[%]","%","7.8","7.9","6.7","7","8.8","8.1","7.8","7.4","7.1","8.1","7.8","8.1","8.5","7.3","8.4","8.7","8.6","6.4","8.4",
"Women","July","Incheon","Donation Count","Unit","3333","2690","2792","2951","4193","5822","5179","4962","5746","6078","5087","4157","4314","4447","4765","4416","4133","4273","5436",
"Women","July","Incheon","Composition Rate[%]","%","8.6","7.9","9","8.4","10.3","11.3","8.7","8.4","9.5","9.9","8.6","8.6","9","9.6","10.3","9.7","8.8","8.4","11",
"Women","July","Ulsan","Donation Count","Unit","1535","1333","982","1321","1525","1619","1454","1835","1672","1947","2040","1611","1431","1637","2095","1899","1887","1777","2163",
"Women","July","Ulsan","Composition Rate[%]","%","9.1","7.7","7.7","8.7","9.2","8.4","7.6","8.7","8","9.2","8.6","7.5","7","7.9","9.1","10.1","9.6","7.7","8.5",
"Women","July","Gyeonggi","Donation Count","Unit","1584","2273","2206","2674","4189","4911","4193","4356","4622","5579","6024","4730","4748","3895","5055","5013","5359","4828","5562",
"Women","July","Gyeonggi","Composition Rate[%]","%","7.6","8.5","8.4","8.5","9.9","10.3","8.4","9.2","9.1","10.3","10.1","9.3","9.3","8.2","9.7","9.2","9.4","8.3","10",
"Women","July","Gangwon","Donation Count","Unit","531","613","444","866","1050","1337","988","1596","2170","2072","2913","2379","2123","2083","2230","1974","2225","2016","2503",
"Women","July","Gangwon","Composition Rate[%]","%","7","6.9","4.9","7.5","6.8","7.8","5","7.2","8.6","7.4","8.7","8.6","7.7","7.8","8.5","8.5","9.2","7.6","9.3",
"Women","July","Chungbook","Donation Count","Unit","1509","1448","1272","1633","1980","1728","1412","1375","1629","2055","1966","2099","1826","1903","2223","1686","2141","1811","2258",
"Women","July","Chungbook","Composition Rate[%]","%","9.1","8.4","8.8","9.1","9.6","8.2","7.2","6.3","7","8","7.5","9.3","7.7","8.5","9.3","8.5","10.3","8","10.3",
"Women","July","Daejeon/Sejong/Chungnaam","Donation Count","Unit","1568","1951","2686","2620","3759","2823","3041","3921","4443","4224","5597","4936","5659","5250","5596","5954","5550","5309","5582",
"Women","July","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","7.6","6.5","8.6","6.5","8.7","6.6","6.8","7.3","7.3","6.9","8.2","7.6","8.4","7.5","7.7","8.9","8.3","7.4","8.4",
"Women","July","Jeonbook","Donation Count","Unit","1484","1712","1524","1683","2361","2092","2670","3361","2862","3111","2636","2207","2305","1760","2416","2148","2476","2283","2742",
"Women","July","Jeonbook","Composition Rate[%]","%","5.8","5.7","6.8","6.5","8","6.9","7.7","9.4","8","8.7","7.7","7.8","8.5","6.7","8.8","8.1","9.3","8.2","10",
"Women","July","Gwangju/Jeonnaam","Donation Count","Unit","3315","4054","4783","5958","5652","6793","5215","5197","5463","6372","7332","6392","6264","5886","6871","4835","5507","5297","6889",
"Women","July","Gwangju/Jeonnaam","Composition Rate[%]","%","7.8","7.3","9.2","9.4","8.8","10","7.5","8.2","7.6","8.1","9.2","9.3","8.6","9","10.6","8.7","9.5","8.2","11.5",
"Women","July","Gyeongnaam","Donation Count","Unit","963","1243","2198","1593","2105","2336","1587","1995","3202","3527","2927","2961","3332","2918","3284","2836","2942","2596","2726",
"Women","July","Gyeongnaam","Composition Rate[%]","%","7.8","8.3","13.4","9","10","9.7","7.1","7.9","10.3","11.1","9.9","10.7","11.4","9.2","10.4","9.2","9.9","8.4","9.1",
"Women","July","Jeju","Donation Count","Unit","697","554","463","753","1134","1354","1000","691","1035","1393","1343","1025","1025","792","1094","1172","1209","1002","1400",
"Women","July","Jeju","Composition Rate[%]","%","10.4","9.2","7.7","8.1","9.5","9.8","8","6.1","8.1","9.8","9","8.5","8.5","7.9","9.7","9.3","9.6","7.9","9.6",
"Women","July","Outside of Korean Red Cross","Donation Count","Unit","687","629","975","1405","1864","3429","4916","6055","6848","6486","6496","7085","6012","6712","4055","4794","4903","5723","5775",
"Women","July","Outside of Korean Red Cross","Composition Rate[%]","%","8","7.7","7.7","7.7","6.7","7","8.1","9.3","8.6","8.2","8.7","8.8","8.5","9.9","8.1","9.1","9","9.1","8.1",
"Women","August","Total","Donation Count","Unit","35204","38461","35985","46763","58521","67594","66195","62297","74581","74544","76857","60645","66769","59900","65301","63485","57858","65468","73666",
"Women","August","Total","Composition Rate[%]","%","8","7.5","7.3","7.7","8.5","8.8","8.4","7.6","8.5","8.1","8.4","7.6","8.4","7.7","8.7","9.1","8.2","8.5","9.6",
"Women","August","Korean Red Cross","Donation Count","Unit","34548","37582","35003","45391","56544","63657","61243","57049","68076","67550","70499","53934","60364","54395","59988","59093","52860","60680","67760",
"Women","August","Korean Red Cross","Composition Rate[%]","%","8","7.5","7.2","7.7","8.5","8.9","8.4","7.6","8.5","8.1","8.4","7.5","8.3","7.7","8.5","9.2","8.1","8.5","9.7",
"Women","August","Central Seoul","Donation Count","Unit","3216","3437","3789","5184","5365","8313","","","","","","","","5518","6094","5542","5180","5942","6787",
"Women","August","Central Seoul","Composition Rate[%]","%","7.9","7.2","7.5","8.5","8.9","10.5","","","","","","","","7.8","8.9","8.6","8.5","8.7","9.9",
"Women","August","Western Seoul","Donation Count","Unit","1647","2109","3266","3769","4703","-","8367","7901","9126","8273","9265","5614","6438","","","","","","",
"Women","August","Western Seoul","Composition Rate[%]","%","8.4","8.6","8.8","8.7","8.7","-","9","8.7","9.8","8.3","9.2","7","8.5","","","","","","",
"Women","August","Southern Seoul","Donation Count","Unit","2979","2788","2452","3501","5956","6000","4808","4538","5980","5087","5527","4911","5390","4447","4708","3847","4063","5035","5050",
"Women","August","Southern Seoul","Composition Rate[%]","%","9.6","7.3","6.7","8","8.3","10.3","8.3","7.2","9.5","8.6","9.4","8.5","8.8","7.9","8.7","8.4","9.3","10.3","10.3",
"Women","August","Eastern Seoul","Donation Count","Unit","2727","3676","4166","5019","4914","9220","7776","7974","8052","8574","7647","5389","6873","5820","6638","5160","5260","6058","6909",
"Women","August","Eastern Seoul","Composition Rate[%]","%","7.4","7.4","7.6","7.9","9.7","10.6","8.3","8.4","8.3","8.4","8.3","6.9","8.8","7.5","9","8.5","8.4","8.5","9.2",
"Women","August","Busan","Donation Count","Unit","4264","3829","3067","4418","5030","5974","5761","5452","7543","6244","6818","4803","5189","5307","5487","5498","4234","5343","6313",
"Women","August","Busan","Composition Rate[%]","%","8.5","7.3","7.3","8.4","8.9","9.1","8.7","8.2","10.1","7.9","8.6","7.8","8.2","7.9","8.6","9.3","7.1","8.1","10",
"Women","August","Daegu/Gyeongbook","Donation Count","Unit","3418","3296","2916","3870","5733","6025","5778","5197","5938","6323","5945","4945","5360","5499","5193","6234","4736","5468","5784",
"Women","August","Daegu/Gyeongbook","Composition Rate[%]","%","7.2","6.7","7.3","6.9","9","9","8.3","6.9","7.5","7.4","7.2","7.2","7.9","7.9","8","10.9","7.2","8.3","9.3",
"Women","August","Incheon","Donation Count","Unit","3171","2186","2260","2493","3577","5147","5456","4464","5740","5506","5114","3991","4182","3844","4396","4091","4089","4106","4812",
"Women","August","Incheon","Composition Rate[%]","%","8.2","6.4","7.3","7.1","8.7","10","9.2","7.6","9.4","9","8.6","8.2","8.8","8.3","9.5","9","8.7","8.1","9.7",
"Women","August","Ulsan","Donation Count","Unit","1899","1824","985","1425","1518","1839","1628","1843","1825","1737","1747","1907","1794","1742","1860","1629","1513","2210","2560",
"Women","August","Ulsan","Composition Rate[%]","%","11.2","10.6","7.7","9.3","9.2","9.6","8.5","8.7","8.7","8.2","7.4","8.8","8.8","8.4","8.1","8.6","7.7","9.6","10",
"Women","August","Gyeonggi","Donation Count","Unit","1938","2140","1838","2313","3888","4020","4563","3384","4311","4673","4767","3579","4282","3528","4177","4574","4714","4862","4984",
"Women","August","Gyeonggi","Composition Rate[%]","%","9.3","8","7","7.4","9.2","8.4","9.1","7.1","8.5","8.6","8","7.1","8.4","7.4","8","8.4","8.3","8.4","8.9",
"Women","August","Gangwon","Donation Count","Unit","604","636","391","747","986","1155","1322","1448","1761","2101","2509","1985","2154","1808","2288","2273","2160","2498","3370",
"Women","August","Gangwon","Composition Rate[%]","%","7.9","7.1","4.3","6.4","6.4","6.7","6.6","6.5","6.9","7.5","7.5","7.2","7.8","6.8","8.7","9.7","8.9","9.4","12.6",
"Women","August","Chungbook","Donation Count","Unit","1051","1175","804","950","1432","1405","1302","1401","1371","1721","1961","1515","1860","1592","2051","1936","1660","1700","2144",
"Women","August","Chungbook","Composition Rate[%]","%","6.3","6.8","5.6","5.3","6.9","6.6","6.7","6.4","5.9","6.7","7.5","6.7","7.9","7.1","8.6","9.8","8","7.5","9.8",
"Women","August","Daejeon/Sejong/Chungnaam","Donation Count","Unit","1469","1567","2108","2759","3284","3233","3476","3612","4507","4446","5310","4752","4801","4731","5760","6762","5203","5933","6277",
"Women","August","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","7.1","5.2","6.8","6.8","7.6","7.5","7.8","6.7","7.5","7.3","7.7","7.3","7.1","6.8","8","10.1","7.8","8.2","9.5",
"Women","August","Jeonbook","Donation Count","Unit","1589","1901","1456","1643","1965","2467","2678","2729","2516","2753","3126","2150","2281","2236","2138","2635","2086","2283","2805",
"Women","August","Jeonbook","Composition Rate[%]","%","6.2","6.4","6.5","6.3","6.6","8.1","7.7","7.7","7.1","7.7","9.2","7.6","8.4","8.6","7.8","10","7.8","8.2","10.2",
"Women","August","Gwangju/Jeonnaam","Donation Count","Unit","2910","5279","3636","5285","5458","5867","5214","4402","5521","6120","6969","5244","6644","4829","5065","4825","4705","5304","6388",
"Women","August","Gwangju/Jeonnaam","Composition Rate[%]","%","6.9","9.5","7","8.4","8.5","8.6","7.5","6.9","7.7","7.8","8.7","7.6","9.2","7.4","7.8","8.7","8.2","8.2","10.6",
"Women","August","Gyeongnaam","Donation Count","Unit","1049","1056","1145","1197","1653","1729","1775","1874","2474","2657","2323","2170","2080","2783","3105","3083","2268","2675","2491",
"Women","August","Gyeongnaam","Composition Rate[%]","%","8.5","7","7","6.8","7.9","7.2","7.9","7.4","8","8.4","7.9","7.9","7.1","8.7","9.8","10","7.7","8.6","8.3",
"Women","August","Jeju","Donation Count","Unit","617","683","724","818","1082","1263","1339","830","1411","1335","1471","979","1036","711","1028","1004","989","1263","1086",
"Women","August","Jeju","Composition Rate[%]","%","9.2","11.4","12","8.8","9.1","9.2","10.7","7.3","11","9.4","9.8","8.1","8.6","7.1","9.1","7.9","7.9","9.9","7.5",
"Women","August","Outside of Korean Red Cross","Donation Count","Unit","656","879","982","1372","1977","3937","4952","5248","6505","6994","6358","6711","6405","5505","5313","4392","4998","4788","5906",
"Women","August","Outside of Korean Red Cross","Composition Rate[%]","%","7.6","10.7","7.8","7.5","7.1","8","8.1","8.1","8.2","8.9","8.5","8.4","9.1","8.2","10.7","8.3","9.2","7.6","8.3",
"Women","September","Total","Donation Count","Unit","36229","44286","33224","52555","57583","63441","65371","63522","65242","72150","77843","61265","69942","63470","58864","61016","53506","74011","61356",
"Women","September","Total","Composition Rate[%]","%","8.2","8.7","6.7","8.7","8.3","8.3","8.3","7.8","7.4","7.9","8.5","7.7","8.8","8.2","7.8","8.8","7.5","9.6","8",
"Women","September","Korean Red Cross","Donation Count","Unit","35627","43254","31894","50988","55216","58952","60673","58726","59643","66835","72020","55658","64544","58324","55143","57085","49343","68749","56250",
"Women","September","Korean Red Cross","Composition Rate[%]","%","8.2","8.6","6.6","8.7","8.3","8.2","8.3","7.8","7.5","8","8.5","7.7","8.9","8.2","7.8","8.9","7.5","9.7","8.1",
"Women","September","Central Seoul","Donation Count","Unit","3362","3246","3422","4446","4406","7246","","","","","","","","5383","4653","5403","4704","6218","5312",
"Women","September","Central Seoul","Composition Rate[%]","%","8.2","6.8","6.8","7.3","7.3","9.2","","","","","","","","7.6","6.8","8.4","7.7","9.1","7.7",
"Women","September","Western Seoul","Donation Count","Unit","1842","1819","2475","3796","4401","-","7031","6149","6549","6972","7876","5724","5933","","","","","","",
"Women","September","Western Seoul","Composition Rate[%]","%","9.3","7.4","6.6","8.8","8.2","-","7.6","6.7","7.1","7","7.8","7.1","7.9","","","","","","",
"Women","September","Southern Seoul","Donation Count","Unit","2212","2872","2049","3473","5481","4478","4699","4568","4562","4336","4702","4948","5334","4579","3993","3605","3032","4792","3840",
"Women","September","Southern Seoul","Composition Rate[%]","%","7.2","7.5","5.6","7.9","7.7","7.7","8.2","7.3","7.2","7.3","8","8.6","8.7","8.1","7.3","7.8","7","9.8","7.8",
"Women","September","Eastern Seoul","Donation Count","Unit","2621","4767","3505","5024","3971","7294","7284","6833","6770","8730","7718","4728","6442","6400","5540","5006","4791","6833","6384",
"Women","September","Eastern Seoul","Composition Rate[%]","%","7.1","9.6","6.4","7.9","7.9","8.4","7.8","7.2","7","8.5","8.4","6.1","8.2","8.2","7.5","8.3","7.6","9.5","8.5",
"Women","September","Busan","Donation Count","Unit","3470","4109","3023","4477","5068","5584","5638","5317","5336","6492","6593","4545","5958","5438","5084","5460","4089","6053","5056",
"Women","September","Busan","Composition Rate[%]","%","6.9","7.9","7.2","8.5","9","8.5","8.5","8","7.2","8.2","8.3","7.4","9.4","8.1","8","9.2","6.9","9.2","8",
"Women","September","Daegu/Gyeongbook","Donation Count","Unit","4919","4676","2750","5337","6054","5857","5751","6832","7284","7193","7973","6060","6611","5764","5173","5557","4927","6271","4970",
"Women","September","Daegu/Gyeongbook","Composition Rate[%]","%","10.4","9.5","6.8","9.6","9.5","8.8","8.3","9.1","9.3","8.4","9.7","8.9","9.7","8.3","7.9","9.7","7.4","9.5","8",
"Women","September","Incheon","Donation Count","Unit","2663","2789","1451","3166","2965","4408","5228","4964","3844","4538","5017","3842","3951","3683","3514","4029","3537","4202","4030",
"Women","September","Incheon","Composition Rate[%]","%","6.9","8.2","4.7","9","7.3","8.6","8.8","8.4","6.3","7.4","8.4","7.9","8.3","7.9","7.6","8.8","7.5","8.3","8.2",
"Women","September","Ulsan","Donation Count","Unit","1317","1426","700","1441","1180","1902","1564","1656","1320","1612","2016","2000","1905","1841","1994","1949","1589","2043","2347",
"Women","September","Ulsan","Composition Rate[%]","%","7.8","8.3","5.5","9.4","7.1","9.9","8.2","7.8","6.3","7.6","8.5","9.3","9.4","8.9","8.7","10.3","8.1","8.9","9.2",
"Women","September","Gyeonggi","Donation Count","Unit","1648","2060","1471","2881","3212","3352","3794","2961","3303","4262","4522","3799","4263","3716","3701","4752","4566","5410","4359",
"Women","September","Gyeonggi","Composition Rate[%]","%","7.9","7.7","5.6","9.2","7.6","7","7.6","6.2","6.5","7.9","7.6","7.5","8.3","7.8","7.1","8.7","8","9.3","7.8",
"Women","September","Gangwon","Donation Count","Unit","744","937","696","1080","1780","1361","1798","2160","1699","2431","3318","2105","2594","2367","2554","2054","1751","3195","2196",
"Women","September","Gangwon","Composition Rate[%]","%","9.8","10.5","7.7","9.3","11.5","7.9","9","9.7","6.7","8.6","9.9","7.6","9.4","8.9","9.7","8.8","7.2","12.1","8.2",
"Women","September","Chungbook","Donation Count","Unit","1146","1485","802","1587","1849","1655","1756","2085","2149","2170","2524","2071","2240","1810","1924","1910","1571","2377","1773",
"Women","September","Chungbook","Composition Rate[%]","%","6.9","8.6","5.6","8.9","9","7.8","9","9.6","9.3","8.5","9.7","9.2","9.5","8.1","8","9.6","7.6","10.5","8.1",
"Women","September","Daejeon/Sejong/Chungnaam","Donation Count","Unit","1812","2922","2258","3696","3935","4088","3680","4691","5208","5173","6202","5235","6518","5505","6085","5762","5155","7146","5201",
"Women","September","Daejeon/Sejong/Chungnaam","Composition Rate[%]","%","8.8","9.7","7.3","9.1","9.1","9.5","8.2","8.7","8.6","8.4","9","8","9.6","7.9","8.4","8.6","7.7","9.9","7.9",
"Women","September","Jeonbook","Donation Count","Unit","2487","3162","1793","2639","3232","2755","3123","3079","2721","2674","3259","2327","2331","2261","1941","2694","2210","2790","2143",
"Women","September","Jeonbook","Composition Rate[%]","%","9.8","10.6","8","10.2","10.9","9.1","9","8.7","7.7","7.5","9.6","8.2","8.6","8.7","7","10.2","8.3","10.1","7.8",
"Women","September","Gwangju/Jeonnaam","Donation Count","Unit","3621","5098","3519","5298","4863","5463","6327","4804","5786","6550","6546","5391","6519","6119","5603","5054","4408","7815","4683",
"Women","September","Gwangju/Jeonnaam","Composition Rate[%]","%","8.6","9.2","6.7","8.4","7.6","8","9.1","7.5","8.1","8.4","8.2","7.8","9","9.3","8.6","9.1","7.6","12.1","7.8",
"Women","September","Gyeongnaam","Donation Count","Unit","1139","1247","1356","1816","1738","2426","2037","1822","2046","2514","2376","1884","2851","2513","2524","2717","2102","2681","2661",
